htid,author,title,year,authgender,female_category,clubs
mdp.39015024893383,"Brookner, Anita.",A closed eye / | $c: Anita Brookner.,1991,f,high_female,5.89622641509434
uc2.ark:/13960/t1wd3tn77,"Hay, Ian.",Carrying on--after the first hundred thousand,1917,m,high_male,5.892231093303479
mdp.39015022401213,"Wace,","Wace and Layamon, Arthurian chronicles. | $c: Translated by Eugene Mason. Introd. by Gwyn Jones.",1962,u,high_male,5.891671794603228
uc1.b3872846,"Hudson, Stephen,",A true story / | $c: Stephen Hudson [i.e. S. Schiff].,1948,u,mixed,5.889505939739961
uiuo.ark:/13960/t42r4j18j,"Collins, Wilkie,",Little novels,1887,m,mixed,5.88754783632617
inu.30000055877900,"Wace,",Arthurian chronicles | $c: [by] Wace and Layamon.,1937,u,high_male,5.886354123064043
inu.39000004007436,,The Penguin complete rivals of Sherlock Holmes / | $c: collected and introduced by Hugh Greene.,1983,u,,5.884052079210039
uc1.31158003738555,"Elbe, Lili,","Man into woman : | an authentic record of a change of sex / | $c: [ed. by Niels Hoyer, i.e. E. Harthern] ; translated from the German by H. J. Stenning ; introduction by Norman Haire.",1937,u,high_female,5.883737349964697
uc1.b4974565,"Rawlinson, Jane.",The lion and the lizard / | $c: Jane Rawlinson.,1986,f,high_female,5.8805245427892165
mdp.39015016437488,"MacInnes, Colin.",June in her spring.,1952,m,,5.880104665863052
uc1.32106019106068,"Wingate, Jennifer",Unused language / | $c: Jennifer Wingate,2006,f,mixed,5.877253559411687
inu.32000009471550,"Vallance, Ute.",A girl survives.,1958,u,high_female,5.876605966224207
mdp.39015007057113,"White, Patrick,",The Twyborn affair : | a novel / | $c: by Patrick White.,1979,m,high_female,5.876441931939049
uc1.b2806719,"Wahlöö, Per,",The assignment | $c: [by] Peter Wahlöö.  Translated from the Swedish by Joan Tate.,1965,u,high_male,5.876062098224254
uiuo.ark:/13960/t1vd7d824,"Oliphant,",Carità,1877,f,,5.874664042650061
mdp.39015027233876,"Mofolo, Thomas,",Chaka / | $c: Thomas Mofolo ; new English translation by Daniel P. Kunene.,1981,m,high_male,5.871852686959789
mdp.39015001751547,"Dahl, Roald.","The best of Roald Dahl : | stories from Over to you, Someone like you, Kiss kiss, Switch bitch / | $c: Roald Dahl ; introduction by James Cameron.",1983,m,mixed,5.869922517022776
nyp.33433067303697,"Griffin, Gerald,",The invasion,1832,m,high_male,5.868544600938967
uiuo.ark:/13960/t85h8313w,"Barrett, Eaton Stannard,",The metropolis,1819,m,,5.867855885459453
uc1.32106019839627,,"Wrongteous : | with 11 stories, 48 plates many in colour / | $c: edited by Leo Fitzmaurice & Paul Rooney",2008,u,,5.866306866512187
inu.32000001881525,"Powys, Theodore Francis,","Goat Green; | or, The better gift, | $c: Theodore Francis Powys; engravings by Gwenda Morgan.",1937,m,mixed,5.865790708587517
mdp.39015030744695,"Hayes, Douglas.",A player's hide.,1972,m,,5.8640708379757225
mdp.39015030700747,"Kuehnelt-Leddihn, Erik von,",Black banners.,1952,m,high_male,5.863923467421716
mdp.39015019967101,"Tracy, Honor,",A number of things / | $c: Honor Tracy.,1960,f,,5.863520692364523
uiuo.ark:/13960/t4cn7p80c,"Norris, W. E.",Mademoiselle de Mersac,1880,f,mixed,5.862351975612616
uc1.b4522264,,The dead leman,1889,m,mixed,5.858574023082782
uiuo.ark:/13960/t9z03hc07,"Gaskell, Elizabeth Cleghorn,",Mary Barton,1848,f,high_female,5.856229564198917
mdp.39015054076289,"Amis, Martin.",Money : | a suicide note / | $c: Martin Amis.,1984,m,,5.855891825707365
uc1.$b323011,"Belloc, Hilaire,","The hedge and the horse, | $c: by Hilaire Belloc; with forty illustrations by G.K. Chesterton.",1936,m,,5.849578099179596
mdp.39015061332972,"Benmalek, Anouar,",The child of an ancient people / | $c: Anouar Benmalek ; translated from the French by Andrew Riemer.,2003,u,high_male,5.849492556520722
uiuo.ark:/13960/t6pz5qj8x,"Lucas, Reginald Jaffray,",Hoist with her own petard,1894,m,mixed,5.845674201091192
njp.32101064919150,"Maxwell,",The Venetians A novel,1892,f,high_female,5.845560296954463
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,5.8426572405129855
inu.30000087814954,"Mankell, Henning,",The white lioness / | $c: Henning Mankell.,2003,u,high_male,5.84220729213692
inu.39000005890012,"Gillham, Charles Edward.","Medicine men of Hooper Bay : | or, The Eskimo's Arabian nights / | $c: by C. E. Gillham. [Illustrations by Chanimun]",1955,m,high_male,5.839586557271745
njp.32101067300960,"Gibbs, Philip,",Helen of Lancaster Gate,1912,m,high_female,5.838831566391685
uc2.ark:/13960/t51g0m39f,"Perrin, Alice,",The vow of silence,1920,f,,5.8387341624335845
uiuo.ark:/13960/t17m0wd50,"Pyne, W. H.",The twenty-ninth of May,1825,m,high_male,5.833965346245844
hvd.hweccr,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,5.832264084917765
mdp.39015012165562,"Lippard, George,","Dora Livingstone, the adulteress: or, The Quaker City",1848,m,mixed,5.83101712375362
mdp.39015065762950,"Smith, Horace,",The Tor hill,1826,m,,5.828694663830035
uc2.ark:/13960/t7wm1925d,"Hyatt, Stanley Portal,",The way of the Cardines,1913,m,,5.827777518765443
uc1.$b302195,"Parry, Dennis,",Fair house of joy / | $c: by Dennis Parry.,1950,m,,5.82150113228197
uc1.b4948497,"Bawden, Nina,",Familiar passions / | $c: [by] Nina Bawden.,1979,f,,5.820552370419953
uc1.b3176181,"Paronean, Hakob,",Honourable beggars : | a satire / | $c: by Hagop Baronian ; translated from the Armenian and edited by Mischa Kudian.,1978,u,high_male,5.818351079304125
uc1.32106017282655,"Morris, Paula",Queen of beauty / | $c: Paula Morris,2002,f,high_female,5.817625743825006
uc1.b3716770,"Raeburn, Anna.",Keeper of dreams.,1990,f,high_female,5.814822814041967
uc1.b4948552,"Feinstein, Elaine.",The survivors / | $c: Elaine Feinstein.,1982,f,,5.813712055147212
mdp.39015034861701,"Bowen, John,",No retreat / | $c: John Bowen.,1994,m,,5.8131508003982
uc1.$b395374,,Stories of Africa / | $c: chosen by E. C. Parnwell.,1930,u,,5.811081732864572
mdp.39015033319909,"Wilson, Paul.",The fall from grace of Harry Angel / | $c: Paul Wilson.,1994,m,high_male,5.810912894415713
mdp.39015000549199,"Pohl, Frederik.",Digits and dastards | $c: [by] Frederick Pohl.,1968,m,,5.810406437930333
inu.30000011354887,"Fowles, John,",The French lieutenant's woman.,1969,m,,5.8093262924298665
uiuo.ark:/13960/t9r219w9w,"Fitzgerald, Percy Hetherington,",The second Mrs. Tillotson,1866,m,,5.807200929152149
uc2.ark:/13960/t0tq5t49f,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,5.80618939789816
uc2.ark:/13960/t6n014n6s,"Allen, Grant,",The tents of Shem,1889,m,,5.8052905547922675
mdp.39015080864617,"Harvey, John,",Far cry / | $c: John Harvey.,2009,m,high_female,5.805253109035554
mdp.39015064913398,"Jacobson, Howard.",Kalooki nights / | $c: Howard Jacobson.,2006,m,,5.80330999699283
uiuo.ark:/13960/t09w0qc81,"Bennett,",Vicissitudes abroad;,1806,f,,5.801389432769148
mdp.39015001158735,"Kennaway, James,",The Dollar bottom & Taylor's finest hour / | $c: by James Kennaway ; edited & introduced by Trevor Royle.,1981,m,high_male,5.799623024503408
uc1.$b358676,"Boothby, Guy Newell,",Doctor Nikola,1896,m,high_male,5.799454851243983
uc1.$b119983,"Scholefield, Alan.",Great elephant.,1967,m,,5.797549569048815
mdp.39015034934896,"Métellus, Jean,",The Vortex family / | $c: Jean Métellus ; translated from the French with an introduction by Michael Richardson.,1995,f,,5.797235877933401
mdp.39015082722334,"Briggs, James.",The baby / | $c: James Briggs.,2008,m,high_female,5.796899817977346
uiuo.ark:/13960/t6d22kt69,"Watson, Aaron,",The Marquis of Carabas,1892,m,,5.7949738260348855
uiuo.ark:/13960/t9s18h07c,"MacDonald, George,",The vicar's daughter,1872,m,high_female,5.794749956539375
uc1.32106013457244,"Métellus, Jean,","The Vortex family / | $c: translated from the French, with an introduction by Michael Richardson ; Jean Métellus",1995,f,,5.794548488781754
mdp.39015001989113,"Sir, Walpole, Hugh,","The thirteen travellers, | $c: by Hugh Walpole.",1934,m,high_female,5.793877030753899
mdp.39015081814736,"Green, Leonard.",The youthful lover and other prose studies,1919,m,high_male,5.790723261335341
mdp.39015043790321,"Mills, Magnus.",The restraint of beasts : | a novel / | $c: Magnus Mills.,1998,m,high_male,5.788293177049417
uc1.32106014481128,"Saro-Wiwa, Ken,",Lemona's tale / | $c: Ken Saro-Wiwa,1996,m,,5.784108162822645
uc2.ark:/13960/t77s7kw62,"Pearce, Charles E.",A star of the east,1912,m,,5.783355502862761
mdp.39015048901006,"Mackenzie, Compton, Sir,","The south wind of love; | being book two of ""The four winds of love"", | $c: by Compton Mackenzie.",1937,m,,5.782723791410728
uc2.ark:/13960/t4vh5n538,"Braddon, M. E.",Thou art the man,1894,f,,5.782240811055645
mdp.39015057027115,,Birthday stories : | selected and introduced by Haruki Murakami.,2004,u,mixed,5.781906487299079
mdp.39015017894661,,Blues for a lost childhood : | a novel of Brazil / | $c: ,1989,u,high_female,5.780346820809249
uiuo.ark:/13960/t4kk9sz3z,,Laura Gay,1856,u,,5.780012716027975
mdp.39015008651880,"Greene, Graham,",The third man and The fallen idol.,1964,m,,5.779678649867067
mdp.39015053230010,"Ulasi, Adaora Lily.",Many thing you no understand.,1970,f,high_male,5.777424712934209
mdp.39015047518207,"Jenkins, Janette.",Columbus Day / | $c: Janette Jenkins.,1999,f,high_female,5.774872375320506
nyp.33433034410153,"Edwards, Annie,",Leah: a woman of fashion,1876,f,high_female,5.774412934684974
uiuo.ark:/13960/t2h71251b,"Sinnett, A. P.",United,1886,m,high_female,5.772505556036598
uc1.b3811083,"Bennett, Arnold,",The regent : | a five towns story of adventure in London.,1929,m,high_male,5.7676779328642285
uc1.$b684798,"Baring, Maurice,","C,",1924,m,,5.76294779212604
uiuo.ark:/13960/t57d3cx65,"Marryat, Florence,",Véronique,1869,f,,5.761613251710479
nyp.33433074873039,"Lawson, Henry,",The country I come from,1901,m,,5.760092161474583
umn.319510020466342,"Onions, Oliver,",Good boy seldom : | a romance of advertisement / | $c: by Oliver Onions.,1929,m,mixed,5.759815685898051
mdp.39015010220070,"Mackenzie, Compton, Sir,","Water on the brain, | $c: by Compton Mackenzie.",1933,m,high_female,5.75823633447127
uc1.b3157742,"Imog, Jo.",The demon flower: | a novel; | $c: translated from the German by Catherine Hanf Noren.,1972,f,,5.757494338463901
uc1.$b703626,"Nimier, Roger,",Children of circumstance / | $c: by Roger Nimier; translated by Robert Kee and John Russell.,1954,m,,5.7567209717345
uc1.b3739417,"Scholefield, Alan.",The last safari / | $c: by Alan Scholefield.,1987,m,mixed,5.756431012772081
inu.30000087182246,"Barker, Mo.",The rough and the smooth / | $c: Mo Barker.,2006,u,,5.7546386497973545
uiuo.ark:/13960/t66406j9p,"Harwood, John Berwick.",Plain John Orpington,1866,m,,5.752305715874447
mdp.39015055583572,"Baker, Jo.",Offcomer / | $c: Jo Baker.,2001,f,high_female,5.751952787971517
nyp.33433068198245,Aesop.,Three hundred Æsop's fables,1871,f,high_male,5.750982459503499
uiuo.ark:/13960/t3ws9c932,"Burney, Fanny,",The wanderer,1814,f,high_female,5.750761975961815
nyp.33433074868955,"Hyatt, Stanley Portal,",The end of the road,1909,m,mixed,5.748282700543212
mdp.39015066048938,"Thirkell, Angela,","Northbridge rectory, | a novel | $c: by Angela Thirkell.",1947,f,high_female,5.746513097945211
uiuo.ark:/13960/t8rb7ph0x,,St. Clyde,1816,u,mixed,5.743715418046754
nyp.33433074824420,"Baugh, May Elizabeth.",Her fortune her misfortune,1898,f,,5.742918263915809
mdp.39015070757201,,Katha : | short stories by Indian women / | $c: edited by Urvashi Butalia.,2007,u,high_female,5.7425719831398085
uc1.$b396484,"Glanville, Brian.",Diamond / | $c: Brian Glanville.,1962,m,mixed,5.741214745353204
uc2.ark:/13960/t1dj5hp5s,"Broughton, Rhoda,",Dear Faustina,1897,f,high_female,5.7396055743049335
uc1.$b252117,"Hamilton, Alex.","Beam of malice : | fifteen short, dark stories / | $c: Alex Hamilton.",1966,m,,5.737234652897303
inu.30000063846350,"Maugham, Robin,",Come to dust / | $c: by Robin Maugham.,1945,m,high_male,5.736165086831199
inu.32000009526486,"Aldridge, James.","The last exile, | a novel.",1961,m,,5.735465970763462
uiuo.ark:/13960/t6c257z78,"De Merle, William Henry,","Melton de Mowbray, or, The banker's son",1838,m,,5.729591909816223
mdp.39015080871364,"Cross, Helen,","Spilt milk, black coffee / | $c: Helen Cross.",2009,f,high_female,5.727431533328879
uc1.32106002011796,"(Victoria), Sackville-West, V.",Seducers in Ecuador,1924,f,,5.726392945083892
uiuo.ark:/13960/t7gq76w1k,"Collins, Mortimer,",Miranda,1873,m,mixed,5.724316898183483
mdp.39015019192759,"Blythe, Ronald,",The stories of Ronald Blythe.,1985,m,high_female,5.724043846175862
uiuo.ark:/13960/t6b28ff2f,"Tytler, Sarah,",Beauty and the beast,1884,f,,5.7233613301091735
mdp.39015002715608,"Richards, Grant,",Vain pursuit.,1931,m,high_female,5.719122457850068
uc1.$b119559,"Davies, A. A. T.",The horses of winter [by] A.A.T. Davies.,1967,u,,5.717843483564376
uiuo.ark:/13960/t18k7wh30,"Marryat, Florence,",The risen dead,1891,f,,5.717008099094807
mdp.39015031227039,"Byrne, Donn,","A daughter of the Medici, | and other stories.",1933,m,mixed,5.71649064639218
uc2.ark:/13960/t6348j96b,"Scott, P. E. S.",The eternal triangle,1915,f,high_female,5.715134820030404
mdp.39015043089849,"Duffy, Maureen.",Restitution / | $c: Maureen Duffy.,1998,f,,5.713687137537972
mdp.39015032875844,"folklorist. Downing, Charles,",Armenian folk-tales and fables / | $c: [selected and] translated by Charles Downing ; illustrated by William Papas.,1993,m,high_male,5.7127623110027805
uiuo.ark:/13960/t8cg07746,"Liddell, Charles Francis.","Hidden links, or, The schoolfellows",1857,m,mixed,5.71026133962731
uiuo.ark:/13960/t3st87474,"Norris, W. E.",The Countess Radna,1893,f,mixed,5.710206995003569
uiuo.ark:/13960/t1tf0693z,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,5.710152651414215
mdp.39015021933646,"Burrows, E.",Household proverbs;,1861,f,high_female,5.709554940192412
coo.31924087514372,,"The Vintage book of office life, or, Love among the filing cabinets / | $c: edited, with an introduction, by Jeremy Lewis.",1998,u,,5.7082512772212235
uc1.b4973419,"Redgrove, Peter.",The one who set out to study fear / | $c: Peter Redgrove.,1989,m,high_female,5.7070296337513735
mdp.39015046482132,"Murray, Les A.,",Fredy Neptune / | $c: Les Murray.,1998,m,,5.703251668201113
uiuo.ark:/13960/t2x354s13,"Ouida,",Friendship,1878,f,high_female,5.698265447997629
uc1.b3322534,"Gore,",Peers and parvenus,1846,f,,5.69811392429106
uc2.ark:/13960/t4rj4b345,"Baring-Gould, S.",A book of fairy tales,1895,m,high_male,5.695355437640604
uc1.$b794739,"Frankau, Gilbert,","The dangerous years; | a trilogy, | $c: Gilbert Frankau.",1937,m,mixed,5.695236504187897
hvd.32044019310010,,"La coquetterie, or, Sketches of society in France and Belgium",1832,f,,5.694977030259311
mdp.39015002235896,"O'Faoláin, Seán,",And again : | a novel / | $c: by Seán O'Faoláin.,1979,m,,5.694598673158509
uc2.ark:/13960/t8df6ms45,"Thackeray, William Makepeace,",Thackeray,1909,m,,5.693499920923612
inu.32000002548420,"Scott, Paul,","The bender; | pictures from an exhibition of middle class portraits, a novel.",1963,m,mixed,5.689037225266911
uc1.$b287667,"Armstrong, Anthony,",Anthony Armstrong ('A.A.'),1934,m,high_male,5.688443926163997
mdp.39015064876025,"Ngũgĩ wa Thiongʼo,",Wizard of the crow / | $c: Ngũgĩ Wa Thiongʼo.,2006,u,mixed,5.68755420950106
uc1.32106015024448,"Brady, Joan",The emigré / | $c: Joan Brady,1999,f,mixed,5.687042074632949
mdp.39015076147670,"Kāniṭakara, Hemanta,",Taking a chance / | $c: V.P. (Hemant) Kanitkar.,2008,u,high_female,5.68658392687053
uc1.$b86271,"Auld, Philip.",Honour a physician.,1959,m,,5.684909812966467
umn.31951002120785g,"Salmond, J. B. (James Bell),",Flower of the flax.,1944,m,,5.68472514353931
mdp.39015064690574,"Anderson, Martin,",The Hoplite Journals : | I-XXIX / | $c: Martin Anderson.,2006,m,high_male,5.68235628373899
uc1.b4538971,,Luuanda / | $c: ,1980,u,,5.681172594023407
uiuo.ark:/13960/t61556w10,"Roy, Gordon.",His cousin Adair,1891,f,,5.677946854417443
mdp.49015001015586,"Amadi, Elechi,",The great ponds.,1969,u,high_male,5.674789181581904
uc1.b3327284,"Whyte-Melville, G. J.",Black but comely,1879,m,,5.674080798910577
inu.30000041714357,"Buchan, John,",A prince of the captivity / | $c: by John Buchan.,1933,m,,5.67013962718832
mdp.39015028873092,"Hummer, G. B.",Red branch / | $c: G.B. Hummer.,1993,u,,5.669630623564875
uc2.ark:/13960/t3rv0k41c,"Whyte-Melville, G. J.",Digby Grand,1853,m,,5.668805696015963
uc2.ark:/13960/t3mw2f73w,"Smart, Hawley,",At fault,1883,m,,5.66722079492217
mdp.39015005299261,,Luuanda / | $c: ,1980,u,,5.667113738972741
uc2.ark:/13960/t04x56936,"Beresford, J. D.",The mountains of the moon,1915,m,,5.666444730914706
njp.32101073370791,,The Humour of Russia,1895,u,,5.665447246592638
mdp.39015008778725,"Masters, John,",The deceivers.,1971,m,high_male,5.664171284539645
uiuo.ark:/13960/t0ns1cv4p,"Sedley, Charles,",The barouche driver and his wife,1807,m,,5.663476241717166
mdp.39015054387736,"Sinclair, Andrew,",Blood & kin : | an empire saga / | $c: [Andrew Sinclair].,2001,m,mixed,5.662890585567508
mdp.39015045698761,"King, Francis Henry,",Dead letters / | $c: Francis King.,1997,m,high_male,5.660671072555651
uc2.ark:/13960/t9183883t,"Rae, Herbert,",Maple leaves in Flanders fields,1917,m,,5.65434960843629
mdp.39015020683150,"Yaşar Kemal,","Iron earth, copper sky / | $c: Yashar Kemal; translated from the Turkish by Thilda Kemal.",1974,m,high_male,5.652911249293386
mdp.39015063512498,"Cooke, W. Bourne.",Madam Domino,1907,u,high_male,5.6522189669627805
inu.39000002132194,"Lurie, Morris.",Running nicely / | $c: by Morris Lurie.,1979,m,high_male,5.652112477038293
njp.32101076479003,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,5.651888861257432
mdp.39015069319112,"Richards, Alun,",Home to an empty house / | $c: Alun Richards ; foreword by Rachel Trezise.,2006,u,,5.650994575045208
mdp.39015077120015,"Stewart, John,",The President / | $c: John Stewart.,2008,m,,5.650675255693056
uc1.32106010909254,"Donoghue, Emma,",Hood / | $c: Emma Donoghue,1995,f,high_female,5.645753183801528
uiuo.ark:/13960/t6b28gg3s,"Pulleyne,",Out of society,1875,f,high_female,5.645464809936018
mdp.39015049639969,"Makepeace, Maggie.",Out of step / | $c: Maggie Makepeace.,1999,f,high_female,5.643886864256459
nyp.33433075749592,"Payn, James,","People, places and things",1865,m,,5.642640304251165
uiuo.ark:/13960/t81k00j7q,"Payn, James,",Fallen fortunes,1876,m,,5.642306010466478
uc1.b3476894,"Braine, John.",Waiting for Sheila / | $c: John Braine.,1976,m,high_female,5.642067253441661
mdp.39015030851920,"Blatchford, Robert,",The Nunquam papers,1895,m,,5.639998872000225
mdp.39015014392008,"Clitandre, Pierre.",Cathedral of the August heat / | $c: Pierre Clitandre ; translated by Bridget Jones.,1987,m,high_male,5.637720105989138
mdp.39015062319531,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,5.637693619540246
uiuo.ark:/13960/t2n58t51n,"Blessington, Marguerite,",Meredith,1843,f,,5.637614161686774
uc1.$b119620,"Rathbone, Julian,",Hand out.,1968,m,,5.637455252698932
uiuo.ark:/13960/t1xd1ft60,,The Navy  at home.,1831,u,high_male,5.634755169887868
inu.30000055891166,"Haining, Peter.","The Hollywood nightmare: | tales of fantasy and horror from the film world; | $c: edited by Peter Haining, introduced by Christopher Lee.",1970,m,,5.6345435080667885
mdp.39015011955906,"Morgan,",The O'Briens and the O'Flahertys;,1827,f,mixed,5.633644122700769
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,5.633326761118779
mdp.39015047867257,"Maalouf, Amin.",Ports of call / | $c: Amin Maalouf ; translated from the French by Alberto Manguel.,1999,u,,5.63063063063063
uiuo.ark:/13960/t2x353307,"Besant,","The case of Mr. Lucraft, and other tales",1876,m,mixed,5.6304192785556095
mdp.39015011632562,"Huxley, Aldous,",[The collected works of Aldous Huxley],1946,m,,5.62957402889848
uiuo.ark:/13960/t6155758c,"Smart, Hawley,",Hard lines,1883,m,mixed,5.629468390534987
