htid,author,title,year,authgender,female_category,england_as_such_intensity
uiuo.ark:/13960/t5gb2cd8h,"Chandler, W. A.",Thrice,1876,u,mixed,12.163378500012165
mdp.39015048693306,"Norris, Leslie,",The girl from Cardigan / | $c: Leslie Norris.,1988,m,,12.160742910839645
uiuo.ark:/13960/t8bg37099,"Braddon, M. E.",The fatal three,1888,f,high_female,12.160272390101538
uc1.32106006539883,,Saturday night reader / | $c: edited by Emma Tennant.,1979,u,mixed,12.15953307392996
inu.39000002745425,"Fraser, George MacDonald,","Flashman and the redskins : | from the Flashman papers, 1849-50 and 1875-76 / | $c: edited and arranged by George MacDonald Fraser.",1993,m,mixed,12.157031439953617
mdp.39015069302704,"Enright, Anne,",The gathering / | $c: Anne Enright.,2007,f,mixed,12.154427526463504
mdp.39015057591474,"Amis, Martin.",Yellow dog / | $c: Martin Amis.,2003,m,,12.152144853566654
nyp.33433075744882,"Orczy, Emmuska Orczy,",The old man in the corner,1908,f,mixed,12.146093209119286
mdp.39015029088732,"Aldiss, Brian Wilson,",A Tupolev too far : | and other stories / | $c: Brian Aldiss.,1993,m,mixed,12.144470622525564
nyp.33433074899000,"Manning, Anne,","The colloquies of Edward Osborne, citizen and clothworker, of London",1860,f,,12.142553579017669
wu.89072347396,"McDougall, Murdoch C",Swiftly they struck ; | the story of No. 4 Commando. | $c: With a foreword by Lord Lovat.,1954,u,high_male,12.1410793419535
nyp.33433075741136,"Phillips, Alfred R.","Thundersleigh; or, The knight's quest",1888,m,high_male,12.140026534629426
njp.32101074876358,,The New Decameron ...,1919,u,,12.13942125309176
wu.89002047405,"Leasor, James.","Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.",1978,m,high_male,12.138064971751412
uc1.b3326043,"Valentine, Laura Jewry,",The cup and the lip,1851,f,,12.136132734617451
mdp.39015025388755,"Charteris, Leslie,",Knight Templar / | $c: by Leslie Charteris.,1930,m,,12.135922330097088
wu.89087903217,"Baring-Gould, S.",Cheap Jack Zita,1895,m,,12.131165898359493
mdp.39015063927282,"Sedgwick, Anne Douglas,",The dull Miss Archinard,1898,f,high_female,12.131137597428198
uc1.b3579182,"Lever, Charles James,",A day's ride,1864,m,mixed,12.129833325062991
uc1.$b105426,"Priestley, J. B. (John Boynton),","Four-in-hand, | $c: by J. B. Priestley.",1934,m,,12.12921658737753
uc1.b3151815,"pseud. Afghan,","Best Indian chutney (sweetened) some Eastern vignettes, | $c: by Afghan.",1925,u,high_male,12.129053125252687
inu.39000005786780,"Sturt, George,",The Bettesworth book;,1901,m,high_male,12.127512127512128
mdp.39015059433204,"Sterndale, Robert Armitage,",Seonee;,1877,m,high_male,12.12715877207005
nyp.33433074936398,"Barker, Dalgairns Arundel.",The great leviathan,1920,u,,12.126639428368874
mdp.39015059899115,,The New Decameron ...,1919,u,,12.12635663614867
uc1.32106013832966,"Headley, Victor",Fetish,1995,m,high_female,12.126041540353734
uc1.$b253948,"Val Baker, Denys,",One and all; | a selection of stories from Cornwall.,1951,m,high_female,12.12551641708312
uc2.ark:/13960/t2h70f08n,"Whyte-Melville, G. J.",Uncle John,1874,m,,12.121946784653616
mdp.39015073951520,,Bedford Square 3 : | new writing from the Royal Holloway Creative Writing Programme / | $c: foreword by Andrew Motion.,2008,u,,12.117473396637951
uc1.b3314600,"Marryat, Frederick,","Japhet, in search of a father",1836,m,,12.1153380179307
uiuo.ark:/13960/t3qv3s85d,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,12.103851041939844
mdp.39015063524956,"Castle, Agnes,",French Nan,1905,f,high_female,12.103606874848705
uc1.l0060630589,,"English short stories, | selected to show the development of the short story from the fifteenth to the twentieth century.",1930,u,,12.101250637946364
mdp.39015000550536,"Houghton, Claude,","The passing of the third floor back,",1935,m,,12.092263974122556
uc1.b3123806,"Wynne, Catherine Simpson.",A horrid girl,1876,f,high_female,12.09072882913382
dul1.ark:/13960/t18k82d6j,"Riddell, J. H.,",Mitre Court,1885,f,mixed,12.08860950769138
uc2.ark:/13960/t2f766t3r,"Berens, Edward,",Christmas stories,1827,m,mixed,12.08361864099569
nyp.33433082354121,F. M. S.,King Jack of Haylands,1872,u,high_male,12.081185567010309
uiuo.ark:/13960/t3126851x,"Gissing, Algernon,",The sport of stars,1896,m,,12.081124752714477
uiuo.ark:/13960/t5v703b5g,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,12.080421088963671
uiuo.ark:/13960/t40s04d2t,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,12.077440548798895
uc1.b3636450,"Huxley, Elspeth Joscelin Grant,",The mottled lizard / | $c: by Elspeth Huxley.,1982,f,,12.076970559029547
uc2.ark:/13960/t55d92s2c,"Hugo, Victor,",Ninety-three,1889,m,mixed,12.074864157778226
uc2.ark:/13960/t8pc36m8j,"Hayens, Herbert,",Clevely sahib,1887,m,mixed,12.074274034273689
inu.39000003330797,"Fothergill, Jessie,",Probation,1879,f,mixed,12.070630431783696
mdp.39015054402808,"Hensher, Philip.",The Mulberry Empire : | or the two virtuous journeys of the Amir Dost Mohammed Khan / | $c: Philip Hensher.,2002,m,,12.066833016578968
mdp.39015068050783,"Fielding, Henry,",Works;,1893,m,high_female,12.065637065637066
mdp.39015005897049,"Lawrence, D. H. (David Herbert),",Aaron's rod.,1952,m,,12.061442406612509
mdp.39015038919224,"Binchy, Maeve.",Silver wedding / | $c: Maeve Binchy.,1988,f,high_female,12.060935557493552
uiuo.ark:/13960/t6k07f074,"Fane, Violet,",Sophy,1881,f,mixed,12.060883339095756
mdp.39015053616598,"Mosley, Nicholas,",Judith : | a novel / | $c: by Nicholas Mosley.,1986,m,,12.060204541069016
uc1.$b323558,"Charques, Dorothy.",Time's harvest.,1949,f,,12.055560791809231
dul1.ark:/13960/t9j398q69,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,12.053194766234984
uc1.b4949055,"Warner, Marina,",The skating party / | $c: Marina Warner.,1982,f,high_female,12.051459733060168
uiuo.ark:/13960/t9k36386k,"Collins, Charles James,",The man in chains,1864,m,high_male,12.051338702874244
uc2.ark:/13960/t7br8s493,"Trollope, Frances Milton,",Father Eustace,1847,f,high_female,12.048676653680872
nyp.33433074851191,"Hall, Thomas,","Floss; or, The progress of an adventurer in the regions of Australia",1852,m,high_male,12.045717039021037
mdp.39015063170917,"Black, William,",Shandon bells,1883,m,,12.04487576570996
uiuo.ark:/13960/t8hd8dv7c,"Oliphant,",A son of the soil,1866,f,mixed,12.04321794783566
uc2.ark:/13960/t9j38vw47,"Bagnold, Enid.",A diary without dates,1918,f,high_male,12.041664157986634
mdp.39015064544821,"Hofland,",Tales of the Priory,1820,f,high_female,12.038764822729188
mdp.39015000542723,"Pember, Timothy,",Swanson; | a novel.,1951,m,mixed,12.03697759517237
uc2.ark:/13960/t03x85708,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,12.031812111222072
mdp.39015070329696,"Fielding, Henry,",Works;,1893,m,mixed,12.031578265416616
mdp.39015063925666,"Reid, Mayne,",The land of fire,1884,m,high_male,12.03152258918366
uiuo.ark:/13960/t4pk0nr4m,,A Breton maiden,1888,f,mixed,12.027663626340583
mdp.39015039573152,"Humphreys, Henry Noel,",Stories by an archæologist and his friends,1856,m,mixed,12.02573507305634
inu.30000120064880,,The wild blue yonder : | the Picador book of aviation / | $c: edited and introduced by Graham Coster.,1997,u,high_male,12.02335967021642
uiuo.ark:/13960/t5db8n927,"Prior, Herman L.",Overmatched,1876,m,mixed,12.022843402464684
nyp.33433074871488,"Tytler, Sarah,",Days of yore,1866,f,,12.022454245313554
uc1.b3327366,"Merriman, Henry Seton,",The money-spinner,1897,f,high_female,12.021914232229037
uiuo.ark:/13960/t43r1g050,"Pickering, Ellen,",The fright,1839,f,,12.021294865189764
nyp.33433074951561,"Cuthbertson, Catherine.",Rosabella,1817,f,high_female,12.019953122182825
uc2.ark:/13960/t5v699w0s,"Benson, Arthur Christopher,",Father Payne,1915,m,high_male,12.018550986935129
mdp.39015048944790,"Francis, Dick.",Second wind / | $c: Dick Francis.,1999,m,high_male,12.01634222542658
uc1.b3321950,"Clarke, Charles.","Which is the winner? or, The first gentleman of his family",1864,m,,12.015723432377223
mdp.39015066054241,"Linklater, Eric,","Private Angelo, | a novel | $c: by Eric Linklater.",1946,m,high_male,12.013899157178766
uiuo.ark:/13960/t7tm7kq3x,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,12.00710820805917
uc2.ark:/13960/t5q819j16,"Hunter, C. B.",The eloping Maharani,1907,u,mixed,12.005831403824716
uc2.ark:/13960/t0ht2mh8h,"Craik, Dinah Maria Mulock,",A brave lady,1870,f,high_female,12.004982067558036
mdp.39015032965983,"Oatley, Keith.",The case of Emily V. / | $c: Keith Oatley.,1993,m,,11.990487546546406
uc2.ark:/13960/t5t72cz3b,"Lister, Charles.",The college chums,1845,m,mixed,11.990168062189005
inu.30000054117191,"Sewell, Elizabeth Missing,",Ivors,1856,f,high_female,11.989646587535
inu.32000013013240,"Trollope, Anthony,",Sir Harry Hotspur of Humblethwaite,1877,m,mixed,11.984085134940798
uiuo.ark:/13960/t85h7wt97,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,11.983941518365391
uc1.b4091202,"Jhabvala, Ruth Prawer,",A backward place ,1965,f,high_female,11.982505541908813
uc1.$b242643,"Manning, Rosemary.",Man on a tower | $c: [by] Rosemary Manning.,1965,f,,11.981249344775424
mdp.39015064735015,"Binchy, Maeve.",Whitethorn Woods / | $c: Maeve Binchy.,2006,f,,11.974344965910536
hvd.32044086802022,,The Highland Inn,1839,u,mixed,11.973180076628353
uc1.32106002032487,"McEwan, Ian.","In between the sheets, and other stories / | $c: Ian McEwan.",1978,m,,11.969597223053444
mdp.39015008739560,"Ó hEithir, Breandán,",Lead us into temptation / | $c: Breandan Ó hEithir ; translated by the author from the Irish.,1978,u,high_male,11.969494887315756
uiuo.ark:/13960/t8gf12d5t,"Alexander, G. G.",Doctor Victoria,1881,u,high_female,11.96315348725924
mdp.39015084105025,"Bell, Alex.",Jasmyn / | $c: Alex Bell.,2009,m,high_male,11.95707410396676
uiuo.ark:/13960/t2s476x7g,"Moberly, A.",Lady Valeria,1886,m,,11.956410344003006
uc1.b4108130,"Congreve, William,",Incognita;,1922,m,,11.95564455868727
uiuo.ark:/13960/t3jw91227,"Tabor, Eliza.",Alec's bride,1867,f,,11.95481081511885
uc1.$b58408,"Stephenson, John Edward.",Chirupula's tale : | a bye-way in African history / | $c: by J.E. Stephenson.,1937,m,high_male,11.953286556138613
mdp.39015046356179,,Erotica : | an anthology of women's writing / | $c: edited by Margaret Reynolds.,1990,u,high_female,11.947227389872165
njp.32101067708311,"Berens, Louise.",A woman with a past. A novel,1886,f,high_female,11.945052757316343
uc1.b3476899,"Nobbs, David.",A piece of the sky is missing.,1969,m,,11.944862514632456
uiuo.ark:/13960/t1dj5z40k,"Lyle, Max.","Fair oaks, or, The experiences of Arnold Osborne, M.D",1856,m,mixed,11.943863839952224
mdp.39015048872066,,An Anthology of Sinhalese literature of the twentieth century / | $c: selected by the UNESCO National Commission of Sri Lanka ; edited and with an introduction by C.H.B. Reynolds ; translated by D.M. de Silva ... [et al.],1987,u,,11.943354376386282
uc1.b3578727,"Hardy, Thomas,",Tess of the D'Urbervilles,1892,m,high_female,11.940705866298211
mdp.39015021306439,"MacCall, Seamus.","Gods in motley, | $c: by Seamus MacCall; with a foreword by Lord Dunsany.",1935,u,,11.940168899116427
mdp.39015030746484,"Cunninghame Graham, R. B.",Scottish stories,1914,m,,11.938872970391596
mdp.39015017711089,,Forgiveness: | Ireland's best contemporary short stories / | $c: edited by Augustine Martin.,1989,u,,11.938567542445872
uiuo.ark:/13960/t8kd2dp41,"Lucas, Reginald Jaffray,",Hoist with her own petard,1894,m,mixed,11.93792280143255
inu.39000000955489,"Lindsay, Jack,",Rising tide : | a novel of the British way / | $c: by Jack Lindsay.,1953,m,mixed,11.937827792854812
nyp.33433081852653,"James, Henry,",Washington Square ; The Pension Beaurepas ; A bundle of letters,1881,m,high_female,11.937827792854812
mdp.39015063761319,"Black, William,",The new prince fortunatus,1890,m,mixed,11.937804040946668
uc1.b3834666,"DePolnay, Peter,",The crack of dawn; | a childhood fantasy.,1960,m,,11.936022917164
mdp.39015039926350,"Baxter, Walter,",The image and the search.,1953,m,high_female,11.933987997817786
nyp.33433034410849,"Alexander,",The executor,1885,f,mixed,11.932517026783913
mdp.39015026244684,"Carmichael, Amy,",Lotus buds,1909,f,high_female,11.932009241883522
uc1.b3834627,"Davies, Ellen Chivers.",Tales of Serbian life,1919,f,high_male,11.931275851097675
uc1.32106007860247,,An Anthology of Sinhalese literature of the twentieth century / | $c: selected by the UNESCO National Commission of Sri Lanka ; edited and with an introduction by C.H.B. Reynolds ; translated by D.M. de Silva ... [et al.],1987,u,high_female,11.927684154923575
uiuo.ark:/13960/t2697q61t,"Oliphant,",At his gates,1872,f,,11.927322846124282
wu.89038343711,"Fearon, Ethelind.","A privy in the cactus, | $c: by Ethelind Fearon. Illustrated by Alex Jardine.",1965,u,,11.924209723000608
mdp.39015063201548,"Moorcock, Michael,",The vengeance of Rome / | $c: Michael Moorcock.,2006,m,,11.920250120905392
uiuo.ark:/13960/t9w09fh77,"De Fonblanque, Albany,",A family tree,1876,m,high_male,11.908812521265736
mdp.39015043053746,"Britton, Lionel,",Hunger and love / | $c: Lionel Britton ; with an introduction by Bertrand Russell.,1931,m,high_male,11.90783336971838
uc1.b3322747,"Herman, Henry,",A leading lady,1891,m,,11.907754594408647
uc1.b4948463,"Acton, Harold,","The soul's gymnasium, and other stories / | $c: by Harold Acton.",1982,m,mixed,11.906179307060365
inu.30000027384795,,The Omnibus of 20th century ghost stories / | $c: edited by Robert Phillips.,1992,u,,11.904265893683002
hvd.32044097914444,"Cooper, James Fenimore,",The spy; a tale of the neutral ground;,1825,m,,11.903749681149565
uiuo.ark:/13960/t6543c86j,"Rhodes, Henrietta.",Rosalie,1811,f,high_female,11.902990626394882
mdp.39015000595374,"Omotoso, Kole,",The edifice. -,1971,u,,11.902990626394882
njp.32101065762096,"Lyons, A. Neil",Clara,1912,m,high_female,11.900936603710711
njp.32101065768515,"Southey, Caroline Bowles,",Chapters on churchyards,1829,f,mixed,11.900511722004046
mdp.39015084104879,"Cain, Tom.",Assassin / | $c: Tom Cain.,2009,m,,11.900005950002974
mdp.39015053240621,,Best Irish short stories / | $c: edited by David Marcus.,1976,u,,11.89767995240928
mdp.49015000793027,"Sarraute, Nathalie.","Tropisms, and The age of suspicion; | $c: translated from the French by Maria Jolas.",1963,f,high_male,11.894283607298332
uc2.ark:/13960/t04x58s0v,"Collis, E. T.",Murder by warrant,1898,f,high_male,11.89325800936594
uc1.b3325355,"Waldy, Frances Helen.",Frolic,1886,f,mixed,11.89123483867558
mdp.39015020923200,"Ewart, Ernest Andrew,",Front lines,1918,m,high_male,11.890606420927467
mdp.39015040364625,"Kishtainy, Khalid.",Tales from old Baghdad : | grandma and I / | $c: Khalid Kishtainy ; with illustrations by the author.,1997,m,,11.88801489964534
uc1.b3472750,"Kydd, Lionel",Breakdown in communications / | $c: Lionel Kydd,1979,m,,11.887072808320951
dul1.ark:/13960/t7gq7nw7v,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,11.883137827422884
uc2.ark:/13960/t4vh5hq9p,Léonard,"Recollections of Léonard, hairdresser to Queen Marie-Antoinette",1912,u,,11.881972407419632
uc2.ark:/13960/t0wp9zn65,"Herbert, George,",Gerald Fitzgerald,1858,m,,11.876484560570072
uc1.b3327454,"Whyte-Melville, G. J.",The Queen's Maries,1862,m,,11.870204707075722
uiuo.ark:/13960/t74t7899k,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,11.869436201780417
uiuo.ark:/13960/t3qv45d0q,"Oliphant,",The primrose path,1878,f,high_female,11.868340542251293
mdp.39015023991238,"Huddleston, George,",The white fakir; | a tale of the mystical East.,1932,m,,11.867147286131756
uiuo.ark:/13960/t8z89t58w,"James, G. P. R.",Arabella Stuart,1844,m,,11.86644318198674
uc2.ark:/13960/t5t72dv0z,"Jerrold, Douglas William,",The chronicles of Clovernook,1847,m,mixed,11.864585530478802
uc1.b4937283,"Stanford, Derek.",Short stories of the 'Nineties: | a biographical anthology.,1968,m,mixed,11.864507326333277
uiuo.ark:/13960/t20c5g146,"Kelly, Tom,",Time and chance,1882,f,mixed,11.862959096517034
nyp.33433074943675,"Austen, Jane,",The novels of Jane Austen,1892,f,,11.86073342462504
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,high_male,11.860221893969616
uiuo.ark:/13960/t8gf1fh3r,"Barrowcliffe, A. J.",Trust for trust,1859,m,,11.85857798709109
mdp.39015051144924,"Byrne, Donn,","The golden goat, | $c: by Donn Byrne.",1930,m,high_female,11.857894986482
uiuo.ark:/13960/t9c540z9t,"Hardy, Iza Duffus.",A hero's work,1868,f,,11.852754918893291
uiuo.ark:/13960/t0bv85013,"Yates, Edmund Hodgson,",Land at last,1866,m,mixed,11.851500696275666
uiuo.ark:/13960/t79s22h55,"Collins, Wilkie,",The legacy of Cain,1889,m,high_female,11.845534233593934
inu.32000002543934,"Waugh, Auberon.",Path of dalliance / | $c: Auberon Waugh.,1963,u,,11.844670809264354
uc1.b3321455,"Bury, Charlotte Campbell,",Flirtation,1827,f,,11.843605193420878
mdp.39015008290317,"Jones, Gwyn,","Eirik the Red, | and other Icelandic sagas.",1961,u,high_male,11.839385080553354
uiuo.ark:/13960/t3fx7p48j,"Gray, Russell.",Never for ever,1867,m,,11.835019823658204
mdp.39015046441252,"Powell, Anthony,",Temporary kings: | a novel. -,1973,m,mixed,11.83105256931025
mdp.39015038917921,"Greene, Graham,",The collected edition.,1970,m,,11.829559703787826
njp.32101066458983,"Gibbon, Charles,",Clare of Claresmede,1886,m,,11.828720132481664
inu.30000101133829,"Stace, Wesley.",Misfortune : | a novel / | $c: Wesley Stace.,2005,m,,11.82551453306463
uiuo.ark:/13960/t7fr07r8z,"Duffield, Alexander James.",Masston,1877,m,mixed,11.824324324324325
inu.30000116457742,"Doré, Annabel.",The great north road / | $c: Annabel Doré.,2007,f,,11.820877725868709
mdp.39015064136289,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The story of Mona Sheehy, | $c: by Lord Dunsany.",1939,m,high_female,11.81753722524226
mdp.39015049630034,"Pears, Tim,",A revolution of the sun / | $c: Tim Pears.,2000,m,mixed,11.813412518995433
mdp.39015050547648,"Feinstein, Elaine,",Dark inheritance / | $c: Elaine Feinstein.,2000,f,high_female,11.811779296903838
njp.32101064710401,"Parry, Edward Abbott,",The first book of Krab,1897,m,,11.811395634508171
uc2.ark:/13960/t6qz27s0k,"Hofland,",The good grandmother and her offspring;,1854,f,high_female,11.809442830487258
uc1.32106013111577,"Brady, Joan",Death comes for Peter Pan / | $c: Joan Brady,1996,f,,11.80487450510334
mdp.39015015186334,"Green, Henry,","Loving, | a novel.",1945,m,high_female,11.804474969147394
uiuo.ark:/13960/t5s76129n,"Southey, Robert,",The doctor,1865,m,high_male,11.803039461495269
uiuo.ark:/13960/t9183mc58,"Clutton-Brock, Ellen.",Marjory,1880,f,high_female,11.80205591814094
