htid,author,title,year,authgender,female_category,gb_intensity
mdp.39015018508914,"Gurnah, Abdulrazak,",Dottie / | $c: Abdulrazak Gurnah.,1990,u,high_female,152.40583496625297
uc2.ark:/13960/t49p2zb2c,"Schwann, Duncan,",The book of a bachelor,1910,m,,152.38161962395017
uva.x030742633,"Dawson, A. J.",The genteel A. B,1907,m,high_male,152.36662972930188
inu.30000029301235,"Wilson, Colin,",The killer : | a novel / | $c: by Colin Wilson.,1970,m,mixed,152.34257933468749
mdp.39015014328374,"Moggach, Deborah.",Driving in the dark / | $c: by Deborah Moggach.,1988,f,high_female,152.33184907429109
uiuo.ark:/13960/t1bk1r841,"De Fonblanque, Albany,",Bad luck,1877,m,mixed,152.25494828581927
hvd.32044086801925,"Wilson, Alexander,","Alice Allan ; The country town, et cet",1825,m,mixed,152.2533495736906
mdp.39015008739560,"Ó hEithir, Breandán,",Lead us into temptation / | $c: Breandan Ó hEithir ; translated by the author from the Irish.,1978,u,high_male,152.18357785301464
uiuo.ark:/13960/t6834cj82,"Oliphant,",Merkland,1851,f,high_female,152.1768904174212
uc2.ark:/13960/t2c82659b,"Watson, William Davy,",Trevethlan,1848,m,mixed,152.06749296948234
mdp.39015022460110,"Foster, John,",The life and correspondence of John Foster,1866,f,high_male,152.0655571513052
mdp.39015051379041,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,152.05169757717624
mdp.39015048751526,"Pearce, Brian Louis.",The goldhawk variations : | rites of passage / | $c: Brian Louis Pearce.,1999,m,high_male,152.0349680426498
mdp.39015025105407,"Trefusis, Violet Keppel,",From dusk to dawn; | $c: illustrations by Philippe Julian.,1972,f,,152.0103367028958
mdp.39015028472697,"Lessing, Doris May,",London observed : | Stories and sketches / | $c: Doris Lessing.,1992,f,high_female,152.00735519460625
mdp.39015006945433,"Hogg, James,",The mountain bard ;,1821,m,high_male,151.96248697464398
njp.32101063581217,"Hook, Theodore Edward,",Peregrine Bunce;,1842,m,,151.93508531739408
uiuo.ark:/13960/t0ht2wt6w,"Bishop, M. C.",Elizabeth Eden,1878,u,high_female,151.9295047098147
uiuo.ark:/13960/t0ns13172,"Moore, Charlotte Trimmer.",Country houses,1832,f,high_female,151.91517894560388
uiuo.ark:/13960/t5j96sf1b,,Rose Aylmer's home,1865,u,,151.74506828528072
mdp.39015056426847,"Tinniswood, Peter.",Two plays for one / | $c: Peter Tinniswood.,2002,m,,151.74506828528072
uiuo.ark:/13960/t1cj9370s,"Blackmore, R. D.",Clara Vaughan,1864,m,,151.7408433449807
mdp.39015066189237,"Thackeray, William Makepeace,",Works,1883,m,mixed,151.71437240821285
uc1.32106012911092,,An anthology of Scottish fantasy literature / | $c: [edited by] Colin Manlove,1996,u,,151.67640133072996
uiuo.ark:/13960/t9r21mm8j,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,151.6536076060117
mdp.39015070219079,"Sala, George Augustus,",Under the sun,1886,m,,151.64497814709563
uc1.$b787444,"Priestley, J. B. (John Boynton),",Wonder hero.,1933,m,high_male,151.6229268840553
uc1.b3327505,"Wood, Henry,",The story of Charles Strange,1888,f,,151.5521025676759
uc1.b2854093,"Wilson, Colin,",The killer: a novel.,1970,m,mixed,151.51893570435493
uiuo.ark:/13960/t2p566m7g,"Smart, Hawley,",Bitter is the rind,1870,m,,151.51238568116685
mdp.39015031105599,"Collins, Wilkie,",The black robe,1881,m,,151.49776196488006
uc2.ark:/13960/t7fq9w41f,"Bennett, Arnold,",The city of pleasure,1907,m,high_female,151.48196817053582
uc1.b4974547,"Murray, John,",Kin / | $c: John Murray.,1986,m,mixed,151.4766861301515
uiuo.ark:/13960/t8v98gj4s,"Crawford, A.,",The double marriage,1852,f,,151.43171806167402
mdp.39015000550460,"Houghton, Claude,","The enigma of Conrad Stone, | $c: by Claude Houghton [pseud.]",1952,m,mixed,151.4289198747917
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,high_female,151.40143378451825
uiuo.ark:/13960/t51g1929n,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,151.39761267235554
uc1.b3322306,"Banks, G. Linnaeus",In his own hand,1885,f,,151.3882625781099
mdp.39015063917754,"Ertz, Susan.",Woman alive | $c: [by] Susan Ertz; with illustrations by Bip Pares.,1935,f,,151.38218516893374
njp.32101066714195,"Boldrewood, Rolf,",Nevermore,1892,m,,151.3335635499401
nyp.33433006640944,"Kirby, Mary,",Aunt Martha's corner cupboard,1875,f,high_female,151.33044684518052
njp.32101017879931,"Moore, George,",Esther Waters,1894,m,high_female,151.31814921090387
mdp.39015030737921,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_female,151.30776962723755
mdp.39015040341078,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_female,151.29553413671616
uc1.b3549892,"Reynolds, George W. M.",Mary Price;,1852,m,,151.2455158616977
nyp.33433075763502,"Thackeray, William Makepeace,",The history of Pendennis;,1906,m,mixed,151.19814123386004
nyp.33433074893052,"Maxwell, Gerald,",The fear of life,1908,m,mixed,151.1422388873288
uc1.b3435509,"Christopher, John,",The world in winter / | $c: by John Christopher.,1962,m,,151.11323708471042
uc2.ark:/13960/t4vh5d15j,"Silberrad, Una Lucy,","Sampson Rideout, Quaker",1911,f,,151.01873656189207
uiuo.ark:/13960/t17m0tr07,"Meredith, George,",Beauchamp's career,1876,m,high_female,150.95889087483695
uiuo.ark:/13960/t7xk9038k,"Wingfield, Lewis,",Barbara Philpot,1885,m,mixed,150.95625920650576
wu.89070944517,"Howarth, David Armine,",Dawn of D-day.,1959,m,high_male,150.92031801771583
inu.30000116860812,"Liberty, Olivia.",Falling / | $c: Olivia Liberty.,2007,f,,150.869201269248
nyp.33433067304067,"Yates, Edmund Hodgson,",The impending sword,1874,m,mixed,150.86748805632388
uiuo.ark:/13960/t0jt01623,"Doudney, Sarah,",A romance of Lincoln's Inn,1893,f,,150.86532037328394
mdp.39015063994241,"Galt, John,",Stanley Buxton;,1832,m,,150.83456266264443
nyp.33433008439113,"Hunter, Charles.",The adventures of a naval officer;,1905,m,high_male,150.7981904217149
uc1.32106012161714,"Fenton, Kate",Lions and liquorice / | $c: Kate Fenton,1995,f,,150.77043693272623
dul1.ark:/13960/t1hh76r0w,"Johnston, William,",Under which king?,1873,m,mixed,150.72580271151855
mdp.39015073927488,"Borchard, Ruth.",We are strangers here : | an 'enemy alien' in Prison in 1940 / | $c: Ruth Borchard ; introduction by Charmian Brinson.,2008,f,high_female,150.705186533212
mdp.39015000599095,"Raven, Simon,",Places where they sing.,1970,m,,150.6786424796054
mdp.39015018841307,"Charteris, Leslie,",Enter the Saint / | $c: by Leslie Charteris.,1930,m,high_male,150.649676730902
uc2.ark:/13960/t6251hf25,,"The School for sisters, or, The lesson of experience",1823,u,high_female,150.64551603621518
mdp.39015056675864,"Mackay, Shena.",Heligoland / | $c: Shena Mackay.,2003,f,high_female,150.6161570059334
njp.32101076045705,"Collins, Wilkie,",The woman in white,1860,m,high_female,150.56831046506363
mdp.39015010220070,"Mackenzie, Compton, Sir,","Water on the brain, | $c: by Compton Mackenzie.",1933,m,high_female,150.53674988689178
nyp.33433073357125,"Turgenev, Ivan Sergeevich,",The unfortunate one,1888,m,,150.51546391752578
mdp.39015037466813,"Sharpe, Tom.",Grantchester grind : | a Porterhouse chronicle / | $c: Tom Sharpe.,1995,m,high_male,150.5060237574462
nyp.33433082332085,"Hood, Tom,",A bunch of keys;,1865,m,,150.50502798278666
mdp.39015059901713,,Stories of chivalry and romance,1827,u,,150.48757975841727
uiuo.ark:/13960/t7hq4mz42,"Burdon, Hannah D.",The ward of the crown,1845,f,mixed,150.46554934823095
uc2.ark:/13960/t4nk3dm0t,"Debenham, Mary H.",Patteson of the isles,1921,f,high_male,150.4426485621154
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,150.44029724927697
uiuo.ark:/13960/t6640131x,"Besant, Walter,",The world went very well then,1887,m,high_male,150.39940975325985
njp.32101065549618,"Sala, George Augustus,",Terrible tales,1873,m,,150.38213542632306
uc2.ark:/13960/t1rf5pg8p,"Smith, Charlotte,",The old manor house,1820,f,mixed,150.35429229514227
uiuo.ark:/13960/t4th9616r,"Carey, Rosa Nouchette,","The old, old story",1894,f,,150.35164889783545
mdp.39015074795710,"Thackeray, William Makepeace,","Lovel the widower, and other stories & sketches",1911,m,,150.3355215503692
mdp.39015054286797,"Miller, Harland,","First I was afraid, I was petrified / | $c: Harland Miller.",2000,m,high_female,150.28177833437695
mdp.39015018932486,"Tindall, Gillian.",Journey of a lifetime : | and other stories / | $c: Gillian Tindall.,1990,f,,150.2372558644592
njp.32101065845842,"Munro, Neil,",The daft days.,1923,m,,150.1966210311681
uiuo.ark:/13960/t3rv17w9b,"Collins, Wilkie,",Man and wife,1870,m,,150.19620701691292
uiuo.ark:/13960/t2r49wr31,"Baring-Gould, S.",Red spider,1887,m,,150.1742479823918
uc2.ark:/13960/t0000492f,"Eiffe, John P.",The tales of old Liverpool,1886,m,,150.14593623709024
uc2.ark:/13960/t4hm57j35,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,150.10464025402325
uiuo.ark:/13960/t2p565v38,"Pycroft, James,",Dragons' teeth,1863,m,mixed,150.06610054428734
njp.32101018115061,"Hood, Tom,",Captain Master's children,1865,m,mixed,150.05359056806003
uiuo.ark:/13960/t9571xm8q,,Lady Selina Clifford,1851,f,high_female,149.9909096418399
mdp.39015029087049,"Brookner, Anita.",A family romance / | $c: Anita Brookner.,1993,f,high_female,149.98806913086457
mdp.39015063953114,"Von Arnim, Elizabeth,","Love, | $c: by the author of ""Elizabeth and her German garden.""",1925,f,high_female,149.9846954392409
mdp.39015011487181,,The Best of the Fiction Magazine.,1986,u,,149.96330685045146
uiuo.ark:/13960/t5h99ss05,"Dutton, Ralph,",Woman's temptation,1860,f,high_female,149.95097756502682
mdp.39015042982036,"Storey, David,",A serious man / | $c: David Storey.,1998,m,high_female,149.94298386537892
mdp.39015009047831,"Innes, Michael,",Carson's conspiracy / | $c: by Michael Innes.,1984,m,mixed,149.93938620557643
nc01.ark:/13960/t1hh7b15j,"Stables, Gordon,",For life and liberty,1896,m,high_male,149.93882863739643
uc1.b4948939,"McGinley, Patrick,",Fox prints / | $c: Patrick McGinley.,1983,m,,149.89694584972833
uiuo.ark:/13960/t7gq7kp8t,"Henty, G. A.",Dorothy's double,1894,m,,149.89331123141764
mdp.39015063942398,"Lustgarten, Edgar,",A case to answer.,1947,m,mixed,149.8826390656373
uc2.ark:/13960/t5t72cz3b,"Lister, Charles.",The college chums,1845,m,mixed,149.87710077736256
uiuo.ark:/13960/t9766490g,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,149.85613810741688
mdp.49015000947144,"Coward, Noel,",The collected short stories of Noël Coward.,1969,m,high_female,149.8435531716039
uc1.$b119561,"Ledward, Patricia.",A root of grace.,1969,f,high_female,149.8197084863977
inu.30000054101393,"Marryat, Florence,",The confessions of Gerald Estcourt,1867,f,high_female,149.81696889177846
mdp.39015049630034,"Pears, Tim,",A revolution of the sun / | $c: Tim Pears.,2000,m,mixed,149.81554967271478
inu.32000002548420,"Scott, Paul,","The bender; | pictures from an exhibition of middle class portraits, a novel.",1963,m,mixed,149.8113135986953
mdp.39015043790826,"Crewe, Candida,",The last to know / | $c: Candida Crewe.,1998,f,,149.76738257599894
nyp.33433076079007,"Scott, Walter,",The handy volume  Waverly,1877,m,high_male,149.76318365834942
inu.30000003786799,"Benson, E. F.",Limitations,1896,m,,149.7540376997083
uva.x030581120,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,149.74745164505515
mdp.39015063751484,"Banim, John,",The Boyne water,1826,m,,149.73591097892418
dul1.ark:/13960/t53f5bx92,"Wood, Henry,",Court Netherleigh,1881,f,,149.68120781220765
uc1.$b119741,"De Polnay, Peter,",A winter's promise / | $c: Peter de Polnay.,1967,m,high_female,149.65826066462407
njp.32101066121821,"Gore,","The popular member, The wheel of fortune, etc",1844,f,high_female,149.64692678212344
uc1.b3321187,"Boyd, Archibald.",The crown ward,1856,m,mixed,149.6275062607299
njp.32101066477744,"Baker, Henry Barton,",Strafford,1878,m,,149.60924427646214
mdp.39015010558420,"Pym, Barbara.",Crampton Hodnet / | $c: Barbara Pym.,1985,f,,149.56625785222857
uc1.b3326058,"Vachell, Horace Annesley,","A woman in exile, | $c: by Horace Annesley Vachell.",1926,m,,149.50965899972127
uc1.$b794734,"Forster, Peter,",The primrose path.,1955,m,,149.49866396308929
uiuo.ark:/13960/t8hd8gh7q,"Southey, Robert,",The doctor,1865,m,high_male,149.4844215651114
osu.32435070795778,"Weyman, Stanley John,","The Castle Inn, | $c: by Stanley J. Weyman.",1927,m,high_male,149.4438186944647
mdp.39015030711918,"Sinclair, May.",The rector of Wyck / | $c: by May Sinclair.,1920,f,mixed,149.4124797406807
uc1.b3862769,"Coward, Noel,",Collected short stories.,1962,m,high_female,149.37734037202068
inu.30000110626268,"Cavendish, Dominic.",Orwell : | a celebration / | $c: adapted by Dominic Cavendish ; [adapted from the writings of] George Orwell.,2009,m,mixed,149.33014762351738
mdp.39015019873556,"Melville, Pauline.",Shape-shifter : | stories / | $c: Pauline Melville.,1990,f,,149.29787743489342
nyp.33433074936398,"Barker, Dalgairns Arundel.",The great leviathan,1920,u,,149.25094681069382
mdp.39015056429346,"Flint, James,",52 ways to magic America / | $c: James Flint.,2002,m,mixed,149.1858333667831
nyp.33433008160214,,Tales of our coast,1896,m,high_male,149.1076837053259
mdp.39015039770782,"Burke, Thomas,",Night-pieces; | eighteen tales.,1935,m,high_male,149.05371403566352
uiuo.ark:/13960/t3708qx4j,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,149.03729960525254
wu.89100060540,"Castle, Agnes,",A little house in war time,1915,f,high_female,148.95036539386513
mdp.39015063558327,"Oliphant,",Zaidee,1856,f,high_female,148.9109310719063
uiuo.ark:/13960/t4zg7838k,"Robinson, F. W.",Woodleigh,1859,m,,148.90293572356606
mdp.39015061750868,"Winterson, Jeanette,",Lighthousekeeping / | $c: Jeanette Winterson.,2004,f,,148.89953934205016
uc2.ark:/13960/t14m97m0w,"Yonge, Charlotte M.",A reputed changeling,1889,f,high_female,148.8604926887103
uiuo.ark:/13960/t2891gv3r,"Baring-Gould, S.",Kitty alone,1894,m,,148.82336526834712
uc1.32106011355572,"Self, Will",Dorian : | an imitation / | $c: Will Self,2002,m,high_male,148.7973724561547
mdp.39015025015689,"Howard, Elizabeth Jane.",Marking time / | $c: Elizabeth Jane Howard.,1991,f,high_female,148.78889535797128
uc1.$b300338,"George, Walter Lionel,","The triumph of Gallio, | $c: by W. L. George.",1924,m,high_female,148.78831076265146
njp.32101072759879,"Scott, Walter,",The talisman,1868,m,,148.72268898884064
njp.32101068972577,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Ernest Vane,1849,m,,148.71468026343746
mdp.39015022670098,,The Mabinogion / | $c: a new translation by T.P. Ellis and John Lloyd.,1929,u,high_male,148.68213561612976
uiuo.ark:/13960/t8hd8gh67,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,148.67199742837627
uc1.b4948552,"Feinstein, Elaine.",The survivors / | $c: Elaine Feinstein.,1982,f,,148.66492255305013
uiuo.ark:/13960/t17m0sf18,,Lady Selina Clifford,1851,f,high_female,148.6316692715516
mdp.39015063256229,"Kelly, Vivien.",Dirty work / | $c: Viv Kelly.,1995,f,,148.60476636028403
mdp.39015025040752,"Buchan, John,","Mr. Standfast, | $c: by John Buchan.",1924,m,,148.51617028078215
uc1.$b787225,"Guinness, Bryan,",The giant's eye / | $c: Bryan Guinness.,1964,m,,148.49597656171613
nyp.33433074925748,"Amory, Thomas,","The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq",1823,m,,148.44021802157022
uc2.ark:/13960/t3nv9hp0q,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,,148.39931304769036
uc2.ark:/13960/t1cj8886t,"James, Henry,",Daisy Miller,1879,m,,148.3779591286167
uiuo.ark:/13960/t42r4j18j,"Collins, Wilkie,",Little novels,1887,m,mixed,148.3662054754195
uiuo.ark:/13960/t7hq4gr6p,"Braddon, M. E.",Wyllard's weird,1880,f,,148.33585710312434
dul1.ark:/13960/t3320fk07,"Braddon, M. E.",Birds of prey,1867,f,mixed,148.3339195326717
uiuo.ark:/13960/t24b3sz26,"Collins, Wilkie,",The fallen leaves,1879,m,high_female,148.32059778833337
mdp.49015000982687,"Wyndham, John,",The kraken wakes / | $c: John Wyndham [pseud.],1978,m,high_female,148.29561613781337
njp.32101065853317,"Reid, Mayne,",The queen of the lakes,1880,m,high_male,148.29461196243204
uiuo.ark:/13960/t4fn1pb9z,"Kennedy, Grace,","Dunallan, or, Know what you judge; ;",1825,f,high_female,148.2857806442392
mdp.39015046888734,"Bruen, Ken.",Her last call to Louis MacNeice / | $c: Ken Bruen.,1998,m,,148.28493089362655
mdp.39015021871309,"Thomas, Leslie,",The loves and journeys of revolving Jones / | $c: Leslie Thomas.,1991,m,mixed,148.28257790368272
uiuo.ark:/13960/t6b28cf90,"Kendall, Edward Augustus,",The English boy at the Cape,1835,m,,148.2766338406446
uiuo.ark:/13960/t1vd7gd2r,"Tabor, Eliza.",Hope Meredith,1874,f,high_female,148.2607869226383
mdp.39015049907325,"Wills, C. J.",Laura Ruthven's widowhood,1892,m,high_female,148.22856427065287
uiuo.ark:/13960/t6qz2kp2b,"Cuthbertson, Catherine.",Adelaide,1813,f,high_female,148.2060178536552
mdp.39015078781021,"Large, E. C. (Ernest Charles)",Asleep in the afternoon / | $c: Ernest Charles Large.,2008,m,,148.19665351277766
uc1.$b301024,"Kaye-Smith, Sheila,","The challenge to Sirius, | $c: by Sheila Kaye-Smith ...",1923,f,mixed,148.17926190392848
mdp.39015031312997,"Walpole, Hugh,",The young enchanted;,1921,m,,148.17813179902708
mdp.39015063751468,"Banim, John,",The Boyne water,1826,m,,148.162567862782
uiuo.ark:/13960/t9q246b4w,,Captain Herbert,1864,u,,148.14217617833495
nyp.33433066731575,"James, Henry,",The spoils of Poynton,1897,m,high_female,148.11553011348852
mdp.39015041311583,"Maynard, Michael.",Games men play / | $c: Michael Maynard.,1996,m,mixed,148.1128258482169
uiuo.ark:/13960/t45q5jj87,"Robinson, F. W.",Woodleigh,1859,m,,148.10803924066764
njp.32101066456920,"Clowes, W. Laird",The captain of the  Mary Rose,1892,m,high_male,148.10613222411294
inu.39000003366189,"Roberts, Cecil,",Indiana Jane / | $c: by Cecil Roberts.,1929,m,,148.09091494430496
mdp.39015008008214,"Braine, John.",One and last love / | $c: John Braine.,1981,m,,148.07569520859656
mdp.39015060618629,"James, Siân.",Summer shadows / | $c: Siân James.,2004,u,,148.03594174957826
nyp.33433074878178,"Leighton, Robert,",Olaf the Glorious;,1894,m,high_male,148.0321927481241
uiuo.ark:/13960/t68342r9h,"Barrett, Frank,","The sin of Olga Zassoulich, a novel",1891,m,high_female,148.0305500729426
uiuo.ark:/13960/t9z03d97g,"Besant, Walter,",The golden butterfly,1876,m,,147.99275841259805
inu.30000111567495,"Peltz, Daniel.",Daffodils before swallows / | $c: Daniel Peltz.,2007,m,mixed,147.96387079989915
wu.89075347252,"Lloyd, Jack Ivester.",Come hunting! / | $c: J. Ivester Lloyd.,1952,m,mixed,147.9623332974043
mdp.39015008542790,,The Mabinogion / | $c: a new translation by T.P. Ellis and John Lloyd.,1929,u,high_male,147.91563163362085
mdp.39015065739024,"Smith, Horace,","Adam Brown, the merchant",1843,m,,147.85311245888778
uiuo.ark:/13960/t1hh6t041,,Captain Herbert,1864,u,,147.830502736557
uc1.b4105180,"Shaw, Bernard,","Immaturity, | $c: by Bernard Shaw.",1931,m,mixed,147.82508413448937
inu.30000029310947,"Robins, Peter.",Ruined boys / | $c: Peter Robins.,1993,m,,147.79693296565955
mdp.39015041744478,"Hegedus, Adam de,",Rehearsal under the moon / | $c: Adam de Hegedus.,1946,m,,147.76712649053073
inu.32000007295274,"Marton, Francesca.","Mrs Betsey; or, Widowed and wed / | $c: Francesca Marton.",1971,f,high_female,147.69632101891284
uc1.$b244474,"Richardson, Dorothy Miller,","Revolving lights, | $c: by Dorothy M. Richardson.",1923,f,high_female,147.6855563525887
mdp.39015037832808,"Huggins, David",The big kiss / | $c: David Huggins,1996,m,high_female,147.6225624419629
uc2.ark:/13960/t47p9676w,"Adams, Johns Bernard Pye,",Nothing of importance;,1917,m,high_male,147.6088275512329
njp.32101064789926,"Pickering, Ellen,","The prince and the pedlar, or, The siege of Bristol",1839,f,high_male,147.5965247727349
nyp.33433075765499,"Vachell, Horace Annesley,",Brothers,1905,m,mixed,147.59476493260308
uiuo.ark:/13960/t7mp5kq6f,,Memoirs of a man of fashion,1821,u,mixed,147.57969303423852
uiuo.ark:/13960/t06x0248f,"Croffts,",Ankerwick Castle,1800,f,mixed,147.5796930342385
nyp.33433076078926,"Scott, Walter,",The handy volume  Waverly,1877,m,,147.57062488352997
mdp.39015037490417,"March, Caeia,",Reflections / | $c: Caeia March.,1995,u,high_female,147.5695211501586
