htid,author,title,year,authgender,female_category,walking
uc2.ark:/13960/t3dz04s7b,"Somadeva Bhaṭṭa,","The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,""",1909,u,high_male,82.21491422984623
uc1.$b105363,"Stucley, Elizabeth Florence,",Teddy boys' picnic.,1958,f,high_male,82.21469375026578
mdp.39015037444760,"Banville, John.",Athena / | $c: John Banville.,1995,m,mixed,82.1957369292117
mdp.39015001669053,"Marsh, Ngaio,",Black as he's painted.,1974,f,,82.19544020795446
mdp.39015055919206,"Galloway, Janice.",Clara / | $c: Janice Galloway.,2002,f,mixed,82.1842250413679
umn.31951002027310z,"Donnelly, Morwenna.",The dark descent.,1946,u,high_female,82.15717771701144
uc1.$b116673,,The Furnival book of short stories.,1932,u,,82.15661103979461
hvd.hn2gie,"Mackenzie, William,","The academy; or, A picture of youth",1808,m,high_male,82.15576733486691
mdp.39015015383980,"Saʻdāwī, Nawāl.",The fall of the imam / | $c: Nawal El Saadawi ; translated from the Arabic by Sherif Hetata.,1988,f,,82.1496714013144
inu.32000009544356,"MacVean, Jean.",The intermediaries.,1965,f,mixed,82.14710462108116
uc1.32106012964505,"Flusfeder, D. L.,",Like plastic / | $c: David Flusfeder,1996,u,,82.14114586898488
mdp.39015005154953,,"Nobody : | or, The disgospel according to Maria Dementnaya = Nikto : a samizdat text / | $c: translated from the Russian, with an introd. by April FitzLyon.",1975,u,high_male,82.11485484212757
mdp.39015005040806,"Faulkner, William,",Pylon / | $c: William Faulkner.,1967,m,high_male,82.11143695014663
uiuo.ark:/13960/t4mk6zg0g,"Sherer, Moyle,",The broken font,1836,m,mixed,82.10303184104853
inu.32000014228151,"Copping, Arthur E.",A journalist in the Holy Land;,1911,m,high_male,82.1005099704754
uc1.b3762713,"Curval, Philippe,",Brave old world / | $c: Philippe Curval ; translated from French by Steve Cox.,1981,m,,82.08299927461536
mdp.39015053680529,"Green, Julien,",Moira;,1951,m,high_male,82.07653637016517
uc2.ark:/13960/t07w69276,"Thurston, E. Temple",The Antagonists,1914,f,mixed,82.06041991489163
inu.30000008735510,"Dube, Hope.",Desert storm / | $c: Hope Dube.,1992,f,high_female,82.05281217365359
mdp.39015082662209,"Watkins, Gwen.",Nectar of the gods / | $c: Gwen C. Watkins.,2008,f,,82.00852546962695
mdp.39015047518207,"Jenkins, Janette.",Columbus Day / | $c: Janette Jenkins.,1999,f,high_female,82.00318772955117
mdp.39015016414412,"Martin, David,",The young wife.,1962,m,high_female,81.98760052693154
mdp.39015030663762,"Wittlin, Tadeusz.",A reluctant traveller in Russia. [Translated from the Polish by Noel E. P. Clark],1952,m,,81.97755076302182
uc2.ark:/13960/t9t14wd92,"Hemyng, Bracebridge,","Eton school days, or, Recollections of an Etonian",1870,u,high_male,81.9672131147541
mdp.39015052310482,"Misra, Amaresh.",The minister's wife / | $c: Amaresh Misra.,2002,u,,81.96594546944836
mdp.39015002133513,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,81.95820131732816
mdp.39015028909532,"Banville, John.",Ghosts / | $c: John Banville.,1993,m,high_female,81.95307108350586
mdp.39015062865863,"Tremain, Rose.",The darkness of Wallis Simpson : | and other stories / | $c: Rose Tremain.,2005,f,,81.9494696477719
inu.30000087224014,"Hewett, Amanda.",Wednesday's child / | $c: Amanda Hewett.,2006,f,high_female,81.94844478723533
mdp.39015067816028,"Chatterjee, Jayabrato,",Beyond all heavens / | $c: Jayabrato Chatterjee.,2003,u,,81.94612518699915
uc1.$b264866,,By an unknown disciple ...,1924,u,high_male,81.91718333386873
uc1.b4101692,"Yeats, W. B.",The secret rose,1897,m,high_male,81.91685439279132
mdp.39015037443770,"Bracewell, Michael,",Saint Rachel / | $c: Michael Bracewell,1995,m,mixed,81.90983960564135
njp.32101035558707,"Cornford, L. Cope",The master-beggars of Belgium,1896,u,,81.89784608664792
mdp.49015001276667,"Alkali, Zaynab.",The stillborn / | $c: Zaynab Alkali ; with an introduction by Stuart Brown.,1989,u,high_male,81.88941207124378
uc2.ark:/13960/t3nv9fq9p,"Lawless, Emily,","Major Lawrence, F.L.S",1887,f,,81.87074655887018
uc1.b4353952,,"Nobody : | or, The disgospel according to Maria Dementnaya = Nikto : a samizdat text / | $c: translated from the Russian, with an introd. by April FitzLyon.",1975,u,high_male,81.86115292191502
mdp.39015047442879,"Blanchard, Stephen",The paraffin child / | $c: Stephen Blanchard,1999,m,,81.85421333792866
inu.32000000354631,"Onions, Oliver,","The painted face, | $c: by Oliver Onions.",1929,m,,81.84980560671168
uc1.$b808999,"Cross, Ian,","The backward sex, | a novel.",1960,m,,81.84794470716625
mdp.39015012834100,"Mortimer, John,",Charade / | $c: John Mortimer.,1986,m,,81.83926162799509
uc1.b4097496,"Cato, Nancy.",The sea ants : | and other stories / | $c: by Nancy Cato.,1964,f,high_female,81.83841822705251
mdp.39015019774317,"Gombrowicz, Witold.",Cosmos; | $c: English version by Eric Mosbacher [from the French translation by George Sedir and the German translation by Walter Tiel.],1967,m,mixed,81.8342151675485
mdp.39015000646805,"Faulkner, William,",Pylon : | a novel / | $c: by William Faulkner.,1935,m,high_male,81.82429207375876
uc1.32106011383368,"Saʻdāwī, Nawāl",The fall of the Imam / | $c: Nawal El-Saadawi,2001,u,mixed,81.82118112834048
uc1.32106012223498,"Ekman, Kerstin,",Blackwater / | $c: Kerstin Ekman ; translated by Joan Tate,1995,f,high_female,81.81500121107732
mdp.39015019788077,"Gombrowicz, Witold.",Cosmos; | $c: English version by Eric Mosbacher [from the French translation by George Sedir and the German translation by Walter Tiel.],1967,m,mixed,81.80766735309882
mdp.39015034512577,"Lagesse, Marcelle.",Isabelle / | $c: Marcelle Lagesse ; translated by James Kirkup with a preface by Anthony Blond.,1995,f,,81.80628272251309
uc2.ark:/13960/t1gh9pw4v,"Carter, Thomas Thellusson,",Shakespeare's stories of the English kings,1912,m,high_male,81.80144970346974
mdp.39015078772913,"Kent, Jasper.",Twelve / | $c: Jasper Kent.,2008,m,high_male,81.7951725415149
uc1.b3752397,"Ionesco, Eugène.",The hermit / | $c: Eugène Ionesco ; translated from the French by Richard Seaver.,1983,u,high_female,81.79444426967
pst.000067591329,"Hall, Rich,",Magnificent bastards / | $c: Rich Hall.,2009,m,,81.7547973098044
uc1.$b119620,"Rathbone, Julian,",Hand out.,1968,m,,81.74310116413452
njp.32101072858184,,Society novelettes,1883,u,,81.7407510340205
uc1.b3473131,"Selvon, Samuel.",Turn again tiger / | $c: Samuel Selvon ; introd. and study questions by Sandra Pouchet Paquet.,1979,m,high_male,81.73232160154988
mdp.39015034101835,"Middleton, Stanley,",Terms of reference.,1966,m,,81.72700844123244
mdp.39015053497072,"Rose, Jacqueline.",Albertine / | $c: Jacqueline Rose.,2001,f,high_female,81.72561629153269
mdp.39015058212286,"Reed, Jeremy.",Blue rock / | $c: Jeremy Reed.,1987,m,mixed,81.720589874076
mdp.39015025389233,"García Morales, Adelaida.","The South ; and, Bene / | $c: Adelaida García Morales ; translated by Sarah Marsh.",1992,f,high_female,81.70560449380825
mdp.49015002946938,"Straub, Peter,",Mr. X.,2000,m,mixed,81.70360712733594
uc1.b4245224,"Thomas, Gwyn,","Gazooka, and other stories / | $c: by Gwyn Thomas",1957,m,high_male,81.69841936252539
mdp.39015064957809,"Ikonnikov, Alexander.",Lizka and her men / | $c: Alexander Ikonnikov ; translated by Andrew Bromfield.,2007,m,high_female,81.6841792596443
uc2.ark:/13960/t9w090v4w,"Gibbs, A. Hamilton",The compleat Oxford man,1911,m,,81.67932696234583
inu.39000003100059,"Stow, Randolph,",A haunted land.,1956,m,,81.67298539969347
uc1.b3407007,"Lewis, C. S. (Clive Staples),","The last battle, | a story for children; | $c: illustrated by Pauline Baynes.",1956,m,mixed,81.66210878152538
njp.32101064633447,"Putnam Weale, B. L.",The revolt,1912,m,high_female,81.65721162111053
uiuo.ark:/13960/t9s18b66h,"Black, Clementina.",Orlando,1880,f,high_female,81.65658172986328
uiuo.ark:/13960/t6834g01r,"Smart, Hawley,",Without love or licence,1890,m,mixed,81.62932125219379
uc1.$b245237,"Trower, Philip,",Tillotson.,1951,m,mixed,81.62573828940174
mdp.39015066836878,"Rickman, Philip.",The remains of an altar / | $c: Phil Rickman.,2006,m,mixed,81.62463713859619
nnc1.1002326213,"McNulty, Edward,",Misther O'Ryan,1894,m,mixed,81.60668344905807
uc1.32106013465049,"Fox, Catherine,",The benefits of passion / | $c: Catherine Fox,1997,f,high_female,81.59495035024247
mdp.39015008274535,"Desai, Anita,",Fire on the mountain / | $c: Anita Desai.,1977,f,high_female,81.58349682407102
mdp.39015063761228,"Black, William,",Madcap Violet,1876,m,,81.55973279478017
mdp.49015000342536,"Belgrave, Valerie.",Ti Marie / | $c: Valerie Belgrave.,1988,f,mixed,81.5545993981833
wu.89069424091,"Høeg, Peter,",Miss Smilla's feeling for snow / | $c: Peter Høeg ; translated from the Danish by F. David.,1996,m,high_male,81.55143448973267
inu.30000056346624,"Willocks, Tim.",Bad city blues / | $c: Tim Willocks.,1997,m,,81.53106762787505
mdp.39015000630858,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,81.52332149304141
uc1.32106016706043,"Buĭda, I͡Uriĭ",The zero train / | $c: Yuri Buida ; translated and with an afterword by Oliver Ready,2001,u,high_male,81.51857458949576
uc2.ark:/13960/t0js9k52b,"Jackson, Murray Cosby.","A soldier's diary, South Africa 1899-1901",1913,m,high_male,81.5167372268532
mdp.39015014652989,"Wiechert, Ernst Emil,",The earth is our heritage / | $c: by Ernst Wiechert ; translated by Robert Maxwell.,1950,m,mixed,81.50575128331076
mdp.39015025198402,"(Christian Karlson), Stead, C. K.",Sister Hollywood / | $c: C.K. Stead.,1991,u,high_female,81.50505219672863
uc1.32106014463316,"Wall, Alan",Bless the thief / | $c: Alan Wall,1997,m,,81.47603027754415
njp.32101066121938,"Gordon, Frederick.",A Sunday salmon and another,1895,m,,81.47155737408119
mdp.39015037445619,"Shakespeare, Nicholas,",The dancer upstairs / | $c: Nicholas Shakespeare,1995,m,,81.44692228015971
mdp.39015041293484,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,mixed,81.42743076691991
wu.89092547124,"Henderson, B. L. K.",Wonder tales of ancient Wales,1921,u,mixed,81.39594037747368
mdp.39015002300740,"O'Brien, Edna.",The love object.,1968,f,high_female,81.39345596614032
pst.000032241341,"Malamud, Bernard.",A new life / | $c: Bernard Malamud.,1968,m,high_male,81.33755083596927
uc1.$b245194,"Watson, Boris,",Former people.,1953,m,mixed,81.33688257911861
mdp.39015060640185,"Corrick, Martin.",After Berlin / | $c: Martin Corrick.,2005,m,high_female,81.33167055251315
uiuo.ark:/13960/t8gf1fh3r,"Barrowcliffe, A. J.",Trust for trust,1859,m,,81.31596334005319
inu.39000004507948,"Cleary, Jon,",The climate of courage.,1954,m,,81.30682238155075
mdp.39015061863810,"Dagerman, Stig,",A burnt child / | $c: Stig Dagerman ; translated from the Swedish by Alan Blair ; with an introduction by Laurie Thompson.,1990,u,high_male,81.3033553269333
uc1.32106016824846,"Deane, John F.,",The coffin master : | and other stories / | $c: John F. Deane,2000,m,,81.30195264862137
uc2.ark:/13960/t6m04148m,"Turner, Ethel,",The little duchess,1896,f,high_female,81.29766559560218
mdp.39015050804718,"Virtue, Noel,",Lady Jean / | $c: Noel Virtue.,2001,m,high_female,81.2939758360665
uc2.ark:/13960/t6sx65p3n,"Marsh, John B.,",The life and adventures of Robin Hood,1865,m,high_male,81.26940140422867
umn.31951002139822l,"Fittall, Edward.",Portrait of Pinrut; a fantasy.,1949,m,high_male,81.25952260030472
mdp.39015008720362,"Strachey, Julia.",Cheerful weather for the wedding and An integrated man : | two short novels / | $c: by Julia Strachey.,1978,f,mixed,81.25735058270074
mdp.39015062821890,"McCall Smith, Alexander,","One city / | $c: Alexander McCall Smith, Ian Rankin, Irvine Welsh ; with an introduction by J.K. Rowling ; foreword by Lesley Hinds.",2005,m,,81.25253914184819
mdp.39015029276758,,"Fabulous tricks : | stories by gay men / | $c: edited by David Rees, Peter Robins, and Dave Royle.",1992,u,,81.21457221467166
uiuo.ark:/13960/t4bp0pd11,"Braddon, M. E.",All along the river,1893,f,,81.20789220404235
mdp.39015063239993,"Unsworth, Tania.",Before we began / | $c: Tania Unsworth.,2006,f,high_female,81.20786006603481
mdp.39015014872488,"Oberman, Wendy.",Mothers & other loves / | $c: Wendy Oberman.,1989,f,,81.20416025153801
mdp.49015000487372,"Gibbs, Arthur Hamilton,",The compleat Oxford man,1911,m,,81.2001101018442
mdp.39015005260487,,Slaves of love and other Norwegian short stories / | $c: selected and edited by James McFarlane ; translated by James McFarlane and Janet Garton.,1982,u,mixed,81.17643385681725
mdp.39015031241113,"Jacobson, Dan.",The wonder-worker; | a novel.,1973,m,,81.16569396668342
uc1.$b557739,"Bourdens, Henri.","Cruise to a cruel shore; | $c: author's version in English, edited by Leslie Smith.",1969,u,high_male,81.16284217516417
mdp.39015056885810,"Heller, Zoë.",Notes on a scandal / | $c: Zoe Heller.,2003,u,high_female,81.15829113102194
nyp.33433088075381,"Syrett, Netta.",The magic city and other fairy tales,1903,f,high_female,81.15594290855843
uc1.b3295189,"Yerby, Frank,",Pride's castle,1949,m,,81.12208564262934
mdp.39015019867145,"Booth, Martin.",A very private gentleman / | $c: Martin Booth.,1991,m,,81.10859923723402
uc1.$b301024,"Kaye-Smith, Sheila,","The challenge to Sirius, | $c: by Sheila Kaye-Smith ...",1923,f,mixed,81.09022600254355
mdp.39015078780999,"Weekes, Gemma,",Love me / | $c: Gemma Weekes.,2009,f,mixed,81.08873843508505
inu.39000005903799,,Persian folktales | $c: [translated from the German by Alfred Kurti.,1971,u,high_male,81.07389686337055
uc2.ark:/13960/t8pc36m8j,"Hayens, Herbert,",Clevely sahib,1887,m,mixed,81.07012565869478
uc2.ark:/13960/t6g15x330,"Gibbon, Perceval,",Those who smiled and other stories,1920,m,,81.06973905081642
uc1.$b244329,"Williamson, Henry,",A test to destruction / | $c: Henry Williamson.,1960,m,,81.06370489084352
mdp.39015050742462,"Mills, Magnus.",Three to see the king / | $c: Magnus Mills.,2001,m,high_male,81.05041335710813
mdp.39015004272384,"Beauvoir, Simone de,",When things of the spirit come first : | five early tales / | $c: Simone de Beauvoir ; translated by Patrick O'Brian.,1982,u,high_female,81.04665971981012
wu.89047240379,"Kitchen, Fred.",The farming front / | $c: by Fred Kitchen; thirty-seven photographs by Harold Burdekin.,1943,m,,81.03071063933231
mdp.39015009013494,"Drieu La Rochelle, Pierre,","The comedy of Charleroi, and other stories. | $c: Translated and with an introduction by Douglas Gallagher.",1973,m,high_male,81.02998109300441
mdp.39015063552254,"Gregg, Mary (Kirby)",The discontented children and how they were cured,1880,f,,81.02025506376594
wu.89009180225,"Medina, Enrique,",The Duke : | memories and anti-memories of a participant in the repression / | $c: by Enrique Medina ; translated by David William Foster.,1985,m,high_male,81.01851851851852
uc1.b2799823,"Broderick, John.",Don Juaneen : | a novel / | $c: by John Broderick.,1963,m,high_female,81.01758081503687
njp.32101067646560,"Holmes, W. H. M.","Oakleigh, or, The minor of great expectations",1843,u,high_male,81.00110756616468
uc1.$b701483,"Nizovoĭ, Pavel,","Into the Arctic night, | $c: by Pavel Nizovoy; translated from the Russian by Joseph Bimstone.",1947,u,high_male,80.9972907802739
uc1.32106007799627,"Saʻdāwī, Nawāl.",Death of an ex-minister / | $c: Nawal El Saadawi ; translated by Shirley Eber.,1987,f,high_female,80.95800303592512
uc1.$b783870,"Greenwall, Harry J. (Harry James),",Such is life / | $c: Harry J. Greenwall.,1948,m,mixed,80.95131755247878
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,high_female,80.94683264855584
inu.39000000986567,"Ford, James Allan.",The brave white flag / | $c: James Allan Ford.,1985,m,high_male,80.93984519272327
uc2.ark:/13960/t79s1nw7q,"Rees, Arthur J.",The moon rock,1922,m,mixed,80.93221337817344
mdp.39015024633730,"Laing, B. Kojo.",Search sweet country / | $c: B. Kojo Laing.,1986,u,mixed,80.92343348417461
uc1.32106013345324,"Hensher, Philip",Kitchen venom / | $c: Philip Hensher,1996,m,mixed,80.92069771623808
nyp.33433074865662,"Buckrose, J. E.,",Voices,1908,f,high_female,80.9068452355336
inu.39000005765487,"Hall, George,",The gypsy's parson,1915,m,,80.89416536590367
mdp.39015031222816,"Callow, Philip.",The bliss body.,1969,m,mixed,80.89083179870231
inu.30000113283562,"Tovey, Doreen.",Cats in the belfry / | $c: written by Doreen Tovey ; illustrated by Maurice Wilson ; introd. by Michael Joseph.,1957,f,,80.87515430128123
uc1.$b244777,"Stuart, Francis,",The pilgrimage.,1955,m,mixed,80.86474092574774
inu.32000006980835,"McGonagall, William.","The railway bridge of the silvery Tay, and other disasters; | $c: selected from the works of William McGonagall.",1972,m,,80.85442442931819
mdp.39015042795206,,Shorts : | new writing from Granta Books / | $c: Louis de Bernières ... [et al.].,1998,u,mixed,80.84899960001022
inu.39000004569351,"(David Herbert), Lawrence, D. H.","Love among the haystacks | & other pieces | $c: by D. H. Lawrence, with a reminiscence by David Garnett.",1930,m,,80.83571695062803
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,mixed,80.83407568708964
mdp.39015011679480,"Loti, Pierre,",A phantom from the east,1892,m,high_male,80.83348302496856
mdp.39015066580484,"Murciaux, Christian,","The unforsaken, | a novel. | $c: Translated from the French by Peter Wiles.",1963,m,high_male,80.8286237623117
mdp.39015002753336,"Hon., Sackville-West, Edward,",Piano quintet.,1925,m,high_male,80.82532647983
mdp.39015043787442,"Sillitoe, Alan.",The broken chariot / | $c: Alan Sillitoe.,1998,m,mixed,80.8235181742702
mdp.39015029208397,"Hill, Susan,",The mist in the mirror / | $c: Susan Hill.,1992,f,,80.81698626111233
mdp.49015002625425,,The Diva book of short stories / | $c: edited by Helen Sandler.,2000,u,high_female,80.81488340769425
mdp.39015046878099,"Conway, Simon,",Damaged / | $c: Simon Conway.,1998,m,high_male,80.80104917054615
njp.32101076045689,"Chesterton, G. K.",The Napoleon of Notting Hill,1904,m,high_male,80.78283136202901
mdp.39015055237476,"Jefferies, Richard,",Amaryllis at the fair;,1887,m,,80.76612437983154
wu.89015217631,"Lubbock, Percy,",Earlham | $c: [by] Percy Lubbock.,1924,m,high_female,80.76555960743043
