htid,author,title,year,authgender,female_category,farm
uc1.b4223371,"Beyerlein, Franz Adam,",Jena or Sedan?,1905,m,,17.987169152671093
uc2.ark:/13960/t5k93dc12,"Black, William,",Three feathers,1875,m,,17.98668984951136
mdp.39015014135506,"Morrison, Nancy Brysson.","The other traveller, | a novel.",1957,f,,17.986606895788366
uc2.ark:/13960/t5t72cz3b,"Lister, Charles.",The college chums,1845,m,mixed,17.985252093283506
mdp.39015030747276,"Henrey, Robert, Mrs.,",An exile in Soho.,1952,f,high_female,17.975471651864137
inu.32000001873746,"Ouida,",A village commune,1881,f,,17.960307719938935
inu.32000007466412,"Polevoĭ, Boris Nikolaevich.","From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.",1945,u,,17.957303869270827
uc1.32106018387123,"Williams, Raymond.",People of the Black Mountains / | $c: Raymond Williams.,1989,m,,17.94621087416612
mdp.39015016732102,"Dick, Kay.","The uncertain element, | an anthology of fantastic conceptions.",1950,f,,17.942111571226594
uiuo.ark:/13960/t5s75w58g,"Kettle, Rosa Mackenzie,",The earl's cedars,1860,f,,17.941817249775728
mdp.39015011900464,"Cook, David,",Origin East Africa; | a Makerere anthology.,1965,m,,17.940685334179765
mdp.39015008778725,"Masters, John,",The deceivers.,1971,m,high_male,17.936542401042207
uc2.ark:/13960/t83j3pb5r,"Downes, Marion Grace.",Flower o' the bush,1914,u,high_female,17.93541010436167
inu.39000003395287,"Bayley, Barrington J.",The soul of the robot / | $c: by Barrington J. Bayley.,1976,u,high_male,17.92950120127658
uiuo.ark:/13960/t3jw8nf08,"Grey, Oliver.",A virgin widow,1886,m,high_female,17.929358328186943
uiuo.ark:/13960/t4zg7174j,"Grant, James,",Under the red dragon,1872,m,mixed,17.922898947437027
mdp.39015074279566,"Roberts, Bethan,",The pools / | $c: Bethan Roberts.,2007,u,mixed,17.91934056826709
njp.32101067645489,"Griffin, Gerald,",Tales of the Munster festivals,1827,m,mixed,17.910058940375787
uiuo.ark:/13960/t1zc8fb6b,"Lockhart, Laurence W. M.",Fair to see,1871,m,mixed,17.89709172259508
wu.89104495684,"Howard, Blanche Willis,",Vroni,1899,f,,17.896130856508822
uiuo.ark:/13960/t9g45c91z,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,17.89549033643522
uiuo.ark:/13960/t7np2q347,"Oliphant,",The primrose path,1878,f,high_female,17.893889236825625
mdp.39015014138302,"Lytton, David.",The freedom of the cage.,1966,m,mixed,17.877033512562054
inu.30000110565490,"Defoe, Gideon.",The pirates! in an adventure with Napoleon / | $c: Gideon Defoe.,2008,m,mixed,17.87669549283815
dul1.ark:/13960/t0ft99g9v,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,17.8713587106627
uc1.32106016496827,"Bakin, Dmitriĭ",Reasons for living / | $c: Dmitry Bakin ; translated by Andrew Bromfield,2002,u,high_female,17.868310551237382
wu.89098865884,"Atherton, Gertrude Franklin Horn,",The aristocrats,1901,f,,17.86381278724199
uiuo.ark:/13960/t63495908,"Lemon, Mark,",Loved at last,1864,m,mixed,17.85685297316602
inu.30000104170877,,The second century of humour / | $c: with illustrations by Fougasse ; and stories by Anthony Armstrong ... [et al.],1936,u,,17.853821833736284
inu.39000002582059,"Lindsay, Jack,","1649; | a novel of a year, | $c: by Jack Lindsay.",1971,m,mixed,17.851853955605684
uiug.30112046408131,"Gould, Nat.",King of the ranges : | a blend of fact and fiction / | $c: by Nat Gould.,1902,m,high_male,17.848946912132185
inu.32000007466461,"Mackworth, Cecily.",I came out of France.,1942,u,,17.848491802442695
uiuo.ark:/13960/t6737dh00,"Shipton, Helen.",Alston Crucis,1893,f,,17.84567064030266
mdp.39015063581840,"Buchanan, Robert Williams,",The shadow of the sword,1876,m,mixed,17.842370764464487
mdp.39015008801758,"Emecheta, Buchi.",The rape of Shavi.,1983,f,,17.841743733087515
mdp.39015080855136,"Coleridge, Nicholas,",Deadly sins / | $c: Nicholas Coleridge.,2009,m,,17.840352949685382
uc2.ark:/13960/t9p26wn0q,"Whyte-Melville, G. J.",Digby Grand,1853,m,,17.838627317627907
uc1.$b117270,"Calder-Marshall, Arthur,",The man from Devil's Island.,1958,m,high_male,17.837182200870455
uc1.b3477957,"May, Derwent,",A revenger's comedy / | $c: by Derwent May,1979,u,mixed,17.823723375813206
mdp.39015001533705,"Bates, H. E. (Herbert Ernest),","The woman who had imagination and other stories, | $c: by H. E. Bates.",1934,m,mixed,17.821454485278206
mdp.39015063753480,"Armstrong, Martin,","The bazaar and other stories, | $c: by Martin Armstrong.",1924,m,high_female,17.820282451476857
uc2.ark:/13960/t83j3fv43,"Reade, Compton,",Rose and Rue,1874,f,,17.809967645225445
mdp.39015041102412,"Carragher, Michael,",A world full of places : | and other stories / | $c: Michael Carragher.,1997,m,,17.801513128615934
uiuo.ark:/13960/t3611b029,"Baring-Gould, S.",The queen of love,1894,m,mixed,17.7999288002848
njp.32101068970282,"Jocelyn, Robert,",Only a horse dealer,1893,f,high_female,17.79811848461734
mdp.39015002178427,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_female,17.794544192750504
uiuo.ark:/13960/t8rb79x93,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,17.786561264822133
uc2.ark:/13960/t6m043s5h,"Grey,",The little beauty,1860,f,,17.78604752979163
uc1.$b146765,"Pereira, W. D. (Wilfred Dennis),",The wheat from the chaff | $c: [by] W. D. Pereira.,1967,m,mixed,17.7638298817225
uc1.$b247901,,"A national gallery, | being a collection of English characters, | $c: compiled by C. C. & D. G.",1933,u,,17.75869790138518
uiuo.ark:/13960/t5db8pt0d,"Viles, Edward.",Black Bess;,1866,m,high_male,17.756797711168726
wu.89006381032,"Muddock, Joyce Emmerson Preston,",In the face of night,1908,m,,17.7430801987225
mdp.39015030708047,"O'Flaherty, Liam,","The mountain tavern, and other stories / | $c: by Liam O'Flaherty.",1929,m,,17.741143075495387
uc1.$b722659,"Buick, Harry Arthur,",The Gringoes of Tepehuanes.,1967,m,high_male,17.738359201773836
uc1.32106007710590,"Welch, Denton.",Fragments of a life story : | the collected short writings of Denton Welch / | $c: Denton Welch ; edited with an introduction by Michael De-la-Noy.,1987,m,,17.73781200232905
uiuo.ark:/13960/t0vq3h892,"Nunn, Lorenzo N.,",The militia major,1852,f,mixed,17.7367860943597
mdp.39015025105407,"Trefusis, Violet Keppel,",From dusk to dawn; | $c: illustrations by Philippe Julian.,1972,f,,17.73453928200451
uc1.32106017968279,"Thomas, Leslie,","Dover beach : | love, life and death in wartime England / | $c: Leslie Thomas",2005,m,,17.729598297958564
uiuo.ark:/13960/t2q530s7d,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,17.727802259028515
mdp.39015024954995,"Dourado, Autran,",The bells of agony / | $c: Autran Dourado ; translated from the Portuguese by John M. Parker.,1988,u,,17.71544565417974
uc1.b3739038,"Gray, Stephen,",Caltrop's desire / | $c: Stephen Gray.,1980,m,,17.714530343514266
mdp.39015078812743,"Kearney, Paul.",The ten thousand / | $c: Paul Kearney.,2008,m,,17.702901062911685
mdp.39015063974987,"Weyman, Stanley John,",The house of the wolf,1895,m,mixed,17.70224818551956
mdp.39015082751408,"Clark, Cassandra.",Hangman blind / | $c: Cassandra Clark.,2008,f,,17.70094257519213
uc1.$b513922,"Heddle, Enid Moodie.",The boomerang book of legendary tales. | $c: Decorations by Nancy Parker.,1957,f,high_male,17.697548889478806
uc2.ark:/13960/t7jq0x17x,"Price, A. J.",An angler's lines,1911,u,high_female,17.694417411306734
uc1.32106014321092,"Marshall, Sybil",A late lark singing / | $c: Sybil Marshall,1997,f,mixed,17.694216713321932
mdp.39015063025392,"(Charles Edward), Montague, C. E.","Rough justice; | a novel,",1926,u,,17.678589107160537
mdp.39015063812930,"Peacock, William,","English prose,",1921,m,mixed,17.6729873586161
uc1.b3444529,,"Writings beyond the wall : | literature from the German Democratic Republic / | $c: edited by Edward Mackinnon, Gina Kalla, and John Green.",1980,u,,17.67166054703607
uiuo.ark:/13960/t8nc6n038,"Pemberton,",The world's furniture,1861,f,high_female,17.67159115006715
mdp.39015043407140,"Hart, Josephine.",The stillest day / | $c: Josephine Hart.,1998,f,,17.66901517326678
uiuo.ark:/13960/t2b85s19d,"Lennox, William Pitt,","Compton Audley; or, Hands not hearts",1841,m,,17.665070267723955
mdp.39015016746391,"Mitford, Mary Russell,",Stories of American life;,1830,f,,17.661420185964367
inu.32000002974469,"Mansfield, Katherine,",Collected stories of Katherine Mansfield.,1945,f,high_female,17.657294388832884
uc1.b3834613,"Cusack, Dymphna.",Say no to death.,1951,u,,17.644723492478935
mdp.39015029992768,"Tennant, Emma.",Tess / | $c: Emma Teennant.,1993,f,high_female,17.641870038224052
uc1.32106012860455,"Evans, Martina,",Midnight feast / | $c: Martina Evans,1996,f,high_female,17.639350871887913
uc1.b3578739,"Cholmondeley, Mary,",A devotee,1897,f,mixed,17.636165897533875
mdp.39015030848900,"Bailey, Paul,",Trespasses.,1970,m,,17.63018287307871
wu.89087903688,"Baring-Gould, S.",Noémi,1895,m,,17.629947403990244
mdp.39015007057113,"White, Patrick,",The Twyborn affair : | a novel / | $c: by Patrick White.,1979,m,high_female,17.62932579581715
mdp.39015014858552,"Warner, Sylvia Townsend,","A stranger with a bag, | and other stories.",1966,f,,17.62616264880549
uiuo.ark:/13960/t6h13cr9b,"Duffield, Alexander James.",Masston,1877,m,mixed,17.62580417731559
uiuo.ark:/13960/t8tb1cj8v,"Armstrong, F. Claudius.",The warhawk,1855,m,,17.625286410904177
mdp.39015014941143,"Tindall, Gillian.",Give them all my love / | $c: Gillian Tindall.,1989,f,,17.62457793773886
uiuo.ark:/13960/t7dr3bj5w,"Cooper, Katherine,",The High Mills,1875,f,mixed,17.618730668337182
mdp.49015000752700,"Wideman, John Edgar.",Damballah / | $c: John Edgar Wideman.,1981,m,high_female,17.617085862966174
uc1.$b482335,"Belmer, Roy.",The teeth of the dragon : | the incredible story of a woman's survival / | $c: by Roy Belmer.,1964,m,,17.61040368463831
mdp.39015013439354,"Clarke, Austin,","The sun dances at Easter, | a romance.",1952,m,mixed,17.60815257464206
inu.30000087913871,,Shakespeare in Havana / [Virgil Suarez ... et al.],2001,u,,17.606408732778732
mdp.39015001086332,"Tournier, Michel.",Gemini / | $c: Michel Tournier ; translated by Anne Carter.,1981,m,,17.601126472094215
uiuo.ark:/13960/t5k93v851,"Viles, Edward.",Black Bess;,1866,m,high_male,17.593074128707837
mdp.39015002300732,"Creeley, Robert,","The gold diggers, | and other stories.",1965,m,mixed,17.592359889419452
njp.32101066459270,"Gleig, G. R.",The country curate,1830,m,mixed,17.589435514423336
uiuo.ark:/13960/t82j71x1s,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,17.588180742541013
mdp.39015070528545,"Hare, Kenneth,","Roads and vagabonds, | $c: written by Kenneth Hare, illustrated by Cecil Aldin.",1930,m,high_male,17.583682342785895
uiuo.ark:/13960/t4nk3vp5h,"Salter, Peter King.",Whitepatch,1887,m,high_female,17.582932833196576
uc1.$b56546,"Evans, Allen Roy.",Meat; a tale of the reindeer trek (1929-1935) | $c: by Allen Roy Evans.,1935,m,high_male,17.581065192787367
uc2.ark:/13960/t6k07cc4s,"Straparola, Giovanni Francesco,",The Nights of Straparola,1894,m,,17.572345345788612
uc1.b3261857,"Delafield, E. M.,","The time and tide album, | $c: edited by E.M. Delafield [pseud.] with a foreword by John Galsworthy.",1932,f,high_female,17.56960664751235
uc1.32106011414254,"Simenon, Georges,",Maigret's failure / | $c: Georges Simenon ; translated from the French by Daphne Woodward,1962,m,,17.56196079292253
nyp.33433081604344,"Black, William,",Judith Shakespeare;,1884,m,high_female,17.558337576598248
mdp.39015014275328,"Cunliffe, Tom,",Topsail & battleaxe : | a voyage in the wake of the Vikings / | $c: Tom Cunliffe.,1988,m,high_male,17.55067758151663
uc2.ark:/13960/t73t9mx97,"Macleod, Fiona,","The washer of the ford, and other legendary moralities",1896,m,high_male,17.54334668576942
uc1.32106010207691,"Lindgren, Torgny,",Light / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.,1992,u,high_male,17.54160283472302
mdp.39015008740964,"Halldór Laxness,",The fish can sing | $c: [by] Halldòr Laxness; translated by Magnus Magnusson.,1966,u,high_male,17.540944256725567
inu.32000005560844,"Charteris, Hugo.",A share of the world.,1953,m,mixed,17.53580226295353
uiuo.ark:/13960/t85h80x39,"Tasma,",Not counting the cost,1895,u,high_female,17.53027624793654
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,17.524183373054814
uc1.b4910828,"Lawrence, D. H. (David Herbert),",The complete short stories / | $c: D.H. Lawrence.,1960,m,,17.51902566186879
njp.32101064787649,"Benson, E. F. (Edward Frederic),",Visible and invisible / | $c: by E. F. Benson.,1923,m,mixed,17.50461927453078
nyp.33433074870175,"Hood, Thomas,",Tylney Hall,1834,m,,17.5006198136184
nyp.33433074931118,"Brontë, Emily,",Wuthering Heights,1848,f,,17.499895000629998
uiuo.ark:/13960/t3qv3wj4r,,"Eva Desmond, or, Mutation",1858,u,high_female,17.497594080813887
uc1.b3578350,"Crowe, Eyre Evans,",Today in Ireland,1825,m,,17.495586340718592
mdp.39015008802384,"Colegate, Isabel.",Orlando King.,1968,f,mixed,17.493658548776068
uiuo.ark:/13960/t0vq3b84k,"Greville, Violet,",Creatures of clay,1885,f,high_female,17.481498747159257
mdp.39015012972769,"Trevor, William,",The news from Ireland & other stories / | $c: William Trevor.,1986,m,,17.48031037262195
nyp.33433088074210,"Bussey, George Moir.","Fables, original and selected",1842,m,,17.47574649776594
uc1.32106016706043,"Buĭda, I͡Uriĭ",The zero train / | $c: Yuri Buida ; translated and with an afterword by Oliver Ready,2001,u,high_male,17.468265983463375
njp.32101068169018,"Thanet, Octave,",Expiation,1890,m,mixed,17.468265983463375
mdp.39015078790162,"Theroux, Marcel,",Far north / | $c: Marcel Theroux.,2009,m,high_male,17.467607862478552
mdp.39015022221298,"(Clive Staples), Lewis, C. S.","The pilgrim's regress, | an allegorical apology for Christianity, reason and romanticism, | $c: by C. S. Lewis ...",1944,m,high_male,17.460060112492673
uc1.b4103716,"Gregory,",Damer's gold,1913,m,,17.444395987788923
mdp.39015014856275,"White, Terence De Vere.",Tara.,1967,m,mixed,17.44374392583917
mdp.39015067683642,"McAuley, Paul J.",Players / | $c: Paul McAuley.,2007,m,,17.440057875155023
uc1.$b447386,"Kuncewiczowa, Maria Szczepańska,","The forester, | a novel. | $c: [Translated from the Polish by H. C. Stevens]",1954,f,,17.432015140950295
inu.30000039942168,"Conton, Paul,",The price of liberty / | $c: Paul Conton.,1992,m,mixed,17.430355476720223
mdp.39015064708210,"Collins, Richard,",Overland / | $c: Richard Collins.,2006,m,mixed,17.425587296746862
uiuo.ark:/13960/t84j0w803,"Gore,","Greville, or, A Season in Paris",1841,f,,17.418292373954902
uc2.ark:/13960/t1pg1kd78,"Martin, Mary Letitia,",Julia Howard,1850,f,,17.39937362254959
nyp.33433074925748,"Amory, Thomas,","The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq",1823,m,,17.39533804940276
nyp.33433074817622,"Irving, Washington,","The sketch book of Geoffrey Crayon, gent",1821,m,high_male,17.39153701052857
uc2.ark:/13960/t53f4wx3d,"Milit͡syna, E.",The village priest,1918,u,high_male,17.390170206290893
uc1.$b395354,"Wood, Christopher (Christopher Hovelle)","""Terrible hard"", says Alice: | a novel.",1970,m,,17.378270644842456
wu.89005371356,"Lawson, Henry,",While the billy boils,1915,m,,17.375717891502358
uiuo.ark:/13960/t0ht38q9x,"Thomas, J. Meredith.",The professor and his daughters,1883,u,high_female,17.37149916037754
mdp.39015064913505,"Winton, Tim.",Small mercies / | $c: Tim Winton.,2006,m,high_male,17.352073572791948
hvd.hwadvc,"Scott, Walter,",The Waverley novels,1829,m,,17.346464080992217
uc1.$b675123,"Trevelyan, Raleigh.",The fortress; | a diary of Anzio & after.,1956,m,,17.34630451437575
uc1.$b381894,"Harwich, Christopher,","Red dust; memories of the Uganda police, 1935-1955.",1961,m,high_male,17.34495971238903
mdp.39015025198444,"Hill, Niki.",Death Grows on You / | $c: Niki Hill.,1992,f,high_female,17.34495971238903
mdp.39015014603172,"Chodzko, Alexander,",Fairy tales of the Slav peasants and herdsmen,1896,f,mixed,17.342120007470452
nyp.33433068197726,,Temple of the fairies,1804,f,,17.334951262117798
nyp.33433074929930,"Blessington, Marguerite,",The honey-moon,1837,f,mixed,17.3158174220211
uc2.ark:/13960/t5v69br7s,"Dickinson, H. N.",The business of a gentleman,1914,u,mixed,17.308310461637365
uc1.$b63960,"Whitfield, Christopher.","Together and Alone, | two short novels | $c: by Christopher Whitfield, with engravings by John O'Conner.",1945,m,,17.302368501999386
mdp.39015018989353,"Kennedy, E. L.,",Twelve in Arcady / | $c: E.L. Kennedy.,1986,u,mixed,17.299541562148605
mdp.39015032471289,,The Lost boat : | avant-garde fiction from China = [Mi chou : Chung-kuo hsien feng hsiao shuo hsüan] / | $c: selected & edited with and introduction by Henry Y H Zhao.,1993,u,high_male,17.28588549829446
mdp.39015069302563,"Thorpe, Adam,",Between each breath / | $c: Adam Thorpe.,2007,m,,17.285586701621963
mdp.39015014117637,"Porter, Anna Maria,",The recluse of Norway,1814,f,,17.285337712285553
inu.30000092837644,"Leith, Prue.",A lovesome thing / | $c: Prue Leith.,2004,u,,17.282447795736495
uc1.32106010408265,,The Lost boat : | avant-garde fiction from China = [Mi chou : Chung-kuo hsien feng hsiao shuo hsüan] / | $c: selected & edited with and introduction by Henry Y H Zhao.,1993,u,high_male,17.27991152685298
mdp.39015065146287,"Rebreanu, Liviu,",The uprising : | a novel / | $c: by Liviu Rebreanu ; translated by P. Crandjean and S. Hartauer.,1964,u,,17.279032374187047
mdp.39015078569970,"Doubtful, David,",The reprobate,1801,m,high_male,17.27637887098864
mdp.39015067207459,"Snowden, Keighley,",Tales of the Yorkshire wolds,1893,u,mixed,17.269168777342852
uc1.b4101357,"Gore,",Self,1845,f,mixed,17.268423249053836
inu.39000000711106,"Robertson, Andrew.",Nuggets in the devil's punch bowl,1894,m,,17.267429311461257
uc1.32106016491836,"Wilkinson, Crystal",Water Street / | $c: Crystal E Wilkinson,2002,f,high_female,17.266087677193223
mdp.39015048736949,"Boyle, Jimmy,",Hero of the underworld / | $c: Jimmy Boyle.,1999,m,,17.263915949392064
nyp.33433074940069,"Bodkin, M. McDonnell",Patsey the Omadaun,1904,m,high_male,17.263040788729153
mdp.39015014863099,"Mittelhölzer, Edgar.",The aloneness of Mrs. Chatham.,1965,m,high_female,17.260316962184216
uc1.32106012734304,"Bigsby, C. W. E",Still lives / | $c: Cristopher Bigsby,1996,u,,17.257595499219093
