htid,author,title,year,authgender,female_category,gb_england_suba1_intensity
mdp.39015059175672,"Welsh, Louise.",Tamburlaine must die / | $c: Louise Welsh.,2004,f,high_male,70.90282936052401
inu.30000111192971,"Bennett, Alan,",Four stories / | $c: by Alan Bennett.,2006,m,mixed,70.89643309584963
uiuo.ark:/13960/t2n593h7q,"Moore, Oliver.",The staff officer,1831,m,mixed,70.8884688090737
uc1.$b243179,"Hichens, Robert Smythe,","The last time, | and other stories, | $c: by Robert Hichens ...",1923,m,,70.87516262451697
uc2.ark:/13960/t1gh9cq8t,"Fisher, William,",Ralph Rutherford,1851,m,,70.87423367234842
nyp.33433074876685,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,70.86598230375185
uiuo.ark:/13960/t0ks71c7c,"Craik, Dinah Maria Mulock,",Mistress and maid,1863,f,high_female,70.8451965620029
njp.32101013133523,"Roche, Regina Maria,",The monastery of St. Columb;,1813,f,high_female,70.84514085680946
uc1.b3324267,"Lockhart, Laurence W. M.",Doubles and quits,1869,m,high_female,70.84339975658935
uiuo.ark:/13960/t03x8z50w,"Ainsworth, William Harrison,",Old Saint Paul's,1841,m,mixed,70.80640629390278
uc1.$b800284,"Walder, David.",The Fair Ladies of Salamanca.,1967,m,,70.79144839303412
njp.32101067640746,"Moore, Alicia Radford.",The sisters,1821,f,high_female,70.79036485736698
uc1.32106016290139,"North, Freya",Sally / | $c: Freya North,1996,f,high_female,70.77394443797425
njp.32101068167160,"Dallas, Robert Charles,",Percival,1801,m,,70.76656165822034
mdp.39015000674310,"Orwell, George,",Coming up for air.,1954,m,,70.76330714397213
uc1.b4105402,"Reade, William Winwood,",The outcast,1875,m,,70.75888908544135
uc1.$b105426,"Priestley, J. B. (John Boynton),","Four-in-hand, | $c: by J. B. Priestley.",1934,m,,70.75376342636889
uiuo.ark:/13960/t7br9226f,"Allen, Grant,",In all shades,1886,m,,70.74950254256025
hvd.hxkelx,"Brunton, Mary,",Self-control,1811,f,high_female,70.74490220557637
uc1.$b245076,"Wallace, Doreen Eileen Agnew,",The interloper.,1956,f,mixed,70.72373960192638
uc2.ark:/13960/t4gm84h8q,"Stanhope-Lovell, W.",O'er crag and torrent with rod and gun,1904,u,high_male,70.69802516849697
uc1.b4422523,"Masters, John,",Man of war / | $c: John Masters.,1983,m,,70.68598025142462
uiuo.ark:/13960/t6640c66t,"Riddell, J. H.,",The senior partner,1881,f,high_male,70.6732990839653
uc1.b3473154,"Pryce-Jones, David,",The England commune / | $c: David Pryce-Jones.,1975,m,,70.64641469445425
uc2.ark:/13960/t5gb29n1f,"Blackmore, R. D.",Kit and Kitty,1890,m,,70.64364207221348
uiuo.ark:/13960/t1wd47k9n,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,70.64142413111048
uiuo.ark:/13960/t6154xz35,"Davenport, Selina,",The hypocrite;,1814,f,high_female,70.6277037167829
uiuo.ark:/13960/t6h13mc6v,"Payn, James,",Fallen fortunes,1876,m,,70.61448726820795
mdp.39015050556292,"Herbert, A. P. (Alan Patrick),","The old flame, | $c: by A. P. Herbert.",1925,m,high_female,70.60965865804485
uc2.ark:/13960/t4nk3c86t,"Whyte-Melville, G. J.",Satanella,1872,m,high_female,70.6090026478376
uiuo.ark:/13960/t2q530777,"Gore,",A life's lessons,1856,f,,70.60201129632183
mdp.39015064739819,"Drabble, Margaret,",The sea lady : | a late romance / | $c: Margaret Drabble.,2006,f,high_female,70.59986350693056
mdp.39076001810188,"Sayers, Dorothy L. (Dorothy Leigh),","Great short stories of detection, mystery and horror.",1928,f,,70.59936194161565
uiuo.ark:/13960/t88g8wg3t,"Beale, Anne.","Nothing venture, nothing have",1864,f,,70.5872583078435
uc1.32106018018249,"Currer-Briggs, Noel",Young men at war / | $c: Noel Currer-Briggs,1996,u,high_male,70.57983409587231
nyp.33433074939442,"Bidder, M.",Westminster cloisters;,1887,u,high_male,70.55239316924559
mdp.39015058094593,"De Falbe, John,",The bequest / | $c: John De Falbe.,2003,m,,70.54058359059157
njp.32101072857822,,Holiday stories from Belgravia,1881,u,,70.52896725440806
uiuo.ark:/13960/t5bc4m870,"Sinclair, Catherine,",Cross purposes,1855,f,,70.51624717081991
wu.89006405906,"O'Sullivan, Vincent,",Sentiment,1913,m,,70.51232516807046
uiuo.ark:/13960/t4nk3rn0d,"Hall, Thomas,","The lord of the manor, or, Lights and shades of country life",1849,m,mixed,70.49165700008923
uc1.$b106044,"Tilsley, Frank,",Brother Nap.,1954,m,,70.4890343002301
mdp.39015064001665,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,70.48280722952222
inu.30000054085406,"Malet, Lucas,",Mrs. Lorimer,1882,f,high_female,70.46979865771813
uiuo.ark:/13960/t5r78n789,"Collins, Charles James,",The man in chains,1864,m,high_male,70.45740183570096
nyp.33433074937008,"Bateman, J. C.,","The two families; or, The power of religion",1864,f,,70.43871066533956
mdp.39015054387736,"Sinclair, Andrew,",Blood & kin : | an empire saga / | $c: [Andrew Sinclair].,2001,m,mixed,70.4168133683612
mdp.39015013103190,"Sayers, Dorothy L.","Collected edition of detective stories. | $c: by Dorothy L. Sayers. | $n: Vol. 15, | $p: In the teeth of the evidence /",1972,f,,70.38876255008432
uc2.ark:/13960/t0rr1qr9g,,Hugh Russell at Harrow,1880,u,high_male,70.36179581460802
uc1.$b397253,"Disraeli, Benjamin,",Novels and tales,1881,m,mixed,70.35659412005114
uiuo.ark:/13960/t3xs60k95,"Allen, Grant,",The scallywag,1893,m,,70.35249023555954
uiuo.ark:/13960/t5m90wk7m,"Pemberton, T. Edgar",A very old question,1877,m,mixed,70.32951952930684
uiuo.ark:/13960/t7hq4hd6m,"Norris, W. E.",Miss Shafto,1889,f,,70.32241297601394
uiuo.ark:/13960/t50g40536,,Concealment,1821,u,,70.32178277843789
mdp.39015064564647,"Woodrooffe, Anne Cox,",Shades of character,1844,f,high_female,70.32154109380451
wu.89092582386,"Birmingham, George A.,",Good intentions / | $c: by George A. Birmingham.,1945,m,high_female,70.30016845512061
uc1.32106006623703,"Sharpe, Tom.",The throwback / | $c: [by] Tom Sharpe.,1978,m,,70.29912788328308
uiuo.ark:/13960/t80k31t81,"West,",The infidel father,1802,f,high_female,70.28112449799198
wu.89003212529,"New Car,",John Roxenburgh;,1912,u,,70.2775144640931
mdp.39015019831984,"Dickens, Monica,",Closed at dusk / | $c: Monica Dickens.,1990,f,high_female,70.26789635485288
uiuo.ark:/13960/t0pr8f278,"Stretton, Hesba,",Through a needle's eye,1879,m,,70.25526078083703
uiuo.ark:/13960/t5z615d93,,"De Montfort, or, The old English nobleman",1842,u,,70.21365010675339
hvd.hwkd9i,"Heney, James.",Agnes : or the sailor's orphan ;,1825,m,,70.21186963570679
uc2.ark:/13960/t5s759n39,"Marriott, Charles,",The happy medium,1908,m,mixed,70.21169488381953
mdp.39015060383257,"Boyd, William,",Fascination / | $c: William Boyd.,2004,m,mixed,70.21134805788272
uva.x030166111,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,70.20052650394878
uc1.b3322635,,From pillar to post,1864,u,,70.18430398225742
uiuo.ark:/13960/t1qf9370v,"Gissing, George,",The unclassed,1884,m,high_female,70.17646456819543
uc1.$b389720,"De Lisser, Herbert George,",The cup and the lip : | a romance / | $c: by Herbert G. de Lisser.,1956,m,,70.17181775966152
nyp.33433074959762,"De Sélincourt, Hugh,",A boy's marriage,1907,m,high_female,70.15271706869571
uiuo.ark:/13960/t9p27588b,"Cathcart,",Adelaide;,1833,f,high_female,70.14542343883662
dul1.ark:/13960/t6b28fr9v,"Harvey, Jane,",Brougham Castle,1816,f,,70.14379477929756
uc2.ark:/13960/t1cj8886t,"James, Henry,",Daisy Miller,1879,m,,70.14230795170972
mdp.39015057600036,"Jones, John Sam.",Fishboys of Vernazza / | $c: John Sam Jones.,2003,m,,70.13803164627986
uc2.ark:/13960/t5gb29x4g,"Merriman, Henry Seton,",Suspense,1890,m,,70.13367904278155
uc2.ark:/13960/t3319tx67,,Episodes in an obscure life,1871,u,mixed,70.12146847926894
mdp.39015069302852,"Moggach, Deborah.",In the dark / | $c: Deborah Moggach.,2007,f,mixed,70.11514684679346
uiuo.ark:/13960/t24b3bw6v,"Carter, Mary Elizabeth.",Mrs. Severn,1889,m,high_female,70.08410092110533
uc1.$b323482,"Bullett, Gerald William,",Judgment in suspense / | $c: Gerald Bullett.,1946,m,,70.08067824422261
nyp.33433074917042,"Martineau, Harriet,",Forest and game-law tales,1845,f,,70.05631449896264
njp.32101065601294,"Whyte-Melville, G. J.",Roy's wife;,1899,m,mixed,70.05253940455341
uiuo.ark:/13960/t3611jc4p,"Marryat, Florence,",A fatal silence,1891,f,high_female,70.04524544232625
mdp.39015024784376,,"Secret lives : | three novellas / | $c: Tom Wakefield, Patrick Gale, Francis King.",1991,u,high_female,70.04436142890498
uiuo.ark:/13960/t9086wq6c,"Scargill, William Pitt,","Penelope, or, Love's labour lost",1828,m,,70.03151418138162
uc2.ark:/13960/t39023q38,"Donovan, Dick,",The chronicles of Michael Danevitch of the Russian secret service,1897,m,mixed,70.01419378655855
nyp.33433074940069,"Bodkin, M. McDonnell",Patsey the Omadaun,1904,m,high_male,70.01122097651267
hvd.hn6gu9,"Turner,",The daisy,1807,f,,69.99533364442371
uc1.$b312407,"Robins, Denise.","Crowns, pounds, and guineas, | $c: by Denise Robins ...",1932,f,high_female,69.98703518856344
uiuo.ark:/13960/t78s58r63,"Melville, Julia.",Old memories,1856,f,,69.98113551999026
mdp.39015066051494,"(Antonia Susan), Byatt, A. S.",Possession : | a romance / | $c: A.S. Byatt.,1990,u,,69.96087373357864
uiuo.ark:/13960/t5w66vw4h,,"Harden Hall, or, The three proposals",1847,m,high_female,69.95758821214639
uc1.$b557176,"Rogers, Stanley Reginald Harry,",Barenetha Rock. | A true drama of the sea / | $c: Stanley Rogers.,1957,m,high_male,69.94340942328478
uc2.ark:/13960/t4fn13b4h,"Lyons, A. Neil",Moby Lane and thereabouts,1916,m,,69.93459819983164
uiuo.ark:/13960/t3tt5591t,"Braddon, M. E.",Sir Jasper's tenant,1865,f,,69.93120720779325
mdp.39015008794425,"Brecht, Bertolt,",Threepenny novel. | $c: Translated by Desmond I. Vesey. Verses translated by Christopher Isherwood.,1972,u,,69.8891092799425
uc1.32106019365136,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,69.88330692627915
uiuo.ark:/13960/t43r17n3n,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,69.87291040447187
nyp.33433081859476,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,high_female,69.86636345578214
uc2.ark:/13960/t6057s29k,"Quiller-Couch, Arthur,",News from the duchy,1913,m,,69.85846483631109
nyp.33433075761837,"Sladen, Douglas Brooke Wheelton,",The Douglas romance,1916,m,high_female,69.83958551018088
uiuo.ark:/13960/t8tb1hc2c,"Gray, Arnold.",Periwinkle,1888,m,mixed,69.796659066586
mdp.39015063753480,"Armstrong, Martin,","The bazaar and other stories, | $c: by Martin Armstrong.",1924,m,high_female,69.79610626828438
mdp.39015073480025,"Henty, G. A.",Through the fray,1886,m,,69.7960956918716
uiuo.ark:/13960/t54f24r62,"Davies, Edward William,",Frank Raleigh of Watercombe,1877,m,high_male,69.78908188585608
uiuo.ark:/13960/t1fj2vs1h,"Hamerton, Philip Gilbert,",Wenderholme,1869,m,mixed,69.77826019537913
njp.32101073408369,"Gore,","Greville, or, A Season in Paris",1841,f,,69.75876445872066
njp.32101068168176,"Croker, Thomas Crofton,","My village, versus  Our village",1833,m,high_female,69.74969073250334
mdp.39015047637783,"Johns, Derek,",The Beatrice mystery / | $c: Derek Johns.,1980,m,,69.73401454452302
mdp.39015030700093,"Lamb, Charles,",The essays of Elia and Eliana,1890,m,,69.72174684667554
njp.32101068141769,"Lever, Charles James,",Nuts and nutcrackers,1857,m,high_male,69.71944893747562
mdp.39015064888988,"King, Danny,",Milo's run / | $c: Danny King.,2006,m,mixed,69.7182696154066
uc1.b3872919,"Hamilton, Patrick,",Twenty thousand streets under the sky : | a London trilogy / | $c: by Patrick Hamilton ; with an introduction by J.B. Priestley.,1935,m,high_female,69.71170702933254
mdp.39015046900620,,12 English detective stories / | $c: selected and introduced by Michael Cox.,1998,u,,69.7029832876847
wu.89086054004,"Sheppard, Elizabeth Sara,",Charles Auchester,1853,f,,69.67963572134627
mdp.39015013286086,"Maugham, Robin,","The black tent, | and other stories. | $c: With an introduction by Peter Burton.",1973,m,,69.6713670307241
nyp.33433075723571,"Ross,","The balance of comfort; or, The old maid and married woman",1817,f,high_female,69.66541771007888
uc2.ark:/13960/t8rb7051n,"Adderley, J. G.",Old seed on new ground,1920,u,,69.63990366479993
mdp.39015053239581,"(Herbert George), Wells, H. G.",You can't be too careful : | a sample of life 1901-1951.,1941,m,mixed,69.60676474632203
mdp.39015078813428,"Gregory, Susanna,",The Westminster poisoner / | $c: Susanna Gregory.,2008,f,high_male,69.59627998645028
uc1.b3322070,"Fox, S. M.",George,1890,u,mixed,69.58287885056606
inu.32000006980835,"McGonagall, William.","The railway bridge of the silvery Tay, and other disasters; | $c: selected from the works of William McGonagall.",1972,m,,69.57241171825055
uiuo.ark:/13960/t3dz0j89j,"Barrett, Frank,",The Harding scandal,1896,m,high_female,69.56732150688867
uc1.32106010387279,"Thomas, Rosie.",All my sins remembered / | $c: Rosie Thomas.,1991,f,,69.56580755722213
mdp.39015078787747,"Brookner, Anita.",Strangers / | $c: by Anita Brookner.,2009,f,,69.55999890886275
uiuo.ark:/13960/t5db8q110,"Williams, F.,","The secret marriage, or, Contrasts in life",1855,u,,69.49819146751749
mdp.39015048883915,"Lang, Andrew,",The mark of Cain,1886,m,mixed,69.47755602479396
inu.30000110626037,"Gooch, Ivan A. V.",The new lords of tomorrow / | $c: Ivan A. V. Gooch.,2009,m,,69.46409735264606
uc1.b3321925,"Besant, Walter,",The ivory gate,1892,m,mixed,69.45973876361666
uiuo.ark:/13960/t8gf1fh3r,"Barrowcliffe, A. J.",Trust for trust,1859,m,,69.45738535296208
inu.30000132088950,"Basnett, Fred.",Country matters.,1971,m,,69.45472349049838
uiuo.ark:/13960/t7pn9c79x,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,69.44302608198362
uiuo.ark:/13960/t9s18m172,"Riddell, J. H.,",Phemie Keller,1866,f,,69.44108005103112
mdp.39015030113305,"Young, Francis Brett,",The young physician,1919,m,high_male,69.42722539052815
njp.32101065704593,"Riddell, J. H.,",Mortomley's estate,1874,f,,69.42650477912684
mdp.39015034114226,"Coe, Jonathan.",A touch of love / | $c: Jonathan Coe.,1989,m,mixed,69.41195998249613
uc1.b4974547,"Murray, John,",Kin / | $c: John Murray.,1986,m,mixed,69.3915545400694
uc1.32106006692732,"Avery, Gillian,",Onlookers / | $c: Gillian Avery.,1983,f,high_female,69.3810480189885
mdp.39015003349688,"Emery, J. Inman.","The luck of Udaipur; | a romance of Old Devon, Hindostan and the fringe of the blue Pacific.",1925,u,,69.37711800336213
uiuo.ark:/13960/t79s2gq4b,"Holstein, Anthony Frederick,",The miseries of an heiress,1810,m,,69.36736958934516
uc1.32106017098341,"North, Freya",Sally / | $c: Freya North,1996,f,high_female,69.35812210632511
uc1.b3820916,"Millar, George,",Oyster River; one summer on an inland sea.,1963,m,,69.34812760055479
uc2.ark:/13960/t59c6xv2c,"Grant, James,",Second to none,1864,m,mixed,69.34545594637285
uiuo.ark:/13960/t6vx0qd31,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,69.33320582398929
mdp.39015054151553,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,69.32597071429862
inu.30000092835010,"Fowler, Christopher.",Demonized : | short stories / | $c: by Christopher Fowler.,2003,m,,69.324818284946
uiuo.ark:/13960/t2891v18z,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,69.32088638306722
uiuo.ark:/13960/t2h70pm17,"Besant, Walter,",All sorts and conditions of men,1882,m,,69.31131101607433
uiuo.ark:/13960/t2r509g8r,"Pemberton,",The world's furniture,1861,f,high_female,69.30992198190835
uiuo.ark:/13960/t85h7x25v,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,69.30302481048287
uiuo.ark:/13960/t8ff4515z,"Fullom, S. W.",Down in Devon,1869,m,,69.3000693000693
nyp.33433075767990,,The life and times of Dick Whittington,1841,u,mixed,69.29273801526557
uc1.32106005852287,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,69.28441251336739
mdp.39015063617586,"Hook, Theodore Edward,",All in the wrong;,1842,m,high_female,69.2543613758533
uc1.$b56660,"Hichens, Jacobine.",Noughts and crosses.,1952,u,high_female,69.25329172291669
mdp.39015082684104,"Forbes, Elena.",Our lady of pain / | $c: Elena Forbes.,2008,f,,69.24584351824282
mdp.39015070703122,"Flusfeder, D. L.,",The pagan house / | $c: David Flusfeder.,2007,u,high_male,69.23869638026535
uiuo.ark:/13960/t0sq9kb7g,"Gissing, George,",A life's morning,1888,m,,69.21669770431285
uc2.ark:/13960/t49p2xr68,"Horniman, Roy,",Bellamy the magnificent,1904,m,,69.21302230197387
uiuo.ark:/13960/t4kk9k18s,"Bell, Emily Ernst.",A first appearance,1872,f,high_female,69.21241050119332
dul1.ark:/13960/t5p855w55,"Beerbohm, Max,",Seven men,1919,m,mixed,69.21213519437073
mdp.39015004174440,"Malory, Thomas, Sir,","Le morte Darthur; | the history of King Arthur and of his noble knights of the round table, | $c: by Sir Thomas Malory.",1929,m,high_male,69.19844372241802
mdp.39015030709573,"Mitchison, Naomi,",Beyond this limit. | $c: Pictures by Wyndham Lewis and words by Naomi Mitchison.,1935,f,high_female,69.18819188191881
uiuo.ark:/13960/t9h42cg59,"Tabor, Eliza.",The last of her line,1879,f,high_female,69.18021445866482
pst.000016376755,"Pym, Barbara.",Quartet in autumn / | $c: Barbara Pym.,1977,f,,69.17868707683252
uc1.b4089239,"Newby, P. H. (Percy Howard),",The Barbary light.,1962,m,mixed,69.14699498684287
mdp.39015031234167,"Hocking, Mary.",Family circle.,1972,f,,69.13716814159292
inu.32000002750190,"Allen, Grant,",An army doctor's romance,1893,m,,69.12999896305001
uc1.b2801756,"Vyvyan, C. C. (Clara Coltman)",Coloured pebbles /cC.C. Vyvyan.,1964,f,high_female,69.11053273927683
uc1.b3472568,"Tripp, Miles,",A man without friends.,1970,m,,69.10850034554251
uiuo.ark:/13960/t0ks72319,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,69.10054128757344
mdp.39015074299242,,"The Penguin book of First World War stories / | $c: edited and introduced by Barbara Korte ; assistant editor, Ann-Marie Einhaus.",2007,u,mixed,69.09894969596462
uiuo.ark:/13960/t2m61s89t,"Besant, Walter,",All sorts and conditions of men,1882,m,,69.09873266642585
uc2.ark:/13960/t6f18zx6f,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,69.06202860621922
uc1.b3123798,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,69.060773480663
uc1.b3322037,"Erroll, Henry.",By woman's favour,1890,m,mixed,69.05748440253369
uc2.ark:/13960/t4kk9980r,"Sewell, Elizabeth Missing,",Katharine Ashton,1854,f,high_female,69.04655191210495
mdp.39015049643805,"Noon, Jeff.",Pixel juice : | stories from the avant pulp / | $c: Jeff Noon.,2000,m,,69.02746915039478
nyp.33433074943675,"Austen, Jane,",The novels of Jane Austen,1892,f,,69.00790356145477
uiuo.ark:/13960/t2f76z32z,"Lee, Holme,",The Wortlebank diary,1860,f,,68.99695674137232
nyp.33433074857768,"Hawkins, Laetitia Matilda,","The countess and Gertrude; or, Modes of discipline",1812,f,high_female,68.99584508537288
uc2.ark:/13960/t8v98589w,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,68.9921624903411
mdp.39015009309934,"Thomas, Dylan,",The death of the king's canary / | $c: [by] Dylan Thomas and John Davenport ; with an introduction by Constantine FitzGibbon.,1976,m,,68.9886267321073
