htid,author,title,year,authgender,female_category,urban_intensity
uiuo.ark:/13960/t3tt53s18,"Donelan, A. M.",What 'tis to love,1873,u,mixed,80.05045604502232
mdp.39015019963233,"Mickiewicz, Adam,","Pan Tadeusz, or, The last foray in Lithuania",1917,m,high_male,80.05027456496043
pst.000043639397,"Sanderson, Mark.",Audacious perversion / | $c: Mark Sanderson.,1998,m,,80.03607259609966
mdp.39015062492338,"Ragged, Edgar Rider.",King Dong / | $c: by Edgar Rider Ragged.,2005,m,mixed,80.01770604559306
njp.32101063691446,"Gale, Norman,",All expenses paid,1895,m,high_male,80.00426689423436
mdp.39015025923064,"Ramsay, James Henry,","Bamff charters, A. D. 1232-1703",1915,m,high_male,80.00216955036069
nyp.33433074901764,"Miller, Thomas,","Godfrey Malvern, or, The life of an author",1844,m,mixed,79.98727687759607
mdp.39015059376619,,The New British novelist;,1830,u,mixed,79.98354624191595
uc2.ark:/13960/t6057gp7z,"Loomis, Laura Hibbard,","Three Middle English romances: King Horn, Havelok, Beves of Hampton",1911,f,,79.9794338598646
mdp.39015031240875,"Isherwood, Christopher,","The memorial, | portrait of a family | $c: [by] Christopher Isherwood.",1952,m,,79.96313563916297
mdp.39015065739024,"Smith, Horace,","Adam Brown, the merchant",1843,m,,79.96137714613319
mdp.39015059774995,"[Weldon, A. E.],",The clanking of chains,1920,u,high_male,79.95696861325543
mdp.39015014551033,"Selvon, Samuel.",Ways of sunlight.,1957,m,high_male,79.95498830288133
uiuo.ark:/13960/t6pz5tk74,"Roberts,",Delmore,1806,f,mixed,79.93605115907275
inu.30000041291562,"Patterson, Glenn,",Fat lad / | $c: Glenn Patterson.,1993,m,,79.91991183571831
mdp.39015016437462,"McIlwain, David,",The isotope man | $c: [by] Charles Eric Maine [pseud.],1957,m,high_male,79.9109563629099
mdp.39015003344630,"Faulkner, William,",A fable.,1955,m,,79.9032637819813
uiuo.ark:/13960/t7hq4bq34,"Hamley, W. G.",The house of Lys,1879,u,,79.89887426063727
uc1.b4539006,"Warner, Marina,",The lost father / | $c: Marina Warner,1988,f,,79.88986611314404
uc1.$b299687,"Brennan, Frederick Hazlitt.","God got one vote, | $c: by Frederick Hazlitt Brennan.",1928,m,mixed,79.88645265370386
inu.30000110620865,"McGilvary, Marion.",A lost wife's tale / | $c: Marion McGilvary.,2009,u,,79.88112314577016
uc1.32106018078417,"Dantzig, Rudi van",For a lost soldier / | $c: Rudi van Dantzig ; translated from the Dutch by Arnold J. Pomerans,1996,m,high_male,79.84809387019818
uiuo.ark:/13960/t0ns19x0t,"Murray, David Christie,",A rising star,1894,m,mixed,79.83929123313074
mdp.39015009294888,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli,1866,m,mixed,79.83788473959821
mdp.39015082663785,"Irvine, Susan.",Muse / | $c: A.S. Irvine.,2008,f,,79.8138174874312
njp.32101067645547,"Griffiths, Arthur,",A wayward woman,1879,m,,79.79917208358964
wu.89013829759,"Boothby, Guy,",Uncle Joe's legacy,1902,u,high_male,79.79874486041984
mdp.39015070739548,"Smith, Joan,",What will survive / | $c: Joan Smith.,2007,f,high_female,79.77120938245203
uiuo.ark:/13960/t94751g10,"Norris, W. E.",Billy Bellew,1895,f,,79.76112565445027
uiuo.ark:/13960/t8bg3636s,"Jeaffreson, John Cordy,",Cutting for partners,1890,m,,79.74254549597016
njp.32101069166567,"Gray, Edward Dundas McQueen,",Elsa;,1891,m,high_female,79.73392493936899
njp.32101076479045,"Balzac, Honoré de,",Comedy of human life,1887,f,,79.70532245832881
mdp.39015054151512,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,79.69991883769733
mdp.39015046406461,"Eskelund, Karl,","Sun, slaves, and sinners; | travels in the Philippines.",1964,m,high_male,79.69631509406264
mdp.39015046883206,"Fowler, Bo,","Scepticism, Inc. / | $c: Bo Fowler.",1998,m,,79.69148012693715
mdp.39015047458503,"Amis, Martin.",Heavy water and other stories / | $c: Martin Amis.,1998,m,high_male,79.65979141390002
mdp.39015059978679,"Gay, Jackie.",Wist / | $c: Jackie Gay.,2003,u,mixed,79.65737955335638
hvd.hn6c1g,"Byron, George Gordon Byron,",The life of Lord Byron,1844,m,high_male,79.62856489295275
mdp.39015028779349,"Callaghan, Mary Rose.",Confessions of a prodigal daughter / | $c: Mary Rose Callaghan.,1985,f,high_female,79.62067285410404
mdp.39015040378302,"Gardam, Jane.",Missing the midnight : | hauntings & grotesques / | $c: Jane Gardam.,1997,f,,79.61098201222137
mdp.39015059374721,,"The fairies return, | or, New tales for old, | $c: by several hands.",1934,u,,79.6033260763233
uc1.b3325476,"Lytton, Rosina Bulwer Lytton,",Memoirs of a Muscovite,1844,f,mixed,79.57128937966873
uiuo.ark:/13960/t3dz0w163,"Rolfe, Ann,",The oath of allegiance,1847,f,mixed,79.56353716753809
mdp.39015019120941,"Lady, (Ethel Stefana), Drower, E. S.","Folk-tales of Iraq, | $c: set down and translated from the vernacular by E. S. Stevens.  With an introduction by Sir Arnold Wilson.",1931,f,,79.55203707279396
inu.30000007196417,"Gysin, Brion.",The process : | a novel / | $c: Brion Gysin.,1969,u,mixed,79.54910888072709
inu.32000004496032,"Gore,","Mrs. Armytage, or Female domination",1836,f,high_female,79.54354244106894
uc1.$b799073,"Lane, Jane,","Gin and bitters, | $c: by Jane Lane [pseud.].",1945,f,high_male,79.5411971526557
uc1.32106018997434,"McAuliffe, Nichola",A fanny full of soap : | the story of a West End musical / | $c: Nichola McAuliffe,2007,f,,79.53850187920635
wu.89099704173,"Omessa, Charles.",Rasputin and the Russian court,1918,m,,79.52286282306164
mdp.39015043788390,"Seabrook, Jeremy,",Colonies of the heart / | $c: Jeremy Seabrook.,1998,m,high_male,79.51424027757699
njp.32101068166030,"Chatterton, Georgiana,","Aunt Dorothy's tale, or, Geraldine Morton",1837,f,high_female,79.50437274050071
mdp.39015032107131,"Tennant, Emma.",Woman beware woman / | $c: Emma Tennant.,1983,f,mixed,79.46977764356214
mdp.39015063542172,"Collins, Wilkie,", I say no,1884,m,high_female,79.46814490337837
uiuo.ark:/13960/t12n5n16b,"Lewis, Arthur,",The master of Riverswood,1876,f,,79.45967421533572
uc1.$b120148,,"A calendar of letters; | extracts from the publications of Number Five John Street, 1910-1925.",1926,u,,79.45635128071092
uc1.$b444718,"Hostovský, Egon,",Hide & seek; | two tales of escape: The hideout and The black band.,1950,u,high_male,79.44464410690979
wu.89004395364,"Gaboriau, Emile,",In peril of his life,1884,m,mixed,79.43809555479199
uc2.ark:/13960/t4nk3c86t,"Whyte-Melville, G. J.",Satanella,1872,m,high_female,79.43512797881729
uc2.ark:/13960/t2h70bj92,"Blunden, Edmund,",The Bonadventure;,1922,m,high_male,79.4238163143739
uiuo.ark:/13960/t8sb4rn0q,"Hutcheson, John C.",Caught in a trap;,1870,m,,79.41383598795306
mdp.39015001586133,,"A selection, | $c: compiled by Norman Denny.",1949,u,mixed,79.40173225411795
mdp.39015037444828,"Johnston, Jennifer,",The illusionist / | $c: Jennifer Johnston.,1995,f,,79.40139423465132
wu.89015336670,"Cahuet, Albéric,",Colonel Pontcarral : | a novel / | $c: Translated from the French by Claud W. Sykes.,1940,u,,79.4012213776112
mdp.39015059168719,"Hensher, Philip",The fit / | $c: Philip Hensher,2004,m,high_female,79.39274234150497
uc1.b4948952,"Miller, Miranda,",Under the rainbow / | $c: Miranda Hyman [i.e. M. Miller].,1978,f,,79.3892465634244
njp.32101072858358,"Dickens, Charles,",Mugby Junction,1898,m,,79.38476804763086
njp.32101067178531,"Trollope, Frances Milton,",A romance of Vienna,1838,f,,79.37468889157957
uc2.ark:/13960/t7pn93z91,"Marryat, Frederick,",Joseph Rushbrook,1841,m,mixed,79.36507936507937
uc1.32106017658342,"Hensher, Philip",The fit / | $c: Philip Hensher,2004,m,high_female,79.362006890945
mdp.39015050246175,"Desai, Anita,",Diamond dust : | and other stories / | $c: Anita Desai.,2000,f,,79.3493354493156
uiuo.ark:/13960/t02z1r626,"Kett, Henry,",Emily,1809,m,mixed,79.34900054024851
uc2.ark:/13960/t2h70p02n,,Elegant extracts,1810,u,high_male,79.34265156620219
mdp.39015053531789,"Cromwell, John.",A grain of sand / | $c: John Cromwell.,1953,m,,79.33760313888408
nyp.33433076091531,"Edgeworth, Maria,",Tales and novels,1848,f,high_female,79.33174669839937
uc1.b5015632,"Lucas, F. L. (Frank Laurence),","The woman clothed with the sun, and other stories / | $c: by F.L. Lucas.",1937,m,mixed,79.321624619186
uiuo.ark:/13960/t2q52w764,"Chamier, Frederick,",The unfortunate man,1835,m,,79.31181746080166
mdp.39015078806463,"Lightburn, Thomas E.",The ship that would not die / | $c: Thomas E. Lightburn.,2008,m,,79.29629151529682
inu.30000112105303,"Derleth, August William,",The adventures of Solar Pons / | $c: August Derleth.,1975,m,high_male,79.29428089999008
uiuo.ark:/13960/t3kw6196g,"Riddell, J. H.,","Frank Sinclair's wife, and other stories",1874,f,,79.29044273570467
uiuo.ark:/13960/t2c82k511,"Chamier, Frederick,",Count Königsmark,1845,m,mixed,79.28351196593748
uiuo.ark:/13960/t4gm8v82c,"Strangford, George Augustus Frederick Percy Sydney Smythe,",Angela Pisani,1875,m,mixed,79.27401689788256
njp.32101065853374,"Reid, Mayne,",No quarter!,1888,m,,79.27070947284979
inu.39000001160014,"Trifonov, I͡Uriĭ Valentinovich,",Another life / | $c: Yuri Trifonov ; translated from the Russian by Michael Glenny.,1985,u,high_female,79.25766055773006
umn.31951002092177u,"Walsh, J. M. (James Morgan),",King's messenger.,1933,m,high_male,79.24274331864265
uc1.32106006749425,"Ambler, Eric,",The dark frontier / | $c: Eric Ambler.,1977,m,high_male,79.24112269741376
uc2.ark:/13960/t4qj7c31z,"Conway, Hugh,","At what cost, and other stories",1885,m,,79.19913831337516
uiuo.ark:/13960/t66400j8q,"Ainsworth, William Harrison,",The goldsmith's wife,1875,m,mixed,79.19869555089682
uc1.b3548210,"Conrad, Joseph,",Tales of hearsay. | $c: With a preface by R. B. Cunninghame Graham.,1925,m,high_male,79.1968507605227
mdp.39015011808824,"Acton, Harold,",Old lamps for new.,1965,m,,79.17587484991385
uc1.b3322522,"Gladstone, Alfred.",The man of the hour,1863,m,,79.16119010634483
uiuo.ark:/13960/t0sq9d34t,"MacCabe, William Bernard,",Bertha,1851,m,,79.16060968062291
uc1.32106015577411,"Buchan, James",A good place to die / | $c: James Buchan,1999,m,,79.15444428923965
uiuo.ark:/13960/t9d516881,"Monro, Theodore Russell.",County versus counter,1878,m,,79.1419348120379
uiuo.ark:/13960/t5r78mb7r,"Barrett, Frank,",Folly Morrison,1881,m,mixed,79.13970485545366
nyp.33433075727531,"Fortescue, Walter.",An Irish patriot,1898,m,high_male,79.13572069193928
uc1.$b808696,"Cleugh, James.","Captain Thomas Johnstone, 1772-1839: | smuggler's reach.",1955,m,high_male,79.12944530912802
njp.32101076479003,"Balzac, Honoré de,",Comedy of human life,1887,f,high_male,79.12644405760406
mdp.39015080847653,"Hall, Elliott.",The first stone / | $c: Elliott Hall.,2009,m,,79.11856062825998
nyp.33433075826275,"Girardin, Emile de,",Stories of an old maid,1856,f,,79.11392405063293
mdp.39015048881158,"Linklater, Eric,","Magnus Merriman, | a novel.",1934,m,,79.1139240506329
uc1.$b301052,"Kinney, Henry W. (Henry Walsworth),","The code of the Karstens, | $c: by Henry Walsworth Kinney.",1923,m,,79.09117054932413
inu.32000001703182,"Wilson, Violet A.",Queen Elizabeth's maids of honour and ladies of the privy chamber,1922,f,high_female,79.07436478865051
uiuo.ark:/13960/t19k4w526,"Braddon, M. E.",Charlotte's inheritance,1868,f,mixed,79.06854157299887
uiuo.ark:/13960/t7zk5wn5v,"Braddon, M. E.",The lady's mile,1866,f,high_female,79.06731574214753
inu.30000029840364,"Japrisot, Sébastien,",Women in evidence / | $c: Sebastien Japrisot ; translated from the French by Ros Schwartz.,1990,u,mixed,79.06260136230944
uc1.$b245051,"Templeton, Edith.",Summer in the country.,1950,f,,79.05402396116332
inu.39000005891341,,Amiran-Darejaniani; | a cycle of medieval Georgian tales traditionally ascribed to Mose Khoneli. | $c: Translated by R. H. Stevenson.,1958,u,high_male,79.02105949595307
mdp.39015025015689,"Howard, Elizabeth Jane.",Marking time / | $c: Elizabeth Jane Howard.,1991,f,high_female,79.01522082674873
uc2.ark:/13960/t4hm55105,"Burgin, G. B.",More memoirs,1922,u,,79.01474688689494
mdp.39015024283155,,Amiran-Darejaniani; | a cycle of medieval Georgian tales traditionally ascribed to Mose Khoneli. | $c: Translated by R. H. Stevenson.,1958,u,high_male,79.01257297156315
mdp.39015063524998,"Castle, Agnes,",Panther's cub,1910,f,,79.01217964343653
mdp.39015042005481,,Two Yugoslav stories : | Moslem & Christian / | $c: rendered into English by James W. Wiles.,1931,u,high_male,79.00142202559647
mdp.39015008210471,,"A selection, | $c: compiled by Norman Denny.",1950,u,mixed,79.00116465634494
uiuo.ark:/13960/t8rb7mk8v,"Norton, Caroline Sheridan,",Old Sir Douglas,1868,f,,78.98391021312916
uc2.ark:/13960/t8z897d42,"Grant, James,",Second to none,1864,m,mixed,78.97294670338572
mdp.39015060124230,"Jones, Gail,",Sixty lights / | $c: Gail Jones.,2004,f,high_female,78.96958309506304
uiuo.ark:/13960/t5x645d8f,"Wills, C. J.",The Pit Town coronet;,1888,m,mixed,78.96764252696455
mdp.39015034340722,"Louvish, Simon.",City of Blok / | $c: Simon Louvish.,1988,m,,78.96548465909854
uc2.ark:/13960/t0tq5v57b,"Morgan,",O'Donnel,1814,f,high_female,78.95046278409568
uc1.b3339462,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,78.94227284236867
njp.32101067707503,"Gowing, Aylmer.",An unruly spirit,1890,u,high_female,78.93603788929819
dul1.ark:/13960/t74t78p1n,"Collins, Mortimer,",Transmigration,1874,m,,78.92956475982861
uc1.$b120361,"Gellhorn, Martha,",The lowest trees have tops.,1967,f,,78.9242024102237
njp.32101074876358,,The New Decameron ...,1919,u,,78.90623814509644
wu.89069721363,"Sutherland, Joan,",Desborough of the north-west frontier,1920,f,mixed,78.89912514793586
uiuo.ark:/13960/t7vm4rn0t,"Keary, C. F.",The two Lancrofts,1893,u,mixed,78.89877455094847
njp.32101068166022,"Chatterton, Georgiana,",Compensation,1856,f,high_female,78.89622260280564
mdp.39015064983516,"Lively, Penelope,",Consequences / | $c: Penelope Lively.,2007,f,high_female,78.89371509617943
uiuo.ark:/13960/t4sj2431s,"Oliphant,",Kirsteen,1890,f,high_female,78.88799482494755
inu.30000063846350,"Maugham, Robin,",Come to dust / | $c: by Robin Maugham.,1945,m,high_male,78.87226994392898
mdp.39015053240621,,Best Irish short stories / | $c: edited by David Marcus.,1976,u,,78.82212968471147
nyp.33433074937156,"Beazley, Samuel,",The Oxonians,1830,m,high_female,78.82070804474333
mdp.39015030662863,"Kerr, James Lennox,",Touching the adventures of merchantmen in the Second World War. | $c: With a foreword by John Masefield.,1953,m,high_male,78.79498643993256
uiuo.ark:/13960/t9571xm8q,,Lady Selina Clifford,1851,f,high_female,78.78310405429973
uiuo.ark:/13960/t59c7j387,"Payn, James,",Kit,1883,m,mixed,78.77231882366671
mdp.39015062286060,"James, G. P. R.","Morley Ernstein; or, The tenants of the heart",1842,m,mixed,78.76939696400237
uiuo.ark:/13960/t8bg31q2v,"Davies, Charles Maurice,","'Verts, or, The three creeds",1876,m,mixed,78.7617286487227
uc1.b3435470,"Marlowe, Derek.",The memoirs of a Venus lackey.,1968,m,high_female,78.75914168608855
mdp.39015055174513,"Baker, Howard.",Sawdust Caesar / | $c: Howard Baker.,1999,m,,78.74704698573802
uc1.$b244965,"Stern, G. B. (Gladys Bronwyn),",See-saw.,1931,f,high_female,78.73057099955359
mdp.39015030723327,"Cole, Barry.",The giver.,1971,m,mixed,78.72261418492388
mdp.39015016732045,"Pudney, John,",The pick of today's short stories.,1949,m,mixed,78.70698829372117
inu.30000035081136,"Household, Geoffrey,",The high place.,1972,m,,78.70097103109845
uiuo.ark:/13960/t6sx6rn18,"Hardy, Iza Duffus.",Love in idleness;,1887,f,mixed,78.69949091266817
uiuo.ark:/13960/t6d22890z,"Anderson,","The three paths, or, Truth, vanity, and profession",1852,f,high_female,78.68580894533407
uiuo.ark:/13960/t9863643p,"Farjeon, B. L.",Aaron the Jew,1894,m,mixed,78.68309348793872
mdp.39015051768664,,The weretiger : | stories of the supernatural / | $c: Shaiontoni Bose ... [et al.].,2002,u,mixed,78.67913006717085
uc1.32106016633726,"Glass, Suzanne",The sculptors / | $c: Suzanne Glass,2002,f,high_female,78.6745380056296
mdp.39015062885085,"Craig, Mervyn.",Pedigree / | $c: Mervyn Craig.,2005,m,,78.65757734661773
uiuo.ark:/13960/t3dz0j89j,"Barrett, Frank,",The Harding scandal,1896,m,high_female,78.64131996430893
mdp.39015068314387,"Philip, Prince, consort of Elizabeth II, Queen of Great Britain,","The environmental revolution : | speeches on conservation, 1962-1977 / | $c: H.R.H. Prince Philip.",1978,m,high_male,78.61476748170695
uc1.b4110031,"Priestley, J. B. (John Boynton),",The Priestley companion : | a selection from the writings of J.B. Priestley / | $c: with an introduction by Ivor Brown.,1951,m,,78.58157349414422
uc2.ark:/13960/t0000492f,"Eiffe, John P.",The tales of old Liverpool,1886,m,,78.58105074090705
uc2.ark:/13960/t2697881b,"Merezhkovsky, Dmitry Sergeyevich,",The forerunner,1902,m,,78.57631360679831
uiuo.ark:/13960/t3cz3vk37,"Tabor, Eliza.",Alec's bride,1867,f,,78.57439364288679
uc1.b4507341,"Cayley, George John,",The bridle roads of Spain,1908,m,high_male,78.57077472309523
mdp.39015003941732,"Glanville, Brian.","A bad streak, and other stories.",1961,m,,78.56713193140106
uc1.32106015260828,"Hacikyan, A. J. (Agop Jack),",A summer without dawn : | an Armenian epic / | $c: Agop J. Hacikyan & Jean-Yves Soucy,2000,m,high_male,78.554288438841
mdp.39015063524329,"Ayscough, John,",Mr. Beke of the Blacks,1908,m,mixed,78.54773957060569
uc1.b4101373,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,78.53954753558226
nyp.33433082320015,"Mitton, G. E.",A bachelor girl in Burma;,1907,f,high_male,78.5105428443248
hvd.32044086790011,"Little, Thomas,",Holly-grove,1828,m,,78.49733669750489
mdp.39015030849221,"Abse, Dannie.","O. Jones, O. Jones.",1970,m,,78.49555748546997
uc2.ark:/13960/t8jd4qs9z,"Norris, Frank,",Shanghaied,1899,m,high_male,78.4714491669252
uc2.ark:/13960/t1qf8mn02,"Leather, Robinson Kay.",The student and the body-snatcher,1890,m,,78.45598619174642
inu.39000002341704,"Freeling, Nicolas.",This is the castle / | $c: by Nicolas Freeling.,1968,m,,78.45419919774255
mdp.39015059376098,,The New British novelist;,1830,u,high_male,78.45404244776613
mdp.39015022055332,"Deighton, Len,",MAMista / | $c: Len Deighton.,1991,m,mixed,78.39675345209233
inu.30000068229644,"Heighton, Steven,",Flight paths of the emperor / | $c: Steven Heighton.,2000,m,,78.39448102853558
uiuo.ark:/13960/t6251wg1p,"Blessington, Marguerite,","Grace Cassidy, or, The repealers",1833,f,,78.38166869569568
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,78.38082630808891
mdp.39015031233144,"Duggan, Alfred Leo,",Leopards and Lilies.,1954,m,,78.37879647295415
uc2.ark:/13960/t2m61fd42,"Barry, William Francis,",The two standards,1898,m,high_female,78.3543737872356
uc1.32106019365136,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,78.31749914151972
uc1.b2799823,"Broderick, John.",Don Juaneen : | a novel / | $c: by John Broderick.,1963,m,high_female,78.31699478786899
mdp.39015002138983,"Highsmith, Patricia,",Edith's diary / | $c: Patricia Highsmith.,1977,f,high_female,78.30492860432979
mdp.39015077135427,"Jones, John Sam.",Crawling through thorns / | $c: John Sam Jones.,2008,m,high_male,78.27411595407116
uc1.$b152110,"Borel, Jacques,",The bond; | $c: translated by Norman Denny.,1968,m,high_female,78.25801476595127
uc1.b3324270,"Deale,",Life in the West;,1828,m,high_male,78.25725876002173
mdp.39015014139011,"Infante, J. Eddie.",The final curtain | $c: [by] J. Eddie Infante.,1972,m,,78.25079379411011
uiuo.ark:/13960/t2988h60t,"Bell, Emily Ernst.",A first appearance,1872,f,high_female,78.24726134585289
mdp.39015053247493,"Frith, Henry,",Through flood-through fire;,1880,m,,78.2414307004471
uiuo.ark:/13960/t4cn7np5r,"Braddon, M. E.",Dead-sea fruit,1868,f,mixed,78.23313474152975
uiuo.ark:/13960/t1kh0xv97,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,78.22085889570552
uc2.ark:/13960/t04x56d3j,"White, Hester.",Mountains of necessity,1901,u,,78.20203325286458
mdp.39015064701389,"Murray, John,",A gentleman's relish / | $c: John Murray.,2006,m,,78.196715737939
uc1.b3549890,"Reynolds, George W. M.","Joseph Wilmot, or, The memoirs of a man-servant",1854,m,mixed,78.19341924183662
mdp.39015024959101,"Amis, Martin.","Time's arrow, or, The nature of the offence / | $c: Martin Amis.",1991,m,,78.1725006514375
mdp.39015038102524,"Tremain, Rose.",Collected short stories / | $c: Rose Tremain.,1996,f,mixed,78.16045585194897
njp.32101067632628,"Ouida,",Princess Napraxine,1884,f,mixed,78.15507366407314
