htid,author,title,year,authgender,female_category,vertical
uc1.$b50003,"Houlson, Jane Harvey.",Blue blaze : | danger and delight in strange islands of Honduras / | $c: by Jane Harvey Houlson.,1934,f,high_male,603.538883290533
mdp.39015076550535,"Richards, Cecil John,",Wind over Fowlmere : | and other stories.,1953,m,,603.4862938978251
mdp.39015013254548,"Leitch, Maurice,",The hands of Cheryl Boyd and other stories / | $c: Maurice Leitch.,1987,m,,603.4556864093527
mdp.39015024687801,"Barham, Marie.",Onak and the talking box / | $c: Marie Barham.,1957,f,high_female,603.3789219629928
uc1.$b103911,"McMinnies, Mary.",The flying fox : | a novel / | $c: by Mary McMinnies.,1956,f,mixed,603.3084128912333
mdp.39015063913662,"Caine, Hall,",The deemster,1887,m,high_male,603.2619680644309
mdp.39015060606335,"Parks, Tim.",Rapids / | $c: Tim Parks.,2005,m,,603.195132035068
wu.89099301053,"Popham, Hugh.",Beyond the eagle's rage : | a novel / | $c: by Hugh Popham.,1951,m,mixed,603.0323914541696
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,603.0084700508531
inu.32000003311802,"Allen, Grant,",The white man's foot,1888,m,high_male,602.9095879710994
mdp.39015030947660,"Brooke-Rose, Christine,",Go when you see the green man walking.,1970,f,,602.8776006484734
uc2.ark:/13960/t38053876,"Ouida,",Pascarel,1873,f,mixed,602.8223044252637
uc1.$b323497,"Burnham, David,","This our exile, | $c: by David Burnham.",1931,m,,602.783554631259
uc1.$b284294,"De la Mare, Walter,",The nap and other stories / | $c: by Walter de la Mare.,1936,m,,602.7622991695757
uc2.ark:/13960/t9z032670,"Bartimeus,",Naval occasions and some traits of the sailor-man,1915,u,high_male,602.1292687183663
mdp.39015024085030,"Cross, Gillian.",The dark behind the curtain / | $c: Gillian Cross ; illustrated by David Parkins.,1982,f,mixed,601.9629995763311
uc1.32106005850737,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,601.7706624427221
mdp.39015002218462,"Straub, Peter.",Marriages; | a novel. -,1973,m,mixed,601.6084453772781
mdp.39015059246713,"Harris, Denise,",In remembrance of her / | $c: Denise Harris.,2004,f,high_female,601.6020925290175
mdp.39015028913195,"Connaughton, Shane.",The Run of the country / | $c: Shane Connaughton.,1991,u,,601.499974832637
mdp.39015080822862,"Fitch, Stona.",Printer's devil / | $c: Stona Fitch.,2009,u,mixed,601.3862462625714
uc1.$b704639,"Arenas, Reinaldo,","Hallucinations, being an account of the life and adventures of Friar Servando Teresa de Mier; | $c: translated from the Spanish by Gordon Brotherston.",1971,m,,601.3745704467354
uc1.b4101692,"Yeats, W. B.",The secret rose,1897,m,high_male,601.3441811107181
mdp.39015005008894,"Leduc, Violette,",In the prison of her skin; | $c: translated from the French by Derek Coltman.,1970,f,,601.2024048096192
umn.319510020543924,"Orgill, Douglas,",The death-bringers.,1962,m,mixed,601.0968655794865
uc1.b3472772,"Farrell, Michael,",Thy tears might cease.,1963,m,,601.0743233757694
njp.32101047320898,"Read, John,",Cluster-o'-vive : | stories and studies of old-world Wessex / | $c: by John Read ; with 8 illustrations by W. Young.,1923,m,high_male,601.0303377218088
uc1.$b242952,"Godden, Rumer,",The river.,1946,f,high_female,600.9994147571242
mdp.39015056672077,"Gibbons, Stella,",Beside the pearly water.,1954,f,high_female,600.9382390571085
uc2.ark:/13960/t7hq3w36r,"Schreiner, Olive,",Dream life and real life;,1893,f,high_male,600.9260171411684
mdp.39015013239200,"Kinsella, W. P.",The moccasin telegraph and other stories / | $c: by W.P. Kinsella.,1983,m,mixed,600.8712633318312
mdp.39015003977678,"Himes, Chester B.,",If he hollers let him go.,1967,m,,600.7838108926965
inu.30000092821648,"Petley, Dexter,",White lies / | $c: Dexter Petley.,2004,m,,600.7452641720625
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,600.7133470996808
mdp.39015078783381,"Smyth, Amanda.",Black Rock / | $c: Amanda Smyth.,2009,f,high_female,600.6983488193171
mdp.39015067677479,"Dunlop, Margaret.",Water for tea / | $c: Margaret Dunlop.,2005,f,high_female,600.5384137502589
inu.30000107396693,"Mars, Alastair,",Arctic submarine.,1955,u,high_male,600.4045165708461
mdp.39015080902227,"Claire, Regi,",Fighting it / | $c: Regi Claire.,2009,m,,600.3729589593536
inu.30000042041305,"Spence, Alan,",Its colours they are fine / | $c: Alan Spence.,1992,m,,600.2106002106002
mdp.39015073661368,"Rush, Christopher,",Hellfire and herring : | a childhood remembered / | $c: Christopher Rush.,2007,m,mixed,599.9626085626392
uc1.b3796995,"Bates, H. E. (Herbert Ernest),",Death of a huntsman : | four short novels / | $n: H.E. Bates.,1957,m,mixed,599.9041390293304
uc1.b4392665,"Verma, Nirmal,",The world elsewhere : | and other stories / | $c: by Nirmal Verma.,1988,u,,599.8746530575701
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,599.8698395631137
uc1.b2831241,"Levene, Ralph.",The camel's back.,1967,m,high_male,599.8324657452283
pst.000047287587,"Riordan, James,",Korean folk-tales / | $c: retold by James Riordan.,1994,m,high_male,599.6598943882574
mdp.39015015407326,"James, M. R.",The five jars,1922,u,high_female,599.6248157577381
uc2.ark:/13960/t4dn4333q,"Byrne, Donn,",Stories without women,1915,m,high_male,599.3010257510188
inu.30000083501373,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,,599.1785455424016
uc1.$b242598,"Diebold, Janet.",Castle in Denmark.,1947,f,high_female,599.1020053458333
uc1.$b251262,"Lehmann, John,",English stories from New writing.,1951,m,,599.0039036209449
mdp.39015011249813,"Williamson, Henry,",Love and the loveless; | a soldier's tale.,1958,m,high_male,598.8559170539864
mdp.39015001790107,"Dos Passos, John,",One man's initiation--1917,1920,m,high_male,598.8198017499491
uc1.b4156524,"Agnar Þórðarson,",Called home / | $c: by Agnar Thordarson ; translated by Robert Kellog.,1995,u,,598.8189958692578
mdp.39015034024854,"Gardam, Jane.",Going into a dark house / | $c: Jane Gardam.,1994,f,high_female,598.8023952095808
uc1.$b244106,"Niland, D'Arcy,",The big smoke / | $c: D'Arcy Niland.,1959,u,,598.7746545753564
mdp.39015034810302,"Commando. Neville, Ralph,",Survey by starlight ; | a true story of reconnaissance work in the Mediterranean.,1949,m,high_male,598.6787778695293
uc1.$b244577,"Raymond, Moore.","Smiley, a novel.",1954,m,high_male,598.6164756144512
mdp.39015061161256,"Minco, Marga.",An empty house / | $c: Marga Minco ; translated from the Dutch by Margaret Clegg.,1990,f,high_male,598.4015578725304
mdp.39015077136367,"Lake, Carol.",Wendy and her year of wonders / | $c: Carol Lake.,2008,f,high_female,598.3610872273597
uc1.32106014341942,"Blanchard, Stephen,",Wilson's island / | $c: Stephen Blanchard,1997,m,mixed,598.1378172389408
mdp.39015015186334,"Green, Henry,","Loving, | a novel.",1945,m,high_female,597.7356870740999
uc1.32106001599833,"Bunin, Ivan Alekseevich,","Fifteen tales,",1924,m,mixed,597.6710470934855
wu.89069424091,"Høeg, Peter,",Miss Smilla's feeling for snow / | $c: Peter Høeg ; translated from the Danish by F. David.,1996,m,high_male,597.5001766947747
mdp.39015001765299,"Blashford-Snell, John.",Mysteries : | encounters with the unexplained / | $c: John Blashford-Snell.,1983,m,high_male,597.466233139339
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,597.3949662129077
mdp.39015033195358,"Deux, Fred,",La Gana / | $c: Jean Douassot [i.e. F. Deux] ; translated [from the French] by Alex Trocchi.,1974,m,high_female,597.3051326975601
uc1.b3810587,"Close, Robert S.,",Eliza Callaghan.,1957,m,high_female,597.2990120547448
mdp.39015082701171,"Penhaligon, Susan.",For the Love of Angel.,2008,f,mixed,597.2989704904501
mdp.39015011242826,"Vesaas, Tarjei,",The boat in the evening; | $c: translated from the Norwegian by Elizabeth Rokkan.,1971,m,high_female,597.22978756517
mdp.39015016452412,"Braithwaite, E. R. (Edward Ricardo)",Choice of straws.,1965,m,mixed,597.2175093315236
uc1.b5015727,"White, Jon Manchip,","The garden game, | $c: by Jon Manchip White.",1973,m,high_male,597.1969860611682
uc1.$b312765,"Metcalfe, Thomas Washington,",The life and adventures of Aloysius O'Callaghan / | $c: by Thomas Washington-Metcalfe.,1932,m,high_male,597.1409197215648
mdp.39015016446802,"Comyn, Kenneth Fitzwilliam,",Dawn behind the tamarisks.,1950,m,,597.0295573746384
uc1.b2802533,"Greer, Herb,",The trip / | $c: Herb Greer.,1963,m,,596.9278929519542
mdp.39015030709813,"Newby, P. H. (Percy Howard),",Mariner dances : | a novel / | $c: by P.H. Newby.,1948,m,high_female,596.9161113958654
mdp.39015017968036,"Lerner, Jonathan,",Caught in a still place / | $c: Jonathan Lerner.,1989,m,,596.8812952324107
mdp.39015028779604,"Blish, James.",The seedling stars.,1957,m,mixed,596.8687550455923
uc2.ark:/13960/t4th8f473,"Knight, F. A.",The Rajpoot's rings,1911,u,,596.824529032552
inu.30000132128434,"Werner, Bruno E. (Bruno Erich),",The slave ship.,1953,m,,596.7894070997822
umn.31951002040911w,"West, Anthony,",On a dark night.,1949,m,,596.7441241094614
inu.30000101958589,,"Queen of the sheep / | $c: edited by Valery Thornton and Hamish Whyte, with Maoilios Caimbeul (Gaelic advisor).",2005,u,,596.7099213242055
inu.32000009177983,"English, Isobel.",The key that rusts.,1954,f,,596.6991686895673
uc1.32106013214843,"Cooke, Sophie",Under the mountain / | $c: Sophie Cooke,2008,f,high_female,596.3187760652077
uc1.b3834613,"Cusack, Dymphna.",Say no to death.,1951,u,,596.2446146833507
uc1.$b555999,"Irwin, E. W. (Edward Way).","No longer innocent, | $c: by E.W. Irwin and Ivan Goff.",1933,m,high_male,595.9661917944285
mdp.39015050674871,"Jones, Tristan,",Somewheres east of Suez / | $c: Tristan Jones.,1988,m,high_male,595.9508000435397
mdp.39015008009964,"Wain, John.",A winter in the hills.,1970,m,,595.6715581238179
uc1.b3739978,"Bascom, Harold A.,",Apata : | the story of a reluctant criminal / | $c: Harold Bascom.,1986,m,high_male,595.6354836017691
uc1.32106018946951,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,mixed,595.5695664895375
mdp.39015051324278,"Bascom, Harold A.,",Apata : | the story of a reluctant criminal / | $c: Harold Bascom.,1986,m,high_male,595.5126860977144
inu.39000001367619,"Okpi, Kalu,",Coup! / | $c: Kalu Okpi.,1982,u,high_male,595.4484896272329
mdp.39015004106822,"Berger, John.",Pig Earth / | $c: John Berger.,1979,m,,595.4354201198521
uc2.ark:/13960/t4qj7df3t,"Reid, Mayne,",The Vee-Boers,1885,m,high_male,595.4349983460139
uc1.32106010984638,"Calvino, Italo.",Our ancestors : | three novels / | $c: Italo Calvino ; translated from the Italian by Archibald Colquhoun with a new introduction by the author.,1980,m,high_female,595.3968987304706
uc1.b3727168,"Orlovitz, Gil,",Ice never F: a novel.,1970,m,,595.3343427067869
mdp.39015062821866,"MacEochaidh, Daithidh.",Travels with Chinaski / | $c: Daithidh MacEochaidh.,2005,u,high_male,595.290981785873
mdp.39015039625291,"Sears, Dennis T. Patrick,",The lark in the clear air / | $c: Dennis T. Patrick Sears.,1976,m,mixed,595.2709795038949
uc1.$b557176,"Rogers, Stanley Reginald Harry,",Barenetha Rock. | A true drama of the sea / | $c: Stanley Rogers.,1957,m,high_male,595.1548292744961
mdp.39015030134665,"Marchwitza, Hans.",Storm over the Ruhr / | $c: by Hans Marchwitza.,1932,m,high_male,595.0854700854701
inu.30000107642575,"Jonquet, Thierry.",Tarantula / | $c: Thierry Jonquet ; translated from the French by Donald Nicholson-Smith.,2005,m,high_male,594.916170903191
wu.89017612011,"Hillary, Richard,","The last enemy, | $c: by Richard Hillary.",1942,m,,594.8943051865542
mdp.39015019819849,"Forbes, Caroline,",The needle on full / | $c: Caroline Forbes.,1985,f,high_female,594.8757382546752
coo.31924002882581,"Jones, Ken,",Orphans of the sea.,1970,m,,594.8696788391445
uc2.ark:/13960/t15m6438z,"Turner, Ethel,",The story of a baby,1896,f,mixed,594.7405645213142
mdp.39015068803355,"Mankell, Henning,",Depths / | $c: Henning Mankell ; translated from the Swedish by Laurie Thompson,2007,u,,594.6818452128111
uc1.$b251003,"West, David.",Wish me dead.,1960,m,,594.5848325299029
mdp.39015015473195,"Bourdouxhe, Madeleine,","A nail, a rose and other stories / | $c: Madeleine Bourdouxhe ; translated and introduced by Faith Evans.",1989,f,,594.3851828265139
inu.39000003801771,"Zhang, Ailing",The rouge of the north.,1967,u,,594.2995755003033
uc1.$b787419,"O'Flaherty, Liam,","Return of the brute, | $c: by Liam O'Flaherty.",1929,m,high_male,594.2681874820282
mdp.39015077121302,"Tagholm, John.",No identifiable remains / | $c: John Tagholm.,2008,m,high_female,594.0685074746917
mdp.39015050286049,"Hassel, Sven,",Comrades of war | $c: [by] Sven Hassel; [translated from the Danish by Sverre Lyngstad].,1982,m,mixed,593.9904648899058
mdp.39015034297211,"McGinley, Patrick,",The lost soldier's song / | $c: Patrick McGinley.,1994,m,high_male,593.9809926082365
uc1.32106015520437,"Woolf, Virginia,",Jacob's room.,1960,f,,593.3514593441589
uc1.32106018838091,"Preston, John,",The dig / | $c: John Preston,2007,m,high_male,593.3284611859137
inu.30000029797820,"Newman, Kim.",Jago / | $c: Kim Newman.,1991,f,mixed,593.3156403220728
inu.39000000674551,"MacCarthy, Mary,",A pier and a band. | $c: With an introductory appreciation by David Garnett.,1950,f,,593.1299861521305
uc1.$b381413,"Kosmač, Ciril,",A day in spring. | $c: Translated by Fanny S. Copeland.,1959,u,high_female,593.1265754924661
umn.31951002096203z,"Moore, Reginald Arthur,",Silence comes after : | twenty-two stories.,1947,m,,593.1216520456486
uc2.ark:/13960/t9h41p10d,"Knowles, Joseph,",Alone in the wilderness,1914,m,high_male,593.0476136556643
uc1.32106019238838,"Gilden, Bruce",After the off / | $c: photographs by Bruce Gilden ; short story by Dermot Healy,1999,m,high_male,593.0390822477153
inu.30000054699701,"Baskerville, Rosetta Gage (Harvey)",The king of the snakes and other folk-lore stories from Uganda,1922,f,high_female,592.9568298503145
mdp.39015013254654,"Storey, David,",Pasmore. -,1972,m,high_male,592.9003593795018
inu.32000003313980,"Chirasha, Ben,",Child of war / | $c: Ben Chirasha.,1985,m,,592.803161616862
mdp.39015056428462,"Buĭda, I͡Uriĭ.",The Prussian bride / | $c: Yuri Buida ; translated by Oliver Ready.,2002,u,high_female,592.7760577915377
mdp.39015040054002,"D'Aguiar, Fred,",Feeding the ghosts / | $c: Fred D'Aguiar.,1997,m,high_male,592.4563957200132
mdp.39015019359846,"Aldiss, Brian Wilson,",Moreau's other island : | a novel / | $c: by Brian Aldiss.,1980,m,,592.4563572225405
uc2.ark:/13960/t17m08h7v,"Collingwood, Harry,",The secret of the sands,1879,m,,592.1976759034605
uc2.ark:/13960/t9w090v4w,"Gibbs, A. Hamilton",The compleat Oxford man,1911,m,,592.1751204770072
nyp.33433074958707,"Deeping, Warwick,",Bess of the woods,1906,m,mixed,592.0654480229243
wu.89017937079,"Jersild, P. C. (Per Christian),",A living soul / | $c: P.C. Jersild ; translated by Rika Lesser.,1988,m,mixed,592.0449175862357
uc1.b3168257,"Wain, John.",King Caliban : | and other stories / | $c: John Wain,1978,m,,591.8384239715256
mdp.49015000487372,"Gibbs, Arthur Hamilton,",The compleat Oxford man,1911,m,,591.7974126066612
uc1.b3868735,"FitzGibbon, Constantine,","The holiday, | a novel.",1953,m,,591.589957168887
mdp.39015045695924,"Gébler, Carlo,",W9 & other lives / | $c: Carlo Gébler.,1998,m,,591.5642744554381
nyp.33433074892765,"Masefield, John,",A mainsail haul,1905,m,high_male,591.4598961338719
mdp.39015053541374,"Gibson, John Frederic.",File on Helen Morgan / | $c: John Gibson.,1968,m,,591.4259573911907
mdp.39015059423056,"Kennedy, Bart,",Slavery,1905,m,high_male,591.3759666722532
mdp.39015030029063,"Lie, Jonas Lauritz Idemil,",The visionary,1894,m,,591.21818989087
mdp.39015080845087,"Darmstaedter, David.",My monster / | $c: David Darmstaedter.,2009,m,mixed,590.9889873372314
mdp.39015051353905,"Bracewell, Michael,",The Crypto-Amnesia Club / | $c: Michael Bracewell.,1988,m,high_female,590.967986600512
mdp.39015059216492,"Collins, Richard,",The land as viewed from the sea / | $c: Richard Collins,2004,m,,590.949878220741
mdp.39015043790941,"Leitch, Maurice,",The smoke king / | $c: Maurice Leitch.,1998,m,high_male,590.9403787290754
mdp.39015049870382,"Knight, Clyde.",We shall not die / | $c: Clyde Knight.,1982,m,high_male,590.7809865217032
mdp.39015084104879,"Cain, Tom.",Assassin / | $c: Tom Cain.,2009,m,,590.7502953751477
mdp.39015068802878,"Preston, John,",The dig / | $c: John Preston,2007,m,high_male,590.5192324498433
uc1.b4954689,"Konsalik, Heinz G.,",The heart of the 6th army / | $c: Heinz G. Konsali,1977,m,high_male,590.5138339920949
uc1.b3472744,"Leasor, James.",Passport for a pilgrim.,1968,m,high_male,590.3848349891515
nyp.33433074797675,"Fleming, George,",Little stories about women,1897,f,mixed,590.3168986146595
mdp.39015030640505,"Millington, Rosemary,",The islanders: | a Hebridean experience.,1966,f,high_female,590.0871683725934
uc1.$b745203,"Benyon-Tinker, W E","Dust upon the sea, | $c: by W.E. Benyon-Tinker.",1947,u,high_male,589.986110192473
uc1.$b557778,"Mackenzie, Kenneth,","Been places and seen things, | $c: by Kenneth Mackenzie. Introduction by George Blake.",1935,m,high_male,589.7396481126934
mdp.39015011541946,"Keary, A.",The heroes of Asgard,1907,u,,589.6943885430804
mdp.39015080838587,"Fitzgerald, Helen.",The Devil's staircase / | $c: Helen FitzGerald.,2009,f,,589.4863765009294
uc1.b4538445,"Berridge, Elizabeth.",People at play : | a novel / | $c: Elizabeth Berridge.,1982,f,high_female,589.4248791555688
mdp.39015031239349,"Ireland, David,",The unknown industrial prisoner / | $c: David Ireland.,1982,m,,589.4147051553188
uc2.ark:/13960/t4jm25x7c,"Wallace, Harold Frank,","Stalk abroad, being some account of the sport obtained during a two years' tour of the world",1908,m,high_male,589.2224501212008
uc2.ark:/13960/t5j963t4f,"Mackay, Helen,",Chill hours,1919,f,high_female,589.2183750428522
