htid,author,title,year,authgender,female_category,political_content
uc2.ark:/13960/t0ms3ms44,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,45.98123965422108
mdp.39015013248656,"Mackenzie, Compton, Sir,","The red tapeworm, | $c: by Compton Mackenzie.",1941,m,,45.96943466268843
uiuo.ark:/13960/t3bz6q25n,"MacCabe, William Bernard,",Agnes Arnold,1860,m,,45.966444495518274
umn.319510020674797,"D'Oyley, Elizabeth.",The mired horse.,1951,f,,45.951821282762765
mdp.39015030760311,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,45.94512960355309
mdp.39015043007551,"Rushdie, Salman",The ground beneath her feet / | $c: Salman Rushdie,1999,m,,45.93646068757695
mdp.39015080850053,"Sutton, Michael.",The recluse / | $c: Michael Sutton.,2009,m,high_male,45.92941450932076
mdp.39015066189088,"Thackeray, William Makepeace,",Works,1883,m,,45.92563109471396
uc1.$b120269,"Grossman, Alfred,",The do-gooders.,1968,m,high_female,45.89682393978337
uc2.ark:/13960/t6542m17d,"Henningsen, C. F.",The white slave;,1845,u,high_male,45.885591924135824
uc1.l0090169798,"Krekorian, Ed.","Vietnam, a surgeon's odyssey / | $c: Ed Krekorian.",2002,m,,45.8740804277758
uc2.ark:/13960/t1wd3rv0q,"Robertson, Andrew.",The kidnapped squatter and other australian tales,1891,m,high_male,45.86827205618863
mdp.39015063869799,"Gleig, G. R.",The Chelsea pensioners,1829,m,,45.868166013168604
dul1.ark:/13960/t3cz3xx41,"Flecker, James Elroy,",The last generation,1908,m,high_male,45.833715280960675
uc1.31158011310967,"Mackail, J. W.",Biblia innocentium; part second,1901,u,high_male,45.81901489117984
mdp.39015031232187,"Egbuna, Obi B.",The Minister's daughter / | $c: Obi B. Egbuna.,1975,u,high_female,45.81901489117984
mdp.39015063170768,"Black, William,",Shandon bells,1883,m,,45.81865293160381
uiuo.ark:/13960/t9k365v7h,"Gore,",Romances of real life,1829,f,,45.79934163446401
uc1.$b98779,"Pressburger, Emeric,","One of our aircraft is missing, | $c: by Emeric Pressburger.",1942,u,high_male,45.79653254824992
njp.32101076780996,"Smollett, T.",The expedition of Humphry Clinker,1820,m,mixed,45.77243647743845
uc2.ark:/13960/t9d50n23x,"Lever, Charles James,",The Martins of Cro' Martin,1872,m,,45.76548800462472
inu.39000003458853,,The New improved sun : | an anthology of utopian science fiction / | $c: edited by Thomas M. Disch.,1976,u,,45.762782377168534
mdp.39015066829550,,Oxford anthology of the Brazilian short story / | $c: edited by K. David Jackson.,2006,u,mixed,45.76257373729775
uiuo.ark:/13960/t3jw91b96,"Roberts, Margaret,",Mademoiselle Mori,1860,f,high_female,45.76224355874836
uc1.$b131399,"Yaşar Kemal,",The wind from the plain / | $c: Yashar Kemal ; translated by Thilda Kemal.,1963,m,mixed,45.75513234456204
uc1.b3321968,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,45.743980092219864
mdp.39015014889300,,Sojourn / | $c: edited by Zhana.,1988,u,high_female,45.73635532066267
mdp.39015016746391,"Mitford, Mary Russell,",Stories of American life;,1830,f,,45.71191106955483
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,,45.71046323652377
inu.32000004529139,"Praed, Campbell,","Moloch, a story of sacrifice",1883,f,mixed,45.70288966906953
mdp.39015051177718,"Hoyle, Fred, Sir.","The inferno, | $c: by Fred Hoyle and Geoffrey Hoyle.",1973,m,high_male,45.69966182250251
mdp.39015082681100,"Cain, Tom.",The survivor / | $c: Tom Cain.,2008,m,,45.6987092118977
uc1.32106015022251,"Husain, ʻAbdullāh",The weary generations / | $c: Abdullah Hussein ; translated from the Urdu by the author,1999,u,high_male,45.68743269262148
mdp.39015000514086,"Mutwa, Credo Vusa'mazulu,",My people; | the incredible writings of Credo Vusa'mazulu Mutwa.,1971,u,high_male,45.68527918781726
mdp.39015065768031,"Eliot, George,",The works of George Eliot,1878,f,mixed,45.670756928167656
inu.30000029844648,"Brander, Michael.",Tales of the Borders / | $c: Michael Brander.,1991,m,mixed,45.653871568450775
uiuo.ark:/13960/t0ms43c1g,,Excitement,1849,u,high_male,45.64264849074976
mdp.39015014863693,"Sitwell, Osbert,",Collected stories / | $c: Osbert Sitwell.,1953,m,high_female,45.60223450949096
mdp.39015002754110,"Scholefield, Alan.",The hammer of God.,1973,m,high_male,45.588746092393194
uc2.ark:/13960/t84j0hm3g,"Macnamara, T. J.",School-room humour,1913,u,high_male,45.578851412944395
uiuo.ark:/13960/t40r9r526,"Werner, E.,",No surrender,1881,f,mixed,45.57787763764163
mdp.39015031234480,"Holder, Philip.",Captain Mahjong / | $c: Philip Holder.,1976,m,,45.52697473252903
hvd.hwaduu,"Scott, Walter,",The Waverley novels,1829,m,high_male,45.5229891095003
mdp.39015032358452,"Wain, John.",Hungry generations / | $c: John Wain.,1994,m,mixed,45.51768150762069
nyp.33433075742373,"Reid, Grace Stuart.",Americans in exile,1898,f,,45.51143474798043
uiuo.ark:/13960/t9t15cp7v,"Hawker, Edward,","Arthur Montague, or, An only son at sea",1850,m,,45.498293813981974
mdp.39015049548905,"Sivanandan, Ambalavaner.",Where the dance is : | stories from two worlds and three / | $c: A. Sivanandan.,2000,u,mixed,45.49050632911393
mdp.39015030922531,"Thomas,",The noble traytour,1857,u,high_male,45.48392502334043
uiuo.ark:/13960/t7hq4g562,"Mangin, Edward,",George the third,1807,m,high_male,45.480386583285956
mdp.39015029174045,"Powell, Neil.",Unreal city / | $c: Neil Powell.,1992,m,high_male,45.45515314375861
uc1.b4538971,,Luuanda / | $c: ,1980,u,,45.44938075218725
mdp.39015010535030,"Huxley, Elspeth Joscelin Grant,","A man from nowhere, | a novel, | $c: by Elspeth Huxley.",1964,m,,45.43896431048365
wu.89100133453,"Vioux, Marcelle,",Henry of Navarre.,1936,f,,45.42027379341042
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,45.413905170089265
uc1.32106013111577,"Brady, Joan",Death comes for Peter Pan / | $c: Joan Brady,1996,f,,45.403363481166686
uiuo.ark:/13960/t8gf13197,"Boldrewood, Rolf,",The miner's right,1890,m,mixed,45.36240307330281
mdp.39015008225677,"Freeling, Nicolas.",No part in your death / | $c: Nicolas Freeling.,1984,m,,45.35497505476372
uc2.ark:/13960/t89g5js2d,"Mack, Louise,",A woman's experiences in the great war,1915,f,,45.353893765173545
mdp.39015005299261,,Luuanda / | $c: ,1980,u,,45.33690991178193
uc1.$b23576,"Collins, Dale.",Sea-tracks of the Speejacks round the world.,1923,m,high_male,45.33416048292811
uiuo.ark:/13960/t2t44bw8b,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,45.31927428735441
mdp.39015018912827,,Colours of a new day : | writing for South Africa / | $c: edited by Sarah Lefanu and Stephen Hayward.,1990,u,,45.30322270652435
uc2.ark:/13960/t9w09303f,"Bell, John.",In the shadow of the bush,1899,m,,45.2905876453747
mdp.39015025040752,"Buchan, John,","Mr. Standfast, | $c: by John Buchan.",1924,m,,45.287442058713836
mdp.39015059376221,,The New British novelist;,1830,u,,45.28631884691663
inu.32000009525058,"Njoku, Charles.",The new breed / | $c: by Charles Njoku.,1973,m,,45.28080759652137
mdp.39015064867529,"Drake, Nick,",Nefertiti : | the book of the dead / | $c: Nick Drake.,2006,m,,45.26864599918829
uva.x030581135,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,45.26575278781984
mdp.39015031228250,"Dawson, Jennifer.",A field of scarlet poppies / | $c: [by] Jennifer Dawson.,1979,f,,45.26072560089568
hvd.hwadvb,"Scott, Walter,",The Waverley novels,1829,m,,45.2438472636009
mdp.39015013018331,"Kirst, Hans Hellmut,",Camp 7 last stop; | $c: translated by J. Maxwell Brownjohn.,1969,m,high_male,45.23342829708046
uiuo.ark:/13960/t8cg02x3m,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,45.230182297299955
mdp.39015034332851,"Tlali, Miriam.",Soweto stories / | $c: Miriam Tlali ; with an introduction by Lauretta Ngcobo.,1989,f,,45.221098872702605
uiuo.ark:/13960/t08w42g96,"Pigott, Harriet,","The pride of ancestry: or, Who is she?",1804,f,high_female,45.22022248349462
uc1.b3290573,"Ward, R. Plumer",Illustrations of human life,1837,m,high_male,45.21223464098331
uiuo.ark:/13960/t06x0132p,"Tucker, Marwood,",Michael Tresidder,1872,m,mixed,45.206679286864635
uc2.ark:/13960/t7tm7431h,"Gore,",The story of a royal favourite,1845,f,,45.20166898470097
mdp.39015067151855,"Bates, Darrell.",The mango and the palm.,1962,m,,45.175280086736535
uc1.$b395368,"Vansittart, Peter.",Orders of chivalry.,1959,m,,45.16473838325292
mdp.39015001721565,,"The Body and the dream : | French erotic fiction, 1464-1900 / | $c: translated and introduced by Jennifer Birkett.",1983,u,high_female,45.12723919398827
mdp.39015043041584,"Merrick, Jay.",Horse latitudes / | $c: Jay Merrick.,1999,m,high_male,45.10560016980932
inu.30000114410685,"Donleavy, J. P. (James Patrick),",Schultz / | $c: J.P. Donleavy.,1980,m,,45.09553811861415
inu.32000003313980,"Chirasha, Ben,",Child of war / | $c: Ben Chirasha.,1985,m,,45.06690702350412
mdp.39015002303652,,"A Reader in library management / | $c: edited by Ross Shimmon ; and with linking commentaries by John Allred, K. H. Jones, Peter Jordan.",1976,u,,45.04952828953227
njp.32101079670665,"Lytton, Edward Bulwer Lytton,",The last of the barons,1907,m,,45.045193151815454
hvd.hwjrdq,"Smollett, T.","The miscellaneous works of Tobias Smollett, M.D",1824,m,mixed,45.0312806574567
mdp.39015000549199,"Pohl, Frederik.",Digits and dastards | $c: [by] Frederick Pohl.,1968,m,,45.03064989396008
uc1.$b322783,"Booth, Pat,",Footsteps in the sea | $c: [by] Pat Booth.,1964,u,high_male,45.02862534039497
hvd.hwadbb,"Scott, Walter,",The Waverley novels,1829,m,high_male,45.00618835089825
uc1.$b251833,"Priestley, J. B. (John Boynton),","The balconinny, | and other essays, | $c: by J. B. Priestley.",1929,m,,44.9925012497917
hvd.32044014279723,"Loudon,",The mummy!,1828,f,mixed,44.98914055228048
mdp.39015079360940,"Derbyshire, Ron.",The dormant register / | $c: Ron Derbyshire.,2009,m,,44.980208708168405
inu.30000087891242,"Kazantzis, Judith.",Of love and terror / | $c: Judith Kazantzis.,2002,f,high_female,44.97911683861064
mdp.39015008523915,"Pereira, Michael,",Stranger in the land.,1967,m,high_male,44.973220491434645
uc2.ark:/13960/t7tm7d10f,"Belloc, Hilaire,",The four men;,1912,m,high_male,44.968746721028886
njp.32101066121896,"Gore,",The debutante;,1846,f,high_female,44.95496752391139
nyp.33433082132105,"Hugo, Victor,",The man who laughs,1889,m,,44.95190146543199
wu.89012609285,"Abbott, J. H. M.",Plain and veldt,1903,u,high_male,44.941127123468256
mdp.39015029088732,"Aldiss, Brian Wilson,",A Tupolev too far : | and other stories / | $c: Brian Aldiss.,1993,m,mixed,44.93454130334459
mdp.39015029072165,"Lemsine, Aïcha.",The chrysalis / | $c: Aïcha Lemsine ; translated by Dorothy S. Blair.,1993,u,high_female,44.917288022484314
uc1.b4097772,"Crowley, Aleister,",The stratagem : | and other stories / | $c: by Aleister Crowley.,1929,u,high_male,44.91690372810301
mdp.39015011353052,"Brooke-Rose, Christine,",Thru / | $c: Cristine Brooke-Rose.,1975,f,,44.91615650785201
mdp.39015028409194,"Sembène, Ousmane,","Niiwam ; and, Taaw : | [two novellas] / | $c: Sembene Ousmane.",1992,u,,44.90987404821687
inu.30000110601626,"Waters, Paul.",Cast not the day / | $c: Paul Waters.,2009,m,,44.88798044166567
hvd.32044012940235,"Holcraft, Richard,",Tales of humour and romance,1829,m,mixed,44.88574537540805
mdp.39015030706421,"Maugham, W. Somerset",The making of a saint,1898,m,mixed,44.87826769886682
inu.30000110627217,"Robertis, Carolina de.",The invisible mountain / | $c: Carolina De Robertis.,2009,f,high_female,44.87280771053879
njp.32101063605610,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,44.86391279784653
uc2.ark:/13960/t4nk3bv1m,"James, G. P. R.",Dark scenes of history,1849,m,high_male,44.84677352379371
mdp.39015030760428,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_male,44.806795047875084
mdp.39015014117645,"Porter, Anna Maria,",The recluse of Norway,1814,f,,44.80286738351254
mdp.39015062319515,"Sala, George Augustus,",The seven sons of Mammon,1862,m,mixed,44.80221987773329
uiuo.ark:/13960/t60587q7w,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,44.79904428705521
mdp.39015057024716,"Shah, Saira.",The storyteller's daughter / | $c: Saira Shah.,2002,u,,44.763234463427374
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,44.7458359370781
uc1.b4974557,"Phillips, Caryl.",A state of independence / | $c: Caryl Phillips.,1986,f,high_male,44.742729306487696
inu.32000004512416,"Gore,","Greville, or, A Season in Paris",1841,f,,44.74192855608848
mdp.39015034289002,"Ballard, J. G.,",Rushing to paradise / | $c: J.G. Ballard.,1994,m,,44.73589455422318
uc2.ark:/13960/t7br8ph3w,"Bunbury, Selina,","Evelyn, or, A journey from Stockholm to Rome in 1847-48",1849,f,high_female,44.735866661554
hvd.hweccr,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,44.7140246510362
uiuo.ark:/13960/t5z611x6q,,"Macalpine, or, On Scottish ground",1872,u,mixed,44.69364537623923
mdp.39015003928036,"Gatty, Alfred,",Aunt Judy's letters,1862,f,high_female,44.69196919691969
mdp.39015058731061,"Hoydal, Gunnar.",Under southern skies / | $c: Gunnar Hoydal ; translated from the Faroese by Marjun Stewart and Jill Burrows.,2003,m,mixed,44.673437174256186
mdp.39015062885085,"Craig, Mervyn.",Pedigree / | $c: Mervyn Craig.,2005,m,,44.66973528326439
mdp.39015064989166,"Bedford, Simi.",Not with silver / | $c: Simi Bedford.,2007,f,mixed,44.669621131081826
uc1.$b302196,"Parry, Edward Abbott, Sir,","Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry.",1928,m,,44.653789090071015
nyp.33433074878376,"Le Poer, John Patrick.",A modern legionary,1904,m,high_female,44.652403053972805
mdp.39015032965983,"Oatley, Keith.",The case of Emily V. / | $c: Keith Oatley.,1993,m,,44.63125920103385
uc2.ark:/13960/t05x28j6s,"Holdenby, Christopher",Folk of the furrow,1913,m,,44.60116799308682
uiuo.ark:/13960/t6g16c309,,Excitement,1849,u,high_male,44.59405029058058
inu.30000070191683,"Macgowan, J.",Chinese folk-lore tales,1910,u,high_male,44.593088071348944
mdp.39015063869740,"Gleig, G. R.",Allan Breck,1834,m,,44.584429966489765
mdp.39015012416254,"Saʻdāwī, Nawāl.",Woman at point zero / | $c: Nawal El Saadawi ; translated by Sherif Hetata.,1983,u,high_male,44.57619185592975
uiuo.ark:/13960/t1dj5sf30,"Deacon, William Frederick,",Annette;,1852,m,high_male,44.572518450949495
mdp.39015000599129,"Raven, Simon,",Sound the retreat. -,1971,m,high_male,44.56684455313168
mdp.39015006945003,"Martineau, Harriet,",Illustrations of political economy,1832,f,,44.552830277165505
inu.30000101078529,"McAdam, Colin.",Some great thing / | $c: Colin McAdam.,2004,m,mixed,44.53855140186916
nyp.33433081859476,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,high_female,44.52268259437096
uc1.b3334152,"Cunninghame Graham, R. B.","Progress, and other sketches",1905,m,high_male,44.50889460006604
nyp.33433075756720,"Upton, William C.",Uncle Pat's cabin,1914,m,mixed,44.49163253956216
wu.89009924523,"Wendel, Else.","Hausfrau at war, | a German woman's account of life in Hitler's Reich, | $c: by Else Wendel in collaboration with Eileen Winncroft.",1957,f,,44.485744790225
uc2.ark:/13960/t1gh9f65g,"Littlefair, Mary.",An English girl's adventures in hostile Germany,1915,f,mixed,44.48246364414029
uc1.$b795583,"Roberts, Cecil,",So immortal a flower / | $c: Cecil Roberts.,1944,m,,44.457617071724954
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,44.45037116059919
uc1.b3347153,"Lytton, David.",The grass won't grow till spring.,1965,m,high_female,44.44997599701296
mdp.39015028410234,"Valenzuela, Luisa,",Open door / | $c: stories by Luisa Valenzuela ; translated by Hortense Carpentier ... [et al.].,1992,f,mixed,44.43871041729383
mdp.39015008808803,"Thackeray, William Makepeace,",Works,1883,m,,44.43617104322919
mdp.39015012974492,"Saʻdāwī, Nawāl.",God dies by the Nile / | $c: Nawal El Saadawi ; translated from the Arabic by Sherif Hetata.,1985,f,high_male,44.427624109390685
uiuo.ark:/13960/t8rb7f32m,"Frere, B.","Rank and fashion!, or, The mazes of life",1821,m,,44.42573887018332
wu.89100004720,"Zbyszewski, Karol.","The fight for Narvik; | impressions of the Polish campaign in Norway. | $c: Text by Karol Zbyszewski, drawings by Józef Natanson.",1940,u,high_male,44.41976679622432
mdp.39015030739778,"De Polnay, Peter,",The moon and the marabou stork.,1973,m,,44.40555330625465
uiuo.ark:/13960/t8tb1d984,,The adventurers,1825,u,,44.396855657987516
mdp.39015013433886,"Cary, Joyce,",Aissa saved | [with a new prefatory essay by the author],1952,f,,44.38188711784025
wu.89009785056,"Fox-Davies, Arthur Charles,",The Mauleverer murders,1907,m,,44.370115020990475
uiuo.ark:/13960/t6j10mc9g,,The Navy  at home.,1831,u,high_male,44.35819240365955
mdp.39015064875985,"Spence, Alan,",The pure land / | $c: Alan Spence.,2006,m,high_male,44.35173699419963
mdp.39015031233144,"Duggan, Alfred Leo,",Leopards and Lilies.,1954,m,,44.34589800443459
uc1.$b245242,"Tuohy, Frank,",The admiral and the nuns : | with other stories / | $c: by Frank Tuohy.,1962,m,mixed,44.32405811376508
mdp.39015063617057,"Edgeworth, Maria,",Patronage,1814,f,,44.3133507817152
mdp.39015066189237,"Thackeray, William Makepeace,",Works,1883,m,mixed,44.31022940176374
mdp.39015033178495,"Sava, George,","Red surgeon, | $c: by George Borodin.",1945,m,high_female,44.303187903303474
uiuo.ark:/13960/t1bk20n9n,"Scargill, William Pitt,","Penelope, or, Love's labour lost",1828,m,,44.29221047658419
mdp.39015059376288,,The New British novelist;,1830,u,mixed,44.28697962798937
inu.30000026295174,"Gustafsson, Lars,",The death of a beekeeper / | $c: Lars Gustafsson ; translated from the Swedish by Janet K. Swaffar and Guntram H. Weber ; with an afterword by Janet K. Swaffar.,1990,m,mixed,44.275949857486786
uc1.$b245312,"Lewisohn, Ludwig,","The defeated, | $c: by Ludwig Lewisohn.",1927,m,,44.27042342200535
mdp.39015082679245,"Yassin-Kassab, Robin.",The road from Damascus / | $c: Robin Yassin-Kassab.,2008,f,,44.26769619297813
njp.32101007962523,"Brooke, Henry,","The history of Henry, earl of Moreland",1812,m,,44.25135968282539
uiuo.ark:/13960/t9s18g576,"Cooper, Katherine,",The High Mills,1875,f,mixed,44.238544060361036
uc1.$b115495,"Dathorne, O. R.,",The scholar-man | $c: [by] O.R. Dathorne.,1964,u,mixed,44.225693701405234
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,,44.222822026015216
