htid,author,title,year,authgender,female_category,park
uiuo.ark:/13960/t95721m3x,"Reid, Mayne,",The child wife,1868,m,,10.89182241972727
uc1.$b236281,"Cicellis, Kay.",Death of a town.,1954,f,,10.890399024220248
uc1.$b684806,"Bates, H. E. (Herbert Ernest),",The wild cherry tree | $c: [by] H. E. Bates.,1968,m,,10.884946119516709
uiuo.ark:/13960/t2j682d0m,"Reade, Charles,",White lies,1857,m,high_female,10.884607609895664
uc1.b4104878,"Aguilar, Grace,",Home influence;,1847,f,high_female,10.875712359159525
uiuo.ark:/13960/t13n2fw29,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,10.873899017724455
mdp.39015002280207,"Leitch, Maurice,",Silver's city / | $c: Maurice Leitch.,1981,m,high_male,10.87219135056777
mdp.39015065957246,"Yonge, Charlotte M.","Magnum bonum, or Mother Carey's brood",1879,f,,10.87062864845474
uc1.$b397253,"Disraeli, Benjamin,",Novels and tales,1881,m,mixed,10.863885856772598
njp.32101065704403,"Reade, John Edmund,",The light of other days,1858,m,high_female,10.854816824966079
uiuo.ark:/13960/t7zk5wn5v,"Braddon, M. E.",The lady's mile,1866,f,high_female,10.852376670490838
uiuo.ark:/13960/t0zp49609,"Banim, John,",Father Connell,1842,m,mixed,10.84699538227911
uiuo.ark:/13960/t9p27hj5m,"Saunders, John,",Guy Waterman,1864,m,high_female,10.846428135634584
inu.30000087247148,"Houellebecq, Michel.",Lanzarote / | $c: Michel Houellebecq ; translated from the French by Frank Wynne.,2003,m,,10.841871306987587
mdp.39015052310714,"Gour, Neelum Saran,",Virtual realities / | $c: Neelum Saran Gour.,2002,u,mixed,10.841604163176
mdp.39015047518660,"Desai, Anita,","Fasting, feasting / | $c: Anita Desai.",1999,f,high_female,10.83922716310327
hvd.hn2hfv,"Semple, Elizabeth,",A cup of sweets that can never cloy,1814,f,,10.81665765278529
uiuo.ark:/13960/t6543891b,,"Melcombe Lodge; or, traits of family pride!",1819,u,high_female,10.816423657681824
mdp.39015066086391,"Seiffert, Rachel.",The dark room / | $c: Rachel Seiffert.,2001,f,,10.812511058249946
uiuo.ark:/13960/t5db89q3z,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,10.810476896466518
wu.89057817041,"Lindgren, Torgny,","In praise of truth : | the personal account of Theodore Marklund, picture-framer / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.",1994,u,high_female,10.8051000072034
uiuo.ark:/13960/t4rj5246n,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,10.802635843145728
inu.39000002580509,"Plivier, Theodor,","Moscow, | a novel; | $c: translated from the German by Stuart Hood.",1953,m,mixed,10.800719019294712
njp.32101064790460,"Scargill, William Pitt,",Rank and talent,1829,m,,10.800635694558023
pst.000067591329,"Hall, Rich,",Magnificent bastards / | $c: Rich Hall.,2009,m,,10.797803418276054
nyp.33433074892534,"Mathew, Frank James,",At the rising of the moon,1893,m,,10.797192729890229
mdp.39015032438205,"Antunes, António Lobo,",Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.,1993,u,high_female,10.785857583536467
inu.30000110614355,"Ryman, Erik V.",Doggone : | a political fable / | $c: Erik Ryman.,2009,m,mixed,10.771451345354272
uiuo.ark:/13960/t6zw21s7z,,Out of the meshes,1868,u,,10.768402430582263
mdp.39015078780999,"Weekes, Gemma,",Love me / | $c: Gemma Weekes.,2009,f,mixed,10.746700274529344
njp.32101065192484,"Oliphant,",Brownlows,1868,f,,10.73511695313525
uc1.32106011709786,,Hand in hand alongside the tracks and other stories : | contemporary Argentine stories / | $c: edited by Norman Thomas di Giovanni ; translated by Norman Thomas di Giovanni and Susan Ashe.,1992,u,high_female,10.72862704227079
uiuo.ark:/13960/t17m0sf18,,Lady Selina Clifford,1851,f,high_female,10.72599675155527
uc1.b4430756,"Butler, William,",The Bone House: | a novel.,1972,m,high_male,10.723860589812332
uiuo.ark:/13960/t4th93x3q,"Braddon, M. E.",One thing needful,1886,f,high_female,10.719262514738986
wu.89005036728,"Gould, Nathaniel,",The silken rein,1903,m,,10.715816545220745
mdp.39015019805426,"Wallace, Edgar,",The door with seven locks / | $c: by Edgar Wallace.,1926,m,,10.71452487778745
mdp.39015066065841,"Sharpe, Tom.",Wilt / | $c: Tom Sharpe.,1976,m,high_female,10.714438777696824
uiuo.ark:/13960/t6pz5gf19,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,10.714158164783752
dul1.ark:/13960/t9j398q69,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,10.713950903319985
uc1.b4359234,"Paso, Fernando del,",Palinuro of Mexico / | $c: Fernando del Paso ; translated by Elisabeth Plaister.,1989,m,mixed,10.70984202983006
uiuo.ark:/13960/t56d67c46,"Gore,",The ambassador's wife,1842,f,high_female,10.709695844638013
mdp.39015056675856,"Phillips, Caryl.",A distant shore / | $c: Caryl Phillips.,2003,f,,10.700557252096898
uiuo.ark:/13960/t6rx9nc75,"Gilliat, Edward,",Asylum Christi,1877,m,,10.694186372933014
nyp.33433074943683,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,10.687186063909373
uc1.32106010068143,"Miller, David,",True points : | eight prose texts 1981-1987 / | $c: David Miller.,1992,m,mixed,10.682619378271552
mdp.39015018614969,"Schmidt, Michael,",The love of strangers / | $c: Michael Schmidt.,1989,m,,10.671545087277993
inu.30000126981137,"Page, Jeremy,",The wake / | $c: Jeremy Page.,2009,m,high_female,10.66647704040817
mdp.39015029172643,"Stuart, Alexander,",Tribes / | $c: Alexander Stuart.,1992,m,,10.666287420891702
mdp.39015063338407,"Robinson, Ray,",Electricity / | $c: Ray Robinson.,2006,m,high_male,10.663771291188816
mdp.39015008829668,"Chekhov, Anton Pavlovich,",The grasshopper : | and other stories / | $c: by Anton Chekhov ; translated with an introd. by A. E. Chamot.,1926,m,high_female,10.66370926463061
uc1.32106013857450,"Myerson, Julie",Me and the fat man / | $c: Julie Myerson,1998,f,,10.66353869531604
uc2.ark:/13960/t5r78b06g,"Barker, Bernard.",Eliot the younger;,1878,m,mixed,10.663254425250587
mdp.39015056903191,"Thorpe, Adam,",No telling / | $c: Adam Thorpe.,2003,m,mixed,10.658876475464846
uiuo.ark:/13960/t57d38w31,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,10.65274707715252
uiuo.ark:/13960/t3qv3sw8x,"Grey, Oliver.",A virgin widow,1886,m,high_female,10.651517841292383
mdp.39015031222808,"Callow, Philip.",Flesh of morning.,1971,m,,10.649141222825673
uiuo.ark:/13960/t4pk0rn7z,"Fenn, George Manville,",The star-gazers,1894,m,high_female,10.643474029923366
mdp.39015062286052,"James, G. P. R.","Morley Ernstein; or, The tenants of the heart",1842,m,mixed,10.632265381343919
njp.32101068176625,"Doudney, Sarah,",A woman's glory,1883,f,high_female,10.631737863871228
mdp.39015050246241,"Preece, Siân,",From the life and other stories.,2000,u,high_female,10.629440005669034
mdp.39015029220236,,Hand in hand alongside the tracks and other stories : | contemporary Argentine stories / | $c: edited by Norman Thomas di Giovanni ; translated by Norman Thomas di Giovanni and Susan Ashe.,1992,u,,10.628767518486464
uc1.32106017921724,"Parkes, Matthew",Camera shy / | $c: Matthew Parkes,2002,m,high_male,10.625555426760945
mdp.39015050245946,"Mills, Magnus.",All quiet on the Orient Express / | $c: Magnus Mills.,1999,m,,10.612894667020429
uc1.$b115081,"Priestley, J. B. (John Boynton),",[Essays] / | $c: J. B. Priestley.,1926,m,mixed,10.607265977194379
uc2.ark:/13960/t3222t20h,"Howitt, William,",Madam Dorrington of the Dene,1851,m,,10.607125336444756
inu.39000000475686,"Gardner, John E.",Icebreaker / | $c: John Gardner.,1983,m,,10.597149366820325
uc2.ark:/13960/t9j38nw38,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,10.59423038213389
uiuo.ark:/13960/t4vh62h52,"Mallock, W. H.",The old order changes,1886,m,mixed,10.593968500600324
uiuo.ark:/13960/t03x8zk9m,"Hardy, Thomas,",A pair of blue eyes,1873,m,,10.593594406582154
mdp.39015043790263,"Planer, Nigel.",The right man / | $c: Nigel Planer.,1998,m,high_female,10.590466654471584
uc1.b3123812,"Hood, Tom,",A golden heart,1867,m,high_female,10.589053943666233
mdp.39015054263515,"Mercurio, Jed.",Bodies / | $c: Jed Mercurio.,2002,m,high_female,10.58873358746294
mdp.39015056817649,"Citron, Lana,",Spilt milk / | $c: Lana Citron.,2001,f,,10.588593437719217
mdp.39015031693701,"Williams-Ellis, Clough, Sir,",The adventure of building : | being something about architecture and planning for intelligent young citizens and their backward elders / | $c: by Clough Williams-Ellis; with drawings by Geoffrey Robson.,1946,u,,10.588359863057212
mdp.39015060131888,"Reilly, Graham.",Saigon tea / | $c: Graham Reilly.,2004,m,,10.583130489998942
njp.32101068163854,,Isabella,1823,f,high_female,10.580331164365445
mdp.39015050246175,"Desai, Anita,",Diamond dust : | and other stories / | $c: Anita Desai.,2000,f,,10.579911393242082
uc1.b3475529,"Zeno, pseud.",Grab.,1970,u,high_male,10.56513888355296
mdp.39015002703190,"Gombrowicz, Witold.",Pornografia: | a novel; | $c: translated by Alastair Hamilton.,1966,m,high_male,10.559821388163948
nyp.33433075723563,"Ross,","The balance of comfort; or, The old maid and married woman",1817,f,high_female,10.552530496813135
inu.30000055969665,,The Penguin book of Latin American short stories / | $c: edited by Thomas Colchie.,1993,u,,10.551279216994594
uc1.$b244835,"Strachey, Isobel.",A summer in Buenos Aires; | a novel / | $c: by Isobel Strachey.,1947,f,,10.545881174283869
uc1.32106017951986,"Ludlum, Robert,",The cry of the halidon / | $c: Robert Ludlum,1996,m,high_male,10.54054389206483
uiuo.ark:/13960/t0tq68p4z,"Elliot, Frances,",The ill-tempered cousin,1885,f,,10.535372513213114
uc1.$b193963,"Askildsen, Kjell,",A sudden liberating thought : | selected stories / | $c: Kjell Askildsen ; translated and with an introduction by Sverre Lyngstad.,1994,u,high_female,10.53508662714413
mdp.39015031241840,"Jefferies, Richard,",The dewy morn,1884,m,,10.528901835538553
inu.30000043459589,"Adyeeri, Mugarra,",Cherished dreams / | $c: Mugarra Adyeeri.,1994,u,,10.528088941295376
mdp.39015058209878,"Reed, Jeremy.",Boy Caesar / | $c: Jeremy Reed.,2004,m,high_male,10.526038788452935
uiuo.ark:/13960/t71v62z09,"Notley, F. E. M.",Forgotten lives,1875,f,high_female,10.519829879322524
uc1.32106012914781,"Clarasó, Mercedes",Teresa's decision : | tales of Catalonia & Scotland past & present / | $c: Mercedes Clarasó ; with a foreword by Medardo Fraile,1995,f,,10.51939513477975
mdp.39015056878278,"Forster, Margaret,",Diary of an ordinary woman / | $c: Margaret Forster.,2003,f,high_female,10.515887291826942
mdp.39076006264886,"Hastings, George Gordon.",The first American king,1904,m,,10.50889315082889
inu.30000092835010,"Fowler, Christopher.",Demonized : | short stories / | $c: by Christopher Fowler.,2003,m,,10.503760346203942
njp.32101064787961,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,10.503466143827463
uiuo.ark:/13960/t61557p1q,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,10.50309841403214
uc1.32106019365086,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,10.495641221939595
wu.89047148226,"Porteous, Crichton.",Teamsman; | $c: with wood engraving by Kingsley Cook.,1939,u,,10.494611017242645
mdp.39015054151454,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,10.494604538607797
uc1.b3339477,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,10.491554298789474
mdp.39015018653595,"(Herbert George), Wells, H. G.","Tono-Bungay, | $c: by H.G. Wells.",1925,m,high_female,10.490136186650377
uc1.32106016633726,"Glass, Suzanne",The sculptors / | $c: Suzanne Glass,2002,f,high_female,10.489938400750614
mdp.39015059168727,"Woodward, Gerard,",I'll go to bed at noon / | $c: Gerard Woodward,2004,m,,10.482585115832565
uc2.ark:/13960/t8x92777n,,A book for the household,1866,u,mixed,10.474677467222989
uiuo.ark:/13960/t6xw51f3c,"Ponsonby, Emily,",Violet Osborne,1865,f,high_female,10.46134532900931
mdp.39015053114644,"Nicoll, Ruaridh.",White male heart / | $c: Ruaridh Nicoll.,2001,u,,10.460563674945456
inu.30000092776560,,Concertina / | $c: [introductions by Patricia Duncker ... [et al.].,2004,u,,10.456633125005027
njp.32101064790114,"Porter, Anna Maria,",The barony,1830,f,,10.451505016722408
njp.32101066121847,"Gore,",The diamond and the pearl,1849,f,high_female,10.447917133091538
njp.32101068169430,"Fullerton, Georgiana,",Grantley Manor,1847,f,high_female,10.440593025683858
wu.89047148200,"Porteous, Crichton.",Farmer's creed.,1938,u,high_male,10.43792911486361
uiuo.ark:/13960/t1rf6cp43,"Spence, Elizabeth Isabella,","Dame Rebecca Berry; or, Court scenes in the reign of Charles the Second",1827,f,high_female,10.426260274210644
uiuo.ark:/13960/t2g73rh40,,"Edith Vernon, or, Contrasts of character",1855,m,high_female,10.422094841063053
uc2.ark:/13960/t2c82659b,"Watson, William Davy,",Trevethlan,1848,m,mixed,10.415581710238516
mdp.39015032979364,"Faldbakken, Knut.",Twilight country / | $c: Knut Faldbakken ; translated from the Norwegian by Joan Tate.,1993,m,,10.41114560460362
uc1.$b104892,"Rickwood, Mary,",More laughter for Sam.,1956,f,high_female,10.402038799604723
uc1.b3314281,"Kingsley, Henry,",Leighton court,1866,m,,10.398685606139384
mdp.39015019834483,"Brodkey, Harold.",The abundant dreamer / | $c: Harold Brodkey.,1989,m,,10.39717196922437
mdp.39015029925230,"Ginzburg, Natalia.",The city and the house / | $c: Natalia Ginzburg ; translated from the Italian by Dick Davis.,1986,f,,10.394470141884517
nyp.33433076043482,"Rose, Héloïse Durant.",A ducal skeleton,1899,m,mixed,10.393929944912172
mdp.39015046898444,"Salkey, Andrew.",In the border country and other stories / | $c: by Andrew Salkey.,1998,m,mixed,10.388138634431957
nyp.33433074964762,"Banim, John,",Tales,1825,m,,10.370336229345748
mdp.39015051155904,"Banim, John,",Tales,1826,m,,10.369619319752973
mdp.39015041787584,"Kent-Payne, Vaughan,",Bosnia warriors : | living on the front line / | $c: Vaughan Kent-Payne.,1998,m,high_male,10.36884277954112
uiuo.ark:/13960/t08w42m71,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,10.367797620590446
mdp.39015048898327,"McCrory, Moy,",Bleeding sinners / | $c: Moy McCrory.,1988,u,high_female,10.364976743583432
uc2.ark:/13960/t5cc18t8p,"Uchard, Mario,",My uncle Barbassou,1888,m,mixed,10.363231255505466
hvd.hwkcjt,"Gore,","Cecil, or, The adventures of a coxcomb",1841,f,,10.361799499179691
mdp.39015067677479,"Dunlop, Margaret.",Water for tea / | $c: Margaret Dunlop.,2005,f,high_female,10.354110581901015
mdp.39015013962207,"Woolf, Virginia,",Mrs. Dalloway | $c: [by Virginia Woolf],1925,f,high_female,10.343802123065386
uc1.b4353862,"Semenov, I͡Ulian,",TASS is authorized to announce-- : | a novel / | $c: by Julian Semyonov ; translated by Charles Buxton.,1987,u,,10.342188544991968
njp.32101066459684,"Gore,",The dowager,1840,f,,10.341083400837627
mdp.39015079305028,"Leitch, Maurice,",Dining at the Dunbar / | $c: Maurice Leitch.,2009,m,high_male,10.341047754958533
uiuo.ark:/13960/t19k5006h,"Ellis, Sarah Stickney,","Agatha Beaufort; or, Family pride",1852,f,high_female,10.33606993089599
mdp.39015062111607,"Haining, Peter.",The gentlewomen of evil: | an anthology of rare supernatural stories from the pens of Victorian ladies.,1967,m,,10.335116140867633
uc1.b3578771,"Hewlett, J.","Peter Priggins, the college scout",1841,m,high_male,10.331645831180907
mdp.39015056798120,,Her Majesty : | 21 stories by women / | $c: edited by Jackie Gay and Emma Hargrave.,2002,u,mixed,10.321219280037615
mdp.39015080864617,"Harvey, John,",Far cry / | $c: John Harvey.,2009,m,high_female,10.320449971618762
uc1.32106014862152,"Blythe, Daniel",Losing faith / | $c: Daniel Blythe,1998,m,,10.31189516768728
inu.32000007494240,"James, M. R. (Montague Rhodes),",The collected ghost stories of M.R. James.,1931,u,high_male,10.309683247255661
mdp.39015050127300,"King, John,",Human punk / | $c: John King.,2000,m,high_male,10.29909792018805
wu.89041256702,"Tute, Warren.",Escape Route Green.,1971,m,high_male,10.295783141390519
mdp.39015008801824,"Moorcock, Michael,",A cure for cancer; | $c: illustrated by Malcolm Dean.,1971,m,,10.293814887797417
nyp.33433074876677,"Keon, Miles Gerald,",Harding the money-spinner,1879,m,mixed,10.286584236838316
mdp.39015057018973,"Lloyd, Josie.",Love lives / | $c: Josie Lloyd & Emlyn Rees.,2003,f,mixed,10.28397482482963
mdp.39015047487361,"Heiss, Lisa,",Askania-Nova: | animal paradise in Russia: adventure of the Falz-Fein family | $c: [by] L. Heiss. [Translated from the German],1970,f,high_male,10.283305054244433
mdp.39015049732491,"Arkell, Reginald,",Old Herbaceous: | a story.,1950,m,,10.273691131749816
mdp.39015046353432,"Amis, Martin.",London fields / | $c: Martin Amis.,1989,m,mixed,10.272397175537403
mdp.39015016732110,,English short stories of today. | Second series. | $c: Selected by Dan Davin.,1958,u,,10.268378063010502
uiuo.ark:/13960/t4wh36k87,,The second wife,1857,u,high_female,10.266808690853557
uiuo.ark:/13960/t20c5br9c,"Everett-Green, Evelyn,",Torwood's trust,1884,f,mixed,10.255658926086001
mdp.39015082649172,"Grimsdale, Peter.",Perfect night / | $c: Peter Grimsdale.,2008,m,,10.255183140478916
pst.000017893411,,The killing bottle : | classic English short stories / | $c: selected by Dan Davin.,1988,u,mixed,10.254115629136603
uiuo.ark:/13960/t85h7tc1q,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,10.253605851391072
mdp.39015062113934,"Böll, Heinrich,",Billiards at half past nine. | $c: Translated from the German by Patrick Bowles.,1961,u,,10.253605851391072
uc1.b4522264,,The dead leman,1889,m,mixed,10.252504540394868
wu.89074022096,"Capriolo, Paola.",A man of character / | $c: Paola Capriolo ; translated by Liz Heron.,2000,f,,10.25010250102501
uc1.$b163403,"De Polnay, Peter,",Out of the square.,1950,m,mixed,10.242928111716203
mdp.39015064989349,"Turnbull, Peter,",Once a biker / | $c: Peter Turnbull.,2007,m,high_male,10.240505588390192
uc1.32106015778936,"Michael, Livi,",Inheritance / | $c: Livi Michael,2000,u,,10.229132569558102
inu.32000009144462,"Johnston, Hamilton.",The fly in the ointment.,1962,m,mixed,10.227339138565835
uiuo.ark:/13960/t85h81r5f,"Lauder, Thomas Dick,",Lochandhu,1825,m,mixed,10.222261164169515
mdp.39015030855608,"Bates, H. E. (Herbert Ernest),",Sally go round the moon.,1932,m,,10.217635639113109
