htid,author,title,year,authgender,female_category,streets
uiuo.ark:/13960/t7xk8z63q,"Senior, Henry.",Charles Vernon;,1849,m,,123.42553326159883
mdp.39015041105654,"Chatzēs, Dēmētrēs,",The end of our small town / | $c: Dimitris Hatzis ; translated by David Vere ; edited by Dimitris Tziovas.,1995,u,mixed,123.39553995089621
mdp.39015041543987,"Edgell, Zee.",The festival of San Joaquin / | $c: Zee Edgell.,1997,f,high_female,123.302891520555
mdp.39015060403303,"Wilson, Anna,",Hatching stones / | $c: Anna Wilson.,1991,f,,123.245736095098
inu.30000110593211,"McNicoll, Andrea.",Moonshine in the morning / | $c: Andrea McNicoll.,2008,f,high_female,123.06801317551671
inu.39000002336563,"Sargeson, Frank.","That summer, and other stories | $c: [by] Frank Sargeson.",1946,m,mixed,123.04403485004785
uc1.b3472546,"Target, G. W. (George William)",The patriots : | a novel / | $c: G. W. Target.,1974,m,,122.93725471653507
mdp.39015061327717,"North, Sam.",Unnumbered / | $c: Sam North.,2004,m,high_female,122.91553008143975
uc2.ark:/13960/t7tm7d10f,"Belloc, Hilaire,",The four men;,1912,m,high_male,122.91457437081229
inu.39000001136287,"Abbey, Edward,",Fire on the mountain / | $c: Edward Abbey.,1963,m,high_male,122.80554857796757
