htid,author,title,year,authgender,female_category,gb_subcity_intensity
mdp.39015063201548,"Moorcock, Michael,",The vengeance of Rome / | $c: Michael Moorcock.,2006,m,,21.79702879251272
mdp.39015058599625,"Jókai, Mór,",Timar's two worlds,1888,m,,21.792189679218964
mdp.39015030746633,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,21.79167161931931
uc1.32106012911092,,An anthology of Scottish fantasy literature / | $c: [edited by] Colin Manlove,1996,u,,21.78777035690044
nyp.33433074877485,"Lowerison, Harry.",From Paleolith to motor car;,1906,m,high_male,21.783936860096855
dul1.ark:/13960/t3tt5cm2t,"Wood, Henry,",Parkwater,1876,f,,21.77775230672245
mdp.39015080862744,"Reynolds, Matthew.",Designs for a happy home / | $c: Matthew Reynolds.,2009,m,high_female,21.777003484320556
nyp.33433043292097,"Pettman, Grace.",A gentleman in khaki,1917,f,high_female,21.772626783680575
uc1.$b299591,"Armstrong, Martin Donisthorpe,","Adrian Glynde, | a novel, | $c: by Martin Armstrong",1930,m,,21.768169000148426
inu.30000005016724,"Wodehouse, P. G. (Pelham Grenville),","Bring on the girls! : | the improbable story of our life in musical comedy, with pictures to prove it / | $c: by P. G. Wodehouse and Guy Bolton.",1954,m,mixed,21.766015335147166
mdp.39015079149228,"Knight, Alanna.",Murder in paradise / | $c: Alanna Knight.,2008,f,,21.760835616087657
dul1.ark:/13960/t75t4760n,"Gore,",The sketch book of fashion,1833,f,high_female,21.758414648434233
mdp.39015082737639,"El-Youssef, Samir,",A treaty of love : | a novel / | $c: by Samir El-Youssef.,2008,m,high_female,21.755007536556185
mdp.39015047112548,"Duncan, Glen,",Hope / | $c: Glen Duncan.,1998,m,high_female,21.749325431078425
nyp.33433074904867,"Moon, G. Washington","He-- With all my worldly goods I thee endow,  She-- But, what is written in the law, how readest thou?",1890,m,,21.74914282790031
mdp.39015065590278,"Fane, Violet,",The story of Helen Davenant,1889,f,,21.74170850298454
mdp.39015029916445,"Mackay, Shena.",An Advent calendar.,1971,f,high_female,21.7410209583442
umn.31951002096203z,"Moore, Reginald Arthur,",Silence comes after : | twenty-two stories.,1947,m,,21.737442745128483
wu.89000839811,Sundowner.,Told by the taffrail,1901,u,high_male,21.736040863756823
uc1.$b244850,"Sitwell, Osbert,","The true story of Dick Whittington; | a Christmas story for cat-lovers, | $c: by Osbert Sitwell.",1945,m,mixed,21.72850236297463
mdp.39015011326769,,Voices / | $c: edited by Robert Rubens.,1963,u,mixed,21.72307424946779
mdp.39015002712134,"(John Boynton), Priestley, J. B.","The image men, | $c: by J. B. Priestley.",1968,m,,21.713105326166044
nyp.33433074920459,"Newton, W. Douglas.",Green ladies,1919,m,,21.701111862848972
wu.89095735338,"Ari Þorgilsson,",The book of the settlement of Iceland,1908,u,high_male,21.6998191681736
uc1.b3322030,"Eiloart,",Out of her sphere,1872,f,high_female,21.699034392969512
mdp.39015014437332,"Falkner, John Meade,",Moonfleet; | $c: by J. Meade Falkner.,1934,m,high_male,21.698178339300338
mdp.39015054476059,"Napier, Charles James,",William the Conqueror,1858,m,,21.69304343538924
uiuo.ark:/13960/t22b9b93f,"Besant, Walter,",The rebel queen,1893,m,,21.688507374092502
uc1.b5015140,"Colegate, Isabel.",News from the city of the sun / | $c: Isabel Colegate.,1979,f,,21.686289746902933
mdp.39015002711979,"(John Boynton), Priestley, J. B.","The image men, | $c: by J. B. Priestley.",1968,m,,21.682948412163547
njp.32101065601294,"Whyte-Melville, G. J.",Roy's wife;,1899,m,mixed,21.682928863314153
uc1.32106007731786,"Naipaul, V. S. (Vidiadhar Surajprasad),",The enigma of arrival : | a novel in five sections / | $c: V.S. Naipaul.,1987,m,mixed,21.676761236850492
uc1.b2837721,"Goolden, Barbara,",The reluctant wife.,1968,f,mixed,21.675517502980384
uc2.ark:/13960/t1rf5qx3h,"James, G. P. R.",The smuggler,1845,m,mixed,21.672063435404503
uc1.b4103043,"James, M. R. (Montague Rhodes),","A thin ghost, and others / | $c: by Montague Rhodes James.",1925,u,,21.66905929196349
uiuo.ark:/13960/t7mp5q48f,"Wood, Henry,",East Lynne,1862,f,,21.66868579420658
mdp.39015030922549,"Thomas,",The noble traytour,1857,u,high_male,21.65762009827145
uc1.32106014860313,"Oakley, Ann.",Overheads / | $c: Ann oakley,1999,f,mixed,21.65077303100982
uiuo.ark:/13960/t9474rt85,"Fenton, J. D.",Memoirs of a lady in waiting,1860,u,mixed,21.648666201621243
njp.32101066459270,"Gleig, G. R.",The country curate,1830,m,mixed,21.6485360177518
uiuo.ark:/13960/t73v05w2z,"Pinkney, Jane Vaughan.",Sir Arthur Bouverie,1850,f,high_female,21.64677868874638
uiuo.ark:/13960/t89g5zk35,"Clarke, Cecil.",Love's loyalty,1890,m,high_female,21.645802518128356
mdp.39015078793737,"Kennedy, Douglas,",Leaving the world / | $c: Douglas Kennedy.,2009,m,,21.642315054394356
uc1.b4088842,"Symons, Julian,",The narrowing circle : | a crime novel / | $c: by Julian Symons.,1954,m,mixed,21.63538020999046
uc2.ark:/13960/t48p6126r,"Dorrington, Albert.",Children of the cloven hoof,1911,m,,21.63516283306764
uc1.$b105801,"Tomlinson, H. M. (Henry Major),","Morning light, | the islanders in the days of oak and hemp | $c: [by] H. M. Tomlinson ...",1946,m,,21.63078060079493
mdp.39015063975562,"Wyllarde, Dolf.",The holiday husband,1919,m,high_female,21.6256598283709
inu.30000107312005,"Taylor, Debbie,",Hungry ghosts / | $c: Debbie Taylor.,2006,f,high_female,21.621923235197706
uc1.$b557176,"Rogers, Stanley Reginald Harry,",Barenetha Rock. | A true drama of the sea / | $c: Stanley Rogers.,1957,m,high_male,21.618872003560757
mdp.39015056909198,"Gale, Patrick,",A sweet obscurity / | $c: Patrick Gale.,2003,m,high_female,21.61080787374349
mdp.39015012848902,"Brookner, Anita.",A friend from England / | $c: Anita Brookner.,1987,f,high_female,21.60870449461054
uc1.b4107532,"Gissing, George,",Born in exile,1893,m,,21.6076058772688
inu.30000120995638,"Jeal, Tim.",Until the colours fade / | $c: Tim Jeal.,1976,m,,21.60506873699586
uc1.b3465279,"Fox, Sebastian.",Odd woman out / | $c: by Sebastian Fox.,1958,m,high_female,21.604688217343163
mdp.39015030760303,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,21.604325536312786
uc2.ark:/13960/t4fn16442,"M., I. E.",The confessions of an Etonian,1846,f,mixed,21.602937999567946
uc1.b3898302,"Beechey, Winifred.",The rich Mrs. Robinson / | $c: by Winifred Beechey : illustrated by Mary P. Taylor.,1984,f,high_female,21.59699998036637
uc1.b3708391,,The History of the science fiction magazine / | $c: edited by Michael Ashley.,1974,u,high_male,21.594090665395846
uc1.31822038203709,"Powell-Anderson, Constance.",The courting of the widow Malone,1922,f,high_female,21.593608291945586
nyp.33433008281416,"Gwynfryn,",Friends in fur and feathers,1869,u,high_male,21.59064143832928
uc1.31158009967646,"Caird, Mona Alison.",The stones of sacrifice,1915,f,high_female,21.588495421149755
mdp.39015042857477,"Tremain, Rose.",The garden of the Villa Mollini and other stories / | $c: by Rose Tremain.,1987,f,mixed,21.587004623216824
hvd.hwadvd,"Scott, Walter,",The Waverley novels,1829,m,,21.56901653912188
wu.89075347252,"Lloyd, Jack Ivester.",Come hunting! / | $c: J. Ivester Lloyd.,1952,m,mixed,21.557426043330427
njp.32101067265460,"Noyes, Alfred,","Mystery ships (Trapping the ""U"" boat)",1916,m,mixed,21.5572993015435
njp.32101067630234,"Boyle, Frederick,",A good hater,1885,m,mixed,21.55249829376055
inu.39000002994304,,The Second bedside book of strange stories / | $c: [edited by] Herbert Van Thal.,1976,u,mixed,21.52070695522348
uiuo.ark:/13960/t7tm7m78g,"Grant, James,",Under the red dragon,1872,m,mixed,21.51391784993215
mdp.39015015401956,"Aldiss, Brian Wilson,",The hand-reared boy | $c: [by] Brian W. Aldiss.,1970,m,high_female,21.51252615727612
uiuo.ark:/13960/t06w9ms37,"Bird, Frederick Spencer.",Stonedell Lodge,1879,m,,21.5105805167917
mdp.39015058691349,,Tales from  Blackwood.,1858,u,,21.50912089150185
mdp.39015008410360,"Sharpe, Tom.",Vintage stuff / | $c: Tom Sharpe.,1982,m,high_male,21.506763877239393
mdp.39015082716971,"Brodrick, William,",A whispered name : | a novel / | $c: by William Brodrick.,2008,m,high_male,21.50636742092569
njp.32101067631307,"Brown, Thomas,",Bath,1818,m,,21.506037051829548
mdp.39015002148933,"Smith, Stevie,","Novel on yellow paper; | or, Work it out for yourself, | $c: by Stevie Smith.",1969,u,,21.501985349980647
mdp.39015059415599,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,,21.50104145669556
uc1.$b389149,"Fielding, Gabriel,",New Queens for old; | a novella and nine stories | $c: [by] Gabriel Fielding.,1972,m,,21.490484491033698
uc1.b4095360,"Forester, C. S. (Cecil Scott),","Payment deferred, | $c: by C.S. Forester.",1934,m,,21.47551075923089
uc1.32106015497305,"Gregory, Philippa",Virgin earth / | $c: Philippa Gregory,1999,f,high_male,21.474507499124066
mdp.39015030928967,"Hartley, Dorothy.","The Old Book, | a mediaeval anthology; | $c: with an introduction by George Saintsbury.",1930,f,,21.465773389219667
mdp.39015029276865,"Greig, Andrew.",Electric Brae : | a modern romance / | $c: Andrew Greig.,1992,m,,21.465369204350317
njp.32101067707289,"Blackmore, R. D.",Cradock Nowell,1866,m,,21.463603095051567
njp.32101063693533,"Newby, C. J.,",Margaret Hamilton;,1858,f,high_female,21.46257707016311
uc2.ark:/13960/t9668bp3s,"Russell, William Clark,",John Holdsworth chief mate,1889,m,,21.4616837406284
uc2.ark:/13960/t1mg7mt0b,"Hofland,","Adelaide; or, The massacre of St. Bartholomew",1857,f,,21.458715815073553
uc1.$b244282,"Ford, Ford Madox,","Ladies whose bright eyes; | a romance, | $c: by Ford Madox Hueffer ...",1931,m,mixed,21.438780371605525
uc2.ark:/13960/t92807x14,"Fitchett, W. H.","The commander of the ""Hirondelle""",1904,m,mixed,21.434121334988525
uc1.32106017483899,"Perriam, Wendy,",Little marvel and other stories / | $c: Wendy Perriam,2008,f,high_female,21.42988346225279
uc1.b4104693,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,,21.421838850646942
uiuo.ark:/13960/t5r78qk74,"Gifford, George,",Trials of an heiress,1869,f,high_female,21.42015636714148
inu.32000009139116,"Machen, Arthur,",The Caerleon edition of the works of Arthur Machen.,1923,m,,21.410219811590064
uiuo.ark:/13960/t7pn9cb8s,"Besant, Walter,","The captains' room, etc",1883,m,,21.406655091216138
uc1.b4938185,"(Ray Coryton), Hutchinson, R. C.",The unforgotten prisoner / | $c: R. C. Hutchinson.,1983,u,high_male,21.405818028778135
mdp.39015043790917,"Close, Ajay.",Forspoken / | $c: Ajay Close.,1998,u,,21.398098244018563
mdp.39015049689121,"Rankin, Robert,",Waiting for Godalming / | $c: Robert Rankin.,2000,m,high_male,21.39543263816945
njp.32101064787649,"Benson, E. F. (Edward Frederic),",Visible and invisible / | $c: by E. F. Benson.,1923,m,mixed,21.39453466887095
inu.30000087182360,"Hayder, Mo.",Pig island / | $c: Mo Hayder.,2006,u,,21.39447727390095
uiuo.ark:/13960/t9r21mm8j,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,21.38704722648883
njp.32101063883290,"Norton, Caroline Sheridan,","The wife, and Woman's reward",1835,f,high_female,21.382474146644896
mdp.39015063914702,"Farjeon, B. L.",Miser Farebrother,1888,m,mixed,21.381227282446012
mdp.39015025295877,"MacBeth, George.",The testament of Spencer / | $c: George MacBeth.,1992,m,,21.371231650794073
mdp.39015033791511,"Zangwill, Israel,",Children of the Ghetto,1892,m,,21.36980446628913
mdp.39015053763754,"Carr, Simon,",The hop quad dolly / | $c: Simon Carr.,1993,m,,21.36381237231784
inu.30000056145489,,Chronicles of the Celts / | $c: [edited by] Iain Zaczek.,1996,u,high_male,21.362956633198035
uiuo.ark:/13960/t83j3sr8t,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,21.361903509925067
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,21.359973053572457
uc2.ark:/13960/t7tm73t7d,"Howitt, William,","The year-book of the country; or, The field, the forest, and the fireside",1850,m,,21.35983451749258
dul1.ark:/13960/t2b85xw79,"Fox, S. M.",Our own Pompeii,1887,u,mixed,21.358393848782573
uc1.$b243987,"Priestley, J. B. (John Boynton),","The other place, | and other stories of the same sort.",1953,m,,21.355442497330564
uiuo.ark:/13960/t9f47xt5p,"Lyall, Edna,",We two,1884,f,high_female,21.34374094796701
mdp.39015058014138,"Fleming, Ian,","A James Bond omnibus: | containing Live and let die, Diamonds are forever [and] Dr No.",1973,m,high_male,21.321217712892363
njp.32101068169406,"Fullerton, Georgiana,",Mrs. Gerald's niece,1869,f,high_female,21.314892004547172
mdp.39015024993399,"Manley, Delarivier.",New Atalantis / | $c: Delarivier Manley ; edited by Ros Ballaster.,1991,u,mixed,21.309466730595073
nyp.33433074938816,"Lytton, Edward Bulwer Lytton,",Alice;,1838,m,,21.30344296412828
uc2.ark:/13960/t3hx17h9x,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,21.299254526091588
nyp.33433075744486,"Scott, Walter,","Woodstock ; or, The cavalier",1826,m,,21.2986496656112
uc1.32106016548742,"Welsh, Louise",The cutting room / | $c: Louise Welsh,2002,f,,21.29817444219067
njp.32101066122522,"Grey, Elizabeth Caroline.",The duke,1839,f,,21.297192642788
uiug.30112052905566,"Richards, Grant,",Caviare / | $c: by Grant Richards.,1912,m,high_male,21.295096803960888
inu.30000054507920,"Malet, Lucas,",The carissima,1896,f,mixed,21.294718909710394
uc1.b3591601,"Yourcenar, Marguerite.",Two lives and a dream / | $c: Marguerite Yourcenar ; translated by Walter Kaiser in collaboration with the author.,1987,f,,21.292451825827747
mdp.39015065780564,"Besant, Walter,",Herr Paulus;,1888,m,,21.280426918103096
mdp.39015080815882,"Green, Hilary,",The final act / | $c: Hilary Green.,2009,f,mixed,21.278985228837755
mdp.39015050511990,"Mount, Ferdinand,",Fairness / | $c: Ferdinand Mount.,2001,m,,21.272673124104777
mdp.39015030760311,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,21.27089333497828
uc1.$b794335,"Brophy, John,",The nimble rabbit.,1955,m,mixed,21.269119088572012
mdp.39015016926555,,Stories of the forties / | $c: edited by Reginald Moore and Woodrow Wyatt.,1945,u,mixed,21.263927872756653
inu.30000121037307,"Phelan, James Leo,",Turf-fire tales / | $c: by Jim Phelan.,1947,m,high_male,21.26332501701066
uiuo.ark:/13960/t46q2jv9x,"Harley, St. John.",Eunice,1876,m,,21.256695859195645
uiuo.ark:/13960/t81j9q53m,"Collins, Mortimer,",Miranda,1873,m,mixed,21.25193199381762
uc2.ark:/13960/t4pk0d543,"Whyte-Melville, G. J.",Uncle John,1874,m,,21.250597673059556
uiuo.ark:/13960/t4jm2m046,"Croker, B. M.",Mr. Jervis,1894,f,,21.247775623489417
uiuo.ark:/13960/t8ff4942h,"Maberly,",Display,1855,f,high_female,21.244954323348207
uiuo.ark:/13960/t9183mc58,"Clutton-Brock, Ellen.",Marjory,1880,f,high_female,21.24370065265369
uc1.b3474834,"Burgess, Anthony,",Enderby outside | $c: [by] Anthony Burgess.,1968,m,,21.24257907270552
uiuo.ark:/13960/t3fx7nk8z,"De Fonblanque, Albany,",A family tree,1876,m,high_male,21.23432072924724
nyp.33433069333015,"Eiríkr Magnússon,",Three northern love stories,1875,m,high_male,21.231422505307854
uiuo.ark:/13960/t15m6vx5z,"Spender, John Kent,",Mr. Nobody,1884,f,,21.226222548779493
mdp.39015010844457,"Welch, Denton.",A last sheaf.,1951,m,,21.22241086587437
uc1.$b106068,"Landau, Rom,",Odysseus : | a novel / | $c: by Rom Landau.,1948,u,,21.215755004150907
uc1.32106015537167,,Sisters : | an anthology / | $c: edited by Penelope Farmer,1999,u,high_female,21.215657154980377
inu.32000006230868,"O'Brien, Flann,",The hard life : | an exegesis of squalor / | $c:  Flann O'Brien,1961,u,,21.21190695043484
mdp.39015020212307,"Burrows, E.",The triumphs of steam;,1859,f,high_male,21.211719475009943
inu.39000003523003,"Bradbury, Malcolm,",Eating people is wrong / | $c: by Malcolm Bradbury.,1959,m,mixed,21.20759585391501
mdp.39015064002572,"(Alan Patrick), Herbert, A. P.","Topsy, M. P.,",1929,m,high_female,21.1999152003392
uc2.ark:/13960/t2x34w21d,"Kemp, John,",Wild Dayrell,1861,m,mixed,21.19167873415039
uc1.b4973405,"Martin, Kenneth,",Aubade / | $c: Kenneth Martin.,1989,m,,21.188236291211123
uiuo.ark:/13960/t7zk5z20n,"MacDonald, George,",St. George and St. Michael,1876,m,,21.18763771964518
mdp.39015037456459,"Bhattacharya, Nalinaksha,",Hem & Maxine / | $c: Nalinaksha Bhattacharya.,1995,u,high_female,21.186721222473818
uiuo.ark:/13960/t6931j77s,"Hardy, Thomas,",A pair of blue eyes,1873,m,,21.180457497881953
mdp.39015031604625,"Amis, Martin.",Dead babies / | $c: Martin Amis.,1975,m,mixed,21.175578984909613
mdp.39015033170062,"Morgan,",The princess;,1835,f,,21.171862594611756
mdp.39015060131888,"Reilly, Graham.",Saigon tea / | $c: Graham Reilly.,2004,m,,21.166260979997883
njp.32101067644391,"Figgis, Darrell,",Broken arcs,1911,m,,21.16575517366161
uiuo.ark:/13960/t10p1mf8g,"Middlemass, Jean.",Baiting the trap,1875,f,high_female,21.15628726391507
njp.32101064911884,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,21.156034329954085
mdp.39015064952289,"Sheers, Owen,",Resistance / | $c: Owen Sheers.,2007,m,high_female,21.15076427473216
mdp.39015009365274,"King, Francis Henry,",Hard feelings and other stories / | $c: Francis King.,1976,m,,21.129984622066743
uc1.$b396470,"Williams, John Stanley,",The spinsters | $c: [by] John Williams.,1967,m,high_female,21.12588542313906
uc1.$b271443,"Wood, Frederick F.",Sport and nature in Sussex Downs.,1928,m,,21.125813823964357
mdp.39015058119853,"Fleming, James,",Thomas Gage / | $c: James Fleming.,2003,m,,21.118209175861885
uiuo.ark:/13960/t54f25x38,"Greenough, Richard S.,",Treason at home,1865,f,high_female,21.114864864864863
mdp.39015073478862,"Henty, G. A.",By sheer pluck,1884,m,high_male,21.114039272113057
mdp.39015001983546,"Linklater, Eric,",God likes them plain; | short stories.,1935,m,,21.106694339888133
mdp.39015010826439,"Moraes, Dom,","Gone away, | an Indian journal.",1960,m,high_male,21.100188660510376
nc01.ark:/13960/t5hb0039z,"Braddon, M. E.",Aurora Floyd,1863,f,mixed,21.099828563892917
mdp.49015000563040,"Rickert, Edith,",Early English romances in verse,1908,f,high_male,21.096019343426963
mdp.39015064913356,"Tennant, Emma.",Pemberley revisited / | $c: Emma Tennant.,2005,f,high_female,21.093914796209347
uc2.ark:/13960/t9k35vq9k,"Newbigging, Thomas.",Lancashire humour,1901,m,high_male,21.091325439151525
uc2.ark:/13960/t6251hf25,,"The School for sisters, or, The lesson of experience",1823,u,high_female,21.090372245070128
uiuo.ark:/13960/t06x0248f,"Croffts,",Ankerwick Castle,1800,f,mixed,21.0828132906055
mdp.39015082749253,"Finn, Robert.",Underlife : | Adept / | $c: Robert Finn.,2008,m,mixed,21.08204839065526
uiuo.ark:/13960/t6qz2wp7g,"Tupper, Martin Farquhar,",Stephan Langton,1858,m,,21.078813684365837
