htid,author,title,year,authgender,female_category,gb_scotland_intensity
mdp.39015070461713,,Old 'Miscellany  days,1885,m,,3.9242947481724
inu.30000004380105,"Holland, Richard.",Supernatural Clwyd : | the folk tales of North-East Wales / | $c: Richard Holland.,1989,m,,3.923312321816233
mdp.39015004743376,"Taylor, Elizabeth,","A dedicated man, | and other stories.",1965,f,high_female,3.92187622558632
njp.32101067707578,"Blanchard, Edward Lytton.","The life of George Barnwell; or, The London apprentice of the last century",1830,m,mixed,3.9212354505826306
uc1.$b285102,"Jacobs, W. W. (William Wymark),","At Sunwich port, | $c: by W.W. Jacobs.",1928,m,mixed,3.91430286266016
uc2.ark:/13960/t4nk3c34m,"Lever, Charles James,",Lord Kilgobbin,1872,m,mixed,3.9129754265143215
uc2.ark:/13960/t2j67bt3c,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,3.912937148447053
uiuo.ark:/13960/t6b286f0k,"Crawford, A.,",The double marriage,1852,f,,3.9124396017136487
uiuo.ark:/13960/t6h13p96s,"Tabor, Eliza.",Dimplethorpe,1880,f,,3.9115213862431792
uc1.$b396489,"Glanville, Brian.","The things he loves, and other stories.",1973,m,,3.9098645883564234
uiuo.ark:/13960/t05x2z418,"Roche, Regina Maria,",Contrast,1828,f,high_female,3.9097117239222223
uc1.$b197957,"Leblanc, Georgette,",Maeterlinck's dogs,1919,f,high_male,3.9071657419707746
mdp.39015047764322,"Ewing, Juliana Horatia Gatty,","Lob Lie-by-the fire; or, The luck of Lingborough",1885,f,mixed,3.906097418069607
uc1.b3810595,"Coggin, Joan.",'And why not knowing' / | $c: by Joan Coggin.,1929,f,high_female,3.9060974180696064
hvd.hn2ghd,"Sanders, Charlotte.",Holidays at home,1803,f,high_female,3.905131342584155
nyp.33433074863972,"Sulieman, Idrees.",The professor's wife,1881,m,mixed,3.904953433430306
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,,3.9001560062402496
mdp.39015043101347,"Barnes, Julian.","England, England / | $c: Julian Barnes.",1998,m,mixed,3.8985214857265382
mdp.39015058259378,"Storey, David,",Thin-ice skater / | $c: David Storey.,2004,m,mixed,3.8982175400298216
nyp.33433082306006,"Hohler, Venetia.",The green toby jug and The princess who lived opposite,1898,f,,3.897040197969642
njp.32101064790221,"Robinson, Emma.",Owen Tudor;,1849,f,high_male,3.896761790951719
nyp.33433074934708,"Cameron, H. Lovett,",A passing fancy,1899,f,high_female,3.8954462233648863
mdp.39015040053749,"Thynne, Jane.",Patrimony : | a novel / | $c: Jane Thynne.,1997,f,mixed,3.895218619145
uiuo.ark:/13960/t8x92qs9k,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,high_female,3.895142756982043
uc1.b3741143,"Val Baker, Denys,",The tenant and other stories / | $c: Denys Val Baker.,1985,m,,3.8930198154708617
mdp.39015008807110,"Ince, Richard Basil,",Angel from a cloud; | wherein is presented the romantic career of John Donne.,1939,m,,3.891466985766959
uiuo.ark:/13960/t2n593s79,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,3.8906973426537146
njp.32101063607202,"Lawrence, Charles Edward,",Mr. Ambrose,1922,m,mixed,3.88621172081455
uc2.ark:/13960/t8gf0rn7t,"Lyons, A. Neil",Sixpenny pieces,1909,m,mixed,3.885658036188429
mdp.39015082675227,"Marston, Edward.",Drums of war / | $c: Edward Marston.,2008,m,,3.885645454280524
mdp.39015003686907,"Freeman, Gillian.",An Easter egg hunt : | a novel / | $c: by Gillian Freeman.,1981,f,high_female,3.8851548234197137
uiuo.ark:/13960/t7gq7dw2j,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Lucille Belmont,1849,m,mixed,3.8851548234197137
uc1.b3576747,"Defoe, Daniel,",Selections from the prose of Daniel Defoe; | made introduced by Roger Manvell.,1953,m,high_male,3.8843248072403815
nyp.33433075766349,"Penny, F. E.",A mixed marriage,1905,m,high_female,3.88358563694688
mdp.39015047690725,"Kuppner, Frank,",Ridiculous! Absurd! Disgusting! / | $c: Frank Kuppner.,1989,m,high_male,3.8834448745000065
uc1.$b182827,"Cotterell, Geoffrey",Then a soldier,1945,m,,3.8833443361422857
uiuo.ark:/13960/t1wd47c13,"Elliot, Frances,",The ill-tempered cousin,1885,f,,3.8824397251232674
nyp.33433074850722,"Laffan, May.",Ismay's children,1887,f,,3.882138281765597
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,high_female,3.882088045756878
mdp.39015013962207,"Woolf, Virginia,",Mrs. Dalloway | $c: [by Virginia Woolf],1925,f,high_female,3.8789257961495194
mdp.39015063697877,"(Felix Alan), Walbank, F. Alan","England, yesterday & to-day, in the works of the novelists, 1837 to 1938.",1949,m,mixed,3.87840426934742
uiuo.ark:/13960/t62528p76,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,3.878148571871789
inu.39000005859397,"Hulpach, Vladimír. ","Heroes of folk tale and legend, | $c: by Vladimír Hulpach, Emanuel Frynta [and] Václav Cibula. Illustrated by Miloslav Troup. Translated by George Theiner. ",1970,u,,3.87705847573446
njp.32101067644623,"Fletcher, J. S.",God's failures,1897,m,mixed,3.876870590059704
uc1.b3296224,"Macfie, Harry,","Wasa-wasa, | a tale of trails and treasure,",1951,m,high_male,3.874354677798979
mdp.39015063240017,"Caldwell, Lucy,",Where they were missed / | $c: Lucy Caldwell.,2006,f,,3.8739669421487606
uc2.ark:/13960/t7vm4ch9t,"Farrar, Frederic William,",Julian Home;,1909,m,high_male,3.873596789562981
uiuo.ark:/13960/t47p9mr0p,"Shew, E. L.",If men were wise,1894,f,,3.873116697006081
mdp.39015069360132,"Aldridge, Kitty,",Cryers Hill / | $c: Kitty Aldridge.,2007,f,,3.8727267094215696
mdp.39015067702038,"Mills, Mark,",The savage garden / | $c: Mark Mills.,2006,m,,3.871467286101432
mdp.39015005279636,"the Elder Pliny,",Pliny's natural history : | a selection from Philemon Holland's translation / | $c: edited by J. Newsome.,1964,m,high_male,3.870992716082039
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,3.869370066553165
uc1.b3472672,"Freeman, Gillian.",The liberty man / | $c: by Gillian Freeman.,1955,f,,3.86892095794483
uc1.$b787237,"Mortimer, John,",Three winters / John Mortimer,1956,m,high_female,3.867823575673968
mdp.39015013103190,"Sayers, Dorothy L.","Collected edition of detective stories. | $c: by Dorothy L. Sayers. | $n: Vol. 15, | $p: In the teeth of the evidence /",1972,f,,3.867514425828809
mdp.39015066062350,"Woolf, Virginia,","A haunted house, and other short stories.",1943,f,high_female,3.867275117951891
uiuo.ark:/13960/t81j9q53m,"Collins, Mortimer,",Miranda,1873,m,mixed,3.863987635239567
uiuo.ark:/13960/t9s18h07c,"MacDonald, George,",The vicar's daughter,1872,m,high_female,3.863166637692917
mdp.39015023517025,"Chalmers, Thomas Wightman.","The automatic stabilisation of ships,",1931,m,high_male,3.862942789817283
uiuo.ark:/13960/t09w0q71v,"Bainbridge, Maria.",Rose of Woodlee,1843,f,high_female,3.8621968175498225
uiuo.ark:/13960/t41r7gf9d,"Curwen, Henry,",Lady Bluebeard,1888,m,high_female,3.8596130094689176
mdp.39015065815683,"Poe, Edgar Allan,",The works of Edgar Allan Poe,1883,m,,3.858884868026138
mdp.39015080896528,"Jones, Nick.","No. 1, Chesterfield Square / | $c: Nick Jones.",2009,m,mixed,3.858598887621063
nyp.33433074946777,,"The close of S. Andrew's; or, Cathedral lights and shadows",1870,u,,3.858372024230576
mdp.39015040573613,"Burnside, John,",The dumb house : | a chamber novel / | $c: John Burnside,1997,m,high_female,3.857776634732849
uc2.ark:/13960/t4nk3dm0t,"Debenham, Mary H.",Patteson of the isles,1921,f,high_male,3.857503809285012
uc2.ark:/13960/t9862t682,"Pease, Howard,",Tales of Northumbria,1899,m,high_male,3.856983067844332
uc1.32106007710590,"Welch, Denton.",Fragments of a life story : | the collected short writings of Denton Welch / | $c: Denton Welch ; edited with an introduction by Michael De-la-Noy.,1987,m,,3.856046087462837
uiuo.ark:/13960/t73v04r0s,"Norris, W. E.",Matthew Austin,1894,f,mixed,3.8556942177439057
mdp.39015066900740,"Stace, Wesley.",By George : | a novel / | $c: Wesley Stace.,2007,m,,3.855520784469962
mdp.39015063608338,"Opie, Amelia Alderson,",Simple tales,1806,f,,3.855421686746988
uc1.b4350622,"Perutz, Kathrin,",The garden / | $c: Kathrin Perutz.,1962,f,high_female,3.8548272073704295
mdp.39015066189237,"Thackeray, William Makepeace,",Works,1883,m,mixed,3.8530634262403254
mdp.39015035853285,"Haggard, H. Rider",Joan Haste,1895,m,high_female,3.8528036370466334
uva.x030581120,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,mixed,3.852024479615568
mdp.39015063514494,"Hope, Anthony,",Comedies of courtship,1896,m,,3.8486209108402822
uc2.ark:/13960/t6rx9645p,"Underhill, Evelyn,",The column of dust,1909,f,high_female,3.8481371168217464
uc1.32106013099145,"Palmer, William,",Four last things / | $c: William Palmer,1996,m,mixed,3.8477324030371434
mdp.39015073480447,"Henty, G. A.",When London burned,1895,m,high_male,3.8474433738780585
mdp.39015059975717,"Wilkins, Christopher,",The poison arrow frog / | $c: Christopher Wilkins.,2002,m,,3.846745653177412
mdp.39015060674630,"Padura, Leonardo.",Adiós Hemingway / | $c: Leonardo Padura Fuentes ; translated from the Spanish by John King.,2005,m,high_male,3.842606824469721
mdp.39015062983096,"Kraemmer, Elias.",Dry fish and wet;,1922,m,mixed,3.842532997752118
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,3.839410266583053
uc1.$b244926,"Spewack, Samuel,",The busy busy people / | $c: by Samuel Spewack.,1949,m,,3.837004067224311
mdp.39015047778520,"Winter, John Strange,",A blameless woman,1895,m,high_female,3.836586972229505
mdp.39015060459248,,'Blackwood' tales from the outposts ...,1932,u,high_male,3.8350910834132312
uiuo.ark:/13960/t5x643n97,"Poynter, E. Frances","The wooing of Catherine, and other tales",1886,f,,3.831931485065047
mdp.39015051882689,"McCall Smith, Alexander,",The No. 1 Ladies' Detective Agency / | $c: Alexander McCall Smith.,1998,m,high_male,3.83136869260929
uiuo.ark:/13960/t3bz6q25n,"MacCabe, William Bernard,",Agnes Arnold,1860,m,,3.8305370412931894
mdp.39015009318943,"Eden, Matthew.",The murder of Lawrence of Arabia : | a novel / | $c: by Matthew Eden.,1979,m,high_male,3.829656862745098
nyp.33433075757942,"Welles, Charles Stuart.",The Ellwoods,1901,m,mixed,3.82899699423736
inu.32000009540172,"Karanja, R.","The adventures of Ngondo, Mungai and Wangari / | $c: R. Karanja ; illustrated by Ruth Yudelowitz.",1951,u,mixed,3.828777088597902
uc1.32106011677876,"Michael, Livi,",Their angel reach / | $c: Livi Michael,1994,u,high_female,3.8264329991581847
uiuo.ark:/13960/t9t15n977,"Smart, Hawley,",Sunshine and snow,1878,m,mixed,3.8263597926112993
uc2.ark:/13960/t3vt1jm0q,"Baillie, W. W.,",Days and nights of shikar,1921,f,,3.825847425204683
mdp.39015048898160,"Sillitoe, Alan.",Down from the hill / | $c: Alan Sillitoe.,1984,m,mixed,3.824871866792462
nyp.33433074859459,"Greer, Tom.",A modern Dædalus,1887,m,high_male,3.8240917782026767
uiuo.ark:/13960/t46q2mk6q,"Trollope, Frances Milton,",Young love;,1844,f,high_female,3.823555651852513
mdp.39015029173054,"Theroux, Paul.",Travelling the world : | the illustrated travels of Paul Theroux / | $c: picture editor Jenny de Gex.,1990,m,,3.823477682360768
uiuo.ark:/13960/t05x2q24x,,The Golden calf,1849,u,mixed,3.823287645045975
njp.32101063693657,"Pardoe,",Flies in amber,1850,f,,3.820536658049234
mdp.39015056210068,,Whispers in the walls : | new black and Asian voices from Birmingham / | $c: edited by Leone Ross and Yvonne Brisset.,2001,u,,3.8181054560726966
uc1.b3324616,One of themselves.,"A life-long story, or, Am I my sister's keeper?",1859,u,high_female,3.817522427944264
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,mixed,3.812690157921627
mdp.39015080879896,"Vincenzi, Penny.",The best of times / | $c: Penny Vincenzi.,2009,f,,3.8125179628250168
uc2.ark:/13960/t2b858c9p,"Agate, James,",Responsibility;,1919,m,mixed,3.812174178238204
mdp.39015064746129,"Charles, Edward.",In the shadow of Lady Jane : | a novel of Tudor England / | $c: Edward Charles.,2006,m,high_female,3.811058603192578
uc1.32106018011129,"Paling, Chris",A town by the sea / | $c: Chris Paling,2005,m,high_male,3.8108303799397887
njp.32101062932924,"Wedgwood, Julia,",Framleigh Hall,1858,f,,3.808508207335187
uiuo.ark:/13960/t0ns13r5h,,The Davenels;,1829,u,high_female,3.80705828606236
uiuo.ark:/13960/t1tf0693z,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,3.806768434276143
uc2.ark:/13960/t42r3rm9r,"De Fonblanque, Albany,",Pious frauds,1880,m,high_male,3.803727653100038
uc1.b3324266,"Lockhart, Laurence W. M.",Doubles and quits,1869,m,high_female,3.8030766890414345
uiuo.ark:/13960/t3tt5496t,"Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",Lucille Belmont,1849,m,mixed,3.802425947754667
mdp.39015069360173,"Macdonald, Marianne.",The lotus eaters / | $c: Marianne Macdonald.,2007,f,,3.8021849889736634
nyp.33433074874284,"Lewis, M. G.",Romantic tales,1808,m,mixed,3.8019922439358225
njp.32101067630127,"Bede, Cuthbert,",The curate of Cranston,1862,m,,3.8016549871377343
mdp.39015058823223,"Shacklady, Helen,",The Patterned Flute / | $c: Helen Shacklady.,2001,f,high_female,3.800643575645476
uiuo.ark:/13960/t2d79ps6c,"Eyre, Mary.",A family history,1861,f,high_female,3.7954985387330624
mdp.39015012165620,"Spark, Muriel.",The only problem / | $c: Muriel Spark.,1984,f,mixed,3.795282463897375
inu.32000002629774,"Grant, James,",Did she love him?,1876,m,mixed,3.793842593470797
mdp.39015010692674,"Summers, Montague,","The grimoire, and other supernatural stories,",1936,u,,3.790808048643649
uc2.ark:/13960/t9668ct8d,"Capes, Bernard Edward Joseph,",The skeleton key,1919,m,mixed,3.788070104550735
nyp.33433074861349,"Howard, Mabel,",The undoing of John Brewster,1899,f,high_female,3.7872093316837936
nyp.33433075763338,"Thackeray, William Makepeace,",The Virginians,1868,m,mixed,3.786928469654869
mdp.39015063558327,"Oliphant,",Zaidee,1856,f,high_female,3.785871128946771
mdp.39015049725347,"Moorcock, Michael,",The dreamthief's daughter / | $c: Michael Moorcock.,2001,m,high_male,3.784724850503368
inu.32000009218043,"Greene, Graham,",It's a battlefield / | $c: Graham Greene.,1934,m,mixed,3.784295175023652
uiuo.ark:/13960/t66403w4h,"Elliot, Frances,",The ill-tempered cousin,1885,f,,3.783078290805228
mdp.39015002757253,"Sansom, William,",The face of innocence.,1951,m,high_male,3.7814808278922025
mdp.39015054151520,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,3.781032826927003
nyp.33433034411060,"Wood, Henry,",Lady Adelaide,1874,f,mixed,3.780718336483932
uiuo.ark:/13960/t9w09n469,"Oliphant,","Lilliesleaf: being a concluding series of Passages in the life of Mrs. Margaret Maitland, of Sunnyside",1855,f,high_female,3.777861730260673
inu.30000110557422,"Topolski, Carol.",Monster love / | $c: Carol Topolski.,2008,f,high_female,3.777219588660787
mdp.39015064466108,"Borrow, George Henry,",Lavengro;,1851,m,mixed,3.77718392052805
mdp.39015003941419,"Gillies, John.",Voyagers in aspic.,1954,m,,3.7746769505643143
njp.32101009810746,"Smollett, T.",[Smollett's novels],1894,m,high_male,3.772751036159124
njp.32101067708105,"Bennett, William,",The king of the Peak,1823,m,,3.7690336197798886
coo.31924000005664,"McDonnell, Virginia B.","Dixie Cline; | animal doctor.  The complete life story of a girl who fought to make her way in the ""man's world"" of veterinary medicine.",1966,f,mixed,3.7674716497758354
uc2.ark:/13960/t0dv1hg1g,"Howe, Sonia Elizabeth,",Real Russians,1917,f,,3.7666675037038897
uc1.b4084443,"Stephens, James,",Irish fairy tales,1920,m,high_male,3.765627353517096
uiuo.ark:/13960/t22b9pm43,"Curwen, Henry,",Lady Bluebeard,1888,m,high_female,3.765485559362879
uc2.ark:/13960/t7pn90h6h,"Gore,",The story of a royal favourite,1845,f,,3.7595398323245233
inu.30000025878756,"Burmeister, Jon.",The Plekhanov original / | $c: by Jon Burmeister.,1989,m,,3.7595398323245233
uc2.ark:/13960/t2t43sd25,"Sinclair, Francis.",From the four winds,1909,m,high_male,3.7591865120387946
mdp.39015054103141,"Drabble, Margaret,",The ice age / | $c: Margaret Drabble.,1977,f,mixed,3.758861516024027
mdp.39015060667402,"Palmer, William,",The India House / | $c: William Palmer.,2005,m,high_female,3.7577503601177433
uiuo.ark:/13960/t44q8dc1s,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,3.7571385632702134
uiuo.ark:/13960/t5h99gv86,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,3.755092844670585
uc2.ark:/13960/t6d21sc53,"Straus, Ralph.",The scandalous Mr. Waldo,1909,m,,3.7547403597041265
uiuo.ark:/13960/t0ns19n45,"Molloy, J. Fitzgerald",It is no wonder,1882,m,mixed,3.754669870651623
uiuo.ark:/13960/t51g1929n,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,3.753659818322864
uc1.b3477668,"York, Andrew,",The predator | $c: [by] Andrew York.,1968,m,,3.753331081334684
mdp.39015070739431,"Williams, Adam,",The dragon's tail / | $c: Adam Williams.,2007,m,high_male,3.753218384764936
uiuo.ark:/13960/t80k30r96,"Scott, Walter,","Anne of Geierstein, or, The maiden of the mist",1829,m,,3.750890836573686
mdp.39015046859016,"Pilkington, Francis Meredith,",The three sorrowful tales of Erin,1965,m,,3.7503750375037503
mdp.39015055174513,"Baker, Howard.",Sawdust Caesar / | $c: Howard Baker.,1999,m,,3.74985938027324
uc1.b3945613,"Baroness, Orczy, Emmuska Orczy,",The turbulent duchess (H. R. H. Madame la Duchesse de Berri),1935,f,high_female,3.7489690335157833
mdp.39015018936255,"King, Francis Henry,",Visiting cards / | $c: Francis King.,1990,m,,3.748547437867826
uiuo.ark:/13960/t9j39b076,"Needell, J. H.,","Lucia, Hugh, and another",1884,f,,3.747985457816424
mdp.39015063913589,"Caine, Hall,",The bondman,1890,m,high_male,3.747985457816424
uc2.ark:/13960/t8pc2w822,"Knox, Charles.",Confessions of county quarters,1852,m,,3.7472832196657424
uc1.$b396485,"Glanville, Brian.","The king of Hackney Marshes, and other stories / | $c: by Brian Glanville.",1965,m,,3.746206965447485
mdp.39015063550589,"Edgeworth, Maria,",Stories of Ireland,1886,f,,3.745084576493353
mdp.39015078787556,"McCall Smith, Alexander,",Tea time for the traditionally built / | $c: Alexander McCall Smith.,2009,m,high_male,3.744243226039963
uiuo.ark:/13960/t4mk6tv74,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,3.7438460530502984
nyp.33433074865480,"Jesse, F. Tennyson",The man who stayed at home,1915,f,,3.743775972445809
uc2.ark:/13960/t1wd3qh2s,"De Sélincourt, Hugh,",Nine tales,1917,m,mixed,3.7427484249267047
uc1.$b301165,"Leslie, Shane,",The Cantab / | $c: Shane Leslie.,1926,u,mixed,3.7392613089284215
uc2.ark:/13960/t5j968t31,"Lee-Hamilton, Eugene,",The romance of the fountain,1905,m,,3.7374794438630583
uc1.b3872914,"Earl of, Halsbury, Hardinge Goulburn Giffard,",Nineteen forty-four / | $c: by the Earl of Halsbury.,1926,u,mixed,3.737153534724385
uiuo.ark:/13960/t3tt58n02,"Smith, J. F.",Stanfield Hall,1888,m,,3.735838835912619
mdp.39015002366725,"Ford, Ford Madox,",Parade's end.,1950,m,high_female,3.73514114164589
mdp.39015003928937,"Gerhardie, William Alexander,",Futility / | $c: William Gerhardi.,1947,m,,3.7349667587958466
nyp.33433074866520,"Kingston, William Henry Giles,",The young rajah,1878,m,high_male,3.7340369918597993
uiuo.ark:/13960/t7pn9ft9c,"Duff, Henrietta A.",Honor Carmichael,1880,f,,3.733641981070435
uc1.32106011010102,"Śivaśaṅkarapiḷḷa, Takal̲i,",Scavenger's son / | $c: Thakazhi Sivasankara Pillai ; translated from the Malayalam by R. E. Asher.,1993,u,high_male,3.730508095202566
uc1.$b242974,"Gerhardie, William Alexander,",Futility / | $c: William Gerhardi.,1947,m,,3.729626912987804
uc1.$b244748,"Macaulay, Rose,",I would be private; | a novel | $c: by Rose Macaulay.,1937,f,,3.728885187625073
uc2.ark:/13960/t87h1gw05,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,3.727958445689859
nyp.33433074911847,"Sandham, Elizabeth.","The twin sisters, or, The advantages of religion",1812,f,high_female,3.727171077152441
uc2.ark:/13960/t3ws8p71j,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,3.7265460507928223
uc1.32106006530197,"Fraser, Antonia,",Cool repentance / | $c: Antonia Fraser.,1982,f,,3.726060064088233
inu.30000036909830,"Rosenthal, Hope.",Happy for the child / | $c: Hope Rosenthal.,1990,f,high_female,3.7251578535640446
uiuo.ark:/13960/t77s7zw0q,"Brooke, Laurence.",The queen of two worlds,1879,m,,3.723424060766281
uiuo.ark:/13960/t53f54t8r,"Grant, Maria M.","Lescar, the universalist",1874,f,mixed,3.722453841572365
uiuo.ark:/13960/t9n30780p,"Forde, Gertrude.",In the old palazzo,1885,f,high_female,3.7208610072370742
