htid,author,title,year,authgender,female_category,gb_strict_london_intensity
uiuo.ark:/13960/t2891r88v,"Braddon, M. E.",A strange world,1875,f,,65.76577987253965
uc1.$b243676,"Mortimer, John,",Answer yes or no / | $c: John Mortimer,1950,m,high_female,65.74016855779219
mdp.39015063959285,"Thurston, E. Temple",Traffic,1906,f,,65.7314495864743
mdp.39015068639692,"Thackeray, William Makepeace,",The Yellowplush correspondence;,1911,m,,65.73102863084259
uc1.$b396473,"Gainham, Sarah.",Takeover bid: | a tale.,1970,f,,65.69043383057343
uiuo.ark:/13960/t17m0sg64,"Stuart, Esmè,",A mine of wealth,1896,u,high_female,65.68009687814289
mdp.39015000610488,"Woolf, Virginia,",Night and day,1919,f,high_female,65.67981092175644
dul1.ark:/13960/t0gt66c22,"Wood, Henry,",Court Netherleigh,1881,f,,65.64676332914715
uiuo.ark:/13960/t2794hz6s,"Hopton, Anna Maria,",Dawn and twilight,1858,f,mixed,65.63695779683266
mdp.39015050524167,,Vox 'n' roll : | fiction for the 21st century / | $c: edited by Richard Thomas.,2000,u,,65.597502770929
nyp.33433082353859,"Jones, Cecelia Anne.",Count up the sunny days,1897,f,,65.59469569379687
uiuo.ark:/13960/t9v12q59d,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,65.59420147258982
uiuo.ark:/13960/t5h99t88q,"Collins, Wilkie,",The two destinies,1876,m,,65.5772808179762
uiuo.ark:/13960/t7xk8n02t,"Collins, Mabel,",Juliet's lovers,1893,f,high_female,65.57377049180329
mdp.39015030707270,"Meredith, George,",Lord Ormont and his Aminta,1894,m,,65.55657532450505
uc1.b2831273,"Leslie, Doris.",The sceptre and the rose.,1967,f,mixed,65.53460475996914
uiuo.ark:/13960/t00z7qb46,"Braddon, M. E.",A strange world,1875,f,,65.5279367436984
inu.32000001881533,"Powys, Theodore Francis,",Make thyself many / | $c: T.F. Powys.,1935,m,mixed,65.51648831622626
njp.32101068142742,"Hill, George Birkbeck Norman,",Letters written by a grandfather,1903,m,mixed,65.5120173606846
mdp.39015073316948,"Carlyle, Thomas,",[Works],1885,m,high_male,65.50895863741367
uiuo.ark:/13960/t0ks71c7c,"Craik, Dinah Maria Mulock,",Mistress and maid,1863,f,high_female,65.49838927430457
uiuo.ark:/13960/t0bv7vb9b,"Fothergill, Caroline.",Put to the proof,1883,f,high_female,65.49682067516306
uc1.$b106068,"Landau, Rom,",Odysseus : | a novel / | $c: by Rom Landau.,1948,u,,65.49211327368323
mdp.39015001012916,"Maugham, Robin,",The deserters : | a novel / | $c: Robin Maugham.,1981,m,high_male,65.48788474132286
uc1.b4097357,"Firbank, Ronald,",The works of Ronald Firbank.,1929,m,high_female,65.47611405682301
mdp.39015008718739,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,65.45191037763415
uiuo.ark:/13960/t6834f325,"Robinson, F. W.",No man's friend,1867,m,mixed,65.45140581264187
uc1.32106011768030,"Marías, Javier.",All souls / | $c: Javier Marías ; translated from the Spanish by Margaret Jull Costa.,1992,m,mixed,65.43450809321547
mdp.39015002996208,"Mitford, Nancy,",Love in a cold climate.,1949,f,high_female,65.37985696898983
mdp.39015063560489,"Howitt, William,",The man of the people,1860,m,,65.3765690376569
uiuo.ark:/13960/t6057tp0q,"Blessington, Marguerite,","Strathern, or, Life at home and abroad",1845,f,,65.37623381617742
uc1.b4102452,"Tomlinson, H. M. (Henry Major),",H.M. Tomlinson; | a selection from his writings | $c: made by Kenneth Hopkins.,1953,m,high_male,65.36813014050011
uiuo.ark:/13960/t8bg37099,"Braddon, M. E.",The fatal three,1888,f,high_female,65.36146409679577
uiuo.ark:/13960/t6f19ht3n,"Norris, W. E.",The dancer in yellow,1896,f,high_female,65.35814219480811
uiuo.ark:/13960/t8tb1gm5j,"Edwards, Harry Bennett,",A tantalus cup;,1879,f,,65.35776842435492
uiuo.ark:/13960/t17m0wd50,"Pyne, W. H.",The twenty-ninth of May,1825,m,high_male,65.34041187795344
uiuo.ark:/13960/t59c7hn42,"Tytler, Sarah,",Beauty and the beast,1884,f,,65.33634606484632
uiuo.ark:/13960/t6ww81j60,"Spender, John Kent,",A modern Quixote,1894,f,mixed,65.31678641410844
uc1.$b243678,"Mortimer, John,",Rumming Park : | a comedy / | $c: John Mortimer,1948,m,,65.29500840499576
uiuo.ark:/13960/t8jd54p32,"Besant, Walter,",Children of Gibeon,1886,m,,65.27251274069239
mdp.39015010964842,"Hook, Theodore Edward,",Gilbert Gurney,1836,m,,65.26818698030206
uc1.$b322782,"Borden, Mary.",Action for slander; | a novel | $c: by Mary Borden.,1936,f,,65.25522041763341
uiuo.ark:/13960/t2j682v5v,"St. John, James Augustus,",The ring and the veil,1856,m,,65.2121257289784
inu.30000004081273,"Parker, Gilbert,",The translation of a savage / | $c: by Gilbert Parker.,1926,m,high_female,65.19231733614161
uc2.ark:/13960/t8sb4332n,"Lamb, Caroline,",Graham Hamilton,1822,f,,65.17905068629706
uiuo.ark:/13960/t79s22h55,"Collins, Wilkie,",The legacy of Cain,1889,m,high_female,65.15043828476664
uc2.ark:/13960/t9x066b4t,"Braddon, M. E.",Thou art the man,1894,f,,65.1151067047555
mdp.39015069302563,"Thorpe, Adam,",Between each breath / | $c: Adam Thorpe.,2007,m,,65.10904324277607
mdp.49015002143544,"Shaw, Bernard,",Works.,1930,m,,65.10662389130025
uc2.ark:/13960/t5p84hj20,"[Kitchin, Frederick Harcourt]",The lost naval papers,1917,m,high_male,65.05545977946198
uc1.b3290602,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,,65.04133271788847
inu.39000003273724,"MacInnes, Colin.",City of Spades.,1957,m,mixed,65.02731147081775
uc2.ark:/13960/t1sf2sd86,"Jeffery, Walter,",The King's yard;,1903,m,mixed,65.01164161954583
uva.x004256256,"Grosvenor,",The bands of Orion,1906,f,high_female,65.00248273371552
mdp.39015077143058,"Llewellyn, Julia.",The model wife / | $c: Julia Llewellyn.,2008,f,high_female,64.9953574744661
nyp.33433074878202,"Legge, Arthur E. J.",Mutineers,1898,m,,64.97999966244156
uiuo.ark:/13960/t9q24dz8c,"Lennox, William Pitt,","Philip Courtenay, or, Scenes at home and abroad",1855,m,,64.97136726954052
inu.30000054077429,"Wood, Henry,",Edina: a novel,1876,f,mixed,64.96744073609621
mdp.39015050794240,"Thorpe, Adam,",Nineteen twenty-one / | $c: Adam Thorpe.,2001,m,mixed,64.94912318683697
uc1.b3123798,"Riddell, J. H.,",Daisies and buttercups,1882,f,mixed,64.91712707182322
mdp.39015025047344,"Forster, Margaret,",Private papers / | $c: Margaret Forster.,1986,f,high_female,64.91515949294048
uiuo.ark:/13960/t7vm4vg0t,"Pirkis, Catherine Louisa,",At the moment of victory,1889,f,,64.9074509277289
uiuo.ark:/13960/t17m0zv9k,"Colmore, G.",A daughter of music,1894,u,high_female,64.89916592553422
uc1.32106015660035,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,64.89585625849995
uc2.ark:/13960/t9r20z34n,"Smart, Hawley,",At fault,1883,m,,64.89540387845473
mdp.39015054151488,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,64.8746227399656
mdp.39015052053991,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,64.86605992914791
uiuo.ark:/13960/t7hq4j00r,"Marryat, Florence,",How they loved him,1882,f,high_female,64.8616285258116
uc2.ark:/13960/t8v98589w,"Whyte-Melville, G. J.",The Brookes of Bridlemere,1864,m,mixed,64.85263274092063
uc1.$b803987,"Tanton, Ernest Coveney.",If twelve today / | $c: by Ernest C. Tanton.,1937,m,,64.84996689949607
nyp.33433075936462,"Jenkins, Edward,",Ginx's baby,1870,m,mixed,64.83507577599482
nyp.33433081852661,"James, Henry,",The private life ;,1893,m,,64.8212103501408
nyp.33433067303838,"Colman, George,",The history of Elsmere and Rosa;,1817,m,mixed,64.81794611655958
uc2.ark:/13960/t00004q77,"Hook, Theodore Edward,","Births, deaths, and marriages",1839,m,mixed,64.81565222634228
uc1.$b120380,"Jones, Richard,",The toy crusaders.,1968,m,,64.80742935278032
mdp.39015059436116,"Thompson, Sylvia,",The battle of the horizons / | $c: by Sylvia Thompson.,1928,f,,64.8058140073138
uc2.ark:/13960/t4gm86m5f,"Gibson, Ashley.","The twilight drummers, and other sketches",1914,m,high_male,64.80531403575092
uiuo.ark:/13960/t10p1bb0z,"Besant, Walter,",The world went very well then,1887,m,high_male,64.79761544775153
uc1.b3898302,"Beechey, Winifred.",The rich Mrs. Robinson / | $c: by Winifred Beechey : illustrated by Mary P. Taylor.,1984,f,high_female,64.79099994109909
uc1.$b323538,"Camden, George.","My time, my life.",1950,m,,64.78492521809063
mdp.39015060827642,"O'Farrell, John.",May contain nuts / | $c: John O'Farrell.,2005,m,,64.78437439566815
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,64.78325775286595
mdp.39015063943933,"Molesworth,",Meg Langholme;,1897,f,,64.77452080539362
mdp.39015003928002,"Gathorne-Hardy, Jonathan.",Chameleon.,1967,m,,64.74826040275057
uiuo.ark:/13960/t2h70sq7q,"Gibbon, Charles,",Of high degree,1883,m,mixed,64.74318536471995
uiuo.ark:/13960/t7vm4x99r,"Wilkins, W. H.",The holy estate,1895,m,high_female,64.73032511327807
nyp.33433074970678,"Chatterton, Georgiana,",The heiress and her lovers,1863,f,,64.72491909385113
nyp.33433075771018,"Williamson, William Henry.",The traitor's wife,1908,m,mixed,64.69855266941435
njp.32101064787946,"Berkeley, Grantley F.","Sandron hall, or, The days of Queen Anne",1840,u,mixed,64.69807564698075
uc2.ark:/13960/t9c53gz59,"Sala, George Augustus,",The strange adventures of Captain Dangerous,1863,m,,64.6898647530502
uiuo.ark:/13960/t4sj2431s,"Oliphant,",Kirsteen,1890,f,high_female,64.68815575645698
mdp.39015010487109,"Cooper, William,",Scenes from married life / | $c: by William Cooper [pseud.],1961,m,mixed,64.67938316293531
uiuo.ark:/13960/t7mp5p551,"Norris, W. E.",The Countess Radna,1893,f,mixed,64.66468992492587
uc1.$b389751,"Goolden, Barbara,",The snare.,1970,f,mixed,64.63497398442297
inu.32000006468898,"Woolf, Virginia,",The years | $c: [by] Virginia Woolf.,1937,f,high_female,64.623166162316
uc2.ark:/13960/t1td9v90f,"Richards, Grant,",Bittersweet,1915,m,,64.62220549861348
uc2.ark:/13960/t87h1gw05,"Lytton, Edward Bulwer Lytton,","Harold, the last of the Saxon kings;",1848,m,,64.61794639195755
wu.89005052147,"Horniman, Roy,",Israel Rank;,1907,m,,64.59907805199285
wu.89006961346,"Richards, Grant,",Double life,1920,m,high_female,64.59679099812462
mdp.39015016435300,"Kee, Robert.",A sign of the times.,1955,m,,64.58322849042995
uc1.b4973448,"Allbeury, Ted.",The choice / | $c: Ted Allbeury.,1986,m,,64.54258291823594
uc2.ark:/13960/t1hh6dj28,"A. L. O. E.,",The rambles of a rat,1864,f,high_male,64.53868287304704
mdp.39015047458396,"Newman, Robert,",Manners / | $c: Robert Newman.,1998,m,,64.5066165358104
uc1.$b105031,"Royde-Smith, Naomi Gwladys.",Love and a birdcage.,1960,f,high_female,64.50318215698641
mdp.39015063550092,"Gooch, Richard Heathoote,",An old man-of-war's-man's yarn,1870,m,high_male,64.49532408900355
uc1.b3912189,"Hockney, David.",David Hockney looking at pictures in a book at the National Gallery 1 July-31 August 1981.,1981,m,high_male,64.4883920894239
inu.32000002543405,"Thomas, Dylan,",Selected writings [of] Dylan Thomas; | $c: edited by J. P. Harries.,1970,m,mixed,64.48641179180102
njp.32101072857822,,Holiday stories from Belgravia,1881,u,,64.48362720403023
uiuo.ark:/13960/t1kh1742j,Oliphant,Phoebe junior,1876,f,,64.47972918513742
uiuo.ark:/13960/t58d0d94q,,Eustace Fitz-Richard,1826,u,,64.47026928735556
njp.32101063693798,"Pardoe,",The rival beauties,1848,f,high_female,64.45414634739569
mdp.39076005056051,"Doyle, Adrian Conan,",The exploits of Sherlock Holmes / | $c: by Adrian Conan Doyle and John Dickson Carr.,1954,m,high_male,64.441538257425
inu.32000009368053,"Trollope, Anthony,",Framley parsonage,1882,m,high_female,64.43771972038924
uiuo.ark:/13960/t6b28cj6w,Author of Cynthia.,Lemuel,1883,u,mixed,64.405324173465
uc1.l0061274726,"Mayo, Isabella Fyvie,",Premiums paid to experience;,1872,f,,64.38955681875346
mdp.39015024086392,"Harnett, Cynthia.",The wool-pack / | $c: written and illustrated by Cynthia Harnett.,1951,f,high_male,64.37736842875327
mdp.39015010464710,"Waugh, Auberon.","A bed of flowers; | or, As you like it.",1972,u,,64.3422118189987
uc1.b3322710,"Ainsworth, William Harrison,",Auriol,1890,m,high_male,64.33074580777973
uc1.$b242447,"Dickens, Monica,",Joy and Josephine / | $c: Monica Dickens.,1948,f,high_female,64.30454633142563
mdp.39015048931599,,Suspect device : | a reader in hard-edged fiction / | $c: edited by Stewart Home.,1998,u,,64.2756138321121
inu.30000035546377,"Perriam, Wendy,",Born of woman / | $c: Wendy Perriam.,1993,f,high_female,64.2623677358595
nyp.33433074932397,"Banim, John,",The Anglo-Irish of the nineteenth century,1828,m,,64.23249307716463
mdp.39015050483307,"Sillitoe, Alan,",Birthday / | $c: Alan Sillitoe.,2001,m,,64.20581907476036
mdp.39015025180459,"Smith, Iain Crichton,",An honourable death / | $c: Iain Crichton Smith.,1992,u,high_male,64.2008774119913
inu.30000006633014,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,,64.200608017523
mdp.39015028106451,"(Alan Alexander), Milne, A. A.",Once a week. | $c: by A. A. Milne ...,1928,m,,64.19386547373067
uc2.ark:/13960/t6542pz1f,"Buchanan, Robert Williams,",The new Abelard,1884,m,,64.17496662901735
mdp.39015005021566,"Orwell, George,",A clergyman's daughter.,1960,m,high_female,64.14139614438942
uc1.b3581529,"Marsh, Richard,",Tom Ossington's ghost,1898,m,,64.1206093021801
uc1.b3473154,"Pryce-Jones, David,",The England commune / | $c: David Pryce-Jones.,1975,m,,64.1050800005233
