htid,author,title,year,authgender,female_category,urban_others
mdp.39015060032169,"Green, Angela.",The colour of water / | $c: Angela Green.,2003,f,high_female,47.87826430883562
inu.30000063818730,"Val Baker, Denys,",Writing today. | $c: Ed. by D. Val Baker. | $n: 2.,1945,m,mixed,47.87812840043526
nyp.33433003971110,"Balzac, Honoré de,",A harlot's progress =,1896,m,high_male,47.86934484700582
uiuo.ark:/13960/t2x354s13,"Ouida,",Friendship,1878,f,high_female,47.86542976318009
mdp.39015073668447,"Moore, Charlotte,",Grandmother's footsteps / | $c: Charlotte Moore.,2008,f,mixed,47.864182938860836
uc2.ark:/13960/t1kh0kw82,"Burke, Thomas,",Whispering windows;,1921,m,,47.86139340469999
mdp.39015010916305,"Mackenzie, Compton, Sir,","The west wind of love, | being volume three of ""The four winds of love.""",1949,m,,47.86130856362895
nyp.33433074959812,"De Quincey, Thomas,",Klosterheim,1832,m,high_female,47.849105530430485
uc1.32106015061093,"Garmendia, Salvador",Memories of Altagracia / | $c: Salvador Garmendia ; translated from the Spanish by Jeremy Munday ; with an introduction by Fernando Ainsa,1998,m,high_male,47.83773440489858
uc1.b3810601,"Collier, John,",Pictures in the fire / | $c: John Collier.,1958,m,mixed,47.8369129245526
inu.30000087891242,"Kazantzis, Judith.",Of love and terror / | $c: Judith Kazantzis.,2002,f,high_female,47.834933780744656
inu.39000003999773,"Percha, Igor von.",Prayer for an assassin / | $c: Igor Sentjurc ; translated by Cornelia Schaeffer.,1960,m,high_male,47.83477306620895
uc1.b3435509,"Christopher, John,",The world in winter / | $c: by John Christopher.,1962,m,,47.83440598364933
uiuo.ark:/13960/t5j96p68b,"Maberly,",The love-match,1841,f,high_female,47.82766734900805
mdp.39015023968418,"Xiao, Qian,","The spinners of silk, | $c: by Hsiao Ch'ien.",1946,u,mixed,47.82400765184122
uc2.ark:/13960/t1xd0w07q,"Craik, Dinah Maria Mulock,",The head of the family,1852,f,,47.81919311403619
mdp.39015038528884,"Healy, Dermot,",The bend for home / | $c: Dermot Healy.,1996,m,,47.816672681342475
mdp.39015003875179,"Wittlin, Józef,","Salt of the earth,",1939,u,high_male,47.79555208739758
inu.39000000674551,"MacCarthy, Mary,",A pier and a band. | $c: With an introductory appreciation by David Garnett.,1950,f,,47.79353194201052
uiuo.ark:/13960/t0ms43w0q,,Modern French life,1842,f,mixed,47.792412251725445
mdp.39015048708161,"Catto, Max,",The devil at four o'clock.,1972,m,high_male,47.778308647873864
mdp.39015049864096,"Katiyo, Wilson.",Going to heaven / | $c: Wilson Katiyo.,1982,m,,47.768737672583825
mdp.39015043101347,"Barnes, Julian.","England, England / | $c: Julian Barnes.",1998,m,mixed,47.756888200150094
mdp.39015058118558,,Going the distance / | $c: edited by Alan Beard.,2003,u,mixed,47.75648346172214
mdp.39015032817689,"Cooper, Fiona,",Jay loves Lucy / | $c: Fiona Cooper.,1991,f,,47.75001910000764
uc1.32106017607919,"Kidd, John",A light in the darkness / | $c: John Kidd,2004,m,,47.737955346651
mdp.39015073446208,"Lucas, Barbara,",The trembling of the sea / | $c: by Barbara Lucas.,1936,f,,47.7326968973747
njp.32101072859349,"Gide, André,",Prometheus illbound,1919,u,high_female,47.7326968973747
uc1.$b163917,"Hughes, T. Rowland (Thomas Rowland),","Out of their night : | the Welsh novel""Chwalfa"" / | $c: translated into English by Richard Ruck.",1954,m,,47.72979727853374
mdp.39015050246019,"Broady, Bill.",Swimmer / | $c: Bill Broady.,2000,m,mixed,47.72842526026907
mdp.39015060606376,"Griffiths, Niall,",Wreckage / | $c: Niall Griffiths.,2005,m,high_male,47.71044099628075
mdp.39015041310460,"Benson, E.F.",The relentless city,1903,u,,47.7068374409729
uc1.32106018078581,"Beaumont, Sebastian,",On the edge,1991,m,,47.706037722676655
mdp.39015048886645,"Leitch, Maurice,",Chinese whispers / | $c: Maurice Leitch ; with illustrations by Sam Hunter.,1987,m,high_male,47.70578541070344
uc1.32106001599833,"Bunin, Ivan Alekseevich,","Fifteen tales,",1924,m,mixed,47.701445073188985
uc2.ark:/13960/t6930px2m,"Harte, Bret,","The hoodlum band, and other stories",1878,m,,47.70082045411181
uc1.$b287626,,Modern English Short stories / | $c: selected by Phyllis M. Jones.,1939,u,mixed,47.699420268584426
uc1.32106017126498,"Ulit͡skai͡a, Li͡udmila",Sonechka and other stories / | $c: Ludmila Ulitskaya,1998,u,,47.69692014172799
mdp.39015002235896,"O'Faoláin, Seán,",And again : | a novel / | $c: by Seán O'Faoláin.,1979,m,,47.69226388770252
uc1.32106007606244,,The Penguin world omnibus of science fiction : | an anthology / | $c: edited by Brian Aldiss and Sam J. Lundwall.,1986,u,high_male,47.68497154283956
nyp.33433076087919,"Irving, Washington,",Tales of a traveller,1824,m,,47.68409928602727
uiuo.ark:/13960/t7tm7kd9s,"Dillwyn, E. A.",Jill,1884,f,high_female,47.680350927382825
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,47.66974401347465
pst.000020684839,,Wave me goodbye : | stories of the Second World War / | $c: edited by Anne Boston.,1988,u,,47.66933614949104
mdp.39015064708236,"King, Francis Henry,",The sunlight on the garden / | $c: Francis King.,2005,m,mixed,47.66505636070853
uiuo.ark:/13960/t7xk8tj3j,"Lennox, William Pitt,",The tuft-hunter,1843,m,mixed,47.65308553728854
mdp.39015003673079,,Where monsoons meet : | the story of Malaya in the form of an anthology / | $c: edited by Donald Moore.,1956,u,high_male,47.65112801722013
uiuo.ark:/13960/t2n593h86,"Mongredien, Augustus,",Frank Allerton,1878,m,,47.64677854836148
uc1.32106014290040,"Cadigan, Pat",Fools,1994,u,mixed,47.63231448112233
mdp.39015062842300,"Drewe, Robert,",Grace / | $c: Robert Drewe.,2005,m,,47.63150029886432
mdp.39015077115619,"Henley-Einion, Josie.",Silence / | $c: Josie Henley-Einion.,2008,f,high_female,47.62556452716573
nyp.33433074940713,"Blagden, Isa,",The cost of a secret,1863,u,high_female,47.62501566612357
uc1.b4948463,"Acton, Harold,","The soul's gymnasium, and other stories / | $c: by Harold Acton.",1982,m,mixed,47.62471722824146
wu.89035702588,"Rugarli, Giampaolo,",The Crux / | $c: Giampaolo Rugarli ; translated from the Italian by N. S. Thompson.,1990,u,,47.62291940111275
pst.000024683296,"Blackburn, Julia.",The book of colour : | a fiction / | $c: Julia Blackburn.,1995,f,high_male,47.61678015332603
uc1.b2801278,"Klein-Haparash, Jacob,",He who flees the lion. | $c: Translated from the German by Richard and Clara Winston.,1963,m,mixed,47.61394947850047
mdp.39015014459336,"Jones, Phyllis Mand,","English short stories, 1888-1937; | $c: selected by Phyllis M. Jones. -",1973,f,mixed,47.60300558053696
nyp.33433076022619,"Stanley, Caroline Abbot,",A modern Madonna,1906,f,high_female,47.59779860181467
mdp.39015034512577,"Lagesse, Marcelle.",Isabelle / | $c: Marcelle Lagesse ; translated by James Kirkup with a preface by Anthony Blond.,1995,f,,47.596382674916704
uiuo.ark:/13960/t2q536v3v,"Richards, Alfred Bate,",So very human,1873,m,mixed,47.59506942672084
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,47.59487244574184
uc1.$b300332,"Gaye, Phoebe Fenwick,","The good Sir John; | being an account of the rise and fall of Sir John Falstaff, knight, 1343-1413.",1930,f,high_male,47.59134895034636
mdp.39015008957238,"Jameson, Storm,",The lovely ship.,1927,f,high_female,47.59038674187814
nyp.33433074940184,"Boothby, Guy Newell,",The lust of hate,1898,m,mixed,47.580000202468085
mdp.49015001218206,"Wyndham, John,",Trouble with lichen | $c: [by] John Wyndham.,1965,m,high_female,47.56213566184541
dul1.ark:/13960/t3902vm2j,"Gore,","Stokeshill Place, or, The man of business",1837,f,high_female,47.551117451260104
dul1.ark:/13960/t7gq7p55w,"Morgan,",Florence Macarthy,1818,f,mixed,47.544523465203355
mdp.39015060123430,"Sharpe, Tom,",Wilt in nowhere / | $c: Tom Sharpe.,2004,m,,47.54013745891174
mdp.39015020716190,"Coast, John",Railroad of death. | $c: Cover designed by J. Strickland Goodall.,1947,m,high_male,47.5376275656901
mdp.39015077638164,"Marston, Edward.",Murder on the Brighton Express / | $c: Edward Marston.,2008,m,,47.5184260279651
uc2.ark:/13960/t5cc0zx3h,"Young, Francis Brett,",The Red knight,1921,m,,47.51357281105669
uc1.$b164875,"Bacchelli, Riccardo,",Love town. | $c: Translated by Orlo Williams.,1930,m,mixed,47.51035415870524
mdp.39015005349884,"Mphahlele, Es'kia,",Chirundu / | $c: Es'kia Mphahlele.,1979,u,mixed,47.508253036264634
uiuo.ark:/13960/t6640725w,"Clayton, Ellen C.",Cruel fortune,1865,f,high_female,47.503202867466065
uc2.ark:/13960/t3dz05x5k,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,47.4987835677379
mdp.39015062688323,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,47.4885483344381
mdp.39015046480664,"Brookner, Anita.",Falling slowly / | $c: Anita Brookner.,1998,f,high_female,47.479623328321594
uiuo.ark:/13960/t9183kc4c,"Burrard, W. Dutton",A great platonic friendship,1887,u,high_female,47.46415758100317
uiuo.ark:/13960/t5v69r49n,"Belfast, Frederick Richard Chichester,",Wealth and labour,1853,m,,47.45601844005288
nyp.33433074955455,,The Metropolis,1822,u,mixed,47.448646725054864
mdp.39015056209573,"Kennedy, A. L.",Indelible acts / | $c: A.L. Kennedy.,2002,u,,47.438992060945154
uiuo.ark:/13960/t4fn1pf0z,"Lennox, William Pitt,","Compton Audley; or, Hands not hearts",1841,m,,47.4342388960759
mdp.39015035025512,"Gilchrist, Donald,",Castle Commando.,1960,m,high_male,47.43292983721018
uiuo.ark:/13960/t3223k548,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,47.42401379607674
mdp.39015005554137,"Wain, John.","Living in the present, | a novel.",1955,m,high_male,47.4234661472668
mdp.39015015364667,"Aragon,",Passengers of destiny. | $c: Translated by Hannah Josephson.,1947,u,,47.42294784286386
inu.30000113547149,"Blandy, Mary.",Razor edge: | the story of a youth club.,1967,f,mixed,47.42160236378449
mdp.39015011535955,"Williamson, Henry,",The phoenix generation.,1965,m,mixed,47.41376961267855
mdp.39015031306197,"Warner, Sylvia Townsend,","Winter in the air, and other stories.",1955,f,,47.401641593693085
wu.89003212529,"New Car,",John Roxenburgh;,1912,u,,47.396463243225575
inu.39000002740525,"Green, Henry,",Loving ; Living ; Party going / | $c: [by] Henry Green ; with an introduction by John Updike.,1978,m,mixed,47.39147749900438
mdp.39015032519186,"Mendoza, Eduardo,",The year of the flood / | $c: Edwardo Mendoza ; translated from the Spanish by Nick Caistor.,1995,m,high_female,47.39030222088189
uc1.$b96,"Cornelisen, Ann,",Torregreca: | a world in Southern Italy; | $c: illustrated with photographs by the author.,1969,f,,47.38523378076977
mdp.39015060827642,"O'Farrell, John.",May contain nuts / | $c: John O'Farrell.,2005,m,,47.37961709533939
njp.32101067630267,"Boyd, Archibald,","The Duchess; or, Woman's love and woman's hate",1850,m,,47.37346439991817
uiuo.ark:/13960/t9t15kv25,"Ollier, Charles,",Ferrers,1842,m,,47.37246189783883
mdp.39015018902281,"Wesley, Mary,",A sensible life / | $c: Mary Wesley.,1990,f,high_female,47.371259492471616
mdp.39015073951520,,Bedford Square 3 : | new writing from the Royal Holloway Creative Writing Programme / | $c: foreword by Andrew Motion.,2008,u,,47.36830509594836
wu.89016085169,"Haag, Lina.",How long the night; | $c: tr. by E. W. Dickes and Arnold Bender.,1948,f,,47.36678092863821
njp.32101066122258,"Birmingham, George A.,",Benedict Kavanagh,1907,m,,47.364045856129295
uc1.$b240875,"Golding, Louis,",Mr. Hurricane / | $c: Louis Golding.,1957,m,mixed,47.358536784518655
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,47.35272662119098
uc1.$b137820,"Lauring, Palle.",The Roman / | $c: Palle Lauring ; translated from the Danish by Reginald Spink.,1956,u,high_female,47.33417930589965
uiuo.ark:/13960/t3ws92630,"Fitzgerald, Percy Hetherington,",The second Mrs. Tillotson,1866,m,,47.32116063802775
mdp.39015059791692,"Fraser, James Baillie,",The Persian adventurer,1830,m,high_male,47.31164707614021
dul1.ark:/13960/t7mp5q31m,"Dickberry, F.",The storm of London,1904,m,mixed,47.30760588033541
mdp.39015035762692,"Sholokhov, Mikhail Aleksandrovich,","And quiet flows the Don, | $c: by Mikhail Sholokhov, translated from the Russian by Stephen Garry.",1934,m,,47.294935329316694
inu.30000087058669,"Booth, Stephen,",One last breath / | $c: Stephen Booth.,2004,m,,47.29263887226999
uc2.ark:/13960/t49p2zb2c,"Schwann, Duncan,",The book of a bachelor,1910,m,,47.290847469501784
wu.89098017916,"Cummins, Maria S.",Mabel Vaughan,1857,f,high_female,47.283148864721944
mdp.39015056091096,"Matheson, Sylvia A.",Time off to dig; | archaeology and adventure in remote Afghanistan.,1961,f,high_male,47.28012630548027
mdp.39015040339635,,"The Vintage book of Indian writing, 1947-1997 / | $c: edited by Salman Rushdie and Elizabeth West.",1997,u,,47.27361643165702
inu.30000114176047,"Apter, T. E.",Silken lines and silver hooks / | $c: [by] T. E. Apter.,1976,u,high_female,47.255863023935646
mdp.39015020732668,"Rushdie, Salman.",Midnight's children : | a novel / | $c: by Salman Rushdie.,1981,m,,47.25288886979681
uiuo.ark:/13960/t57d3dn41,"Braddon, M. E.",The day will come,1889,f,,47.2488295176324
uc1.$b245257,"Walpole, Hugh, Sir,","Farthing Hall, | $c: by Hugh Walpole and J. B. Priestley.",1929,m,high_female,47.24546505700538
mdp.39015013446383,"Pedretti, Erica.",Stones / | $c: by Erika Pedretti ; translated by Judith Black.,1982,f,high_male,47.23894427015831
inu.32000003235852,"Mann, Thomas,",Mario and the magician / | $c: Thomas Mann ; [translated from the German by H. T. Lowe-Porter].,1930,m,high_male,47.23888705182106
umn.31951002046636y,"Onions, Oliver,",Little Devil Doubt / | $c: by Oliver Onions.,1929,m,high_male,47.23854665406972
mdp.39015041787584,"Kent-Payne, Vaughan,",Bosnia warriors : | living on the front line / | $c: Vaughan Kent-Payne.,1998,m,high_male,47.23583932902066
mdp.39015038101674,"Voĭnovich, Vladimir,",In plain Russian : | stories / | $c: Vladimir Voinovich ; translated by Richard Lourie.,1979,m,high_male,47.2304088264188
uiuo.ark:/13960/t9j39g25s,"Hewlett, J.",Dunster Castle,1846,m,high_male,47.23009390453964
uiuo.ark:/13960/t9k36f70c,"Steinman, Emma C. C.",Our little gipsy,1881,f,,47.22961048000199
mdp.39015084102659,"Pullinger, Kate.",The mistress of nothing / | $c: Kate Pullinger.,2009,f,,47.227732124303394
uiuo.ark:/13960/t3223hf8z,"Braddon, M. E.",All along the river,1893,f,,47.222017265550065
mdp.39015021998029,"Tournier, Michel.",The midnight love feast / | $c: by Michel Tournier ; translated from the French by Barbara Wright.,1991,m,,47.218068780986854
inu.39000002715360,"Davidson, Basil,",The rapids : | a novel / | $c: by Basil Davidson.,1955,m,mixed,47.20362244095176
uc2.ark:/13960/t5bc3w436,"Campbell, R. W.",John Brown,1919,u,,47.20098178042103
inu.32000002538702,"Thompson, Edward John,",An Indian day.,1928,m,,47.193967205213426
mdp.39015080887147,"Welsh, Irvine.",Reheated cabbage : | tales of chemical degeneration / | $c: Irvine Welsh.,2009,m,,47.1859986273164
mdp.39015028358391,"Kossak, Zofia,","The blaze; | reminiscences of Volhynia, 1917-1919, | $c: by Sophia Kossak; translated from the original Polish.",1927,f,,47.17652923164566
uc1.$b662448,"Emelʹi︠a︡nova, N. (Nina),",The surgeon. | $c: Translated by J. Fineberg.,1945,f,high_male,47.17066710208821
mdp.39015082679245,"Yassin-Kassab, Robin.",The road from Damascus / | $c: Robin Yassin-Kassab.,2008,f,,47.17049594333735
uc2.ark:/13960/t2s46m716,"Blaker, Richard.",The voice in the wilderness,1922,m,high_female,47.15414757255761
inu.30000111567495,"Peltz, Daniel.",Daffodils before swallows / | $c: Daniel Peltz.,2007,m,mixed,47.15332146370414
inu.30000114449469,"O'Hara, John,",Ourselves to know / | $c: John O'Hara.,1960,m,,47.151766411928506
uc1.b4510026,"Sykes, John.",Caïque; | a portrait of Greek islanders. | $c: With decorations by Margaret Eastoe.,1965,m,high_male,47.134121382766274
uc2.ark:/13960/t4kk9993n,"Besant, Walter,","Uncle Jack, etc",1887,m,,47.11946226115722
uiuo.ark:/13960/t5db8jf6q,"Lever, Charles James,",The Dodd family abroad,1859,m,mixed,47.113169279915425
uc2.ark:/13960/t80k28q48,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,47.105044248674545
uiuo.ark:/13960/t5n87j86k,"Black, William,","Stand fast, Craig-Royston!",1890,m,,47.10113899117924
njp.32101065192492,"Oliphant,",Brownlows,1868,f,,47.092876340998366
mdp.39015038904747,"Kundera, Milan.",The joke. | $c: Translated by David Hamblyn and Oliver Stallybrass.,1969,m,,47.090832984512346
uc1.b4948512,"Boylan, Clare.",Last resorts / | $c: Clare Boylan.,1984,f,high_female,47.07016899338721
uc1.$b792510,"Beaty, David.","The proving flight, | a novel.",1956,m,,47.063335047368376
mdp.39015061139047,"MacEnulty, Pat.",The language of sharks : | stories / | $c: by Pat MacEnulty.,2004,u,high_female,47.05463424559976
uc1.$b794336,"Brophy, John,","The rocky road, | a novel",1932,m,high_male,47.05123207011978
mdp.39015057639034,"Beirne, Gerard,",The eskimo in the net / | $c: by Gerard Beirne.,2003,m,,47.0382689917011
uiuo.ark:/13960/t7fr0jc3b,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,47.03484498099009
uc2.ark:/13960/t39023x3z,"Ouida,",Pascarel,1873,f,mixed,47.02701113952326
mdp.39015070756146,"Aldiss, Brian Wilson,",Harm / | $c: Brian W. Aldiss.,2007,m,,47.02302745314985
nyp.33433074868997,,Hyde Nugent,1827,u,mixed,47.02194357366771
wu.89082441312,"White, Graham,","""The long road to the sky"" : | night fighter over Germany  / | $c: Graham White.",2006,m,high_male,47.01847549507689
mdp.39015068639692,"Thackeray, William Makepeace,",The Yellowplush correspondence;,1911,m,,47.0076447178147
uc1.b4091384,"Lawrence, D. H.",The lost girl,1920,m,high_female,46.99993537508886
uc1.$b302067,"Morton, H. V. (Henry Vollam),","I, James Blunt, | $c: by H.V. Morton.",1942,m,,46.99248120300752
inu.30000041996913,,The Dedalus book of Portuguese fantasy / | $c: edited by Eugňio Lisboa & Helder Macedo ; translated by Margaret Jull Costa.,1995,u,mixed,46.990357940015
mdp.39015006100492,,A Book of railway journeys / | $c: compiled by Ludovic Kennedy.,1981,u,,46.98867410924056
uiuo.ark:/13960/t5h99rj8g,"Delorme, Charles.",The pedlar,1857,m,mixed,46.98348617467416
