htid,author,title,year,authgender,female_category,urban_generics
uc1.b3468424,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,290.5056056045558
wu.89080350002,"Enquist, Anna.",The secret / | $c: Anna Enquist ; translated by Jeannette K. Ringold.,2000,f,high_female,290.3888377363836
mdp.39015054174043,"Ambler, Eric,",The night-comers.,1956,m,mixed,290.35835181510447
mdp.39015005910743,"Manning, Olivia.",The great fortune.,1960,f,,290.0744103922311
uc1.$b299687,"Brennan, Frederick Hazlitt.","God got one vote, | $c: by Frederick Hazlitt Brennan.",1928,m,mixed,290.07313876199265
mdp.39015014449899,"Endō, Shūsaku,",Scandal / | $c: Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1988,m,high_male,289.98956037582644
wu.89001126705,"Howarth, David Armine,",A near run thing: | the day of Waterloo | $c: [by] David Howarth.,1968,m,high_male,289.85880655467383
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,289.6953475556955
mdp.39015016915939,"Borden, Mary.","The forbidden zone, | $c: by Mary Borden.",1929,f,high_male,289.6222741433022
mdp.39015054153757,"King, Martin.",The estate : | a novel / | $c: Martin King.,2001,m,,289.5467706671394
mdp.39015031693701,"Williams-Ellis, Clough, Sir,",The adventure of building : | being something about architecture and planning for intelligent young citizens and their backward elders / | $c: by Clough Williams-Ellis; with drawings by Geoffrey Robson.,1946,u,,289.41516959023045
uc1.b3752270,"Simenon, Georges,",The train. | $c: Translated from the French by Robert Baldick.,1964,m,high_female,289.3652972858802
mdp.39015053497080,"Moggach, Deborah.",Final demand / | $c: Deborah Moggach.,2001,f,high_female,289.24114056663933
uc1.32106008371111,"Loest, Erich.",The monument / | $c: Erich Loest ; translated from the German by Ian Mitchell.,1987,m,mixed,289.2183471298684
uc2.ark:/13960/t2q52jk6g,"Wood, Eric Erskine.",A bachelor in Japan,1916,m,high_female,289.14269191846176
wu.89100091537,"McDougall, Grace.",Nursing adventures;,1917,f,high_male,289.1274626263532
mdp.39015049677266,"Lane, Joel,",From blue to black / | $c: Joel Lane.,2000,m,high_male,288.89806025588115
mdp.39015077113697,"Ó Muirí, Pól,",Milltown : | a Belfast novella / | $c: Pól Ó Muirí.,2007,u,high_male,288.8557584793142
mdp.39015009385637,"Pasolini, Pier Paolo,",A violent life; | $c: translated from the Italian by William Weaver.,1968,m,high_male,288.8322923039711
mdp.39015045695924,"Gébler, Carlo,",W9 & other lives / | $c: Carlo Gébler.,1998,m,,288.66057694133735
mdp.39015037444844,"Palin, Michael.",Hemingway's chair / | $c: Michael Palin.,1995,m,mixed,288.62358841872623
wu.89101029130,"Freeman, Gwendolen.",When you are old.,1951,f,high_female,288.5617335078954
mdp.39015024775598,"Dickens, Monica,",Scarred / | $c: Monica Dickens.,1991,f,,288.36832611389934
uc1.b4451122,"McEwen, Todd.",McX / | $c: Todd McEwen.,1990,m,high_female,288.3013710331867
mdp.39015031228250,"Dawson, Jennifer.",A field of scarlet poppies / | $c: [by] Jennifer Dawson.,1979,f,,288.23935777412515
mdp.39015060668954,,Urban Welsh : | new short fiction / | $c: edited by Lewis Davies.,2005,u,mixed,288.20281316551257
mdp.39015078786285,"Drayson, Nicholas.",A guide to the birds of East Africa : | a novel / | $c: Nicholas Drayson.,2009,m,high_male,287.9948541020993
mdp.39015078812198,"Owen, Charlie,",Bravo jubilee / | $c: Charlie Owen.,2008,m,high_male,287.9685130353145
mdp.39015032980438,"Spence, Vanessa,",The roads are down / | $c: Vanessa Spence.,1993,f,,287.9142952795447
uc1.b4315608,"Phillips, Margaret Mann.","Within the city wall; | a memoir of childhood,",1943,f,,287.7585938715197
mdp.39015063276797,,Underwords : | the hidden city / | $c: edited by Maggie Hamand.,2005,u,mixed,287.6687126825108
mdp.39015032437587,"Mason, Simon,",Death of a fantasist / | $c: Simon Mason.,1994,m,high_male,287.5830300562441
uc1.32106011414254,"Simenon, Georges,",Maigret's failure / | $c: Georges Simenon ; translated from the French by Daphne Woodward,1962,m,,287.5771079841064
mdp.39015073645510,"Ní Dhuibhne, Éilís,","Fox, swallow, scarecrow / | $c: Éilís Ní Dhuibhne.",2007,u,high_female,287.427653153212
pst.000049507164,"Atkins, Marc.","Thirteen / | $c: Marc Atkins ; texts, Toby Litt ... [et al.].",2002,m,high_female,287.32496817603203
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,287.20119199291713
uc1.$b236083,"Comfort, Alex,",No such liberty / | $c: by Alex Comfort.,1941,m,mixed,287.1559256676375
mdp.39015078783472,"Lee, Tom,",Greenfly / | $c: Tom Lee.,2009,m,mixed,287.14637668847166
inu.30000110447988,"Beauchamp, Michelle.",On the streets : | a journey through London with the young homeless / | $c: Michelle Beauchamp ; photographs by Glynn Griffiths.,1989,f,,287.06873847774557
mdp.39015048915105,"Ackroyd, Peter,",The Plato papers : | a novel / | $c: Peter Ackroyd,1999,m,high_male,286.91597926379967
uc1.$b597568,"Deval, Jacques,","Chérie, | $c: by Jacques Deval ...",1932,m,high_female,286.8598624376569
mdp.39015004932466,"Maugham, W. Somerset (William Somerset),",On a Chinese screen.,1953,m,high_male,286.84721167636883
uc1.b4078906,"Święcicki, Marek.","With the Red devils at Arnhem, | $c: by Marek Świe̜ciciki.",1945,u,high_male,286.78974726653524
uc1.b4974557,"Phillips, Caryl.",A state of independence / | $c: Caryl Phillips.,1986,f,high_male,286.7602196461257
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,286.6759665715346
mdp.39015013328771,"Holtby, Winifred,","Mandoa, Mandoa! | A comedy of irrelevance.",1971,f,,286.5198605907922
wu.89004098703,"Thackeray, William Makepeace,",The Irish sketch-book,1845,m,high_male,286.42306724350755
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,,286.3912991595779
uc1.$b289587,"Körmendi, Ferenc,",Escape to life. | $c: Translated from the Hungarian by E.I. Holt and M.L. Elting.,1933,u,mixed,286.09136191408743
inu.39000002220668,"Leonard, Elmore,",The hunted / | Elmore Leonard.,1978,m,high_male,286.01081289824293
mdp.39015013294858,"Sergeant, Harriet.",Between the lines : | conversations in South Africa.,1984,f,,285.78008541998156
mdp.39015041920052,"O'Grady, Timothy.","I could read the sky : | a novel / | $c: Timothy O'Grady, Steve Pyke ; with a preface by John Berger.",1997,m,mixed,285.7759085517093
mdp.39015026859036,"Tāmir, Zakarīyā.",Tigers on the tenth day and other stories / | $c: Zakaria Tamer ; translated by Denys Johnson-Davies.,1985,u,mixed,285.59889222247864
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,285.5842059517404
nyp.33433074959812,"De Quincey, Thomas,",Klosterheim,1832,m,high_female,285.5511136493432
mdp.39015010224478,"Callaghan, Morley,",Stories . | $c: Morley Callaghan.,1962,m,,285.22663489845246
mdp.39015033283964,"Simenon, Georges,",The glass cage; | $c: translated from the French by Antonia White. -,1973,m,mixed,285.11689792815054
uc1.32106011994172,"Binchy, Maeve.",London Transports / | $c: Maeve Binchy.,1983,f,high_female,284.92725362311984
mdp.39015061210426,"Hayles, David L.,",Cannon fodder / | $c: David L. Hayles.,2005,m,high_male,284.846183061147
mdp.39015009352967,"Ekwensi, Cyprian.",Beautiful feathers.,1963,m,high_male,284.7380410022779
mdp.39015032980768,"Craig, Christine,",Mint tea : | and other stories / | $c: Christine Craig.,1993,f,high_female,284.3495902490455
mdp.39015002347378,"Trevor, Elleston.","The 9th directive,",1966,m,high_male,284.3148657904599
mdp.39015077136367,"Lake, Carol.",Wendy and her year of wonders / | $c: Carol Lake.,2008,f,high_female,284.2653845478952
mdp.39015038126010,"Anthony, Michael,",In the heat of the day / | $c: Michael Anthony.,1996,m,mixed,284.2599325708997
mdp.39015031241113,"Jacobson, Dan.",The wonder-worker; | a novel.,1973,m,,284.079928883392
uc2.ark:/13960/t4th8dq0x,"Childe, Wilfred Rowland,",Dream English,1917,m,high_female,284.0774584536717
uc1.b3472632,"Brown, George Mackay.",Time in a red coat / | $c: George Mackay Brown.,1984,m,mixed,283.9444691985777
mdp.39015001044786,"Howard, Clark.",The zebra killings / | $c: Clark Howard.,1979,m,high_male,283.9218113854432
inu.39000000965470,"Sharp, Colin Ainsworth.",Border line / | $c: Colin Ainsworth Sharp.,1984,m,,283.8650326904754
mdp.39015011812420,"Hoban, Russell.",Turtle diary / | $c: Russell Hoban.,1975,m,,283.8131878527956
uc1.$b245317,"(Victor Sawdon), Pritchett, V. S.","The Spanish virgin, and other stories,",1930,u,mixed,283.7948999177406
uc1.32106012839574,"Davison, Philip,",The crooked man / | $c: Philip Davison,1997,m,mixed,283.7868517497486
uc1.32106014720913,"Magrs, Paul,",Could it be magic? / | $c: Paul Magrs,1997,m,high_female,283.7824683833384
mdp.39015081814736,"Green, Leonard.",The youthful lover and other prose studies,1919,m,high_male,283.7454398054317
mdp.39015018631278,"Ahearn, Daniel.","The confessions of a gunman, | $c: by Danny Ahearn; with a preface by Richard Church.",1930,m,high_male,283.6652459159478
mdp.39015030159027,"Aveline, Claude,",The passenger on the U; | $c: translated by Mervyn Savill.,1968,m,,283.63826163397613
uc1.$b284277,"Buck, Pearl S. (Pearl Sydenstricker),",O-Lan. | From The good earth.,1958,f,high_male,283.63448836701906
mdp.39015011501684,"Desai, Anita,",Games at twilight ; and other stories / | $c: Anita Desai.,1978,f,high_male,283.52919231486663
mdp.39015014519154,"Bainbridge, Beryl,",The dressmaker.,1973,f,high_female,283.44375467334413
uc1.32106013799215,"Okri, Ben",Songs of enchantment / | $c: Ben Okri,1993,m,,283.4180614600985
uc1.32106018792025,Pepetela,"Jaime Bunda, secret agent : | story of various mysteries / | $c: Pepetela ; translated from Portuguese by Richard Bartlett",2006,u,high_male,283.2796990436477
mdp.39015037702654,,The Oxford book of travel stories / | $c: edited by Patricia Craig.,1996,u,mixed,283.2254697751591
mdp.39015011336198,"Pavese, Cesare.",The house on the hill / | $c: Cesare Pavese ; translated from the Italian by W. J. Strachan.,1956,m,mixed,283.2215639039
uc1.32106013744492,"Jordan, Neil,",Collected fiction / | $c: Neil Jordan,1997,m,,283.2046374759387
mdp.39015029986091,"Costello, Mary,",Titanic town : | memoirs of a Belfast girlhood / | $c: Mary Costello.,1993,f,,283.13396303145163
mdp.39015064869327,"Kerrigan, Gene.",The midnight choir / | $c: Gene Kerrigan.,2006,m,high_male,283.0589234325612
inu.30000086849753,"Ellis, Ron,",Single shot / | $c: Ron Ellis.,2002,m,mixed,283.05094917085074
mdp.39015011336446,"Simenon, Georges,",The fourth Simenon omnibus / | $c: Georges Simenon.,1971,m,,282.85053672753975
pst.000049849950,,The Time Out book of Paris short stories / | $c: edited by Nicholas Royle.,1999,u,,282.64195851751106
mdp.39015032919287,"Lingard, Joan.",After Colette / | $c: Joan Lingard.,1993,f,high_female,282.2086822908347
uc2.ark:/13960/t3zs2pc5m,"Alexander, Alexander,",A wayfarer's log,1919,m,,282.19082696571564
mdp.39015046485747,"Berkoff, Steven.",Graft : | tales of an actor / | $c: Steven Berkoff.,1998,m,high_male,282.093864458448
uc1.$b244994,"Mackenzie, Compton, Sir,","Figure of eight, | $c: by Compton Mackenzie.",1936,m,high_female,282.06555970387683
mdp.39015053541341,"Kennard, Coleridge, Sir, bart.,",Level crossings / | $c: by Coleridge Kennard.,1924,m,,282.0195350116935
uc1.$b389728,"Duncan, Ronald,",A kettle of fish | $c: [by] Ronald Duncan.,1971,m,mixed,281.9810515917561
uc1.$b557779,"Mackenzie, Kenneth.",Living rough / | $c: Kenneth Mackenzie.,1936,m,,281.81993527785517
uc1.$b322848,"Boden, Frederick C.",Miner / | $c: by F. C. Boden.,1932,m,high_male,281.81226967266423
inu.30000045131764,"Meena, Gladstone.",Remember death / | $c: Gladstone Meena.,1994,m,high_male,281.7493692178301
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,,281.7418437112834
dul1.ark:/13960/t9863170h,"Braddon, M. E.",Ishmael,1884,f,,281.718356768127
inu.30000082331616,"Faqīh, Aḥmad Ibrāhīm.",Who's afraid of Agatha Christie? : | and other stories / | $c: Ahmed Fagih ; translated from the Arabic.,2000,u,mixed,281.71120861587553
uc1.$b301115,"Lehmann, John,",Evil was abroad / | $c: John Lehmann.,1938,m,high_male,281.5556360522936
mdp.39015034890296,,The hurt world : | short stories of the troubles / | $c: edited by Michael Parker,1995,u,mixed,281.50282611104956
mdp.39015022266798,"Bedford, William.",All shook up / | $c: William Beford.,1992,m,mixed,281.49190710767067
uc1.32106012408750,,The hurt world : | short stories of the troubles / | $c: edited by Michael Parker,1995,u,mixed,281.35315359223733
mdp.39015045695635,"King, John,",England away / | $c: John King.,1998,m,high_male,281.1939685473488
mdp.39015013318210,"Cunninghame Graham, R. B.",Charity,1912,m,,281.1336524580199
uiuo.ark:/13960/t0cv5585s,"Robinson, F. W.",Mattie,1864,m,mixed,281.1075345558355
uc1.32106018921038,"Westlake, Donald E.",Point blank / | $c: Richard Stark.,1984,m,high_male,280.91824072797465
mdp.39015079238781,"Barrington, James.",Timebomb / | $c: James Barrington.,2008,m,high_male,280.9130394070574
uc2.ark:/13960/t51g0tc9h,"Cunninghame Graham, R. B.",Faith,1909,m,,280.86062504255466
mdp.39015053778448,"Jagendorf, Zvi,",Wolfy and the strudelbakers / | $c: by Zvi Jagendorf.,2001,m,high_male,280.833815865663
pst.000021175879,"Irwin, Robert,",The Arabian nightmare / | $c: Robert Irwin.,1987,m,,280.8186577820086
uc1.$b120399,"Pickering, Robert Easton.",In transit | $c: [by] R. E. Pickering.,1968,m,high_female,280.51486906347094
mdp.39015048891561,"Roe, Sue.","Estella, her expectations : | a novel / | $c: by Sue Roe.",1982,f,high_female,280.4972945583525
mdp.39015029868687,"Endō, Shūsaku,",The final martyrs : | stories / | $c: by Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1993,m,high_male,280.4817686850355
mdp.39015034644933,"Hrabal, Bohumil,",I served the King of England / | $c: Bohumil Hrabal ; translated by Paul Wilson.,1989,m,mixed,280.47464940668823
inu.30000110566167,"Liang, Diane Wei,",Paper butterfly / | $c: Diane Wei Liang.,2008,f,,280.41887569557025
mdp.39015015521092,"Badr, Liyānah.",A compass for the sunflower / | $c: Liana Badr ; translated from the Arabic by Catherine Cobham.,1989,u,,280.3338326556816
mdp.39015009007900,"Manning, Olivia.",The play room.,1969,f,high_female,280.3205473377467
mdp.39015014861614,"Kachingwe, Aubrey,",No easy task.,1966,m,,280.0750072122319
mdp.39015056287579,"McCann, Colum.",Dancer / | $c: Colum McCann.,2003,m,mixed,280.0176515425041
mdp.39015013248649,"Wells, H. G.",The wheels of chance,1896,m,,279.94756104222427
mdp.39015030134665,"Marchwitza, Hans.",Storm over the Ruhr / | $c: by Hans Marchwitza.,1932,m,high_male,279.9145299145299
uc1.$b240292,"Stenbok-Fermor, Aleksandr Vasīlʹevīch, Graf,","My experiences as a miner, | $c: by Count Stenbock-Fermor, translated from the German by Frances, countess of Warwick; foreword by James Maxton, M.P.",1930,u,high_male,279.7748788184391
uc1.32106002182878,"Padgett, Ron,",The adventures of Mr. and Mrs. Jim and Ron | $c: [by] Jim Dine and Ron Padgett.,1970,m,high_male,279.6847190439868
coo.31924013604990,"Deeping, Warwick,",The lame Englishman.,1928,m,high_male,279.6744037497087
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,279.6624982123846
uiuo.ark:/13960/t63491h7p,"Gilbert, William,","The inquisitor, or, The struggle in Ferrara",1870,m,,279.5685464521917
mdp.39015077129529,"Zouroudi, Anne.",The taint of Midas / | $c: by Anne Zouroudi.,2008,f,high_male,279.3581924603987
mdp.39015013095552,"Eagleton, Terry,",Saints and scholars / | $c: Terry Eagleton.,1987,m,high_male,279.297547537973
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,279.2232516816855
inu.30000055651669,"Nkhana, Miriam.",The money road / | $c: Miriam Nkhana.,1996,f,,279.1024767597741
mdp.39015080846713,,Tell-tales 4 : | [the global village] / | $c: edited by Courttia Newland and Monique Roffey.,2009,u,,278.97910702320763
uc1.32106011414064,"Simenon, Georges,",Maigret and the hundred gibbets / | $c: Georges Simenon ; translated by Tony White,1963,m,high_male,278.8752033465024
mdp.39015002757378,"Sansom, William,",A young wife's tale / | $c: by William Sansom.,1974,m,,278.8348360702572
mdp.39015017990600,"Harvey, John,",The legend of Captain Space / | $c: John Harvey.,1990,m,mixed,278.74644397540607
uc1.32106014431339,"Swinfen, Ann",The travellers / | $c: Ann Swinfen,1997,f,,278.70642245383715
mdp.39015013268829,"Anthony, Michael,",The year in San Fernando. | $c: Introd. by Paul Edwards & Kenneth Ramchand.,1970,m,high_female,278.6250973867343
uc1.b4439332,"Edwards, Page.","The mules that angels ride / | $c: Page Edwards, Jr.",1973,u,,278.59828141783026
mdp.39015030640505,"Millington, Rosemary,",The islanders: | a Hebridean experience.,1966,f,high_female,278.43255129645155
mdp.39015059449325,"Dilnot, Frank,",The adventures of a newspaper man,1913,m,,278.4163473818646
uc1.b4098088,"Anderson, Sherwood,",Alice | and The lost novel / | $c: by Sherwood Anderson.,1929,m,high_female,278.39643652561244
mdp.39015045695718,"Chamberlain, Lesley.",In a place like that / | $c: Lesley Chamberlain.,1998,u,,278.3813824940168
mdp.39015042816945,,Does the sun rise over Dagenham? : | and other stories : new writing from London : [with stories / | $c: by Nicola Barker ... et al.] ; foreword by Mark Lawson,1998,u,high_female,278.33595829033834
mdp.39015018932486,"Tindall, Gillian.",Journey of a lifetime : | and other stories / | $c: Gillian Tindall.,1990,f,,278.162047986672
