htid,author,title,year,authgender,female_category,intl_subcountry_intensity
nyp.33433074898838,"Manning, Anne,",The duchess of Trajetto,1863,f,,368.38707227222665
uc1.32106010866546,"Ballard, J. G.,",The kindness of women / | $c: J.G. Ballard.,1991,m,,368.08807821871653
mdp.39015000630858,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,368.0195655971584
mdp.39015025036651,"Croall, James.",Fourteen minutes : | the last voyage of the Empress of Ireland / | $c: James Croall.,1978,m,high_male,367.4811424150602
mdp.39015003763490,"(John Ronald Reuel), Tolkien, J. R. R.","The lord of the rings, | $c: by J. R. R. Tolkien.",1966,m,high_male,367.2570852899945
uc1.$b119734,"Coulter, Stephen,",A stranger called the blues.,1968,m,high_male,366.7517105415748
njp.32101067647576,"James, G. P. R.",Henry of Guise,1839,m,,366.734528822824
uc2.ark:/13960/t42r3qj9f,"Strang, Herbert.",Duty and danger in India / Herbert Strang,1911,m,high_male,366.6965380138644
njp.32101063606485,"Costello, Louisa Stuart,","The queen's poisoner, or, France in the sixteenth century",1841,f,mixed,366.2474730237077
uc2.ark:/13960/t7qn64k9p,"Fullerton, Georgiana,",Too strange not to be true,1864,f,high_female,366.17089860317816
mdp.39015055184561,"Rower, Ann.",Lee & Elaine / | $c: Ann Rower.,2002,f,high_female,366.1338183210491
wu.89096232657,"Le Fanu, William Richard,","Seventy years of Irish life, being anecdotes and reminiscences",1907,m,high_male,365.9728431515253
uc2.ark:/13960/t77s7xb23,"Watson, Isabella.",Old time Australian life,1922,f,mixed,365.82262374347863
uc1.b3331998,"Thackeray, William Makepeace,",Burlesques,1903,m,,365.6178236170984
mdp.39015022734522,"Stoi͡anov, Zakhari,",Zachary Stoyanoff;,1913,u,,365.30286928799165
mdp.39015063675980,"Bolger, Dermot,",The family on Paradise Pier / | $c: Dermot Bolger.,2005,m,,364.9576100121114
mdp.39015054025773,"(John Ronald Reuel), Tolkien, J. R. R.",The lord of the rings.,1954,m,high_male,364.87978704676755
njp.32101064786278,"Atherton, Gertrude Franklin Horn,",The Californians,1898,f,high_female,364.5466486455617
uc2.ark:/13960/t4fn1478h,"Warner, Anne,",Seeing France with Uncle John,1906,f,,364.476630616037
uc1.$b600760,"Ėrenburg, Ilʹi͡a,",The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.,1929,f,,364.41586280814573
mdp.39015005607919,"(John Ronald Reuel), Tolkien, J. R. R.",The lord of the rings.,1954,m,high_male,364.33467580615047
mdp.39015005321834,,The history of the damnable life and deserved death of Doctor John Faustus 1592 : | together with The second report of Faustus : containing his appearances and the deeds of Wagner : 1594 / | $c: both modernized and edited by William Rose ; with an introduction.,1925,u,high_male,364.1881638846737
wu.89094594793,"Skeat, Walter William,",Fables and folk-tales from an eastern forest,1901,m,high_male,364.1660597232338
inu.30000060919176,"Mertens, Pierre,",Shadowlight / | $c: Pierre Mertens ; translated by Edmund Jephcott.,1997,m,,364.0524931572854
uc2.ark:/13960/t9n29qj04,"Reid, Mayne,",The white chief,1855,m,high_male,364.002478314746
umn.319510020873846,"Westheimer, David.",The long bright days.,1950,m,,363.9804906457013
uc1.b3468424,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,363.9185745298948
mdp.39015050246027,"Teran, Iseult,",Dolce vita : | a novel / | $c: Iseult Teran.,1999,u,mixed,363.574666117265
uc2.ark:/13960/t2g738v8m,"Gould, Nat.",The sweep winner,1920,m,high_male,363.5383063509344
uiuo.ark:/13960/t89g68945,"Reid, Mayne,",The quadroon,1856,m,high_male,363.4976101538338
mdp.39015065677026,"Paustovsky, Konstantin,",Story of a life / | $c: Konstantin Paustovsky ; translated by Manya Harari and Michael Duncan.,1965,m,,363.2965486827875
uiuo.ark:/13960/t65437139,"Knight, Ellis Cornelia,",Sir Guy de Lusignan,1833,f,mixed,363.28164418581184
mdp.39015014116431,"Lafitte, J.-B.-P.",Adventures of an actor,1842,m,,362.62843090261134
mdp.39015005498665,"Cooper, William,",Scenes from provincial life | $c: [by] William cooper [pseud.],1961,m,high_male,362.4580547657471
mdp.39015012165620,"Spark, Muriel.",The only problem / | $c: Muriel Spark.,1984,f,mixed,362.44947530219935
mdp.39015015448262,"Higgins, Aidan,",Helsingør Station & other departures : | fictions and autobiographies 1956-1989 / | $c: Aidan Higgins.,1989,m,mixed,362.43099623381306
mdp.39015030856127,"Lee, Laurie.","The voyage of Magellan, | a dramatic chronicle for radio. | $c: With drawings by Edward Burra.",1948,f,,362.3188405797102
mdp.39015031591715,"Crossley-Holland, Kevin.",The Norse myths / | $c: introduced and retold by Kevin Crossley-Holland.,1980,m,high_male,362.0712730961322
uc1.b4101373,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,362.0481581518304
mdp.39015058207419,"Scott, Lawrence",Witchbroom / | $c: Lawrence Scott,1993,m,high_female,362.0307687557411
uc1.b3727168,"Orlovitz, Gil,",Ice never F: a novel.,1970,m,,361.6104896441224
wu.89095838801,"Holmsen, Sverre,",Polynesian trade wind. | $c: Translated from the Swedish by Joan Bulman.,1949,u,high_male,361.5746320596174
uiuo.ark:/13960/t0pr89j9v,,The Master of Wingbourne,1866,u,,361.5630649422889
uc2.ark:/13960/t1gh9pw4v,"Carter, Thomas Thellusson,",Shakespeare's stories of the English kings,1912,m,high_male,361.2897361903247
mdp.39015021859734,Virgil.,The Aeneid / | $c: Virgil ; translated by David West.,1990,m,,361.2661116984408
mdp.49015001395582,"Steiner, George,",Proofs and three parables / | $c: George Steiner.,1993,m,,361.23599885651913
wu.89044447696,"Bielski, Nella.",After Arkadia / | $c: Nella Bielski ; translated by Jonathan Steffen with the participation of John Berger.,1992,f,,361.142101566051
uc1.b3469687,"Tabori, Paul,",The pen in exile; | an anthology [of exiled writers.,1954,m,high_female,361.1346026376541
hvd.hn21hm,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,361.10178031575407
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,360.9045650588069
mdp.39015000545189,"Perham, Margery,",Major Dane's garden | $c: [by] Margery Perham.,1970,f,,360.85364646897784
mdp.39015059246804,"Jacobson, Dan.",All for love / | $c: Dan Jacobsen.,2005,m,,360.83348963496866
mdp.39015050556524,"Higgins, Aidan,",Scenes from a receding past / | $c: Aidan Higgins.,1977,m,,360.7214428857716
mdp.39015056091096,"Matheson, Sylvia A.",Time off to dig; | archaeology and adventure in remote Afghanistan.,1961,f,high_male,360.5109630792871
mdp.39015080890158,"Akinti, Peter.",Forest gate / | $c: Peter Akinti.,2009,m,high_male,360.4832424006235
uiuo.ark:/13960/t2b85ht7f,"Armstrong, F. C.",The wild gazelle,1868,m,,360.4585367898234
uc2.ark:/13960/t7br8ph3w,"Bunbury, Selina,","Evelyn, or, A journey from Stockholm to Rome in 1847-48",1849,f,high_female,360.44326853023506
inu.30000112879758,"Newcomb, Covelle,",Larger than the sky : | a story of James Cardinal Gibbons / | $c: by Covelle Newcomb ; illustrated by Addison Burbank.,1945,u,high_male,360.34150207084224
uiuo.ark:/13960/t2p562z2w,"Lauder, Thomas Dick,",Lochandhu,1825,m,mixed,360.31741580910193
nyp.33433074915137,"Morgan,",The novice of Saint Dominick,1806,f,high_female,360.25302811108276
mdp.39015055919206,"Galloway, Janice.",Clara / | $c: Janice Galloway.,2002,f,mixed,360.17650303364593
uc1.$b301024,"Kaye-Smith, Sheila,","The challenge to Sirius, | $c: by Sheila Kaye-Smith ...",1923,f,mixed,359.9472621839523
uc1.b3578077,"Ray, Satyajit,",Stories / | $c: by Satyajit Ray.,1987,m,high_male,359.9158848269169
mdp.39015000618820,"Greene, Graham,",The collected edition.,1970,m,,359.79763665917847
uc1.$b690098,"Wignall, Sydney.",Prisoner in Red Tibet.,1957,m,,359.5886105127281
mdp.39015030750593,"Hergesheimer, Joseph,",Love in the United States : | and the big shot / | $c: by Joseph Hergesheimer.,1932,m,,359.4796104686548
uiuo.ark:/13960/t6h139225,"Bennett, William,","The cavalier, a romance",1821,m,high_male,359.29680482484287
mdp.39015058374110,"Schofield, Stephen,","Musketoon; | commando raid, Glomfjord, 1942.",1964,m,high_male,359.1299008206026
mdp.39015014117579,"Porter, Anna Maria,",The fast of St. Magdalen,1818,f,mixed,358.8415511433842
mdp.39015065768130,"Eliot, George,",The works of George Eliot,1878,f,high_male,358.7620438840154
uc1.$b564957,"Landor, Walter Savage,",Pericles and Aspasia,1836,m,high_female,358.6161149229908
uc1.$b137820,"Lauring, Palle.",The Roman / | $c: Palle Lauring ; translated from the Danish by Reginald Spink.,1956,u,high_female,358.53123048723984
uc1.32106018651312,"Markham, E. A. (Edward Archibald),",Meet me in Mozambique / | $c: E.A. Markham.,2005,m,high_male,358.3599761093351
mdp.39015032226394,"Gee, Sue.",Letters from Prague / | $c: Sue Gee.,1994,f,high_female,358.3194521562095
mdp.39015019124026,"Tabori, Paul,",The pen in exile; | an anthology [of exiled writers.,1954,m,high_female,358.2207859516478
mdp.39015061208198,"Clarke, Lindsay.",The return from Troy / | $c: Lindsay Clarke.,2005,u,,358.10935648998475
wu.89099704173,"Omessa, Charles.",Rasputin and the Russian court,1918,m,,357.85288270377737
inu.30000124502752,"Dickinson, David,",Death of a pilgrim / | $c: David Dickinson.,2009,m,,357.851305244783
uc1.$b23884,"Hyatt, Ernest.","All over the place; | the true record of the author's striking and varied experiences in many parts of the world, | $c: by Ernest Hyatt.",1935,m,,357.83334579519106
uc1.b3321781,"Trevelyan, George Otto,",The ladies in Parliament and other pieces,1869,m,high_male,357.81474786971114
mdp.39015012974104,"Guérard, Albert J. (Albert Joseph),","Maquisard, | a Christmas tale, | $c: by Albert J. Guerard.",1946,m,mixed,357.76129643545596
mdp.39015038031988,"Kataev, Valentin,",The holy well / | $c: [by] Valentin Katayev; translated from the Russian by Max Hayward and Harold Shukman.,1967,m,high_male,357.73314918377974
uc1.b3591717,"Droit, Michel,",The return; | $c: translated by Olwyn Hughes.,1966,m,mixed,357.62908174669303
mdp.39015039573160,"Humphreys, Henry Noel,",Stories by an archæologist and his friends,1856,m,mixed,357.55746459252373
uc2.ark:/13960/t92807t9n,"Gunter, Archibald Clavering,",The sword in the air,1904,m,high_female,357.35985417799236
uc2.ark:/13960/t8df6n879,"Abbott, Edwin Abbott,",Philochristus,1878,m,high_male,357.34486774247216
wu.89119430957,"Love, Robertus.",The life and death of outlaw Harry Tracy : | a fine moral - a thrilling story / | $c: by Frank James.,2007,u,high_male,357.196011311207
njp.32101068551595,"Hugo, Victor,",History of a crime,1877,m,high_male,357.126813710076
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,357.06284306037867
mdp.39015066678700,"Lartéguy, Jean,",Sauveterre; | $c: translated by Xan Fielding from the French.,1968,f,,356.9710625585458
mdp.39015057277033,"Gye, Caroline.",The Cockney and the crocodile.,1962,f,mixed,356.8631638900755
mdp.39015005325850,"Burgess, Anthony,",The end of the world news : | an entertainment / | $c: Anthony Burgess.,1982,m,,356.7899586059554
mdp.39015032919287,"Lingard, Joan.",After Colette / | $c: Joan Lingard.,1993,f,high_female,356.7543719525646
mdp.39015014681624,"Johnson, Uwe,",An absence; | $c: translated from the German by Richard and Clara Winston.,1969,u,high_male,356.7325714976722
uc1.32106008324763,"Kaniuk, Yoram.",Confessions of a good Arab : | a novel / | $c: Yoram Kaniuk ; translated by Dalya Bilu.,1987,u,,356.4941731253031
uiuo.ark:/13960/t1kh13n2m,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,356.4296016864529
uiuo.ark:/13960/t55d9b38m,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,356.3871255150908
uc1.b3322647,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,356.301709040401
uc1.32106007811810,"Comfort, Alex,",Imperial patient : | the memoirs of Nero's doctor / | $c: Alex Comfort.,1987,m,,356.2980053152654
inu.32000005542370,"Baring, Maurice,",Darby and Joan / | $c: by Maurice Baring.,1935,m,high_female,356.2494062509896
uc1.$b607111,"Fyodrov, Michael,",Matushka; | a novel of 18th century Russia / | $c: by Michael Fyodrov.,1946,m,high_female,356.1742312845146
mdp.39015015527248,"Ashford, Kent.",The Singalong tribe / | $c: Kent Ashford.,1986,m,,355.96527056783316
uc1.b3727131,"Bongartz, Roy.",Twelve chases on West Ninety-ninth Street.,1966,m,,355.8991236462439
wu.89004714176,"Drummond, Hamilton,",The chain of seven lives,1906,m,,355.7362469825943
mdp.39015050988859,"Vereshchagin, Vasiliĭ Vasilʹevich,",Vassili Verestchagin,1887,m,high_male,355.711886595348
mdp.39015021317550,"(Edith Martha), Almedingen, E. M.",Tomorrow will come,1942,u,high_female,355.66974272930656
hvd.32044090343690,"Gore,","Mary Raymond, and other tales",1838,f,,355.6425159693848
mdp.39015063992484,"Cuthbertson,",Romance of the Pyrenees,1822,u,high_female,355.63027383531085
uc1.b3127421,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,,355.51189619988185
mdp.39015059421944,"Graham, Stephen,","Midsummer music, | $c: by Stephen Graham.",1926,m,,355.4857444016162
uiuo.ark:/13960/t50g4887s,"Ley, Beatrice.",Fiesole; a novel,1886,f,high_female,355.2397868561279
uc1.b4027911,"Hume, Martin Andrew Sharp,",True stories of the past,1910,m,,355.2249409699731
uc1.b4098958,"Farjeon, Eleanor,",Ten saints / | $c: by Eleanor Farjeon ; with illustrations by Helen Sewell.,1936,f,high_male,355.2177261097449
mdp.39015028359217,"Kraszewski, Józef Ignacy,",The Countess Cosel;,1901,f,high_female,354.8659338871547
uc1.b3322535,"Gore,",Peers and parvenus,1846,f,,354.74171424710295
uc1.$b559792,"O'Donnell, Elliott,","Strange sea mysteries, | $c: by Elliott O'Donnell.",1926,m,,354.72727032071055
mdp.39015062609188,"Rushdie, Salman.",Shalimar the clown : | a novel / | $c: Salman Rushdie.,2005,m,,354.67407809407905
uc1.b3671775,"Nowak-Solinski, Witold.",Krysia : a romantic polish trilogy.,1989,u,high_female,354.44736400737963
mdp.39015030700333,"Kitchin, C. H. B. (Clifford Henry Benn),","A short walk in Williams Park, | $c: by C. H. B. Kitchin; with a foreword by L. P. Hartley.",1971,m,,354.14581569019936
uiuo.ark:/13960/t9r21h94b,,"The mountain chief, or, The descendant of William Tell, the deliverer of Switzerland",1811,u,high_male,353.5816035816036
inu.32000000656258,"Smith, Albert,","The Marchioness of Brinvilliers, the poisoner of the seventeenth century",1886,m,,353.53362337706835
uiuo.ark:/13960/t0zp4dt6h,"Grant, James,",Fairer than a fairy,1874,m,,353.52145473020175
mdp.39015073483789,"Henty, G. A.",In times of peril,1893,m,high_male,353.42439583532325
wu.89006931943,"Visiak, E. H.",The war of the schools,1912,u,high_male,353.4063473179607
uc1.$b604761,"Gulʹ, Roman,",General B.O. / | $c: Roman Gul : authorized translation by. L. Zarine ; edited by Stephen Graham.,1930,m,,353.39395886468094
uc1.32106007762690,"Roy, Namba.",Black Albino / | $c: Namba Roy.,1986,u,mixed,353.2186145180059
uiuo.ark:/13960/t9b56xk7j,"Daniel,",Tried in the fire. A tale,1860,f,high_female,352.82610214490325
mdp.39015063945771,"Parker, Gilbert,","The trail of the sword, | $c: by Sir Gilbert Parker.",1927,m,,352.73368606701945
uc1.b3435609,"Cowlin, Dorothy.",A woman in the desert: | the story of Gertrude Bell; | $c: illustrated by Penny Carey.,1967,f,high_female,352.62580285339044
uc2.ark:/13960/t2697881b,"Merezhkovsky, Dmitry Sergeyevich,",The forerunner,1902,m,,352.6233332848294
mdp.39015057026471,"Bolaño, Roberto,",By night in Chile / | $c: Roberto Bolaño ; translated from the Spanish by Chris Andrews.,2003,m,high_male,352.226111982131
mdp.39015026729890,"Power, Rhoda D",Under Cossack & Bolshevik,1919,f,high_female,352.06519947864393
mdp.39015079357045,"Jackson, James H.,",Pilgrim : | the greatest crusade / | $c: James Jackson.,2008,m,high_male,352.00981537742473
mdp.39015026262207,"Stevens, C.L. McCluer",Queens of frailty,1912,u,high_female,351.92936423647984
uc1.32106009246999,"Thomas, Leslie,",Orders for New York / | $c: Leslie Thomas.,1989,m,,351.8949321240319
inu.32000007466412,"Polevoĭ, Boris Nikolaevich.","From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.",1945,u,,351.75189343924615
nyp.33433073357125,"Turgenev, Ivan Sergeevich,",The unfortunate one,1888,m,,351.5463917525773
uc1.b4101341,"Eliot, George,",Romola,1897,f,high_male,351.5405524425614
nyp.33433040405502,"Balzac, Honoré de,",The unconscious mummers =,1897,f,,351.4207587777212
uc1.32106013199671,"Kadare, Ismail",The pyramid / | $c: Ismail Kadare ; translated by David Bellos from the French version of the Albanian by Jusuf Vrioni,1996,m,,351.30022657825265
hvd.hwadu6,"Scott, Walter,",The Waverley novels,1829,m,,351.2376737528868
mdp.39015011541946,"Keary, A.",The heroes of Asgard,1907,u,,351.0085646089765
wu.89100064526,"Ellison, Wallace.",Escaped! adventures in German captivity,1918,m,,350.91567057791434
nyp.33433040405908,"Balzac, Honoré de,",The peasantry =,1896,f,,350.6597851102366
uc1.32106005323297,"Moorcock, Michael,",The entropy tango : | a comic romance / | $c: Michael Moorcock ; pictures by Romain Slocombe ; lyrics by Michael Moorcock.,1981,m,,350.608085898981
inu.30000026319594,"West, Morris L.",The ringmaster / | $c: Morris West.,1992,m,mixed,350.6035535060355
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,,350.5712843573625
uiuo.ark:/13960/t3pv75696,"Trollope, Thomas Adolphus,",A family party in the piazza of St. Peter,1877,m,mixed,350.34363492702425
mdp.39015000513641,"Binder, Pearl.",Russian families / | $c: by Pearl Binder ; with forty-seven drawings by the author.,1942,f,mixed,350.25662366486347
uc1.32106008232248,"Deighton, Len,","Winter : | a Berlin Family, 1899-1945 / | $c: Len Deighton.",1987,m,high_male,350.2259891311804
mdp.39015037865220,"Tully, Mark.",The heart of India / | $c: Mark Tully.,1995,m,,350.1314276326598
