htid,author,title,year,authgender,female_category,home
mdp.39015037463760,"Jacobs, Steve,",The enemy within / | $c: Steve Jacobs.,1995,m,high_male,32.024670857549516
uiuo.ark:/13960/t2q533w9z,"Lewis, Arthur,",The master of Riverswood,1876,f,,32.02305660075254
umn.319510024566271,"Lawrence, D. H. (David Herbert),",The complete short stories of D.H. Lawrence.,1955,m,high_female,32.02074319363959
mdp.39015064747416,"Dalos, György.",The circumcision / | $c: György Dalos ; translated by Judith Sollosy.,2006,u,mixed,32.018080798568604
nyp.33433082400007,"Lane, Rose Wilder,",The peaks of Shala;,1922,f,,32.017075773746
inu.32000009148380,"Lawrence, D. H. (David Herbert),",Complete short stories.,1955,m,high_female,32.015992378632056
uc2.ark:/13960/t89g5nm1x,"Oliphant,",Neighbours on the green,1889,f,high_female,32.0151623809036
mdp.39015018614969,"Schmidt, Michael,",The love of strangers / | $c: Michael Schmidt.,1989,m,,32.01463526183398
mdp.39015034655129,"Rothnie, Niall.",Unknown Bath : | secrets and scandals from the past / | $c: Niall Rothnie ; cartoons by Fraser May.,1986,u,,32.013171133266255
mdp.39015074228381,"McCarthy, Tom,",Men in space / | $c: Tom McCarthy.,2007,m,,32.013089796716876
inu.30000078269457,"Hedges, Dick.",The Laura landing : | a book of the Turkana Trilogy / | $c: by Dick Hedges.,1999,m,high_female,32.012975926242106
mdp.39015063938420,"Duchess,",An unsatisfactory lover,1894,f,mixed,32.00829167174735
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,32.001248829222604
uc1.32106012163546,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,31.988057791757743
mdp.39015056665808,"Bissett, Alan.",Boyracers / | $c: Alan Bissett.,2001,m,,31.987293323479776
mdp.39015037453563,"Vaughan, Dai",Moritur / | $c: Dai Vaughan,1995,u,mixed,31.980101270320688
uc1.b3322070,"Fox, S. M.",George,1890,u,mixed,31.97051190431414
mdp.39015026723000,"Zglinitzki, Helen de,","Death in the morning, | $c: Helen Nicholson (Baroness de Zglinitzki)",1937,f,,31.969990835269293
mdp.39015000630650,"Lawrence, D. H. (David Herbert),",Complete short stories.,1955,m,,31.966318415718074
uiuo.ark:/13960/t8z89px5n,"Harrison, Joanna.",A northern lily;,1886,f,high_female,31.96209671354441
mdp.39015062281541,"Burke, Thomas,",Vagabond minstrel; | the adventures of Thomas Dermody.,1936,m,high_male,31.959092361776925
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,mixed,31.95756035984213
mdp.39015067068505,"Riley, W. (William),",The garden of delight / | $c: by W. Riley.,1924,m,mixed,31.953296371141857
uc1.$b119622,"Watkins, Griffith,",The pleasure bird.,1967,m,high_male,31.944799386659852
mdp.39015065780929,"Marriott, Charles,",Genevra,1904,m,,31.941678253353878
uc2.ark:/13960/t6c24sm33,"Mackarness, Henry S.,",Sweet flowers,1877,f,high_female,31.934306569343065
njp.32101066122720,"Birmingham, George A.,",The search party,1909,m,,31.924657807574125
mdp.39015029174540,"Goodman, Martin,",On bended knees / | $c: Martin Goodman.,1992,m,,31.924111825603138
mdp.39015079152578,"McLean, Russel D.",The good son / | $c: Russel D. McLean.,2008,m,mixed,31.921685464992553
mdp.39015015526125,"Dahl, Roald.","Ah, sweet mystery of Life / | $c: Roald Dahl ; illustrated by John Lawrence.",1989,m,high_male,31.91828917969997
mdp.39015062495265,"Jeffries, Roderic,",A traitor's crime / by Roderic Jeffries.,1968,m,mixed,31.91651749163926
nyp.33433074938766,"Bullock, Shan F.,",The charmer;,1898,f,mixed,31.915863704063952
inu.30000125114375,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,mixed,31.906379112678188
njp.32101013270481,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,31.904378615308264
inu.39000003355935,"Cross, John Keir,",The other passenger : | 18 strange stories / | $c: by John Keir Cross ; with 8 colour plates by Bruce Angrave.,1944,m,,31.903863026081407
uc1.32106019293817,"Ferraris, Zoë",The night of the Mi'raj / | $c: Zoe Ferraris,2008,u,high_female,31.902146002894536
wu.89034614867,"Hockin, Olive.",Two girls on the land,1918,f,,31.89945292438235
wu.89069435592,"Lindgren, Torgny,",The way of a serpent / | $c: Torgny Lindgren ; translated from the Swedish by Tom Geddes.,1997,u,mixed,31.894227144886777
nc01.ark:/13960/t0qr58d6c,"O'Donnell, Elliott,",The Banshee,1920,m,,31.887755102040817
mdp.39015064948279,"Gardiner, Michael,",Escalator / | $c: Michael Gardiner.,2006,m,mixed,31.883474291851254
uiuo.ark:/13960/t2d79zq3b,"Stephenson, Eliza Tabor.",St. Olave's,1863,f,high_female,31.88128568530273
dul1.ark:/13960/t04x5tt3c,"Bury, Charlotte Campbell,",The exclusives,1830,f,,31.88097768331562
uc2.ark:/13960/t5gb29x4g,"Merriman, Henry Seton,",Suspense,1890,m,,31.878945019446157
mdp.39015022430345,"Birabongse Bhanudej, Prince,","Blue wings to Bangkok, | $c: by H.H. Prince Birabongse (B. Bira)",1954,m,high_male,31.872685108861706
uc1.$b704721,"Parise, Goffredo.","The priest among the pigeons, | a novel;",1955,u,high_male,31.87149413564508
mdp.39015000595366,"Gerhardie, William Alexander,",Works.,1970,m,mixed,31.864167605521605
uc2.ark:/13960/t77s7x44c,"Black, William,",Three feathers,1875,m,,31.861790632633554
mdp.39015033350110,"Sutherland, Margaret.",The love contract / | $c: Margaret Sutherland.,1976,f,high_female,31.860079320611273
uiuo.ark:/13960/t6m04rh68,"Steinman, Emma C. C.",Our little gipsy,1881,f,,31.854972995670618
uc1.$b236180,"Day Lewis, C. (Cecil),",Child of misfortune; | $c: a novel by C. Day Lewis.,1939,u,,31.84865519053458
mdp.39015000610488,"Woolf, Virginia,",Night and day,1919,f,high_female,31.844756810548574
inu.39000003801771,"Zhang, Ailing",The rouge of the north.,1967,u,,31.837477258944816
uiuo.ark:/13960/t6058760s,"Wilkie, William Patrick.","Dina; or, Familiar faces",1865,m,,31.817699731822245
mdp.39015032509047,"Gee, Maggie,",Lost children / | $c: Maggie Gee.,1994,f,high_female,31.81718552247354
uiuo.ark:/13960/t73t9tx1v,"Armstrong, F. C.","Our blue jackets, afloat and ashore",1866,m,mixed,31.81617322138754
inu.30000109288468,"Pollen, Bella.",Midnight cactus / | $c: Bella Pollen.,2006,f,,31.812498612827095
uiuo.ark:/13960/t2697q61t,"Oliphant,",At his gates,1872,f,,31.80619425633142
uiuo.ark:/13960/t6g16j476,"Braddon, M. E.",Strangers and pilgrims,1873,f,high_female,31.80397687989159
inu.30000029463019,"Koranteng, Kwasi.",The gold diggers / | $c: Kwasi Koranteng ; illustrated by Pauline King.,1992,u,high_male,31.80385694046896
uc1.32106017126498,"Ulit͡skai͡a, Li͡udmila",Sonechka and other stories / | $c: Ludmila Ulitskaya,1998,u,,31.797946761151994
nyp.33433074930110,"Brontë, Charlotte,",Shirley,1849,f,,31.789685356044476
uc1.32106013111577,"Brady, Joan",Death comes for Peter Pan / | $c: Joan Brady,1996,f,,31.78235443681668
uiuo.ark:/13960/t8sb4qc54,"Russell, William Clark,","Jilted! or, My uncle's scheme",1875,m,,31.77813086812076
mdp.39015008852306,"Sillitoe, Alan.",Key to the door / | $c: by Allan Sillitoe.,1961,m,,31.778003754693366
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,31.776294884016522
uc1.$b245245,"Thompson, Sylvia,",Winter comedy / | $c: by Sylvia Thompson.,1931,f,high_female,31.77176913975196
uc1.b4245224,"Thomas, Gwyn,","Gazooka, and other stories / | $c: by Gwyn Thomas",1957,m,high_male,31.771607529870984
mdp.39015003686113,"Fraser, Ronald,",Maia : | a novel.,1948,m,high_female,31.77103672864225
uc1.b4948688,"Reid Banks, Lynne,",Defy the wilderness / | $c: Lynne Reid Banks.,1981,f,high_female,31.76505410888194
uc1.$b745559,"Clarke, Basil.",My round of the war;,1917,m,high_male,31.76302964851939
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,,31.758413193670602
mdp.39015031597860,"Böll, Heinrich,",The safety net / | $c: Heinrich Böll ; translated from the German by Leila Vennewitz.,1982,u,,31.74439120901836
uc1.b4363393,"Fuks, Ladislav.",The cremator : | a novel / | $c: by Ladislav Fuks ; translated by Eva M. Kandler.,1984,m,high_male,31.738584459133122
uva.x000425261,"Delafield, E. M.,",Zella sees herself,1917,f,high_female,31.72747766552559
uc2.ark:/13960/t0ft8gb4b,"Blundell, Peter.",Love-birds in the coco-nuts,1915,m,,31.724944729197855
mdp.39015050744146,"Maraini, Dacia.",The violin / | $c: Dacia Maraini ; translated from the Italian by Dick Kitto and Elspeth Spottiswood.,2001,f,high_female,31.724828852896977
inu.32000014254751,"Richter, Hans Werner,",The odds against us / | $c: Hans Werner Richter ; translated by Robert Kee.,1950,m,,31.713387854733462
mdp.39015001347403,"Thirkell, Angela,",Ankle deep : | a novel / | $c: by Angela Thirkell.,1933,f,high_female,31.70912165733009
mdp.39015031237897,"Harband, Beatrice M.",Jaya,1914,f,high_female,31.70875933051668
inu.30000029787151,,A fabulous formless darkness / | $c: edited by David G. Hartwell.,1992,u,mixed,31.70866082434591
uc1.b4295577,"Scott, Hugh Stowell,",Novels of Henry Seton Merriman [pseud.],1897,m,mixed,31.705016526239863
mdp.39015003928861,"Gerhardie, William Alexander,",Works.,1970,m,,31.702196609978444
mdp.39015034399488,"Carson, Michael,",The knight of the flaming heart / | $c: Michael Carson.,1995,m,,31.6987352204647
uc2.ark:/13960/t2v40ks95,"Eggar, Emilie Mary (Hughes)",An Indian garden,1904,f,high_male,31.6985916768555
mdp.49015002147305,,Italian short stories I : | Racconti italiani / | $c: edited by Raleigh Trevelyan.,1965,u,,31.696725728232273
nyp.33433075765275,"Sinclair, May.",Mr. and Mrs. Nevill Tyson,1908,f,high_female,31.687503600852683
uc1.b3919885,"Wickham, John.",Discoveries : | short stories / | $c: John Wickham.,1993,m,,31.685241565526457
uc1.$b152110,"Borel, Jacques,",The bond; | $c: translated by Norman Denny.,1968,m,high_female,31.684952319872956
uc2.ark:/13960/t5z60fh7d,"Wedmore, Frederick,",English episodes,1894,m,,31.680101376324405
uc1.$b236154,"Davies, Rhys,",The painted king.,1954,m,high_female,31.67944768521553
mdp.39015082739668,"Robinson, Peter,",All the colours of darkness / | $c: Peter Robinson.,2008,m,,31.676042775328163
uiuo.ark:/13960/t78s51318,"Chatterton, Georgiana,",The lost bride,1872,f,high_female,31.672774987557123
uva.x000875409,"Wood, Walter,",Survivors' tales of famous crimes,1916,m,mixed,31.6659825250689
uc1.$b251833,"Priestley, J. B. (John Boynton),","The balconinny, | and other essays, | $c: by J. B. Priestley.",1929,m,,31.661389768371937
uc2.ark:/13960/t93776x58,"Middleton, Richard,",The ghost-ship,1912,m,high_male,31.661389768371937
uc1.b4973459,"Billington, Rachel.",Theo and Matilda / | $c: Rachel Billington.,1990,f,,31.65742786628936
mdp.39015031234647,"Hartley, L. P. (Leslie Poles),",The collections | $c: [by] L. P. Hartley.,1972,m,,31.656302996042964
mdp.39015080892956,"Bilton, Alan.",The sleepwalkers' ball / | $c: Alan Bilton.,2009,m,,31.650739197909008
nyp.33433034410898,"Alexander,",Which shall it be?,1867,f,high_female,31.639728952988637
uiuo.ark:/13960/t6c25jv27,"Wallace, Ellen.",Constance D'Oyley,1844,f,high_female,31.63850219608427
mdp.39015059423239,"Penny, Fanny Emily Farr.",The Sanyasi.,1936,f,,31.632320788947293
mdp.39015051352014,"Tennant, Kylie,",Speak you so gently.,1959,f,,31.622219879835566
uc1.32106008757392,"Graham, Caroline,",Death of a hollow man / | $c: Caroline Graham.,1989,f,,31.621079610228588
mdp.39015082649172,"Grimsdale, Peter.",Perfect night / | $c: Peter Grimsdale.,2008,m,,31.620148016476662
njp.32101063882664,"Norris, W. E.",Adrian Vidal,1885,f,high_female,31.614999560902785
uiuo.ark:/13960/t0dv2388k,"Merrick, Leonard,",Violet Moses,1891,m,high_female,31.612699272907918
uc1.b3741341,"Sankawulo, Wilton.","Why nobody knows when he will die, and other tales from Liberia / | $c: Wilton Sankawulo",1979,m,high_male,31.602233224481196
uiuo.ark:/13960/t3gx4pc1g,"Fenn, George Manville,",By birth a lady,1871,m,,31.59272464683847
uc1.$b803918,"Steen, Marguerite.",Rose Timson; | a novel,1946,f,high_female,31.58353299934655
uiuo.ark:/13960/t4nk40062,"Riddell, J. H.,",Berna Boyle,1884,f,,31.57300009970421
mdp.39015054151504,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,31.560957309339067
uc2.ark:/13960/t85h7fg1h,"Ellis, Havelock,",Seaweed,1898,f,high_female,31.559015358720806
uiuo.ark:/13960/t3tt54b0c,"Marryat, Florence,",A broken blossom,1879,f,,31.55722781891006
uc1.$b243676,"Mortimer, John,",Answer yes or no / | $c: John Mortimer,1950,m,high_female,31.555280907740247
dul1.ark:/13960/t7rn3x266,"Martineau, Harriet,","Five years of youth, or, Sense and sentiment",1831,f,high_female,31.55237694572991
mdp.39015066052542,"Freeling, Nicolas.",Tsing-boum; | a novel.,1969,m,,31.54995206834205
mdp.39015040132576,"Meersch, Maxence van der,",Mask of flesh / | $c: by Maxence van der Meersch.,1960,m,mixed,31.54858482062376
uc1.$b794471,"Collins, Norman,","London belongs to me, | $c: by Norman Collins ...",1945,m,,31.547368069816752
mdp.39015011812420,"Hoban, Russell.",Turtle diary / | $c: Russell Hoban.,1975,m,,31.534798650310616
uiuo.ark:/13960/t8jd5746k,"Day, Julia.",The Gilberts & their guests,1858,f,high_female,31.526955546992678
mdp.39015048706629,"Feinstein, Elaine.",Mother's girl / | $c: Elaine Feinstein.,1988,f,,31.523090663911315
njp.32101068574027,"Thomson, John Cockburn,",Heart or head,1864,m,high_female,31.511852753706222
mdp.39015049694121,"Nichols, Beverley,",Green grows the city : | the story of a London garden / | $c: Beverley Nichols.,1939,m,,31.508467900748325
uc1.32106011678320,"Axelrad, Catherine,",The Warszawianka / | $c: Catherine Axelrad ; translated by Sacha Rabinovitch,1994,f,,31.5059861373661
mdp.39015021854842,"Holbrook, David,",Jennifer / | $c: David Holbrook.,1991,m,,31.5059861373661
uc1.b2800520,"La Capria, Raffaele,",The mortal wound / | $c: by Raffaele La Capria ; translated by Marguerite Waldman.,1964,m,,31.495200405329534
mdp.39015068802886,"Walsh, John,",Sunday at the cross bones : | a novel / | $c: John Walsh.,2007,m,,31.494536909174602
nyp.33433075727374,"Fitzgerald, Percy Hetherington,",Never forgotten,1865,m,mixed,31.488881167477416
mdp.39015077144668,,From the beginning of the sea : | anthology of contemporary Galician short stories / | $c: [by Marilar Aleixandre ... [et al.] ; translated by the Oxford Centre for Galician Studies ; introduced by Kirsty Hooper.].,2008,u,mixed,31.488052706155916
uc1.$b389808,"Elliott, Summer Locke.",Edens lost.,1970,m,,31.484396703398463
mdp.39015008883988,"Hill, Herbert,","Black voices; | new writing by American Negroes. | $c: Selected and edited, with an introduction and biographical notes, by Herbert Hill.",1964,m,,31.479827333147078
uiuo.ark:/13960/t2s476000,"Mainwaring, Kate.",Is it for ever?,1873,f,high_female,31.465880973153883
mdp.39015019221657,"Kang, Sin-jae,",The waves / | $c: Kang Shin-jae ; translated by Tina L. Sallee.,1989,u,high_male,31.460599738380274
uiuo.ark:/13960/t0000dm19,"Carey, Rosa Nouchette,",Lover or friend?,1890,f,,31.457257451437858
uc1.b3116852,"Lodwick, John,",The starless night.,1955,m,,31.453513254304234
njp.32101072041781,"Neil, Ross,","Abbot's Cleve, or, Can it be proved?",1864,f,high_female,31.449507815202693
mdp.39015001519902,,"The Most beautiful lies : | a collection of stories by five major contemporary fiction writers, Bail, Carey, Lure, Moorhouse and Wilding / | $c: edited by Brian Kiernan.",1977,u,,31.44932236538216
mdp.39015033580856,"Trevelyan, Raleigh,",Italian writing today.,1967,m,mixed,31.448189108443838
mdp.39015005572162,"Boland, John,",No refuge : | science-fiction / | $c: by John Boland.,1963,m,high_male,31.445176960444137
njp.32101068551595,"Hugo, Victor,",History of a crime,1877,m,high_male,31.445128251201652
uc2.ark:/13960/t74t6hj59,"Delafield, E. M.,",War-workers,1918,f,high_female,31.444233651618855
uc1.b3123806,"Wynne, Catherine Simpson.",A horrid girl,1876,f,high_female,31.435894955747933
mdp.39015013436004,"Raban, Jonathan.",Foreign land : | a novel / | $c: Jonathan Raban.,1985,m,mixed,31.434239570817848
uc1.32106018732948,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,31.43230738282036
mdp.39015049862462,"Kennaway, James,",The bells of Shoreditch / | $c: James Kennaway ; introduction by Frank Delaney.,1981,m,,31.427673495043
nyp.33433074870852,"Hocking, Salome.",Belinda the backward,1905,f,,31.421132956279738
uiuo.ark:/13960/t0vq3kd0b,"Oliphant,",The last of the Mortimers,1862,f,high_female,31.421058724305016
uc2.ark:/13960/t3ws8pd3r,"Hook, Theodore Edward,","Sayings and doings, or, Sketches from life",1828,m,mixed,31.41723130412927
uc1.$b189634,"Masson, René,",Number one; | a story of Landru. | $c: Translated from the French by Gillian Tindall.,1964,u,,31.41624429271562
mdp.39015011328922,,--and other stories : | a collection of contemporary short stories.,1981,u,,31.41566856469664
mdp.39015031288627,"Balestier, Charles Wolcott,",The average woman,1892,m,mixed,31.414082484405153
mdp.39015060882308,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,31.412165303378693
uc1.32106006539883,,Saturday night reader / | $c: edited by Emma Tennant.,1979,u,mixed,31.4121271076524
mdp.39015077119017,"Tant, Mary.",Death at the priory / | $c: Mary Tant.,2008,f,,31.40239397074036
uc2.ark:/13960/t8nc6183d,"Puddicombe, Anne Adaliza (Evans),",On the wings of the wind,1903,f,,31.38286346212761
mdp.39015008704606,"Moorcock, Michael,",The adventures of Una Persson and Catherine Cornelius in the twentieth century : | a romance / | $c: [by] Michael Moorcock.,1976,m,,31.377470975839348
uc1.32106006744830,"Boyd, Neil,",Father under fire / | $c: [by] Neil Boyd [i.e. Peter de Rosa].,1980,m,,31.375434116997912
inu.30000109963805,"Marr, Michael.",Baber's apple / | $c: by Michael Marr.,2006,m,mixed,31.37083242139053
uc1.$b244771,"Stuart, Francis,",The chariot.,1953,m,,31.368985808238143
wu.89098017916,"Cummins, Maria S.",Mabel Vaughan,1857,f,high_female,31.361272206193128
mdp.39015019987141,"Özakın, Aysel,",The prizegiving / | $c: Aysel Özakın ; translated from the Turkish by Celia Kerslake.,1988,u,,31.359899648321125
mdp.39015055858453,"Cooper, Dennis,",My loose thread / | $c: Dennis Cooper.,2002,m,high_male,31.357090062042243
uc1.b3124272,"Sheridan, Clare,","Arab interlude, | $c: by Clare Sheridan.",1936,u,mixed,31.35461143336684
mdp.39015004198316,"Moravia, Alberto,","The empty canvas [by] Alberto Moravia [pseud] | $c: Translated by Angus Davidson. New York, Farrar, Straus and Cudahy [1961]",1961,m,high_female,31.338138514572233
