htid,author,title,year,authgender,female_category,intensity
uc2.ark:/13960/t4th8dq0x,"Childe, Wilfred Rowland,",Dream English,1917,m,high_female,435.58543629563
uc2.ark:/13960/t2s46nr4s,"Allen, Grant,",The tents of Shem,1889,m,,435.5155942680528
mdp.39015014513736,"Hamilton, Patrick,",Hangover square; | a story of darkest Earl's Court. With an introd. by J. B. Priestley.,1972,m,high_male,435.4618589283149
uc1.b4093283,"Hawkes, Jacquetta,",King of the two lands; | the Pharaoh Akhenaten | $c: [by] Jacquetta Hawkes.,1966,u,,435.432507961266
hvd.hwadv9,"Scott, Walter,",The Waverley novels,1829,m,high_male,435.425832251229
mdp.39015033860209,"Hugo, Victor,","The novels of Victor Hugo, fully translated;",1895,m,,435.3338968723584
mdp.39015022003498,"Tabucchi, Antonio,",Vanishing point ; The woman of Porto Pim ; The flying creatures of Fra Angelico / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1991,m,,435.04083147735713
uiuo.ark:/13960/t8cg0bk4x,"Delorme, Charles.",The pedlar,1857,m,mixed,435.0332826668064
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,,435.00206488321936
nyp.33433081604062,Author of Spring flowers & summer blossoms.,"Silver blossoms to produce golden fruit for the young and good, or, Golden keys to good old proverbs",1850,f,,434.9100860046911
hvd.hwkday,"Johnstone, C. I.",Clan-Albin,1815,f,,434.9054633463148
bc.ark:/13960/t1rf67m70,"McKay, Louise.",The mountains of Mourne,1922,f,mixed,434.89549526158646
uc2.ark:/13960/t72v2jq0r,"Shorthouse, J. H.","Blanche, Lady Falaise;",1891,u,,434.8940462508992
uc2.ark:/13960/t23b60m40,"Boxwallah,",The Leopard's leap,1919,u,high_female,434.7451790633609
mdp.39015000545189,"Perham, Margery,",Major Dane's garden | $c: [by] Margery Perham.,1970,f,,434.7395850512913
uiuo.ark:/13960/t4sj1vq72,"Gore,",The manners of the day,1830,f,high_female,434.5896647232552
mdp.39015030735255,"Belloc, Hilaire,",A change in the Cabinet,1909,m,,434.4905929469905
mdp.39015050555039,"Appignanesi, Richard.",Italia perversa / | $c: Richard Appignanesi.,1985,m,,434.4606959753014
mdp.39015076151672,"Jenner, Michael.",Conundrum's book / | $c: Michael Jenner.,2008,m,,434.4477576571418
inu.30000029843996,"Sollers, Philippe,",Women / | $c: Philippe Sollers ; translated by Barbara Bray.,1991,m,high_female,434.43466331313584
uc2.ark:/13960/t22b9158b,"Leslie, Shane,",The Oppidan,1922,u,high_male,434.30674743982104
uc1.$b513048,"Reynolds, Henry.",Spanish waters / | $c: by Henry Reynolds.,1924,m,,434.206002259443
mdp.39015055899960,"Stephen, Ian,",Mackerel & creamola : | stories and recipes / | $c: Ian Stephen.,2001,m,high_male,434.1638292889441
uc1.32106014725045,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,434.15449546558153
uc1.32106015350421,"Mo, Timothy",Renegade or halo2 / | $c: Timothy Mo,1999,m,mixed,434.1044262314212
uiuo.ark:/13960/t75t3wx5z,"Blessington, Marguerite,",Meredith,1843,f,,434.0820775281963
njp.32101065853317,"Reid, Mayne,",The queen of the lakes,1880,m,high_male,434.0706870983687
mdp.39015031233094,"Dulin, Ralph.",The unconquered sun.,1963,m,high_female,434.0463631586119
uiuo.ark:/13960/t17m0mt90,"Curzon, G.",Delamere,1886,u,,434.0178195862491
uc1.$b307411,"Hilton, James,",Contango : | a novel / | $c: by James Hilton.,1932,m,mixed,433.9463994046526
uc1.b3324456,"Jerrold, Blanchard,",The chronicles of the Crutch,1860,m,high_male,433.8655664304613
mdp.39015012076280,"Mzamane, Mbulelo,",The children of Soweto : | a trilogy / | $c: by Mbulelo Vizikhungo Mzamane.,1982,u,,433.832773438305
uiuo.ark:/13960/t57d3dn41,"Braddon, M. E.",The day will come,1889,f,,433.8301619346248
uc1.b3125474,"Plivier, Theodor,",Stalingrad; | the death of an army. | $c: Tr. from the German by H. Langmead Robinson.,1948,m,high_male,433.74026055960377
inu.32000002899369,"Yourcenar, Marguerite.",The abyss / | $c: Marguerite Yourcenar ; translated from the French by Grace Frick in collaboration with the author.,1984,f,high_male,433.45779151109394
inu.39000003194367,"Mitford, Nancy,",Highland fling / | $c: Nancy Mitford.,1975,f,high_female,433.4437617664658
uc2.ark:/13960/t0cv4dm0c,"Cripps, Arthur Shearly,",Faerylands forlorn;,1910,m,high_male,433.4233338070201
uc2.ark:/13960/t3nv99h8v,"Webster, Jean,",The wheat princess,1916,f,high_female,433.26332880362855
uc2.ark:/13960/t2s46jx2t,"Lawrence, George Alfred,",Brakespeare; or The fortunes of a free lance,1868,m,high_male,433.18055181091046
mdp.39015028359217,"Kraszewski, Józef Ignacy,",The Countess Cosel;,1901,f,high_female,433.1601370656959
uiuo.ark:/13960/t39z9qd9w,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,433.1455425643349
mdp.39015011028365,"Zagórski, Wacław.","Seventy days, | $c: by W. Zagórski (""Lech"") Translated by John Welsh.",1957,u,,433.1392942864238
mdp.39015036753906,"Roscoe, Thomas,",The Italian novelists,1836,m,high_male,433.1051178272876
uiuo.ark:/13960/t2q530s7d,"Hamilton, Rowan.",Betwixt two lovers,1891,m,mixed,433.0648837562681
inu.32000009266836,"Rice, C. Colliver (Clara Collliver),",Shirin : | a story of modern Persia / | $c: by C. Colliver Rice.,1929,f,high_female,433.0301622739328
njp.32101068584737,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,432.9606510058945
mdp.39015052393512,"Hevesi, Tilla.",A scent of mimosa : | a fictional story of real life / | $c: Tilla Hevesi.,1997,u,high_female,432.8688726271951
njp.32101068551629,"Hugo, Victor,",By order of the king,1870,m,mixed,432.86207900365775
dul1.ark:/13960/t1hh76r0w,"Johnston, William,",Under which king?,1873,m,mixed,432.8535872741046
mdp.49015000986753,"Lawrence, D. H. (David Herbert),",Kangaroo / | $c: D. H. Lawrence.; with an introd. by Richard Aldington.,1955,m,,432.8371145636959
uc1.$b120148,,"A calendar of letters; | extracts from the publications of Number Five John Street, 1910-1925.",1926,u,,432.8280188186095
uc1.b4102452,"Tomlinson, H. M. (Henry Major),",H.M. Tomlinson; | a selection from his writings | $c: made by Kenneth Hopkins.,1953,m,high_male,432.7535704238172
njp.32101061960942,"Solly, Henry,",James Woodford,1881,m,,432.6810151932848
uiuo.ark:/13960/t7br95364,,Dunsany,1818,u,,432.603844497514
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,432.5735567016907
mdp.39015003686972,"Freeling, Nicolas.","Valparaiso, | $c: by F. R. E. Nicolas.",1964,m,mixed,432.42156074014474
mdp.39015059405376,"Hyne, Charles John Cutcliffe Wright,","The escape agents, | $c: by C. J. Cutcliffe Hyne.",1925,m,mixed,432.40929037782297
mdp.39015022061835,"Rayner, Richard,",The elephant / | $c: Richard Rayner.,1991,m,mixed,432.39610171390166
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,432.3566357979609
uiuo.ark:/13960/t2794qs80,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,432.3422330097087
uc1.$b600760,"Ėrenburg, Ilʹi͡a,",The love of Jeanne Ney. | $c: Translated from the Russian by Helen Chrouschoff Matheson.,1929,f,,432.29724901750626
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,high_female,432.26287703460014
uiuo.ark:/13960/t1vd7bk3t,"Lennox, William Pitt,",The tuft-hunter,1843,m,mixed,432.25719302985294
mdp.39015058132781,"Shakespeare, Nicholas,",Snowleg / | $c: Nicholas Shakespeare.,2004,m,,432.0946619690222
mdp.39015046878099,"Conway, Simon,",Damaged / | $c: Simon Conway.,1998,m,high_male,431.9748397963813
uc1.b5076450,"Simenon, Georges,",Maigret and the flea; | $c: translated from the French by Lyn Moir.,1972,m,,431.83082915971056
uiuo.ark:/13960/t2k64v61q,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,431.8008636017272
mdp.39015064708343,"Fane, Olivia,",The glorious flight of Perdita Tree / | $c: Olivia Fane.,2005,f,mixed,431.798585963097
njp.32101068186079,"Kennedy, Patrick,",Legendary fictions of the Irish Celts,1891,m,,431.77752037892014
uc1.32106011190763,"Ellroy, James,",L.A. confidential / | $c: James Ellroy,1994,m,,431.7097379844776
iau.31858006313583,"Russell, William.","Recollections of a detective police-officer, | $c: by ""Waters"" (William Russell).",1972,m,,431.6474015837605
mdp.39015030760410,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,431.6214376033459
uc2.ark:/13960/t3707zj06,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,431.58455017090233
uiuo.ark:/13960/t1jh43c78,"Maxwell,",Eleanor's victory,1863,f,high_female,431.50675666535903
inu.30000095304634,"Scanlan, Patricia.",Fair-weather friend / | $c: Patricia Scanlan.,2004,f,high_female,431.4906781730847
mdp.39015065711627,"Smith, Logan Pearsall,","The youth of Parnassus, and other stories",1895,m,high_male,431.46744589535194
mdp.39015049864096,"Katiyo, Wilson.",Going to heaven / | $c: Wilson Katiyo.,1982,m,,431.45956607495066
uc1.$b323011,"Belloc, Hilaire,","The hedge and the horse, | $c: by Hilaire Belloc; with forty illustrations by G.K. Chesterton.",1936,m,,431.40638481449525
mdp.39015051554213,,The mammoth book of travel in dangerous places / | $c: edited by John Keay ; with a foreword by Wilfred Thesiger.,2002,u,high_male,431.1563471868816
