htid,author,title,year,authgender,female_category,shops
mdp.39015062688323,"Ritchie, Anne Thackeray,",The works of Miss Thackeray,1875,f,,9.893447569674604
uc1.b4973364,"Gilbert, Michael Francis,","Paint, gold and blood.",1989,m,mixed,9.892664589207103
uiuo.ark:/13960/t46q2mf4z,"Spender, John Kent",A strange temptation,1893,f,high_female,9.89144143030243
uc1.32106010507546,"Klíma, Ivan.",Judge on trial / | $c: by Ivan Klima.,1991,m,mixed,9.891239372293349
uc1.32106013345324,"Hensher, Philip",Kitchen venom / | $c: Philip Hensher,1996,m,mixed,9.890307498651321
nyp.33433074938527,"Caine, William,",The confectioners,1906,m,,9.889240506329115
mdp.39015077120015,"Stewart, John,",The President / | $c: John Stewart.,2008,m,,9.888681697462847
uc1.32106014290040,"Cadigan, Pat",Fools,1994,u,mixed,9.885952062119728
uc1.b3752269,"Simenon, Georges,","Lost moorings, | $c: translated from the French by Stuart Gilbert.",1946,m,mixed,9.885480510394963
mdp.39015014233087,"Amis, Kingsley.",Difficulties with girls / | $c: Kingsley Amis.,1988,m,,9.884428223844282
mdp.39015062842466,,Nova Scotia : | new Scottish speculative fiction / | $c: edited by Neil Williamson & Andrew J. Wilson.,2005,u,mixed,9.882174078297226
mdp.39015080859328,"Marshall, Michael,",Bad things / | $c: Michael Marshall.,2009,m,high_female,9.881197601149259
uc1.32106008606276,"Shaykh, Ḥanān.",The story of Zahra / | $c: Hanan al-Shaykh.,1986,u,high_male,9.878860473444389
uc1.$b283074,"Tuohy, Ferdinand,","The battle of brains, | $c: by Ferdinand Tuohy.",1930,m,mixed,9.877152910673498
uiuo.ark:/13960/t0zp4dz88,"Greenough, Richard S.,",Treason at home,1865,f,high_female,9.873455215652717
mdp.39015063691003,"Genlis, Stéphanie Félicité,",Placide,1817,f,,9.87093749228833
mdp.39015063536125,"Collins, Mortimer,",[Works,1883,m,mixed,9.869827935999648
mdp.39015053378447,"King, Francis Henry,",Prodigies / | $c: Francis King.,2001,m,,9.869449120248271
mdp.39015080834594,"Haran, Maeve.",The lady and the poet / | $c: Maeve Haran.,2009,f,mixed,9.865885617388624
uiuo.ark:/13960/t8nc6gp73,"Martin, Herbert,",Britomart,1893,f,high_female,9.863878477017163
uiuo.ark:/13960/t3kw62v24,"Bird, M. A.",The Hawkshawes,1865,f,high_female,9.863683888658736
njp.32101067646651,"Hook, Theodore Edward,",Jack Brag,1837,m,,9.863600495998197
mdp.39015001171431,"Brown, Michael,",The weaver and the abbey : | the quest for a secret monastery in the Andes / | $c: Michael Brown.,1982,m,,9.863197451349778
uc1.b2801278,"Klein-Haparash, Jacob,",He who flees the lion. | $c: Translated from the German by Richard and Clara Winston.,1963,m,mixed,9.86087711093205
uiuo.ark:/13960/t1xd1ft60,,The Navy  at home.,1831,u,high_male,9.86082154730377
uc1.$b251002,"Turpin, Allan.",Ladies: | an episode of the revolution.,1966,m,high_female,9.858206135090285
mdp.39015045695205,"Lock, Samuel,",Nothing but the truth / | $c: Samuel Lock.,1998,m,,9.857679748629167
mdp.39015033676852,"Baum, Vicki,","Secret sentence,",1932,f,high_male,9.857169612317518
uc1.32106011785422,"Sanza, Silvia.",Twice real / | $c: Silvia Sanza.,1993,f,,9.855777128026546
mdp.39015082722334,"Briggs, James.",The baby / | $c: James Briggs.,2008,m,high_female,9.854729690561488
mdp.39015063543824,"Brough, Robert B.",Which is which?,1860,m,,9.853881021425153
mdp.39015077115619,"Henley-Einion, Josie.",Silence / | $c: Josie Henley-Einion.,2008,f,high_female,9.853565074586013
mdp.39015005658656,"Sillitoe, Alan.",Travels in Nihilon.,1971,m,high_male,9.852393235884207
uc1.$b686629,"Akeley, Mary L. Jobe (Mary Lenore Jobe),",Rumble of a distant drum ; | a true story of the African hinterland. Illus. by Arthur August Jansson.,1948,f,high_male,9.851544798005442
uc1.$b119319,"Guth, Paul.",The innocent tenant; | $c: translated from the French by Constantine Fitzgibbon.,1957,m,high_female,9.850830284266817
njp.32101068597465,"Edgeworth, Maria,",Rosamond,1821,f,high_female,9.848578111535147
uc1.32106008378090,"Druon, Maurice,","The Iron King, | a novel. | $c: Translated from the French by Humphrey Hare.",1956,m,mixed,9.848238642518785
uc1.$b322785,"Booth, Pat,","Long night among the stars, | $c: by Pat Booth.",1961,u,,9.847088778538973
uiuo.ark:/13960/t9r21986c,"Daniel, Mackenzie,",Elsie's married life,1865,f,,9.846073057862089
uiuo.ark:/13960/t7mp5kq6f,,Memoirs of a man of fashion,1821,u,mixed,9.838646202282566
uiuo.ark:/13960/t6sx6rn18,"Hardy, Iza Duffus.",Love in idleness;,1887,f,mixed,9.83743636408352
nyp.33433075816573,"Enault, Louis,",The captain's dog,1880,m,high_female,9.837355718782792
uc2.ark:/13960/t4vh5h079,"Methley, Alice A.",Change of climate,1913,f,,9.836622640328365
mdp.39015034358492,"Graham, Winston.","The angry tide : | a novel of Cornwall, 1798-9 / | $c: Winston Graham.",1977,m,mixed,9.836420329913539
mdp.39015046353432,"Amis, Martin.",London fields / | $c: Martin Amis.,1989,m,mixed,9.825771211383602
inu.39000002347230,"Gore,",The banker's wife,1843,f,mixed,9.823665209489661
inu.39000002745425,"Fraser, George MacDonald,","Flashman and the redskins : | from the Flashman papers, 1849-50 and 1875-76 / | $c: edited and arranged by George MacDonald Fraser.",1993,m,mixed,9.819140778424075
mdp.39015010908401,"Hartley, L. P. (Leslie Poles),","Poor Clare, | $c: by L. P. Hartley.",1968,m,,9.818360333824252
uc1.b2832376,"Target, G. W. (George William)",The scientists : | a novel / | $c: by G.W. Target.,1966,m,,9.81811933924057
mdp.39015064001392,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,,9.817589192797817
uiuo.ark:/13960/t2b85s19d,"Lennox, William Pitt,","Compton Audley; or, Hands not hearts",1841,m,,9.813927926513308
uc2.ark:/13960/t0cv4j94x,"Gilchrist, Murray,",A Peakland faggot;,1897,m,high_female,9.813542688910697
mdp.39015004315183,"Cunninghame Graham, R. B.",Brought forward,1916,m,high_male,9.812387157547688
nyp.33433075763411,"Thackeray, William Makepeace,","Catherine, Lovel the widower, etc., etc",1906,m,mixed,9.8106887453881
uc1.b3578372,"Eiloart,",Out of her sphere,1872,f,high_female,9.808088403570144
mdp.39015014942588,"Forster, Margaret,",Have the men had enough? : | a novel / | $c: by Margaret Forster.,1989,f,high_female,9.807155657391474
mdp.39015063560489,"Howitt, William,",The man of the people,1860,m,,9.806485355648535
uc1.$b245058,"McFee, William.",Command.,1923,m,high_male,9.803921568627452
inu.39000000674551,"MacCarthy, Mary,",A pier and a band. | $c: With an introductory appreciation by David Garnett.,1950,f,,9.803801424002156
mdp.39015032449772,,Dancing on diamonds : | poetry and short stories by young writers.,1993,u,high_female,9.80296049406921
inu.30000101870990,"Hart, Maarten 't,",The sundial / | $c: Maarten 't Hart ; translated from the Dutch by Michiel Horn.,2004,m,mixed,9.802383939774153
mdp.39015012970466,"Ackroyd, Peter,",Chatterton / | $c: Peter Ackroyd.,1987,m,,9.800558631842016
inu.32000009191729,"Barry, Paul.",Unwilling to school.,1961,m,,9.800427655024947
mdp.39015031644456,"Hook, Theodore Edward,",Maxwell,1830,m,mixed,9.796718099436688
uc2.ark:/13960/t4gm8639n,"Craik, Dinah Maria Mulock,",A brave lady,1870,f,high_female,9.796558142572577
njp.32101067644664,"Fletcher, J. S.",When Charles the First was king,1892,m,high_male,9.793743756488356
uiuo.ark:/13960/t7dr3bj5w,"Cooper, Katherine,",The High Mills,1875,f,mixed,9.788183704631768
uiuo.ark:/13960/t5gb2g06d,"Eden, Eleanor.",Dumbleton Common,1867,f,high_female,9.787800485474904
mdp.39015063793528,,"Selected English short stories, XIX century (first series) | $c: with an introd. by Hugh Walker.",1956,u,,9.784496465350651
uc2.ark:/13960/t3708422b,"Yonge, Charlotte M.",My young Alcides,1875,f,,9.783299907058652
uiuo.ark:/13960/t3xs62m60,"Du Bois, Edward,",Old Nick;,1801,m,,9.78224717782169
mdp.39015060095018,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,9.777680000977767
uc2.ark:/13960/t4sj1h29c,"Wood, Henry,",Oswald Cray,1864,f,,9.777188732333164
mdp.39015003941518,"Glanville, Brian.",The rise of Gerry Logan.,1963,m,high_male,9.770829632261503
uc1.b5015165,"Jones, Roger,",A hard day at the Holy Office.,1970,m,,9.769123058386793
uiuo.ark:/13960/t75t4542w,"MacDonald, George,",What's mine's mine,1886,m,mixed,9.766737746813602
uc1.b3347055,"Sir, Hulton, Edward George Warris,",Conflicts / | $c: [by] Sir Edward Hulton.,1966,m,,9.764433052605883
mdp.39015060095307,"Jelinek, Elfriede,",Lust / | $c: Elfriede Jelinek ; translated by Michael Hulse.,1992,f,high_male,9.762883955920579
uc2.ark:/13960/t55d8q90m,"Crichton, Madeline.",Like a sister,1893,f,high_female,9.76222020779583
njp.32101019498243,"Nichols, Beverley,",Prelude;,1920,m,high_male,9.76140341091325
mdp.39015078808501,"Dyer, Geoff.","Jeff in Venice, death in Varanasi : | a novel / | $c: Geoff Dyer.",2009,m,,9.761205420131155
mdp.39015041290811,"MacLean, Rory,",The oatmeal ark : | from the Western Isles to a promised sea / | $c: Rory Maclean.,1997,m,,9.760565812492022
mdp.39015025343537,"Déry, Tibor,",Niki; | the story of a dog. | $c: In an English version by Edward Hyams.,1958,u,high_female,9.759906304899474
mdp.39015031237061,"Green, F. L. (Frederick Lawrence),",A song for the angels | $c: [by] F. L. Green.,1943,m,high_male,9.758477677482313
mdp.39015047730869,"Fane, Julian,",Evening / | $c: Julian Fane.,1999,m,,9.756777475782284
mdp.39015019768897,"Wakefield, Tom.",Forties' child / | $c: Tom Wakefield.,1980,m,high_female,9.754194303550527
inu.30000110609926,"Cleverly, Barbara.",Folly du jour / | $c: Barbara Cleverly.,2007,f,,9.75246471380949
uc1.$b243981,"Neame, Alan.","Maud Noakes, guerrilla; | a novel.",1965,m,high_female,9.746747023181014
uc2.ark:/13960/t5h991x77,"Little, Frances Delanoy.",Sketches in Poland,1914,f,high_female,9.745955428497174
uc1.$b86271,"Auld, Philip.",Honour a physician.,1959,m,,9.745559679371086
mdp.39015024945225,"Mulkerns, Val,",Very like a whale / | $c: Val Mulkerns.,1987,m,,9.740756717643293
uc2.ark:/13960/t1fj2pr3z,"Merriman, Henry Seton,",Prisoners and captives,1891,m,mixed,9.740417863926362
mdp.39015056885810,"Heller, Zoë.",Notes on a scandal / | $c: Zoe Heller.,2003,u,high_female,9.738994935722634
uc1.32106006692732,"Avery, Gillian,",Onlookers / | $c: Gillian Avery.,1983,f,high_female,9.737690950033473
uc2.ark:/13960/t0zp3zk92,"Kenyon, C. Fred",Tales of a cruel country,1919,m,mixed,9.737098344693282
uc2.ark:/13960/t0gt5m956,"Wilson, A. J.","The rise and progress of Sir Timothy Buncombe, Kt. and M.P",1886,u,,9.736908726217601
bc.ark:/13960/t1rf67m70,"McKay, Louise.",The mountains of Mourne,1922,f,mixed,9.736466311826561
uiuo.ark:/13960/t5db8n46x,"Meeke, Mary,","What shall be, shall be",1823,f,mixed,9.730308288600943
mdp.39015032979232,"Boullosa, Carmen.",The miracle-worker / | $c: Carmen Boullosa ; translated from the Spanish by Amanda Hopkinson.,1994,f,,9.730229390157874
uiuo.ark:/13960/t3kw5z086,"Braddon, M. E.",Asphodel,1881,f,high_female,9.725328924517553
mdp.39015010530049,"MacInnes, Colin.",Mr. Love and Justice.,1960,m,high_male,9.723961055535973
uc1.32106019238838,"Gilden, Bruce",After the off / | $c: photographs by Bruce Gilden ; short story by Dermot Healy,1999,m,high_male,9.721952167995333
uc1.b3741287,"Sullivan, Anthony.",Mad Hannah Rafferty : | a novel / | $c: Tony Sullivan.,1990,m,high_female,9.721112095223694
mdp.39015014637022,"McGinley, Patrick,",The devil's diary.,1988,m,high_male,9.717936881999952
uiuo.ark:/13960/t7wm1m15p,"Besant, Walter",With harp and crown,1875,m,mixed,9.716913908142773
uiuo.ark:/13960/t2p55w88c,"Besant, Walter",With harp and crown,1875,m,mixed,9.716127151717325
mdp.39015082675227,"Marston, Edward.",Drums of war / | $c: Edward Marston.,2008,m,,9.71411363570131
mdp.39015073820824,,65 great tales of the supernatural / | $c: edited by Mary Danby.,1979,u,mixed,9.711107669937823
uc1.$b803660,"Colver, Anne,",Mr. Lincoln's wife.,1945,f,high_female,9.709743403847648
uc1.b4097323,"Baron, Dunsany, Edward John Moreton Drax Plunkett,","The last revolution, a novel.",1951,m,high_female,9.70873786407767
inu.30000083501381,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,,9.708652174296784
uiuo.ark:/13960/t8tb1rk9b,"Tabor, Eliza.",Janita's cross,1864,f,high_female,9.706449242203641
uiuo.ark:/13960/t7vm4mt9r,"Fothergill, John M.",Gaythorne Hall,1884,m,mixed,9.706224925585609
mdp.39015062864072,Xiaoxiaosheng.,Beyond the golden lotus : | Chin P'ing Mei / | $c: [Hsiao-hsiao-sheng] ; translated by Vladimir Kean.,2004,u,high_female,9.704225424049113
uc1.b3116715,"Neill, Robert.",Moon in Scorpio / | $c: by Robert Neill.,1952,m,high_male,9.70301833177392
mdp.39015032290945,"Messud, Claire,",When the world was steady / | $c: Claire Messud.,1994,f,high_female,9.701767662068029
mdp.39015058120810,"Zeh, Juli,",Eagles and angels / | $c: Juli Zeh ; [translated by Christine Slenczka.],2003,f,high_female,9.700889248181083
uc1.b3872846,"Hudson, Stephen,",A true story / | $c: Stephen Hudson [i.e. S. Schiff].,1948,u,mixed,9.700362724277582
mdp.39015049548434,"Paling, Chris.",Newton's swing.,2000,m,mixed,9.695911961119393
mdp.39015061210244,"McWatt, Mark A.",Suspended sentences : | fictions of atonement / | $c: Mark McWatt.,2005,m,mixed,9.695815814757031
wu.89044441525,"Giovene, Andrea,",Sansevero / | $c: Andrea Giovene ; translated from the Italian by Marguerite Waldman and  Bernard Wall ; with an introduction by Valerio di Balvano.,1987,f,mixed,9.687896757613922
mdp.39015031890745,"Williams, Masha, Lady,",White among the reds / | $c: Masha Williams.,1980,f,mixed,9.686168151879116
uc1.$b244853,"Smith, Stevie,",The holiday / | $c: Stevie Smith.,1949,u,mixed,9.68228280564892
uc2.ark:/13960/t4dn42d59,"Doon, E. L.",Joan's green year;,1913,u,,9.682229236459403
nnc1.1002326213,"McNulty, Edward,",Misther O'Ryan,1894,m,mixed,9.68214888378655
uc1.b3324497,"Lever, Charles James,",The Daltons,1852,m,mixed,9.678949253269066
hvd.hwadb8,"Scott, Walter,",The Waverley novels,1829,m,high_female,9.677653491616732
uc1.$b312429,"Russell, John,","Where the pavement ends, | $c: by John Russell.",1928,m,high_male,9.676701406024714
uiuo.ark:/13960/t7hq4g15s,"McCarthy, Justin H.",A London legend,1895,m,,9.672816966120958
mdp.39015007012035,"Marshall, Bill,",Bukom / | $c: Bill Marshall.,1979,m,high_male,9.67141371890036
uc1.32106019391561,"Rohan, Zina,",The officer's daughter / | $c: Zina Rohan,2007,f,high_female,9.670935894309284
inu.30000007265501,"Braddon, M. E.",Eleanor's victory,1863,f,high_female,9.668374746205163
mdp.39015049688578,"Davison, Philip,",McKenzie's friend / | $c: Philip Davison.,2000,m,high_male,9.665571235260003
uc1.b3314595,"Maxwell, W. H.",O'Hara;,1825,m,,9.664948453608247
uiuo.ark:/13960/t3223j54v,"Edgeworth, Maria,",Tales of real life,1810,f,high_female,9.66385877881038
uc1.32106012911464,,The Penguin book of international women's stories / | $c: selected and with an introduction by Kate Figes,1996,u,,9.661702391961464
mdp.39015014516044,"Holden, Ursula.",Unicorn sisters / | $c: Ursula Holden.,1988,f,high_female,9.660342362533328
mdp.39015047457802,"Hamilton, Hugo.",Sad bastard / | $c: Hugo Hamilton.,1998,m,high_male,9.660102397085408
hvd.hn2ghz,"Mackenzie, William,",The rector and his pupils,1810,m,high_male,9.658103148541626
uc1.$b244596,"Royde-Smith, Naomi Gwladys.",Miss Bendix / | $c: by Naomi Royde Smith ; illus. by H. Wessenborn.,1947,f,high_female,9.65779222869652
uc1.32106014700378,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,9.657170449058427
mdp.39015033270508,"Muggeridge, Malcolm,",Affairs of the heart.,1949,m,,9.656504345426955
uc1.b4948557,"Fitzgerald, Penelope.",At Freddie's / | $c: Penelope Fitzgerald.,1982,f,mixed,9.649715333397666
wu.89002352516,"Izbicki, John.",The naked heroine; | the story of Lydia Lova.,1963,m,high_female,9.645992090286486
mdp.39015011684399,"Carrington, Leonora,",The hearing trumpet / | $c: Leonora Carrington ; ill. by Pablo Weisz-Carrington.,1977,f,high_female,9.644596614746588
mdp.39015063276755,"Mahjoub, Jamal,",The drift latitudes / | $c: Jamal Mahjoub.,2006,m,,9.644480343343501
mdp.39015048751518,"Fernyhough, Charles,",The auctioneer / | $c: Charles Fernyhough.,1999,m,,9.643263537534796
mdp.39015057027115,,Birthday stories : | selected and introduced by Haruki Murakami.,2004,u,mixed,9.636510812165131
mdp.39015059376098,,The New British novelist;,1830,u,high_male,9.634706967269524
uc2.ark:/13960/t6251jb3q,"De Sélincourt, Hugh.",The way things happen;,1909,m,high_female,9.624639076034649
mdp.39015012988666,,The Penguin book of modern British short stories / | $c: edited with an introduction by Malcolm Bradbury.,1987,u,,9.624036994798209
uc2.ark:/13960/t03x8573q,"Perrin, Alice,",Star of India,1919,f,high_female,9.623301220020744
uc1.$b244811,"Shrinagesh, Shakuntala.",The little black box / | $c: Shakuntala Shrinagesh.,1955,u,,9.62186086789185
mdp.39015066824064,"Duchen, Jessica.",Alicia's gift / | $c: Jessica Duchen.,2007,f,high_female,9.618467457518435
mdp.39015059975717,"Wilkins, Christopher,",The poison arrow frog / | $c: Christopher Wilkins.,2002,m,,9.61686413294353
uiuo.ark:/13960/t1wd4j393,"Wood, Henry,",Orville college,1867,f,,9.615538710556258
uiuo.ark:/13960/t3xs6768n,"Lucy, Henry W.",Gideon Fleyce,1883,m,high_male,9.614306087458138
uc2.ark:/13960/t9j38pr1x,"Murray, Hilda Louisa Janey Woulf Murray, Baroness.",Echoes of sport,1910,f,,9.614152031790796
uiuo.ark:/13960/t3hx1w340,"Maxwell,",Eleanor's victory,1863,f,high_female,9.611951775464807
uc1.32106006743832,"Gary, Romain.",King Solomon / | $c: Romain Gary ; translated from the French by Barbara Wright.,1983,m,high_male,9.611687812379854
inu.30000114433927,"Waller, Leslie,",Steal big / | $c: Patrick Mann [i.e. L. Waller ].,1979,m,,9.609312796859127
nyp.33433074969241,"Dickens, Charles,",Our mutual friend,1865,m,,9.603695906550984
uiuo.ark:/13960/t5j96t20b,"Torrens, Henry Whitelock,",Madame de Malguet,1848,m,high_male,9.601421010309526
wu.89056085640,"Jensen, Carsten,",Earth in the mouth : | a story / | $c: Carsten Jensen ; translated from the Danish by Anne Born.,1994,m,high_male,9.595087315294569
njp.32101068604030,"Sidgwick, Frank.",Treasure of Thule,1912,m,high_male,9.594955794667946
hvd.hn2gtg,,"Lucy, or, The little enquirer",1824,u,high_female,9.594166746618056
uc1.32106019815320,"Serna, Enrique,",Fear of animals / | $c: [Enrique Serna ; translated by Georgina Jiménez Reynoso],2008,m,,9.592970271385129
mdp.39015054451219,"Stevenson, Jane,",The pretender / | $c: Jane Stevenson.,2002,f,mixed,9.592786224758981
uc2.ark:/13960/t5p846g0d,"Dalziel, James,",In the first watch,1907,m,high_male,9.587990357221127
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,mixed,9.587268107952639
uiuo.ark:/13960/t4hm5ts3b,"McCarthy, Justin,",The riddle ring,1896,m,mixed,9.585659852860122
mdp.39015064951653,"Robson, Simon,",The separate heart : | short stories / | $c: Simon Robson.,2007,m,,9.585047326171173
uiuo.ark:/13960/t2z32fz8m,"Tabor, Eliza.",Hope Meredith,1874,f,high_female,9.583501044601613
nyp.33433007631165,"Bensusan, S. L.",A country-side chronicle,1907,u,high_male,9.582559741270886
uc1.$b322787,"Bowles, Jane Auer,","Plain pleasures, | $c: by Jane Bowles.",1966,f,high_female,9.581848146870568
uc1.b3575717,"Defoe, Daniel,","The history and remarkable life of the truly honourable Colonel Jack, | $c: by Daniel Defoe. Printed from the first edition.",1923,m,high_male,9.581625180510974
nyp.33433074868955,"Hyatt, Stanley Portal,",The end of the road,1909,m,mixed,9.580471167572021
mdp.39015060083287,"Bollas, Christopher.",Dark at the end of the tunnel / | $c: by Christopher Bollas.,2004,m,,9.580012262415696
