htid,author,title,year,authgender,female_category,gb_england_intensity
uc1.32106019491643,"Oulton, Caroline",Unsafe attachments / | $c: Caroline Oulton,2008,f,high_female,60.60158155346981
mdp.39015084103939,"Joso, Jayne.",Soothing music for stray cats / | $c: Jayne Joso.,2009,f,mixed,60.59059889023535
uiuo.ark:/13960/t08w43z30,"Crandolph, Augustus Jacob.","The mysterious hand, or, Subterranean Horrours!",1811,m,,60.58770069675855
njp.32101064912007,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,60.577134885087006
uiuo.ark:/13960/t1dj6191h,"Lee, Holme,",The Wortlebank diary,1860,f,,60.5702690834204
uc1.$b244794,"Swinnerton, Frank,",Master Jim Probity.,1952,m,,60.55904847445633
uc1.b3325650,"O'Sullivan, Vincent,",Human affairs,1907,m,mixed,60.55794049173047
uiuo.ark:/13960/t5w67451b,"Scott, Walter",Rob Roy,1818,m,,60.557768924302785
njp.32101065852186,"Praed, Campbell,","Moloch, a story of sacrifice",1883,f,mixed,60.55515402496435
mdp.39015016455811,"Abse, Dannie.",Some corner of an English field | a novel.,1956,m,,60.550180962472645
mdp.39015074054571,"Raphael, Frederic,",Fame and fortune / | $c: Frederic Raphael.,2007,m,,60.546190369969075
inu.30000118957996,"Bower, Marian.",East Anglian neighbours.,1925,f,,60.52581804425951
mdp.39015001677288,"Mitchell, Carleton,",Beyond horizons : | sea adventure in the age of discovery / | $c: by Carleton Mitchell.,1953,m,high_male,60.52047609441194
dul1.ark:/13960/t9p27mq34,"Jones, Hannah Maria,",Emily Moreland,1829,f,high_female,60.51798454527116
uc1.$b244545,"Innes, Michael,",The journeying boy / | $c: by Michael Innes.,1949,m,high_male,60.51615855233541
mdp.39015065596853,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,60.51035317384182
uiuo.ark:/13960/t22b9b93f,"Besant, Walter,",The rebel queen,1893,m,,60.49952056983699
mdp.39015058132781,"Shakespeare, Nicholas,",Snowleg / | $c: Nicholas Shakespeare.,2004,m,,60.4932526756631
mdp.39015003929489,"Ghose, Zulfikar,",The murder of Aziz Khan: | a novel.,1967,u,,60.483536878386666
uc1.32106006440819,"Fowles, John,",The magus / | $c: John Fowles.,1977,m,,60.479306954444546
mdp.39015031236683,"Howard, Edward,",Rattlin the reefer; | $c: edited with an introduction by Arthur Howse.,1971,m,,60.47659458246763
njp.32101069159133,"Régnier, Mêlanie V. de.",Céline;,1912,u,high_female,60.47600468201327
mdp.39015048877891,"Nelson, Michael.","Knock or ring, | a novel.",1957,m,high_male,60.47383024640121
mdp.39015006945052,"Martineau, Harriet,",Illustrations of political economy,1832,f,,60.470962081149665
uiuo.ark:/13960/t3hx1vq2p,"Marshall, W.,",Strange Chapman,1882,u,mixed,60.468196608022104
mdp.39015041167548,"Huth, Angela,",Such visitors : | stories / | $c: by Angela Huth.,1989,f,,60.46111678400602
uiuo.ark:/13960/t10p1pk26,"Holstein, Anthony Frederick,","The inhabitants of Earth, or, The follies of woman",1811,m,high_female,60.45949214026603
mdp.39015013415826,"Croft-Cooke, Rupert,",Exiles.,1970,m,mixed,60.45243877864862
mdp.39015046443530,"Graham, Winston.","Ross Poldark : | a novel of Cornwall, 1783-1787 / | $c: Winston Graham.",1960,m,,60.44162681996455
uc1.b3325232,"Willcocks, M. P.",The eyes of the blind,1917,f,,60.427275773606446
uiuo.ark:/13960/t1gj05742,"Webber, Bryon.",Pigskin and willow,1879,m,mixed,60.42431295318234
uc2.ark:/13960/t51g0kt60,"Sutherland, Joan,",Cavanagh of Kultānn,1916,f,mixed,60.40787798607124
njp.32101068169141,"Fullerton, Georgiana,",Ellen Middleton,1844,f,,60.405784742209434
uiuo.ark:/13960/t0cv51g5t,,Magic and mesmerism,1843,u,high_female,60.40002070857853
uc1.b3322647,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,60.39012017633915
mdp.39015001075228,"Greig, Francis.",The bite : | and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,60.38167575040122
uc1.$b119999,"Tripp, Miles,",One is one.,1968,m,mixed,60.38100413609878
uc2.ark:/13960/t1jh3hh5p,"Young, Francis Brett,",The black diamond,1921,m,,60.38022288927992
mdp.39015061175090,"Clarke, George Elliott.",George & Rue / | $c: George Elliott Clarke.,2005,m,high_male,60.37280205267527
uc1.$b244093,"Newby, P. H. (Percy Howard),",A step to silence.,1952,m,mixed,60.371890847621344
mdp.39015065769393,"Surr, T. S.",Splendid misery,1801,m,mixed,60.357618891934706
uva.x004385674,"Harland, Henry,",Comedies and errors,1899,m,mixed,60.35259516159196
mdp.39015003929760,"Gibbs, Philip,","The age of reason, | a novel, | $c: by Philip Gibbs.",1928,m,high_female,60.34949457298295
mdp.39015078808501,"Dyer, Geoff.","Jeff in Venice, death in Varanasi : | a novel / | $c: Geoff Dyer.",2009,m,,60.34199714262897
uc1.b4097357,"Firbank, Ronald,",The works of Ronald Firbank.,1929,m,high_female,60.34073256217022
mdp.39015031238366,"Hanley, James,",Aria & finale / | $c: James Hanley.,1932,m,mixed,60.32818532818533
uiuo.ark:/13960/t3mw31t1z,"Ponsonby, Emily,",Pride and irresolution,1850,f,high_female,60.32298650488616
uiuo.ark:/13960/t4wh36k87,,The second wife,1857,u,high_female,60.31750105876465
mdp.39015060113563,"King, Danny,",The pornographer diaries / | $c: Danny King.,2004,m,mixed,60.31706290045409
inu.32000001379272,"Hackney, Alan.","Private's progress, | a novel, | $c: by Alan Hackney.",1954,m,high_male,60.31363088057901
mdp.39015029237065,"Brookner, Anita.",Fraud / | $c: Anita Brookner.,1992,f,high_female,60.31160998492211
mdp.39015065597075,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,mixed,60.311380819737366
uiuo.ark:/13960/t9d50z50j,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,60.30735957743257
mdp.39015059433303,"Tynan, Katharine,","Pat the adventurer, | $c: by Katharine Tynan.",1923,f,,60.30414263240692
hvd.hn21hk,"Porter, Jane,",Thaddeus of Warsaw,1805,f,,60.29885620607135
uiuo.ark:/13960/t8hd8h940,"Wills, W. G.",Notice to quit,1861,m,mixed,60.29591379230376
uc1.b4948981,"Price, Anthony.",Soldier no more : | a novel / | $c: by Anthony Price.,1981,m,high_male,60.28710848842487
inu.39000005640136,"Greig, Francis.",The bite and other apocryphal tales / | $c: Francis Greig.,1981,m,mixed,60.28683843127301
njp.32101068178902,"Harding, Anne Raikes,","The refugees, an Irish tale",1822,f,,60.2860848755001
uc2.ark:/13960/t1mg7q89r,"Rhys, Grace Little,",The charming of Estercel,1913,f,high_male,60.27612204479569
uc1.32106006702077,"Forbes, Colin.",The leader and the damned / | $c: Colin Forbes.,1983,m,,60.271330571810545
uiuo.ark:/13960/t1gj02d04,"Noel, Augusta,",From generation to generation,1879,f,,60.27091777540043
uiuo.ark:/13960/t3611cv1f,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,60.26879884283906
uc2.ark:/13960/t3cz38c6z,"Temple, Edmond.",The life of Pill Garlick;,1813,m,mixed,60.26779865314572
mdp.39015002281940,"Stewart, J. I. M. (John Innes Mackintosh),",Full term : | a novel / | $c: J. I. M. Stewart.,1978,m,,60.26482084129688
uc2.ark:/13960/t6n010d03,"Harland, Henry,",Mea culpa,1891,m,high_male,60.26051082371483
uiuo.ark:/13960/t9n30dj0b,"Monro, Theodore Russell.","Love lost, but honour won;",1878,m,,60.25856402015923
uc1.b3325626,"Marsh-Caldwell, Anne,",Two old men's tales,1834,f,,60.253774721769325
uc2.ark:/13960/t2b856p2h,,Eleven possible cases,1891,m,mixed,60.242415479891086
uiuo.ark:/13960/t9d517v44,,The rajah's heir,1890,u,,60.23938608208271
mdp.39015012972769,"Trevor, William,",The news from Ireland & other stories / | $c: William Trevor.,1986,m,,60.20995795014227
uc2.ark:/13960/t0cv4d948,"Deeping, Warwick,",A woman's war;,1907,m,high_female,60.20291342623662
nyp.33433076091531,"Edgeworth, Maria,",Tales and novels,1848,f,high_female,60.19879602407953
mdp.39015078807792,"Lasdun, James.",It's beginning to hurt / | $c: James Lasdun.,2009,m,mixed,60.19337120499604
mdp.39015008192646,"Manning, Olivia.",School for love.,1951,f,high_female,60.19194542596948
mdp.39015003686253,"Frayn, Michael.",Towards the end of the morning.,1967,m,,60.185236784325085
uiuo.ark:/13960/t16m3vs0x,"Reynolds, Baillie,",The Ides of March,1892,f,,60.172731134079
mdp.39015042113673,"Upward, Edward.",In the Thirties.,1962,m,high_male,60.16680088491479
uc1.b3326041,"Smart, Hawley,",Breezie Langton;,1869,m,mixed,60.16243858417728
inu.32000013013463,"Trollope, Anthony,",The last chronicle of Barset,1879,m,,60.15245195199637
njp.32101063693517,"Newby, C. J.,",Margaret Hamilton;,1858,f,high_female,60.14133213050669
mdp.39015067313505,"Symons-Jeune, Bertram Hanmer Banbury.",Natural rock gardening,1933,m,high_male,60.13895263266177
uiuo.ark:/13960/t4hm5jm5r,"Cook, Dutton,",Leo,1863,m,mixed,60.1357349445892
mdp.39015080889481,"Hill, Reginald.",Midnight fugue / | $c: Reginald Hill.,2009,m,mixed,60.13470173187941
nyp.33433074871488,"Tytler, Sarah,",Days of yore,1866,f,,60.112271226567785
uc1.b4100754,"Bentley, Phyllis Eleanor,","A man of his time, | $c: by Phyllis Bentley.",1966,f,,60.10692705971675
mdp.39015056247094,"Atkinson, Kate.",Not the end of the world / | $c: Kate Atkinson.,2002,f,high_female,60.10371385041165
uiuo.ark:/13960/t2k64w690,"Hamerton, Philip Gilbert,",Wenderholme,1869,m,mixed,60.10076468632517
uiuo.ark:/13960/t17m0zv9k,"Colmore, G.",A daughter of music,1894,u,high_female,60.09182030142057
uc2.ark:/13960/t33201j57,"Collins, Frances Cotton,",A broken lily,1882,u,high_female,60.08871922662284
nyp.33433082523998,,"Alfred Dudley, or, the Australian settlers",1830,u,,60.08863073032723
uiuo.ark:/13960/t5v702w95,,Spoken in anger,1877,u,high_female,60.084664754881885
uc1.32106008017268,"Fuller, Roy,",Image of a society / | $c: Roy Fuller ; new introduction by Jeremy Lewis.,1987,m,high_male,60.073770590284866
nyp.33433082246368,"Dickens, Charles,",Barnaby Rudge,1866,m,high_male,60.05463034114905
mdp.39015027330433,"[Woodward, William Arthur]",The countryman's jewel; | days in the life of a sixteenth century squire.,1934,m,,60.05150179645594
mdp.39015034995848,"Griffiths, Janette.",The singing house / | $c: Janette Griffiths.,1995,f,,60.04613445577989
uiuo.ark:/13960/t5j96j43c,"Fraser, Alexander,",Not while she lives,1870,f,,60.025450791135434
uiuo.ark:/13960/t22b9d63x,"Gore,",The ambassador's wife,1842,f,high_female,60.02083075891045
uiuo.ark:/13960/t79s2cs6z,"Robinson, F. W.","Slaves of the ring; or, Before and after",1862,m,,60.01855118854919
mdp.39015033391312,"Morand, Paul,","Lewis and Irene; | a novel,",1925,m,mixed,60.01617827414346
uc1.32106015964700,,All hail the New Puritans / | $c: edited by Nicholas Blincoe and Matt Thorne,2001,u,high_female,60.0080010668089
uc2.ark:/13960/t4xg9gw1f,"Henningsen, C. F.",The white slave;,1845,u,high_male,60.006000600060005
mdp.39015054264919,"Wilson, Guy",The Carthaginian hoard / | $c: Guy Wilson.,1997,m,mixed,59.996658413961754
uc2.ark:/13960/t2s46nw6j,"Mitford, Mary Russell,","Atherton, and other tales",1854,f,,59.99563668096866
mdp.39015046486091,"Faulks, Sebastian.",Charlotte Gray / | $c: Sebastian Faulks.,1998,m,,59.99490043346315
mdp.39015008539465,"Holbrook, David.",Flesh wounds.,1966,m,mixed,59.989045478651725
uiuo.ark:/13960/t65438z9q,"Tytler, Sarah,",Beauty and the beast,1884,f,,59.97515315083751
inu.30000110563131,"Walker, Jacqueline.",Pilgrim state / | $c: Jacqueline Walker.,2008,f,high_female,59.91611743559018
mdp.39015063959285,"Thurston, E. Temple",Traffic,1906,f,,59.90714392691328
uiuo.ark:/13960/t0dv26t3k,"Wood, Kate,",Sir Cyrus of Stonycleft,1867,f,,59.89722896503893
uiuo.ark:/13960/t4dn4qw1h,"Payn, James,",The burnt million,1890,m,,59.88946116596226
uiuo.ark:/13960/t8gf15x2b,"Fothergill, Caroline.",Diana Wentworth,1889,f,high_female,59.88696335666428
mdp.39015061473073,,London Aphrodite : | stories from the new Elizabethan era / | $c: edited by Denys Val Baker.,1955,u,mixed,59.882800804140466
uc2.ark:/13960/t6251hx4d,"White, Edmund,",The pilgrimage of Premnáth,1918,m,,59.88274123692675
uiuo.ark:/13960/t6d22kt69,"Watson, Aaron,",The Marquis of Carabas,1892,m,,59.88139620236049
uc1.b3472758,"Freeman, Gillian.",The marriage machine : | a novel / | $c: by Gillian Freeman.,1975,f,,59.8796878886422
njp.32101068166808,"Fane, Violet,",Thro' love and war,1886,f,high_female,59.86231667165519
mdp.39015014457884,"King, Armstrong.",The time of green ginger.,1964,u,,59.84875604080903
mdp.39015065828926,"Pakenham, Simons.",Pigtails and pernod.,1962,u,,59.83610111433898
njp.32101009810746,"Smollett, T.",[Smollett's novels],1894,m,high_male,59.82505214480894
uiuo.ark:/13960/t7mp5mt66,"Payn, James,",Halves,1876,m,,59.81438246473846
uc1.32106019864146,"Lewis, Susan",Out of the shadows / | $c: Susan Lewis,2008,f,high_female,59.81315085858654
coo.31924001199532,"Mallinson, Jeremy.",Okavango adventure; | in search of animals in Southern Africa. | $c: Foreword by Gerald Durrell.,1973,m,high_male,59.81194013242085
mdp.39015014856275,"White, Terence De Vere.",Tara.,1967,m,mixed,59.80712203144857
uiuo.ark:/13960/t0zp49h3s,"Carey, Rosa Nouchette,",Lover or friend?,1890,f,,59.8070903214313
mdp.39015028873076,"Vaughan, Tom.",No second prize / | $c: Tom Vaughan.,1993,m,mixed,59.78454569493786
nyp.33433005069566,"Milman, Constance.",Mum Fidgets,1892,f,,59.780803719694454
uiuo.ark:/13960/t1rf66h39,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,59.77881837202351
uiuo.ark:/13960/t4jm2m046,"Croker, B. M.",Mr. Jervis,1894,f,,59.75936894106399
mdp.39015005712719,"Linklater, Eric,","A man over forty, | a novel.",1963,m,high_male,59.7580259625639
mdp.39015029517003,"Levy, Deborah.",Swallowing geography / | $c: Deborah Leby.,1993,f,mixed,59.74667410180832
inu.30000107641361,"Sullivan, K. E.",Viking myths & legends / | $c: K.E. Sullivan.,2004,u,high_male,59.74539271106209
uiuo.ark:/13960/t3tt4zx30,"Dowling, Richard,",Tempest-driven,1886,m,,59.74310465000498
uiuo.ark:/13960/t97663t4q,"Holstein, Anthony Frederick,","The inhabitants of Earth, or, The follies of woman",1811,m,high_female,59.74286670171581
hvd.hn2gic,"Sandham, Elizabeth.",The adopted daughter,1815,f,high_female,59.737156511350065
mdp.39015010715681,"Barstow, Stan,",The watchers on the shore.,1966,m,,59.735882064301414
uc1.b2837788,"Ryan, Isobel.",The crane.,1968,f,high_male,59.71769815418025
uiuo.ark:/13960/t56d6f57f,"Alexander,",Mona's choice,1887,f,high_female,59.71529289388015
uiuo.ark:/13960/t5bc47w1m,"Browne, J. Jemmett.",Lone lassie,1886,u,,59.70778308513627
mdp.39015030746484,"Cunninghame Graham, R. B.",Scottish stories,1914,m,,59.69436485195798
mdp.39015079259639,"Butters, Roger.","All wind and Pistol : | first volume of the memoirs of Ancient Pistol, secret agent / | $c: Roger Butters.",2008,m,mixed,59.69058350590815
uiuo.ark:/13960/t8kd2dp41,"Lucas, Reginald Jaffray,",Hoist with her own petard,1894,m,mixed,59.68961400716275
mdp.39015053608322,"Murphy, Clive,","Freedom for Mr. Mildew, and Nigel someone / | $c: Clive Murphy.",1975,m,mixed,59.68610534597593
njp.32101072858184,,Society novelettes,1883,u,,59.670748254834955
uc1.32106014536228,,Don't bet on the prince : | contemporary feminist fairy tales in North America and England / | $c: [edited by] Jack Zipes.,1986,u,high_female,59.65218189326848
njp.32101068165875,"Chamier, Frederick,","Walsingham, the gamester",1837,m,mixed,59.64718688954832
uiuo.ark:/13960/t89g6928c,"Palgrave, William Gifford,",Hermann Agha,1872,m,high_male,59.6436293148438
mdp.39015063617065,"Edgeworth, Maria,",Patronage,1814,f,,59.63977575444317
mdp.39015030752052,"Linklater, Eric,",A spell for old bones.,1949,m,high_male,59.62946527623696
mdp.39015058730436,"Riley, Gwendoline,",Sick notes / | $c: Gwendoline Riley.,2004,f,,59.62436649110601
uiuo.ark:/13960/t88g93w13,"Donelan, A. M.",What 'tis to love,1873,u,mixed,59.61891588963346
uc1.32106006530197,"Fraser, Antonia,",Cool repentance / | $c: Antonia Fraser.,1982,f,,59.61696102541173
uc1.b3481020,"Meynell, Laurence.",Airmen on the run; | true stories of evasion and escape by British airmen of World War II. | $c: Told by Laurence Meynell. Illustrated by Richard Kennedy.,1963,m,high_male,59.614356781647
nyp.33433082290853,"Young, Charles.",The last of the Vikings,1895,m,high_male,59.59336293526526
uiuo.ark:/13960/t85h7vs9c,"Cambridge, Ada,",A mere chance,1882,f,high_female,59.59137343927355
njp.32101063693798,"Pardoe,",The rival beauties,1848,f,high_female,59.58968247212054
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,59.58222346838635
mdp.39015002271586,"Johnston, Jennifer,",The gates.,1973,f,,59.57074025405169
mdp.39015063913548,"Byron, Medora Gordon.",The Englishman,1812,f,mixed,59.5674486803519
nyp.33433074902382,"Molloy, J. Fitzgerald",A modern magician,1887,m,,59.54692556634304
mdp.39015038528884,"Healy, Dermot,",The bend for home / | $c: Dermot Healy.,1996,m,,59.54529050884159
mdp.39015058823223,"Shacklady, Helen,",The Patterned Flute / | $c: Helen Shacklady.,2001,f,high_female,59.54341601844579
mdp.39015016445804,"Charles, Gerda.",The crossing point.,1960,f,,59.53562214725143
uc1.b3327542,"Norris, W. E.",The rogue,1888,f,,59.5338045154101
wu.89017654575,"Jewsbury, Geraldine Endsor,",Constance Herbert,1855,f,mixed,59.49572246271259
uc1.$b286512,"Sackville-West, V. (Victoria),",The death of Noble Godavary and Gottfried Künstler / | $c: by V. Sackville-West.,1932,f,,59.491021262531675
mdp.39015008307038,"Carr, J. L. (James Lloyd),",A month in the country / | $c: J. L. Carr.,1980,m,mixed,59.48698424784658
uiuo.ark:/13960/t3tt55s8g,"Muir, Alan,",Golden girls,1883,m,mixed,59.48170535656871
mdp.39015084096109,"Oliver, Christian.",The viper of Kerman / | $c: by Christian Oliver.,2009,m,high_male,59.47617708761381
inu.32000001359183,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,59.4703177036528
uc1.$b244884,"Scott, J. D. (John Dick),","The margin, | a novel.",1949,m,,59.46581980591368
nyp.33433082320015,"Mitton, G. E.",A bachelor girl in Burma;,1907,f,high_male,59.443696724988776
nyp.33433075936462,"Jenkins, Edward,",Ginx's baby,1870,m,mixed,59.43215279466192
dul1.ark:/13960/t7gq7p55w,"Morgan,",Florence Macarthy,1818,f,mixed,59.43065433150419
uc1.$b807481,"Conscience, Hendrik,",Off to California,1887,m,high_male,59.4059405940594
mdp.39015015764148,"Hoyle, Fred, Sir.",Comet Halley : | a novel in two parts.,1985,m,high_male,59.40553495708462
uc1.b3324572,"Le Fanu, Joseph Sheridan,",Willing to die,1873,m,mixed,59.397942455273345
uc2.ark:/13960/t9n30638w,"Nevinson, Henry Woodd,",Neighbors of ours;,1895,m,high_female,59.39753924480271
hvd.hwkd37,"Hook, Theodore Edward,",Precepts and practice,1840,m,,59.38947618482006
njp.32101075688893,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,59.38499415428963
mdp.39015037372128,"Nye, Robert.",The facts of life and other fictions / | $c: Robert Nye.,1983,m,mixed,59.38326240332547
uiuo.ark:/13960/t2m61wd3z,Author of No appeal.,Gerald Hastings of Barton,1870,u,,59.36418906470697
njp.32101066105501,"O'Donoghue, Power,",The knave of clubs,1868,f,high_female,59.36319481921208
uc1.b4927756,"Eames, Marion.",The secret room / | $c: Marion Eames ; translated by Margaret Phillips in conjunction with the author.,1975,u,,59.361928296312655
