htid,author,title,year,authgender,female_category,gb_suba1_intensity
inu.30000027289606,"Milligan, Spike,",It ends with magic ... : | a Milligan family story / | $c: Spike Milligan.,1991,u,mixed,84.61415943298557
uiuo.ark:/13960/t59c7j387,"Payn, James,",Kit,1883,m,mixed,84.60730540319759
mdp.39015063558178,"Oliphant,",Zaidee,1856,f,high_female,84.60236886632825
mdp.39015022200417,"Macaulay, Rose,",Orphan Island.,1961,f,,84.59607697313379
uc1.32106005226854,"Avery, Gillian,",The lost railway / | $c: Gillian Avery.,1980,f,,84.56751306459657
uiuo.ark:/13960/t5v703b5g,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,84.56294762274571
mdp.39015042857477,"Tremain, Rose.",The garden of the Villa Mollini and other stories / | $c: by Rose Tremain.,1987,f,mixed,84.54910144093256
uc2.ark:/13960/t1gh9d91g,"Provost, Maxime.",My Austrian love,1917,u,,84.50617663327395
uiuo.ark:/13960/t6j10nk07,"Braddon, M. E.","Weavers and weft, and other tales",1877,f,mixed,84.49990141678168
uc1.32106014461054,"Keates, Jonathan,",Soon to be a major motion picture / | $c: Jonathan Keates,1997,m,,84.49788755281118
uc2.ark:/13960/t5cc0wq9w,"Mack, Louise,",The marriage of Edward,1913,f,mixed,84.49431137136231
mdp.39015065597026,"Trollope, Anthony,",The chronicles of Barsetshire,1891,m,,84.483108205965
uiuo.ark:/13960/t3hx1r852,,Hardenbrass and Haverill;,1817,m,,84.46904272620682
uc1.32106012883259,"Grant, Linda,",The cast iron shore / | $c: Linda Grant,1996,f,high_male,84.4657879500017
mdp.39015037260877,"Price, David,",Alphabet city : | a novel / | $c: by David Price.,1984,m,high_male,84.4641119333101
uc1.b3472560,"Tracy, Honor,",The beauty of the world | $c: [by] Honor Tracy.,1967,f,,84.46291124582794
inu.30000026288948,"Bellamy, Guy,",A village called Sin / | $c: Guy Bellamy.,1992,m,,84.43410387271093
uc1.b4103581,"Mackenzie, Compton, Sir,","April fools, | a farce of manners, | $c: by Compton Mackenzie.",1930,m,mixed,84.4256195981913
mdp.39015034308935,"Fane, Olivia,",Landing on clouds / | $c: Olivia Fane.,1994,f,,84.41538508763853
uiuo.ark:/13960/t02z1r626,"Kett, Henry,",Emily,1809,m,mixed,84.41383036196649
uc1.32106008523448,"Wodehouse, P. G. (Pelham Grenville),",Lord Emsworth and others.,1956,m,,84.40693025322079
uiuo.ark:/13960/t53f54t8r,"Grant, Maria M.","Lescar, the universalist",1874,f,mixed,84.37562040897359
uiuo.ark:/13960/t6sx6jz1t,"Banks, G. Linnaeus",Forbidden to marry,1883,f,high_female,84.34814697664612
uc1.b3322710,"Ainsworth, William Harrison,",Auriol,1890,m,high_male,84.34475561464454
uc2.ark:/13960/t9g44n38k,"Benson, Stella,",Living alone,1919,f,,84.32187961135278
njp.32101064793373,"Platts, W. Carter",Angling done here!,1902,u,high_male,84.31976649910816
mdp.39015059502651,"Kaye-Smith, Sheila.",Starbrace,1909,f,,84.31210504787424
dul1.ark:/13960/t5v706305,"Riddell, J. H.,","Home, sweet home",1873,f,high_female,84.2982567756712
mdp.39015030735065,"Belben, Rosalind,","Reuben, little hero.",1973,f,mixed,84.28091797117868
mdp.39015022622859,"Pickthall, Marmaduke William,",The myopes,1907,m,mixed,84.27199677155166
mdp.39015055165735,"Lodge, David,",Small world : | an academic romance / | $c: David Lodge.,1984,m,,84.25382704423944
nyp.33433081859476,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,high_female,84.25061475550199
uc1.32106012918055,"Brandon, Ruth",The uncertainty principle / | $c: Ruth Brandon,1995,f,high_female,84.2261303146688
mdp.39015031234167,"Hocking, Mary.",Family circle.,1972,f,,84.22164119066775
mdp.39015078809665,"Hayder, Mo.",Skin / | $c: Mo Hayder.,2009,u,,84.21851289833077
nyp.33433082167747,"Dickens, Charles,",The personal history of David Copperfield,1866,m,mixed,84.20918471853648
uiuo.ark:/13960/t8bg37n8b,"Mudford, William 1782-1848.",The premier,1831,m,,84.2067275160519
inu.30000007132636,"Lewis, Michael Lewis,",Barbary coast : | a novel / | $c: by Michael Lewis.,1960,m,mixed,84.1948463039272
mdp.39015042048168,"Hird, Laura.",Nail and other stories / | $c: Laura Hird.,1997,f,high_female,84.18378649810215
uiuo.ark:/13960/t0js9xg2h,"Balfour, Alexander,","The foundling of Glenthorn, or, The smuggler's cave",1823,m,mixed,84.18295762791134
uc2.ark:/13960/t21c26g3d,"Quiller-Couch, Arthur Thomas,",Dead man's rock,1887,m,mixed,84.16476683091054
uva.x000274092,,The British novelists,1810,m,,84.16435447511651
mdp.39015053240613,,"Best short stories from Stand magazine / | $c: edited by Lorna Tracy, Jon Silkin and John Wardle.",1988,u,high_female,84.16312343560428
uc1.b4948985,"Raven, Simon,",The roses of Picardie : | a romance / | $c: by Simon Raven.,1980,m,high_male,84.13917330299583
uc1.b3327494,"White, Charles,",Almack's revisited,1828,m,,84.13212881870217
uc1.32106008874247,"Burgh, Anita,",The azure bowl : | daughter of a granite land / | $c: Anita Burgh,1989,f,high_female,84.12713713599678
inu.32000000671380,"Strickland, Agnes,",Tales and stories from history,1846,f,,84.11464210245569
nyp.33433008143475,"Stretton, Hesba,",Nelly's dark days,1870,m,,84.10821924209148
uiuo.ark:/13960/t4gm8gc63,Blue Tunic,From the peasantry to the peerage,1860,u,,84.10555246834778
uiuo.ark:/13960/t1jh3wp5g,"Curling, Henry,",John of England,1846,m,mixed,84.07183317943145
njp.32101065704585,"Riddell, J. H.,",Mortomley's estate,1874,f,,84.07086409562677
uc2.ark:/13960/t5v69br7s,"Dickinson, H. N.",The business of a gentleman,1914,u,mixed,84.06893652795293
mdp.39015002133448,"Cronin, A. J. (Archibald Joseph),",The Judas tree / | $c: by A.J. Cronin.,1961,m,mixed,84.04244143292365
mdp.39015070739357,"Thewlis, David,",The late Hector Kipling / | $c: David Thewlis.,2007,m,mixed,84.02344111594522
hvd.32044089606511,Deale.,Craven Derby;,1832,m,,84.0177637557655
mdp.39015000618788,"Greene, Graham,",The collected edition.,1970,m,,84.01233715416839
mdp.39015019867129,"Crewe, Candida,",Mad about bees / | $c: Candida Crew.,1991,f,high_female,84.0003475876452
njp.32101067627537,"Armstrong, F. C.",The cruize of the daring,1860,m,high_male,83.99985391329756
njp.32101067173193,"Scott, Walter,",Tales and romances,1833,m,mixed,83.99570688609248
uiuo.ark:/13960/t44q88r9x,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,83.9930939011681
mdp.39015047487759,"Murray, Donald S.",Special deliverance / | $c: Donald S. Murray.,1997,m,mixed,83.99164623626625
inu.32000006900049,"Collins, Mortimer,",You play me false,1878,m,high_female,83.96486393386152
uc1.$b684887,"Maclaren, Ian,",Kate Carnegie and those ministers,1896,m,mixed,83.95775029340074
mdp.39015064948303,"Buckley, Jonathan,",So he takes the dog / | $c: Jonathan Buckley.,2006,m,mixed,83.95744174988113
njp.32101063606550,"Crawfurd, Archibald.",Tales of my grandmother,1825,m,high_male,83.9558875844895
wu.89006384820,"O'Farrell, Burke.",Cold comfort;,1871,m,,83.95353058631329
njp.32101064790601,"Smith, Horace,",Arthur Arundel,1844,m,,83.95090319592404
uiuo.ark:/13960/t08w42j74,"Price, Eleanor C.",Gerald,1885,f,mixed,83.93620848155402
mdp.39015002710104,"Powell, Anthony,",What's become of Waring.,1953,m,,83.9330017156893
uiuo.ark:/13960/t0ns1c05z,"Meteyard, Eliza,",The Lady Herbert's gentlewomen,1862,f,high_female,83.92895819796405
inu.32000009368046,"Trollope, Anthony,",Rachel Ray,1880,m,high_female,83.9187103513436
njp.32101068970282,"Jocelyn, Robert,",Only a horse dealer,1893,f,high_female,83.90541571319604
njp.32101066458488,"Coxe, Eliza A.",Liberality and prejudice : a tale,1813,f,,83.905251608184
mdp.39015088612786,"Darton, F. J. Harvey",Tales of the Canterbury pilgrims,1904,m,mixed,83.89261744966443
mdp.39015030745551,"Gifford, Humfrey,","A posie of gilloflowers each differing from other in colour and odour, | yet all sweet, | $c: by Humfrey Gifford, gent.",1933,u,high_male,83.89115123127743
uc1.32106012974736,"Dunn, Stephen",The light of the body / | $c: Stephen Dunn,1996,m,mixed,83.88915629512479
uc1.b3324491,"Laing, S.","A sporting Quixote, or, The life and adventures of the Honble. Augustus Fitzmuddle, afterwards Earl of Muddleton",1886,u,,83.88759062855775
mdp.39015014138898,"Huxley, Aldous,",Limbo | $c: [by] Aldous Huxley.,1946,m,,83.87854386847847
uiuo.ark:/13960/t4nk3rn0d,"Hall, Thomas,","The lord of the manor, or, Lights and shades of country life",1849,m,mixed,83.8761488355492
uiuo.ark:/13960/t2j683d9c,"Taylor, Meadows,",Ralph Darnell,1865,m,,83.8715088484442
uc1.$b784246,"Heinemann, Margot,",The adventurers.,1960,f,,83.86262132450932
inu.32000001391582,"Wodehouse, P. G. (Pelham Grenville),",The mating season : | [a novel] / | $c: by P. G. Wodehouse.,1949,m,mixed,83.82959729132418
uiuo.ark:/13960/t2n59214k,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,83.82499919399038
mdp.39015024993373,,Signals : | thirty new stories to celebrate thirty years of the 'London Magazine' / | $c: selected and introduced by Alan Ross.,1991,u,mixed,83.82449246889327
uiuo.ark:/13960/t2794hz6s,"Hopton, Anna Maria,",Dawn and twilight,1858,f,mixed,83.79186101723317
inu.32000002840397,"Buchan, John,",The Runagates Club / | $c: by John Buchan.,1928,m,high_male,83.77074386299772
inu.39000003946121,"Wilson, Colin,",Man without a shadow : | the diary of an existentialist : a novel / | $c: by Colin Wilson.,1963,m,,83.74249623158767
uiuo.ark:/13960/t1ng58v44,"Smart, Hawley,",Beatrice and Benedick,1891,m,mixed,83.73669914016703
mdp.39015025114839,"Sitwell, Osbert,",Those were the days : | panorama with figures / | $c: Osbert Sitwell.,1938,m,high_female,83.73146825592278
nyp.33433074889902,"Williams, Robert Folkestone",The youth of Shakspeare,1839,m,,83.7224659214188
uiuo.ark:/13960/t19k4w526,"Braddon, M. E.",Charlotte's inheritance,1868,f,mixed,83.7196322537635
mdp.39015030138427,"Schumacher, Heinrich Vollrat,",Nelson's last love.,1929,u,,83.70879188517127
njp.32101064786856,"Barber, Margaret Fairless,",The grey brethren and other fragments in prose and verse,1905,u,high_female,83.69848850376644
uc2.ark:/13960/t9j38nw38,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,83.69442001885773
njp.32101068163789,,Lavinia Fitz-Aubyn,1816,u,high_female,83.66993652625504
mdp.39015004743376,"Taylor, Elizabeth,","A dedicated man, | and other stories.",1965,f,high_female,83.66669281250819
mdp.39015047776268,"Finn, Timothy,","Knapworth at war : | stories from an English village, 1939-45 / | $c: Timothy Finn.",1982,m,high_male,83.66418716439252
mdp.39015017683148,"Amis, Kingsley.","The crime of the century / | $c: Kingsley Amis ; introduced by the author, with an Alternative solution by Howard Martin.",1989,m,high_male,83.66200549778893
uiuo.ark:/13960/t3mw2rw8j,"Craik, Dinah Maria Mulock,",The unkind word,1870,f,,83.64223933086207
uiuo.ark:/13960/t16m3rp3s,"Lillie, Arthur,",The cobra diamond,1890,m,mixed,83.64001338240215
mdp.39015014943412,"Lively, Penelope,",Passing on / | $c: Penelope Lively.,1989,f,,83.63136176066025
uc1.32106019365094,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,83.62724066465476
uiuo.ark:/13960/t8x92h03w,"Besant, Walter,",The master craftsman,1896,m,high_male,83.58408559010364
nyp.33433074853080,"Heddle, Ethel F.",A mystery of St. Rule's,1902,f,,83.58135931830228
mdp.39015078793349,"Bedell, Geraldine.",The gulf between us / | $c: Geraldine Bedell.,2009,f,,83.56675281264026
mdp.39015002146838,"Smith, Stevie,",Over the frontier / | $c: by Stevie Smith.,1938,u,,83.55457326523188
uiuo.ark:/13960/t2b85xs8f,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,83.51937810186152
uc1.32106005199515,"Niven, David,","Go slowly, come back quickly / | $c: by David Niven.",1981,m,,83.51502632954646
uc1.$b244884,"Scott, J. D. (John Dick),","The margin, | a novel.",1949,m,,83.50519377000646
uiuo.ark:/13960/t6737f83q,"Warburton, Eliot,",Reginald Hastings,1850,m,,83.4952391656899
uiuo.ark:/13960/t8ff4515z,"Fullom, S. W.",Down in Devon,1869,m,,83.47508347508348
uiuo.ark:/13960/t9474zg09,"Oliphant, Laurence,",Altiora Peto,1883,m,,83.47367650289229
mdp.39015008539465,"Holbrook, David.",Flesh wounds.,1966,m,mixed,83.46301979638501
mdp.39015060042101,"Arden, John.",The stealing steps : | nine stories / | $c: by John Arden.,2003,m,mixed,83.46234098404794
uc2.ark:/13960/t9959dv5s,"Wilson, David.",Anecdotes of big cats and other beasts,1910,m,high_male,83.45658144939783
uc1.$b684708,"Quiller-Couch, Arthur Thomas,",Noughts and crosses ;,1891,m,,83.44020890956008
mdp.39015054151462,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,83.36730906147882
uiuo.ark:/13960/t51g12288,"Davies, Charles Maurice,","'Verts, or, The three creeds",1876,m,mixed,83.35069806209628
uiuo.ark:/13960/t17m0tr07,"Meredith, George,",Beauchamp's career,1876,m,high_female,83.32930776291
uc2.ark:/13960/t9j38pr1x,"Murray, Hilda Louisa Janey Woulf Murray, Baroness.",Echoes of sport,1910,f,,83.3226509421869
mdp.39015025397814,"Hoban, Russell.","The moment under the moment : | stories, a libretto, essays, and sketches / | $c: Russell Hoban.",1992,m,high_male,83.32176086654631
uc1.b3871533,"Smart, Hawley,",The great tontine,1882,m,,83.31949447113594
mdp.39015078783464,"Griffiths, Elly.",The crossing places / | $c: Elly Griffiths.,2009,f,high_female,83.31506248629687
mdp.39015020086214,"Findlater, Mary.",Penny Monypenny,1913,f,high_female,83.3127221130189
mdp.39015018982614,"Lynn, Jonathan.",The Complete Yes Prime Minister : | the diaries of the Right Hon. James Hacker / | $c: edited by Jonathan Lynn & Antony Jay.,1989,m,high_male,83.30078170959561
uiuo.ark:/13960/t7qn6j37d,"Hardy, Iza Duffus.",A hero's work,1868,f,,83.2923698727402
uc1.$b244748,"Macaulay, Rose,",I would be private; | a novel | $c: by Rose Macaulay.,1937,f,,83.27843585695999
uc1.b2838587,"Deighton, Len,",Only when I larf.,1967,m,,83.27663074938812
mdp.39015031227575,"Davies, Rhys,",Honeysuckle girl / | $c: Rhys Davies.,1975,m,high_female,83.25659430070769
mdp.39015063761210,"Black, William,",Madcap Violet,1876,m,,83.22801393298606
mdp.39015008955489,"Murdoch, Iris.",An accidental man. -,1971,f,,83.22308053433484
mdp.39015063918216,"Fletcher, J. S. (Joseph Smith),","The Kang-he vase, | $c: by J. S. Fletcher.",1925,m,mixed,83.21674948140286
uc2.ark:/13960/t3st7mj5q,"Drake, Maurice,",The salving of a derelict,1919,m,high_male,83.20224646065444
uiuo.ark:/13960/t74t76z2w,"Richards, Alfred Bate,",So very human,1873,m,mixed,83.20159747067146
uc2.ark:/13960/t4kk9993n,"Besant, Walter,","Uncle Jack, etc",1887,m,,83.18027521612447
mdp.39015016453741,"Hoult, Norah.",Poor women! | $c: By Norah Hoult.,1928,f,high_female,83.16127552190872
mdp.39015055602943,"McSmith, Andy.",Innocent in the house / | $c: Andy McSmith.,2001,m,,83.13581207768777
mdp.39015010547670,"Upward, Edward.",The spiral ascent : | a trilogy of novels / | $c: [by] Edward Upward.,1977,m,,83.12097008671263
uiuo.ark:/13960/t4jm2xs5q,"Wood, Henry,",Oswald Cray,1864,f,,83.1073396903158
uiug.30112039914905,"Elizabeth,","The enchanted April / | $c: by the author of ""Elizabeth and her German garden"".",1923,f,high_female,83.0927549509433
mdp.39015014516044,"Holden, Ursula.",Unicorn sisters / | $c: Ursula Holden.,1988,f,high_female,83.07894431778661
mdp.39015032138300,"Nayman, Michele.",Jetlag : | a novel / | $c: Michèle Nayman.,1994,f,,83.07257774208733
uc1.32106009715530,"Mortimer, John,",Rumpole à la carte / | $c: John Mortimer.,1990,m,mixed,83.0595789159325
uiuo.ark:/13960/t54f29n2v,"Marks, Mary A. M.",All the world's a stage,1879,f,mixed,83.05347921857509
mdp.39015033413835,"Balch, Elisabeth,",An author's love;,1889,f,,83.05181760025141
uiuo.ark:/13960/t5q81zc29,"Wynne, Catherine Simpson.",The story of a kiss,1887,f,,83.04195804195805
uc2.ark:/13960/t2j67b19z,"Romer, Mabel.",A Peke's pilgrimage,1920,f,high_female,83.04115150396753
njp.32101018115053,"Hood, Tom,",Captain Master's children,1865,m,mixed,83.004083800923
mdp.39015000639974,"Le Gallienne, Richard,",The quest of the golden girl,1896,m,high_female,82.9940494832446
mdp.39015032835194,"Forbes, Bryan,",The twisted playground / | $c: Bryan Forbes.,1993,m,mixed,82.97393159665552
mdp.39015063870185,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,82.96591286208695
nyp.33433076091127,"Graham, Alan.",The voyage home,1921,m,mixed,82.93341000066347
mdp.39015049524427,"Weldon, Fay.",Rhode Island blues / | $c: Fay Weldon.,2000,f,,82.93224731580897
njp.32101068169596,"Galt, John,",Eben Erskine;,1833,m,,82.92548088648965
uc1.$b244836,"Strachey, Isobel.","The younger sister, | a novel.",1951,f,high_female,82.92272563393823
uiuo.ark:/13960/t0ks72319,"Dowling, Richard,",An isle of Surrey,1889,m,mixed,82.92064954508811
uiuo.ark:/13960/t39z9rr89,,Poor Nellie,1887,f,,82.91782290964167
mdp.39015030042694,"Lyon, Julia Hart.","Women must love,",1937,f,,82.89949265510495
uc2.ark:/13960/t0cv4dm0c,"Cripps, Arthur Shearly,",Faerylands forlorn;,1910,m,high_male,82.89517313249016
mdp.39015060668954,,Urban Welsh : | new short fiction / | $c: edited by Lewis Davies.,2005,u,mixed,82.89018962724919
mdp.39015047574614,"Harkness, Lucy,",The happy pigs / | $c: Lucy Harkness.,1999,f,,82.87134937417844
uc1.b3327072,"Massie, W.",Sydenham;,1830,u,,82.87030118599628
uiuo.ark:/13960/t3805f21r,"Craik, Dinah Maria Mulock,",A noble life,1866,f,,82.85576192777737
hvd.hw2feo,"Helme, Elizabeth,","St. Clair of the isles, or, The outlaws of Barra",1844,f,,82.85328956309917
uiuo.ark:/13960/t3fx7p48j,"Gray, Russell.",Never for ever,1867,m,,82.84513876560743
uc1.b3324316,"Hall, S. C.,",Uncle Horace,1837,f,,82.8449571967721
mdp.39015010487109,"Cooper, William,",Scenes from married life / | $c: by William Cooper [pseud.],1961,m,mixed,82.83499948937329
mdp.39015028687088,"(Herbert George), Wells, H. G.",The stolen bacillus and other incidents ...,1926,m,high_male,82.83408140856467
mdp.39015064950317,"Freud, Esther.",Love falls / | $c: Esther Freud.,2007,f,high_female,82.83307738843128
uiuo.ark:/13960/t3126849b,"Gissing, Algernon,",Between two opinions,1893,m,,82.82430893467233
mdp.39015030763299,"Middleton, Stanley,",Brazen prison.,1971,m,,82.81485571103987
uiuo.ark:/13960/t6sx6xb4r,"Riddell, J. H.,",Phemie Keller,1866,f,,82.80339162692104
uiuo.ark:/13960/t84j0tn5m,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,82.79379377721845
mdp.39015030542362,"Onions, Oliver,",A case in camera,1920,m,mixed,82.78916703749314
mdp.39015053574789,"Moore, Katharine.",Moving house : | a novel / | $c: by Katharine Moore.,1986,f,high_female,82.77860173145241
mdp.49015000563040,"Rickert, Edith,",Early English romances in verse,1908,f,high_male,82.7613066549827
njp.32101067173045,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,82.73025298447455
inu.32000009177983,"English, Isobel.",The key that rusts.,1954,f,,82.72420293196274
mdp.39015049991212,,Something wicked : | Scottish crime fiction / | $c: edited by Susie Maguire and Amanda Hargreaves.,1999,u,,82.7141655138974
uc2.ark:/13960/t7wm15p2c,"Jones, C. A.",Little Sir Nicholas,1892,m,mixed,82.7129859387924
inu.32000006900031,"Collins, Mortimer,",You play me false,1878,m,high_female,82.68638890164914
njp.32101066477744,"Baker, Henry Barton,",Strafford,1878,m,,82.67879288962381
dul1.ark:/13960/t9q24kn9w,"Collins, Mortimer,",Transmigration,1874,m,,82.67708397924804
njp.32101067647634,"James, G. P. R.",My Aunt Pontypool,1835,m,mixed,82.64822306320414
uc2.ark:/13960/t9x064z1m,"Braddon, M. E.",The trail of the serpent,1890,f,,82.64741600323845
uc1.$b482335,"Belmer, Roy.",The teeth of the dragon : | the incredible story of a woman's survival / | $c: by Roy Belmer.,1964,m,,82.63343267407205
