htid,author,title,year,authgender,female_category,intl_subcity_intensity
pst.000045449451,"Greene, Graham,",The quiet American.,1955,m,,89.2524111472265
uiuo.ark:/13960/t08w3pk27,"Black, William,",A princess of Thule,1874,m,,89.25172925225425
uc1.$b245043,"Tracy, Don,",Streets of Askelon.,1952,m,mixed,89.24494624548586
uc1.b4975714,,Men on men : | best new gay fiction / | $c: edited and with an introduction by George Stambolian,1986,u,,89.21978833374352
uc1.b3834611,"Cusack, Dymphna.",Heatwave in Berlin.,1961,u,,89.1711433480502
uc1.b3472716,"Masterton, Graham.",Solitaire / | $c: Graham Masterton.,1982,m,,89.14591357417967
mdp.39015028779349,"Callaghan, Mary Rose.",Confessions of a prodigal daughter / | $c: Mary Rose Callaghan.,1985,f,high_female,89.12761886653438
njp.32101079670665,"Lytton, Edward Bulwer Lytton,",The last of the barons,1907,m,,89.10399521271523
mdp.39015073645478,,"The Dedalus book of Russian decadence : | perversity, despair and collapse / | $c: edited by Kirsten Lodge ; poetry translated by Kirsten Lodge ; prose translated by Margo Shohl Rosen with Grigory Dashevsky.",2007,u,,89.09007729166166
mdp.39015024991708,"West, Morris,",The ringmaster.,1991,m,mixed,89.06952041011566
uiuo.ark:/13960/t2697pp25,"Middleton, Colin.",Innes of Blairavon,1893,m,high_male,89.05176990392684
njp.32101067172997,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,89.04859846962496
mdp.39015022050424,"Hood, Stuart,",A den of foxes / | $c: Stuart Hood.,1991,m,mixed,89.02539449377934
mdp.39015053541333,"Jacob, Alaric,",Eminent nonentities / | $c: by Alaric Jacob ; illustrated by Philippe Jullian.,1970,u,,89.01837015456826
mdp.39015048891967,"Stewart, John,",Last cool days.,1971,m,,89.0102788582298
uc1.$b244866,"Street, A. G. (Arthur George),","Holdfast, | $c: a novel by A.G. Steet.",1946,m,high_female,88.98063781321187
mdp.39015032979364,"Faldbakken, Knut.",Twilight country / | $c: Knut Faldbakken ; translated from the Norwegian by Joan Tate.,1993,m,,88.9679715302491
mdp.39015063994233,"Galt, John,",The spaewife;,1823,m,,88.966449383223
uc2.ark:/13960/t51g0q189,"St. Johnston, Alfred,",A South Sea lover,1890,m,mixed,88.94624856116361
uc1.$b64068,"Sanborn, Pitts,",Prima donna : | a novel of the opera / | $c: by Pitts Sanborn.,1929,u,high_female,88.94329625768692
uc1.b4084617,"Le Fort, Gertrud, Freiin von,","The Pope from the ghetto, | the legend of the family of Pier Leone, | $c: by Gertrud von Le Fort; translated by Conrad M. R. Bonacina.",1934,u,,88.92987714502155
mdp.39015069332529,"Pryce, Malcolm.",Don't cry for me Aberystwyth / | $c: Malcolm Pryce.,2007,m,,88.92226218234993
uc1.$b176818,"Zangrandi, Ruggero.",A train to the Brenner (La tradotta del Brennero). | $c: Translated from the Italian by Roger Wolcott-Behnke.,1963,u,high_male,88.89471805072827
inu.30000124502752,"Dickinson, David,",Death of a pilgrim / | $c: David Dickinson.,2009,m,,88.86772990557805
uc2.ark:/13960/t33205244,"Marryat, Frederick, 1792-1848.",The mission,1845,m,high_male,88.86687450831852
inu.39000002551013,"Braddon, M. E.",The doctor's wife,1864,f,mixed,88.86533004895385
uiuo.ark:/13960/t2s476x7g,"Moberly, A.",Lady Valeria,1886,m,,88.81904826973661
mdp.39015005611697,"Sterne, Laurence,",The works of Laurence Sterne,1803,m,,88.81767994287802
nyp.33433074951967,"Dallas, Robert Charles,",Aubrey,1804,m,mixed,88.81158991248358
uc1.32106014959404,"Symonds, John,",The collected dramatic works of John Symonds.,1981,m,,88.79680331508067
nnc1.1002317702,"Bray,",The protestant;,1828,f,,88.76821053730875
uc1.b3295252,"Tute, Warren.",The admiral.,1963,m,mixed,88.75027993663068
mdp.39015000599269,"Purdy, James,","63: dream palace, a novella, and nine stories.",1957,m,,88.73268842647366
uc1.b3322743,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,88.7281737063265
uiuo.ark:/13960/t73v06h0g,"Russell, William Clark,","Alone on a wide, wide sea",1892,m,high_female,88.71989860583017
uc1.b3579187,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,88.68055995439285
uc1.$b556468,"Elmberg, John Erik Oscar, 1917-",Islands of tomorrow. | $c: Translated from the Swedish by Naomi Walford.,1956,m,,88.67716356812161
uc1.$b101840,"Golding, Louis,",The loving brothers / | $c: by Louis Golding.,1952,m,mixed,88.65368217316566
uiuo.ark:/13960/t0vq3b299,"Grant, Maria M.",The sun-maid,1876,f,,88.64631857053466
mdp.39015002204744,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,,88.6201793096623
inu.30000100791627,"Baerlein, Henry,","In Czechoslovakia's hinterland, | $c: by Henry Baerlein.",1938,m,,88.52015135210192
mdp.39015048927241,"March, Caeia,",Spinsters' rock / | $c: Caeia March.,1999,u,high_female,88.51847312442973
mdp.39015002758822,"Salkey, Andrew.",The adventures of Catullus Kelly.,1969,m,,88.51681819545713
mdp.39015059159650,"Parsons, Tony,",The family way / | $c: Tony Parsons.,2004,m,,88.50862959138516
uiuo.ark:/13960/t3zs3838w,"Lytton, Rosina Bulwer Lytton,",The peer's daughters,1849,f,,88.4981857871914
uc1.b3473179,"Rushforth, Peter,",Kindergarten / | $c: P.S. Rushforth.,1979,m,,88.49277835719477
uc1.$b299732,"Byrne, Donn,","Changeling, | and other stories.",1931,m,mixed,88.4666082787052
uc1.b4974501,"Fuller, John.",The burning boys.,1989,m,,88.44740781058647
mdp.39015050041238,"Colvin, Clare.",Masque of the Gonzagas / | $c: Clare Colvin.,1999,f,mixed,88.43451472774807
mdp.39015063617032,"Gallenga, Antonio Carlo Napoleone,",The Blackgown papers,1846,m,mixed,88.43092775577685
uiuo.ark:/13960/t4bp0qt7q,"Trollope, Frances Eleanor,",Among aliens,1890,f,,88.41273143332639
uiuo.ark:/13960/t46q2g626,"Lennox, William Pitt,","Philip Courtenay, or, Scenes at home and abroad",1855,m,,88.4013783398582
uiuo.ark:/13960/t8hd8gh67,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,88.39956603849402
nyp.33433074861349,"Howard, Mabel,",The undoing of John Brewster,1899,f,high_female,88.36821773928851
inu.30000025896469,"Ryman, Geoff.","""Was- "" : | a novel / | $c: Geoff Ryman.",1992,m,,88.35926399121186
nyp.33433075767693,"Whitelaw, David.",MacStodger's affinity;,1906,m,high_male,88.33567556715519
uiuo.ark:/13960/t49p3pv44,"Taylor, Meadows,",A noble queen,1878,m,mixed,88.3350607745218
uc1.b3327071,"Massie, W.",Sydenham;,1830,u,,88.32751843836948
mdp.39015037702654,,The Oxford book of travel stories / | $c: edited by Patricia Craig.,1996,u,mixed,88.31282364642757
uc1.b3727158,"Ogilvie, Elisabeth,",My world is an island.,1951,f,,88.30854409969935
uva.x030794682,"Trask, Katrina,",In my lady's garden;,1907,u,high_female,88.29465186680122
njp.32101069166021,"Grant, James,",Morley Ashton,1876,m,,88.27658065729872
mdp.39015059168727,"Woodward, Gerard,",I'll go to bed at noon / | $c: Gerard Woodward,2004,m,,88.2744009754321
uva.x000996253,,Paston Carew,1891,u,,88.25375550406108
uc1.b3796911,"Anant, Victor,",The revolving man.,1959,m,,88.25113752277912
mdp.39015040991369,"Hoban, Russell.",Fremder / | $c: Russell Hoban.,1996,m,high_female,88.24349010744032
mdp.39015018932346,"Adair, Gilbert.",Love and death on Long Island / | $c: Gilbert Adair.,1990,m,,88.23845905520285
mdp.39015039573160,"Humphreys, Henry Noel,",Stories by an archæologist and his friends,1856,m,mixed,88.22846528906432
mdp.39015043787715,"Barnacle, Hugo.",Day one / | $c: Hugo Barnacle.,1998,m,,88.22007515671787
uc2.ark:/13960/t5w66dr3v,"Baerlein, Henry,",The house of the fighting-cocks,1922,m,,88.21988807101701
inu.39000001190797,"McGonagall, William.","Further poetic gems / | $c: William McGonagall, poet and tragedian ; died in Edinburgh 29th September, 1902.",1980,m,high_male,88.20935019112027
wu.89099485583,"Brandes, Georg,",Recollections of my childhood and youth,1906,u,,88.19742110740684
uc2.ark:/13960/t8bg2x096,"Shiel, M. P.",Shapes in the fire,1896,m,mixed,88.16045202268127
mdp.39015053566884,"Simenon, Georges,",The neighbours; | $c: translated from the French by Christopher Sinclair-Stevenson.,1968,m,,88.12866785506841
mdp.39015026114150,"Coryn, Marjorie,","The Chevalier d'Eon, 1728-1810, | $c: by M. Coryn.",1932,f,high_male,88.1116985224346
uiuo.ark:/13960/t53f54t8r,"Grant, Maria M.","Lescar, the universalist",1874,f,mixed,88.09807425054596
uiuo.ark:/13960/t79s24v5g,"Grant, James,",Under the red dragon,1872,m,mixed,88.08560615946757
mdp.39015066711873,"Rive, Richard,","Modern African prose, | an anthology. | $c: Illustrated by Albert Adams.",1964,m,,88.05048227650516
inu.30000011322801,"McGarry, Mary.",Great folk tales of Old Ireland; | $c: compiled and introduced by Mary McGarry; illustrations by Richard Hook.,1972,f,mixed,87.95543591247102
uiuo.ark:/13960/t6qz2mn29,"Gore,","The heir of Selwood, or, Three epochs of a life",1838,f,,87.93736154093317
mdp.39015066188957,"Thackeray, William Makepeace,",Works,1883,m,,87.93052136035283
uc1.$b322927,"Arkell, Reginald,",Trumpets over Merriford; | $c: illustrated by J. S. Goodall.,1955,m,,87.89642475353367
mdp.39015059722002,"Hulbert, William Davenport,",Forest neighbors;,1903,m,high_male,87.87200530547956
uc1.$b185905,"Langhoff, Wolfgang,","Rubber truncheon; | being an account of thirteen months spent in a concentration camp, | $c: by Wolfgang Langhoff; translated from the German by Lilo Linke; with a foreword by Lion Feuchtwanger.",1935,u,high_male,87.85715169589054
mdp.39015078808501,"Dyer, Geoff.","Jeff in Venice, death in Varanasi : | a novel / | $c: Geoff Dyer.",2009,m,,87.85084878118039
mdp.39015084093577,"O'Faolain, Nuala.","Best love, Rosie / | $c: Nuala O'Faolain.",2009,f,,87.83706581352834
dul1.ark:/13960/t6058935p,"Edwards, Amelia Ann Blanford,",In the days of my youth,1873,f,mixed,87.8334417696812
uiuo.ark:/13960/t50g4887s,"Ley, Beatrice.",Fiesole; a novel,1886,f,high_female,87.8120821442114
uc1.b4105092,"Morier, James Justinian,","Ayesha, the maid of Kars",1834,m,mixed,87.81147883167549
mdp.39015031241980,"James, Henry,",Tales of three cities,1884,m,high_female,87.73292635003611
uc2.ark:/13960/t6vx0864f,"Glossop, Bertram Robert Mitford.",Sporting trips of a subaltern,1906,m,high_male,87.69785930963096
mdp.39015050981714,"Burgess, Anthony,",Beds in the East.,1959,m,,87.66704505861328
uc2.ark:/13960/t9377c432,"Smart, Hawley,",At fault,1883,m,,87.65813328020718
mdp.39015005724094,"Mackenzie, Compton, Sir,","The north wind of love, | being volume four of ""The four winds of love.""",1949,m,mixed,87.6243125409626
nnc1.1002317656,"Bray,",The protestant;,1828,f,,87.6176898630788
mdp.39015066824023,"Mercurio, Jed.",Ascent / | $c: Jed Mercurio.,2007,m,high_male,87.59658504059516
uiuo.ark:/13960/t5r78n789,"Collins, Charles James,",The man in chains,1864,m,high_male,87.59568876870931
inu.30000011762873,"Green, Peter,",The sword of pleasure.,1957,m,high_male,87.59434811794948
mdp.39015084105009,,Sideways in crime : | an alternate mystery anthology / | $c: edited by Lou Anders ; Kage Baker ... [et al.].,2008,u,high_male,87.566827315583
mdp.39015078793737,"Kennedy, Douglas,",Leaving the world / | $c: Douglas Kennedy.,2009,m,,87.5311408866616
inu.30000110616335,"Bailey, Roderick,",Forgotten voices of D-Day / | $c: Roderick Bailey.,2009,m,high_male,87.52914789006887
uiuo.ark:/13960/t70v94t43,"Vincent, Francis,",Arundel,1840,m,mixed,87.51790138892048
nyp.33433069350993,"Wadham, Percy.",Pranks in Provence;,1907,m,mixed,87.51458576429405
mdp.39015054385425,,The weekenders : | travels in the heart of Africa / | $c: Alex Garland ... [et al.],2001,u,high_male,87.50820389411507
mdp.39015062563690,"Evaristo, Bernardine,",Soul tourists / | $c: Bernardine Evaristo.,2005,f,mixed,87.5033369916649
nyp.33433074851100,"Harris, Henry E.",The king of Andorra,1899,m,high_male,87.48776654111923
mdp.39015015448924,"Farhi, Moris.",Journey through the wilderness / | $c: Moris Farhí.,1989,u,,87.471753912799
uiuo.ark:/13960/t9668r34m,"Chatterton, Georgiana,",The lost bride,1872,f,high_female,87.45684695051781
mdp.39015013416741,,"The story of Burnt Njal, from the Icelandic of the Njals saga, | $c: by George Webbe Dasent.",1923,u,,87.45505781751045
inu.30000006000214,"O'Faoláin, Seán,",The collected stories / | $c: Sean O'Faolain.,1980,u,mixed,87.4244749674587
wu.89000066993,"Barry, John Arthur,",South sea shipmates,1914,m,high_male,87.41846546970615
njp.32101061960934,"Solly, Henry,",James Woodford,1881,m,,87.36469577836023
mdp.49015001327015,"Coulter, Stephen,",Damned shall be desire; | the passionate life of Guy de Maupassant.,1958,m,mixed,87.35658959874206
mdp.39015051000936,"Thorn, Michael,",Pen friends / | $c: Michael Thorn.,1988,m,,87.35422416095435
mdp.39015062852390,"McCall Smith, Alexander,",Espresso tales : | the latest from 44 Scotland Street / | $c: Alexander McCall Smith ; illustrated by Ian McIntosh.,2005,m,,87.35398679532757
mdp.39015066896872,"Rankin, Ian.",The naming of the dead / | $c: Ian Rankin.,2006,m,mixed,87.35070451483249
uc1.32106011414155,"Simenon, Georges,",Maigret loses his temper / | $c: translated from the French by Robert Eglesfield,1967,m,high_male,87.28232639332396
nyp.33433074943733,"Austen, Jane,",The novels of Jane Austen,1892,f,high_female,87.27812264758185
uiuo.ark:/13960/t9p27588b,"Cathcart,",Adelaide;,1833,f,high_female,87.25406330196748
uiuo.ark:/13960/t2x35dt68,"Sherard, Robert Harborough,",A bartered honour,1883,m,,87.25005006150414
mdp.39015011927558,"Mather, Berkely.",The memsahib / | $c: Berkely Mather.,1977,u,high_female,87.2384663477616
mdp.39015054132066,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,high_female,87.22398200431529
uc1.$b803920,"Stephen, A. M. (Alexander Maitland),",The kingdom of the sun : | a romance of the far west coast / | $c: by A.M. Stephen.,1927,m,high_male,87.22306676302739
nyp.33433074918610,"Adams, Arthur Henry,",Tussock land;,1904,m,,87.20616910158049
mdp.39015035336257,"Ngũgĩ wa Thiongʼo,",Petals of blood / | $c: Ngugi Wa thiongʼo.,1977,u,high_male,87.1906514073887
inu.30000114449469,"O'Hara, John,",Ourselves to know / | $c: John O'Hara.,1960,m,,87.1862850635659
mdp.39015063626520,"Ferrier, Susan,",Novels,1894,f,high_female,87.18304237305938
mdp.39015013790400,"O'Flaherty, Liam,",Insurrection.,1950,m,,87.18178647935036
uc1.b4948812,"Ruheni, Mwangi.",The future leaders.,1973,u,high_female,87.17376282357944
mdp.39015062819795,"Brown, George Mackay.",Beside the ocean of time / | $c: George Mackay Brown.,2005,m,,87.14715614319365
inu.30000042624605,"Mullen, Michael.",The midnight country / | $c: Michael Mullen.,1995,m,mixed,87.14294115445685
uiuo.ark:/13960/t95721m3x,"Reid, Mayne,",The child wife,1868,m,,87.13457935781815
uc2.ark:/13960/t0bv7k35z,"O'Hanrahan, Michael,",A swordsman of the brigade,1914,m,,87.11335779051075
uc1.b3579186,"Banks, G. Linnaeus",The Manchester man,1876,f,mixed,87.10632779078995
uc2.ark:/13960/t88g8hp4f,"Bullivant, Cecil Henry.",A strong man's way,1919,u,,87.08744169569582
njp.32101064790221,"Robinson, Emma.",Owen Tudor;,1849,f,high_male,87.02767999792172
mdp.39015047458503,"Amis, Martin.",Heavy water and other stories / | $c: Martin Amis.,1998,m,high_male,87.01300292902926
mdp.39015001169963,"Yevtushenko, Yevgeny Aleksandrovich,",A dove in Santiago : | a novella in verse / | $c: Yevgeny Yevtushenko ; translated by D.M. Thomas.,1982,u,high_male,87.00515816294823
uc1.b3472508,"Braine, John.",These golden days / | $c: John Braine.,1985,m,high_female,86.97921196833956
mdp.39015063348794,"Ma, Jian,",Stick out your tongue / | $c: Ma Jian ; translated from the Chinese by Flora Drew.,2006,u,high_male,86.96732513355694
mdp.39015058267173,"Kjærstad, Jan,",The seducer / | $c: Jan Kjærstad ; translated from the Norweigian by Barbara J. Haveland.,2003,f,,86.96703442412614
mdp.39015017005342,"Chedid, Andrée,",The return to Beirut / | $c: Andrée Chedid ; translated by Ros Schwartz.,1989,u,,86.95652173913045
uiuo.ark:/13960/t6m04cp1j,"Baring-Gould, S.",John Herring;,1883,m,,86.91761999105263
mdp.39015070426385,"Clift, C Winifred Lechmere.",Very Far East,1909,f,mixed,86.90944320966547
uc1.$b244328,"Williamson, Henry,",How dear is life.,1954,m,,86.86451747740216
mdp.39015011923664,"Wilson, Angus.","For whom the cloche tolls; | a scrap-book of the twenties, | $c: by Angus Wilson and Philippe Jullian.",1953,m,high_female,86.85434016246872
uc1.$b244024,"Raddall, Thomas H.,",Tidefall.,1954,m,high_female,86.83167550744945
mdp.39015051177718,"Hoyle, Fred, Sir.","The inferno, | $c: by Fred Hoyle and Geoffrey Hoyle.",1973,m,high_male,86.82935746275477
uc1.b4402151,,The ninth wave.,1955,u,mixed,86.82191251499705
uc2.ark:/13960/t4pk07g42,"Crawford, F. Marion",A tale of a lonely parish,1886,m,,86.80555555555554
uc1.32106017951986,"Ludlum, Robert,",The cry of the halidon / | $c: Robert Ludlum,1996,m,high_male,86.80447911112213
uiuo.ark:/13960/t76t0zs2q,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,86.78911822255886
uiuo.ark:/13960/t9w09kn28,,"Macalpine, or, On Scottish ground",1872,u,mixed,86.76610337561458
uiuo.ark:/13960/t53f57481,"Hatton, Joseph,",Under the great seal,1893,m,,86.6975762373252
uc1.b4108130,"Congreve, William,",Incognita;,1922,m,,86.6784230504827
mdp.39015014135639,"Mopeli-Paulus, Attwell Sidwell,","Turn to the dark, | $c: by A. S. Mopeli-Paulus & Miriam Basner.",1956,u,,86.67559687967851
hvd.hwadai,"Scott, Walter,",The Waverley novels,1829,m,mixed,86.66762964032934
uc1.32106016455070,"Kidman, Fiona,",Paddy's puzzle / | $c: by Fiona Kidman,1983,f,high_female,86.6669263428505
uc2.ark:/13960/t3dz04s7b,"Somadeva Bhaṭṭa,","The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,""",1909,u,high_male,86.65896364767576
hvd.hwkd1s,"Hope, Thomas,","Anastasius, or, Memoirs of a Greek ;",1820,m,high_male,86.65111862906869
uc2.ark:/13960/t9c53p432,"Belloc, Hilaire,",The green overcoat,1912,m,high_male,86.64300287878365
mdp.39015030736246,"Cable, George Washington,",Bonaventure,1888,m,,86.60449940585286
uiuo.ark:/13960/t8qc0f17h,"Hardy, Iza Duffus.",A broken faith,1879,f,,86.5914029441077
mdp.39015019125841,"Rayner, Louisa.",Women in a village; | an Englishwoman's experiences and impressions of live in Yugoslavia under German occupation.,1957,f,high_female,86.58831480132207
mdp.39015078782094,"Markham, E. A. (Edward Archibald),",The three suitors of Fred Belair / | $c: E.A. Markham.,2009,m,mixed,86.58085938197333
uc2.ark:/13960/t0tq5sq1s,"Bowden, H. Park.",The witch of Atlas,1889,u,,86.57736080721583
