htid,author,title,year,authgender,female_category,gb_greater_london_intensity
mdp.39015050245052,"Anderson, Barbara,",Long hot summer / | $c: Barbara Anderson.,2000,f,mixed,4.816398874889223
uc1.b3322544,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,4.816259692722632
inu.39000002994254,"Macklin, Robert.",The Queenslander / | $c: Robert Macklin.,1975,m,,4.815563902532986
mdp.39015088641736,"Djurklou, Nils Gabriel,",Fairy tales from the Swedish,1901,u,,4.811509129838574
uiuo.ark:/13960/t9b57754t,,Tales of a lay-brother,1844,u,high_female,4.810930433945925
mdp.39015074054688,"Jooste, Pamela.",Star of the morning / | $c: Pamela Jooste.,2007,f,high_female,4.810583283223091
mdp.39015009367114,"Anderson, Sherwood,",Windy McPherson's son | $c: [by] Sherwood Anderson.,1923,m,high_male,4.809734903444572
mdp.39015009211817,"Ekwensi, Cyprian.",Burning grass;,1962,m,high_female,4.808963908725865
uc2.ark:/13960/t3805123r,"Hales, A. G.","McGlusky, the gold-seeker",1920,m,high_male,4.8076923076923075
uiuo.ark:/13960/t9280mv7p,"Bramley-Moore, William,",The six sisters of the valleys,1864,m,mixed,4.806941223126194
nyp.33433074935135,"Capes, Bernard Edward Joseph,",Adventures of the Comte de la Muette during the reign of terror,1898,m,,4.805520582044653
dul1.ark:/13960/t6ww8471s,"Edwards, Amelia Ann Blanford,",In the days of my youth,1873,f,mixed,4.805382027871216
nyp.33433074857230,"Gaunt, Mary,",The moving finger,1895,f,,4.804862520871121
mdp.39015067702095,"Davidson, Toni.",The gradual gathering of lust / | $c: Toni Davidson.,2007,f,,4.804804804804805
nyp.33433006611846,"Neish, Rosalie Galsworthy,",A world in a garden,1899,f,high_male,4.803650774588688
mdp.39015002178864,"Lessing, Doris May,",A proper marriage.,1954,f,high_female,4.802100118451803
mdp.39015034297211,"McGinley, Patrick,",The lost soldier's song / | $c: Patrick McGinley.,1994,m,high_male,4.799846404915042
uc2.ark:/13960/t0qr5175r,"Couperus, Louis,",Ecstasy,1897,m,high_female,4.79570305006714
inu.32000002540344,"Innes, Michael,","Mark Lambert's supper, | $c: by J.I.M. Stewart.",1954,m,,4.794610857396287
uc1.$b242594,"Farrell, James T. (James Thomas),","More fellow-countrymen, | $c: by James T. Farrell.",1946,m,,4.793289394847214
mdp.39015055445939,"Rushdie, Salman.",The Moor's last sigh / | $c: Salman Rushdie.,1995,m,,4.793174519484254
mdp.39015030728268,"Caspary, Vera,",Evvie.,1973,f,mixed,4.791632440720662
uiuo.ark:/13960/t51g17v2r,"Miller, Thomas,","Fair Rosamond, or, The days of King Henry II",1839,m,,4.790878167968189
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,4.789119121356278
mdp.39015009044911,"Baudiš, Josef,",Czech folk tales,1917,u,high_male,4.784460073680685
mdp.39015011709352,"Mvungi, Martha Mlagala.",Three solid stones / | $c: Martha Mvungi.,1975,f,,4.783544606553456
nc01.ark:/13960/t0qr58d6c,"O'Donnell, Elliott,",The Banshee,1920,m,,4.783163265306123
uc1.b3539518,"Clements, Arthur Frederick,","Tudor translations; | an anthology, | $c: chosen by His Honour Judge Clements.",1940,m,high_male,4.782000549930063
uc2.ark:/13960/t6qz2fq9h,"Hood, Alexander Nelson,",Tales of old Sicily,1906,m,high_male,4.7807431665252365
uc1.32106008277110,"Beidao,",Waves : | stories / | $c: by Bei Dao ; edited with an introduction by Bonnie S. McDougall ; translated by Bonnie S. McDougall and Susette Ternent Cooke.,1987,u,high_male,4.780457489781772
inu.32000009080054,"Mitchison, Naomi,",Men and herring : | a documentary / | $c: by Naomi Mitchison and Denis MacIntosh.,1949,f,high_male,4.780000478000048
mdp.39015063958089,"Cooper, James Fenimore,",The headsman;,1833,m,,4.777830864787386
mdp.39015073483789,"Henty, G. A.",In times of peril,1893,m,high_male,4.776005349125991
mdp.39015006575974,"Defoe, Daniel,",The novels and miscellaneous works,1840,m,high_male,4.77405098686454
wu.89104495684,"Howard, Blanche Willis,",Vroni,1899,f,,4.772301561735686
mdp.39015022430865,"Nünlist, Hugo.",Spitzbergen; | the story of the 1962 Swiss-Spitzbergen Expedition; | $c: translated from the German by Oliver Coburn.,1966,m,,4.771675335210192
uc2.ark:/13960/t77s7xb23,"Watson, Isabella.",Old time Australian life,1922,f,mixed,4.7715994401323325
uc2.ark:/13960/t9c53mq7s,"Collingwood, W. G.",Coniston tales,1899,m,high_female,4.770764753590001
nyp.33433061821595,"Croker, Thomas Crofton,",Fairy legends and traditions of the South of Ireland,1825,m,high_male,4.770764753590001
mdp.39015048877230,"Lancaster, Osbert,","The Saracen's head; | or, The reluctant crusader; | $c: illus. by the author.",1948,u,high_male,4.770537162484496
inu.30000111285023,,De/tached / | $c: [edited by Kelly Fitzgerald & Sandra Mackness ; forward by Menna Elfyn].,2006,u,mixed,4.770309593092592
pst.000024683296,"Blackburn, Julia.",The book of colour : | a fiction / | $c: Julia Blackburn.,1995,f,high_male,4.7616780153326035
uc2.ark:/13960/t0xp72f1v,"Hodgson, William Hope,",Men of the deep waters,1921,m,high_male,4.761507969573964
uiuo.ark:/13960/t6vx0vt4j,"Lauder, Thomas Dick,",The wolfe of Badenoch,1827,m,,4.760317989241681
uc1.b4938136,"Durrell, Lawrence.","Sebastian, or, ruling passions : | a novel / | $c: by Lawrence Durrell.",1983,m,mixed,4.759978104100721
uc1.b3472730,"Lewis, Norman.",Cuban passage / | $c: Norman Lewis.,1982,m,high_male,4.75963826749167
uc2.ark:/13960/t7vm44m4v,"Viebig, Clara,",The son of his mother,1913,f,,4.7592607281668915
uc1.31822038205522,"Cooper, James Fenimore,",The bee-hunter;,1848,m,,4.758505829169641
inu.30000115651212,"Gavalda, Anna,",Hunting and gathering / | $c: Anna Gavalda ; translated from the French by Alison Anderson.,2007,f,high_female,4.757373929590866
njp.32101057193185,"Le Sage, Alain René,","The life and adventures of Guzman D'Alfarache, or The Spanish rogue",1823,m,,4.756845894049186
uc1.$b251230,,Saturday saga : a collection of contemporary short stories.,1946,u,,4.754961009319723
mdp.39015032939251,"Saʻdāwī, Nawāl.",The innocence of the devil / | $c: Nawal el Saadawi ; translated from the Arabic by Sherif Hetata.,1994,f,mixed,4.753228234175711
uc2.ark:/13960/t27941g2s,"Cupples, George,",The adventures of Mark Willis,1872,f,high_male,4.749127347849833
mdp.39015066835904,"Harris, Wilson.",The ghost of memory / | $c: Wilson Harris.,2006,m,high_male,4.745408816969582
mdp.39015053605450,"Drieu La Rochelle, Pierre,",Will o' the wisp: | a novel; | $c: translated [from the French] by Martin Robinson.,1966,m,,4.744845911129036
mdp.39015014135498,"Morrison, Nancy Brysson.",The hidden fairing; | a novel.,1951,f,mixed,4.744226868928872
inu.30000108515119,,Kalīlah and Dimnah,1885,m,high_male,4.743983048167241
uc1.b3339452,"Hogg, James,","The tales of James Hogg, the Ettrick shepherd",1886,m,,4.741669338559706
uc1.b3845908,"Jacobsen, Ernst Ludwig Harthern,","Man into woman; | an authentic record of a change of sex. The true story of the miraculous transformation of the Danish painter, Einar Wegener (Andreas Sparre) | $c: edited by Niels Hoyer [pseud.] Translated from the German by H. J. Stenning; introduction by Norman Haire.",1933,m,high_female,4.741639896158087
uc1.32106007964171,"Marcone, Maria.",A woman and her family / | $c: Maria Marcone ; translated from the Italian by Etain Addey.,1987,f,high_female,4.740235115661736
inu.30000042813174,"Ricci, Nino.",In a glass house / | $c: Nino Ricci.,1994,m,,4.739149322696576
uc1.$b322371,"Baerlein, Henry,","Over the hills of Ruthenia, | $c: by Henry Baerlein.",1923,m,,4.737839545167404
hvd.hwspyj,"Zschokke, Heinrich,",The bravo of Venice,1805,m,,4.73720362869798
uiuo.ark:/13960/t9j39dp13,"Russell, William Clark,",My Danish sweetheart,1891,m,mixed,4.73611922390793
uc1.32106010507546,"Klíma, Ivan.",Judge on trial / | $c: by Ivan Klima.,1991,m,mixed,4.730592743270732
uc2.ark:/13960/t55d8vt1g,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,1857,m,,4.725367544994359
uc1.$b302055,"Mordaunt, Elinor,",Mrs. Van Kleek / | $c: by Elinor Mordaunt.,1934,f,high_female,4.724502450835646
nyp.33433074945837,"Clegg, Thomas Bailey.",The love child,1906,m,mixed,4.724223455769458
inu.32000003235852,"Mann, Thomas,",Mario and the magician / | $c: Thomas Mann ; [translated from the German by H. T. Lowe-Porter].,1930,m,high_male,4.723888705182106
uc1.b4706895,"Chotzner, Jospeh,",Hebrew satire,1911,u,,4.723442444853809
inu.30000111192989,"Medtia, Vijay.",The house of Subadar / | $c: Vijay Medtia.,2006,m,,4.7213238592101225
uc1.$b301794,"Mantle, Winifred.","Happy is the house, | a novel.",1951,f,high_female,4.71931853040421
hvd.hnnzlh,,The pic-nic papers,1841,m,,4.718984474541079
uiuo.ark:/13960/t6n01pv5m,"Mills, John,","The old hall, or, Our hearth and homestead",1845,m,,4.718464926077383
uc1.32106009467207,"Troyat, Henri,",Sylvie-happiness / | $c: Henri Troyat ; translated by Anthea Bell.,1989,m,high_female,4.71731490435644
wu.89008374258,"Schlumberger, Jean,",Stefan the proud / | $c: Jean Schlumberger ; tr. by W. G. Corp.,1946,f,high_male,4.714757190004715
uc1.b4080508,"Young, E. H. (Emily Hilda),",Jenny Wren / | $c: by E.H. Young.,1932,f,high_female,4.714127454292606
uc1.b3741281,"Rubens, Bernice.",Brothers : | a novel / | $c: by Bernice Rubens.,1983,f,,4.7138682002451215
uc1.b4381825,"Gill, Brendan,",Ways of loving.,1974,m,mixed,4.711513997908088
uiuo.ark:/13960/t49p3pv44,"Taylor, Meadows,",A noble queen,1878,m,mixed,4.71120324130783
mdp.39015055165859,"O'Brien, Flann,",The Third policeman / | $c: Flann O'Brien.,1967,u,high_male,4.710759374411155
mdp.39015047757466,"Cleugh, James.",Prelude to Parnassus; | scenes from the life of Alexander Sergeyevich Pushkin (1799-1837) | $c: by James Cleugh.,1936,m,,4.7100197820830845
uiuo.ark:/13960/t1vd7fh0q,"Rafter,","Savindroog, or, The queen of the jungle",1848,u,mixed,4.709095618186527
njp.32101067173037,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,4.708910828925269
uiuo.ark:/13960/t7vm4v912,"Ley, Beatrice.",Fiesole; a novel,1886,f,high_female,4.708873872813316
uiug.30112041406031,"Bindloss, Harold,",Hawtrey's deputy / | $c: by Harold Bindloss.,1912,m,,4.708171816883504
uc2.ark:/13960/t9w09101n,"Evans, Caradoc,",My people;,1915,m,mixed,4.707654646455136
uc1.31158003738555,"Elbe, Lili,","Man into woman : | an authentic record of a change of sex / | $c: [ed. by Niels Hoyer, i.e. E. Harthern] ; translated from the German by H. J. Stenning ; introduction by Norman Haire.",1937,u,high_female,4.706989879971758
inu.39000005524892,"Picard, Barbara Leonie.",Celtic tales : | legends of tall warriors & old enchantments / | $c: retold by Barbara Leonie Picard ; illustrated by John G. Galsworthy.,1964,f,high_male,4.705218086858325
mdp.39015031234910,"Holme, Constance.","The old road from Spain, | $c: by Constance Holme.",1932,f,mixed,4.7035582418099295
mdp.39015027233876,"Mofolo, Thomas,",Chaka / | $c: Thomas Mofolo ; new English translation by Daniel P. Kunene.,1981,m,high_male,4.697482149567832
mdp.39015029452953,"Fuller, John,",Look twice : | an entertainment / | $c: John Fuller.,1991,m,high_male,4.69717324114348
uc1.$b703650,"Marceau, Félicien,",By invitation only; | a novel. | $c: Translated from the French by Anthony Rhodes.,1955,u,,4.69682025268893
uc2.ark:/13960/t8ff43d6j,"Balzac, Honoré de,",A harlot's progress =,1896,m,mixed,4.695901260849489
uc1.b5015166,"Leopold, Keith.",My brow is wet / | $c: by Keith Leopold.,1970,m,high_male,4.695000997687712
mdp.39015050740557,"Sarif, Shamim.",The world unseen / | $c: Shamim Sarif.,2001,u,high_female,4.693954187007135
nyp.33433082290879,"Yonge, Charlotte M.",Aunt Charlotte's stories of German history for the little ones,1878,f,high_male,4.693183151472486
uiuo.ark:/13960/t3tt55j0g,"Medina Pomar, de,",Through the ages,1876,u,,4.692742673455501
mdp.39015038165117,,"Soviet short stories, 1944.",1944,u,,4.692338974567523
uc2.ark:/13960/t3zs2wq1n,"Danilevsiïĭ, Grigorïĭ Petrovich,",The Princess Tarakanova,1891,f,,4.6910182636977735
inu.32000006230694,"Zweig, Stefan,",Stories and legends / | $c: Stefan Zweig ; translations by Eden and Cedar Paul and Constantine FitzGibbon.,1955,u,mixed,4.690724873350429
wu.89007244767,"Klein, Gerda Weissmann,",My tortured years.,1960,f,,4.690431519699812
njp.32101037974829,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,4.689844922461231
mdp.39015018951866,"Edric, Robert,",In the days of the American museum / | $c: Robert Edric.,1990,m,,4.6894783736889
hvd.32044086797222,"Boswell, George.",Maria of the mountain;,1827,m,,4.688892014816899
uc1.$b170811,"Bruce, Jean,",Short wave. | $c: Translated from the French by Lawrence Wilson.,1964,f,,4.688452341881945
hvd.hwadbb,"Scott, Walter,",The Waverley novels,1829,m,high_male,4.688144619885234
uc2.ark:/13960/t3xs5m788,"Webb, Edward Meryon.",Runaway Jo,1920,m,,4.687939494327593
uc1.$b70745,"Mahuzler, Albert.",Tragic safari; | $c: translated by Alec Brown.,1956,m,high_male,4.6866212585140286
uc1.$b301050,"Key, Alexander,",Island light / | $c: by Alexander Key..,1951,m,mixed,4.686562687462508
uiuo.ark:/13960/t65439n2q,"Lover, Samuel,","Rory O'More, a national romance",1837,m,high_male,4.685450115574436
inu.30000118529688,"Elliot, Geraldine.","The singing chameleon; | a book of African stories based on local custom, proverbs and folk-lore. | $c: Illus. by Sheila Hawkins.",1957,f,,4.685157421289356
uc1.$b726798,"Simpson, Alyse.","The convent,",1939,f,high_female,4.684883053606774
uc1.$b119909,"Hershey, Burnet,",You can't go to heaven on a roller skate.,1969,u,mixed,4.684572142410993
mdp.39015031222238,"Cochrane, Ian,",Jesus on a stick / | $c: Ian Cochrane.,1975,m,high_female,4.684498992832717
uc1.$b243334,"Humphreys, Emyr.",The little kingdom / | $c: by Emyr Humphreys.,1946,m,,4.684498992832717
uc1.b4948786,"Heath, Roy A. K.",One generation : | a novel / | $c: by Roy A.K. Heath.,1981,m,mixed,4.682579633119886
uc1.$b300898,"Holme, Constance.",He-who-came? | $c: By Constance Holme.,1930,f,high_female,4.682195949900503
uc2.ark:/13960/t71v5h271,"Brown, T. E.",Fo'c's'le yarns,1881,f,high_male,4.68055230517201
mdp.39015006999992,"Wren, Percival Christopher,",Cupid in Africa;,1920,m,high_male,4.679982777663378
uiuo.ark:/13960/t9j394d6m,,"Eva Desmond, or, Mutation",1858,u,high_female,4.679566672126161
uiuo.ark:/13960/t8qc0nj1t,"Scargill, William Pitt,",Tales of my time,1829,m,high_female,4.678070763617084
uc1.$b243791,"Jeffery, Margaret.",Mairangi.,1964,f,,4.6778519303935635
njp.32101065836619,"Michel,","Henry of Monmouth, or, The field of Agincourt",1841,m,mixed,4.677341399148724
mdp.39015001032583,"Slaughter, Carolyn.",Dreams of the Kalahari / | $c: Carolyn Slaughter.,1981,f,high_female,4.673934635024129
uc1.$b189577,"Marceau, Félicien,",The king's man. | $c: Translated from the French by David Hughes and Marie-Jacqueline Mason.,1954,u,mixed,4.673880021499848
mdp.39015030029063,"Lie, Jonas Lauritz Idemil,",The visionary,1894,m,,4.67366158016498
mdp.39015056907002,,Breaking the skin : | 21st century Irish writing.,2002,u,mixed,4.6720239207624745
mdp.39015011953125,"Atherton, Gertrude Franklin Horn,",A daughter of the vine,1899,f,,4.668243495580729
uc1.$b322862,"Brierley, Walter,",Means-test man / | $c: by Walter Brierley.,1936,m,mixed,4.66804373956984
uc2.ark:/13960/t45q4s04n,"Atherton, Gertrude Franklin Horn,",The Californians,1908,f,high_female,4.667880315548709
mdp.39015018629553,"Welles, Patricia.","Babyhip. [London,] Joseph, 1968. | Mayflower | $c: [1972]",1972,f,high_female,4.666747556957654
uc1.$b312582,"Stephens, James,","In the land of youth, | $c: by James Stephens.",1924,m,high_male,4.665702421499557
uc1.b3586833,"Maron, Monika.",Flight of ashes / | $c: by Monika Maron ; translated by David Newton Marinelli.,1986,f,high_female,4.665539161369336
uiuo.ark:/13960/t2j682d0m,"Reade, Charles,",White lies,1857,m,high_female,4.664831832812427
mdp.39015063913662,"Caine, Hall,",The deemster,1887,m,high_male,4.664396660291991
nyp.33433075735807,"Auerbach, Berthold,","Christian Gellert, and other sketches",1858,m,,4.662077110755412
mdp.39015029176610,"Ali, Tariq.",Shadows of the pomegranate tree / | $c: Tariq Ali.,1992,u,,4.661092000633909
uc2.ark:/13960/t2p55r43h,"Pinski, David,",Temptations,1919,m,high_male,4.659904627285295
uc1.$b322948,"Barrett, Michael.",The reward.,1955,m,high_male,4.659759867041519
mdp.49015001269712,"Head, Bessie,",Maru / | $c: Bessie Head.,1987,f,high_female,4.658421261034635
mdp.39015049991089,"Meek, James,",The museum of doubt / | $c: James Meek.,2000,m,,4.6565340485769635
uc1.$b243945,"Norris, Kathleen Thompson,","The Callahans and the Murphys, | $c: by Kathleen Norris;",1924,f,high_female,4.655096166528307
uiuo.ark:/13960/t54f24r62,"Davies, Edward William,",Frank Raleigh of Watercombe,1877,m,high_male,4.652605459057073
nyp.33433074916218,"Lamb, Charles,",Tales from Shakespear,1809,f,,4.645832688078793
mdp.39015017905889,"Ngũgĩ wa Thiongʼo,",Matigari / | $c: Ngũgĩ Wa Thiong'o ; translated from the Gĩkũyu by Waugũi wa Goro.,1989,u,high_male,4.643172215257464
mdp.39015030083482,"Mason, Eugene.","Aucassin & Nicolette, and other mediaeval romances and legends",1915,m,high_male,4.6431183182625455
mdp.39015046784271,"Kourouma, Ahmadou.",The suns of independence / | $c: Ahmadou Kourouma ; translated from the French by Adrian Adams.,1981,u,high_male,4.6421663442940035
uiuo.ark:/13960/t5v69qw74,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,4.642022684017516
nyp.33433076078942,"Scott, Walter,",The handy volume  Waverly,1877,m,,4.641491218298615
mdp.39015024687801,"Barham, Marie.",Onak and the talking box / | $c: Marie Barham.,1957,f,high_female,4.641376322792252
wu.89047148200,"Porteous, Crichton.",Farmer's creed.,1938,u,high_male,4.63907960660605
uiuo.ark:/13960/t19k4zt0k,"Scott, Walter,",Tales of my landlord,1816,m,mixed,4.63628355510223
wu.89008198194,"Alessandria, Pia d'",Bull's eye / | $c: by Pia d'Alessandria ; translated from the Italian by J. R. Chanter.,1962,f,mixed,4.6358536924574665
mdp.39015052255737,"Gurung, D. B.",Echoes of the Himalayas / | $c: D.B. Gurung.,2000,u,,4.6356387910254035
uc2.ark:/13960/t76t0qv36,"Turgenev, Ivan Sergeevich,",Liza,1914,m,high_female,4.632685915476645
inu.32000002550475,"Trollope, Frances Milton,",The young countess,1848,f,high_female,4.632560725150173
mdp.39015077682048,"Mooney, Chris.",The secret friend / | $c: Chris Mooney.,2008,m,,4.631387841680638
mdp.39015062872141,"Hale, Stephanie.",Firebug / | $c: Stephanie Hale.,2005,f,high_female,4.630540731393909
inu.39000003575102,"Cope, Jack,",The fair house.,1955,m,mixed,4.6276096412941445
njp.32101027913449,,The Sepoy's daughter,1860,u,mixed,4.625572414586306
uc1.31158010358751,"Satchell, William.",The toll of the bush,1905,m,,4.622175658082259
nyp.33433075771596,"Prest, Thomas Peckett.",Angelina;,1841,m,mixed,4.620736545405338
uc1.$b391632,"Gary, Romain.","Forest of anger, | $c: by Romain Gary. Translated from the French by Viola Gerard Garvin.",1944,m,high_male,4.62000462000462
uc1.32106013465049,"Fox, Catherine,",The benefits of passion / | $c: Catherine Fox,1997,f,high_female,4.618582095296744
mdp.39015000550429,"Okri, Ben.",The landscapes within / | $c: Ben Okri.,1981,m,high_male,4.617785864033913
wu.89057943995,"Lie, Sissel,",Lion's heart / | $c: Sissel Lie ; translated by Anne Born.,1990,u,high_female,4.615633149477279
uc1.$b156146,"James, Brian.",Australian short stories: | $n: second series.,1963,m,mixed,4.614674665436087
nyp.33433074937206,"Disraeli, Benjamin,",The voyage of Captain Popanilla,1828,m,high_male,4.610738409756323
uc1.$b470335,"Urwin, George Glencairn.","The American novel today, | $c: compiled by G. G. Urwin.",1967,m,,4.609356994699239
nyp.33433074964762,"Banim, John,",Tales,1825,m,,4.609038324153666
mdp.39015003494435,"Wolkers, Jan,",Horrible tango.,1970,u,mixed,4.608932110430013
mdp.39015051155904,"Banim, John,",Tales,1826,m,,4.608719697667988
mdp.39015063927456,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,4.6072333563695
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,4.607106000294855
uc1.$b703626,"Nimier, Roger,",Children of circumstance / | $c: by Roger Nimier; translated by Robert Kee and John Russell.,1954,m,,4.6053767773876
uc1.b3755150,"Merle, Robert,",The island. | $c: Translated from the French by Humphrey Hare.,1964,m,high_male,4.604454349137355
njp.32101076207685,,Tales from  Blackwood,1858,u,,4.602525866195368
mdp.39015059376031,,The New British novelist;,1830,u,,4.60182692528934
mdp.39015024856406,"Mason, Eugene.","Aucassin & Nicolette, and other mediaeval romances and legends, | $c: tr. from the French by Eugene Mason.",1925,m,,4.601509295048776
uc1.$b605193,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,4.6003450258769405
uc1.32106010089206,"Banks, Iain.",Canal dreams.,1989,m,high_female,4.598282541470761
mdp.39015011254656,"Egbuna, Obi B.","Daughters of the sun, | and other stories | $c: [by] Obi Egbuna.",1970,u,,4.598018254132469
mdp.39015060459198,,'Blackwood' tales from the outposts ...,1932,u,high_male,4.595883926355556
uiuo.ark:/13960/t2s475w45,"MacCabe, William Bernard,",Bertha,1851,m,,4.594532506317482
mdp.39015031305678,"Stow, Randolph,",Visitants / | $c: Randolph Stow.,1979,m,,4.591842591635959
mdp.39015030594983,"Dostoevskai͡a, L. Ḟ.",The emigrant,1916,u,high_female,4.591227694285452
uc1.b3322603,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,4.589705799858229
uc1.b4376848,"Inoue, Yasushi,",The hunting gun / | $c: Yasushi Inoue ; translated from the Japanese and with an introduction by Sadamichi Yokoö and Sanford Goldstein,1989,u,,4.589682393978337
mdp.39015008817226,"Déry, Tibor,",The giant. | Behind the brick wall. Love.,1964,u,,4.588313565349056
mdp.39015030714896,"Sutcliffe, Halliwell,",Mistress Barbara Cunliffe / | $c: by Halliwell Sutcliffe.,1924,m,mixed,4.586885439259808
uiuo.ark:/13960/t09w0zp7g,"Macquoid, Katharine S.",At the red glove,1885,f,high_female,4.586840355021444
inu.39000001714570,"Conrad, Joseph,","Tales of unrest, and Typhoon.",1926,m,,4.586693086018842
njp.32101067193985,Cuchulain.,Cuchulain of Muirthemme,1907,u,mixed,4.586013967688256
uc1.b3915819,"Moreland, A. Maud.",Through south Westland,1911,f,mixed,4.584492191081635
uc2.ark:/13960/t04x55h6x,"Friedlander, Gerald,",Jewish fairy tales and stories,1918,m,high_male,4.582321404023278
uc2.ark:/13960/t0pr7sg01,"Mathers, Helen,",Eyre's acquittal,1884,f,,4.580747119855248
inu.30000067189047,"Tepper, Nanne,",The happy hunting grounds / | $c: Nanne Tepper.,1999,u,,4.580642206037286
hvd.hnnzq8,,Young hearts,1834,f,high_female,4.579488471137774
mdp.39015009147615,"Zweig, Stefan,","Kaleidoscope two. | $c: [Translated from the German by B. W. Huebsch, and Eden and Cedar Paul.",1959,u,mixed,4.579048107479417
njp.32101068164100,,Passion;,1822,u,,4.576240161083653
mdp.39015054266898,"Klíma, Ivan.",No saints or angels / | $c: Ivan Klı́ma.,2001,m,,4.575737608902555
uiuo.ark:/13960/t6931c01p,"Macquoid, Katharine S.",At the red glove,1885,f,high_female,4.575611988103409
njp.32101066459981,"Grand, Sarah.",The heavenly twins,1893,f,high_female,4.573644829037156
uiuo.ark:/13960/t6b28fq5g,"Oliphant,",The wizard's son,1884,f,mixed,4.57106288639766
mdp.39015035775363,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,4.570383912248629
mdp.39015014233855,"Vansittart, Peter.",Parsifal : | a novel / | $c: Peter Vansittart.,1988,m,,4.570349098498641
inu.30000118600547,"Tucker, A. N. (Archibald Norman),","The disappointed lion, | and other stories from the Bari of Central Africa; | $c: with a preface by ""Elizabeth"" of the Children's hour, illus. by John Farleigh.",1937,m,,4.569757345884933
njp.32101066460054,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,4.569548528605374
inu.30000083996623,"Lenz, Siegfried,",The German lesson. | $c: Translated by Ernst Kaiser and Eithne Wilkins.,1971,m,high_male,4.565813924819308
mdp.39015008732235,"Moravia, Alberto,",The voice of the sea and other stories / | $c: Alberto Moravia ; translated from the Italian by Angus Davidson.,1978,m,mixed,4.564750992833341
inu.32000009218126,"Coppard, A. E. (Alfred Edgar),",Count Stefan.,1928,m,mixed,4.563501118057774
uc1.32106015457804,"Haverty, Anne",One day as a tiger / | $c: Anne Haverty,1997,f,mixed,4.562408038962965
uiuo.ark:/13960/t6nz8t53n,"Needell, J. H.,",Passing the love of women,1892,f,mixed,4.561003420752566
mdp.39015011705624,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,4.5607954027182345
mdp.39015029174540,"Goodman, Martin,",On bended knees / | $c: Martin Goodman.,1992,m,,4.560587403657591
mdp.39015078787580,"Tallis, Frank.",Darkness rising / | $c: Frank Tallis.,2009,m,high_male,4.558924093913836
njp.32101032329045,"Lewis, M. G.",Feudal tyrants;,1806,m,,4.55736584254301
mdp.39015018885163,"Sharqāwī, ʻAbd al-Raḥmān,",Egyptian earth / | $c: Abdel Rahman al-Sharqawi ; translated by Desmond Stewart ; foreword by Robin Ostle.,1990,u,high_male,4.556898574829971
mdp.39015014858859,"Weintraub, Sidney,",The Siamese coup affair.,1963,m,high_male,4.55684666210982
inu.32000009224538,"De Chair, Somerset Struben,","Bring back the gods : | the epic career of the Emperor Julian, the Great / | $c: Somerset De Chair.",1962,u,,4.5544392118998385
uc1.b4097796,"Caspary, Vera,",The man who loved his wife / | $c: Vera Caspary.,1966,f,,4.55228296990941
nyp.33433074964952,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,4.552144818900505
uc1.$b787168,"Doyle, Lynn,","Me and Mr. Murphy, | $c: by Lynn Doyle [pseud.]",1935,m,,4.551247041689423
mdp.39015020168079,"Henty, G. A.",The cat of Bubastes,1888,m,high_female,4.549649676974872
uc1.$b444706,"Hostovský, Egon,","Three nights. | $c: Translated from the Czech by Philip H. Smith, Jnr.",1964,u,,4.549383558527819
nyp.33433074923156,"Lauder, Thomas Dick,",Highland rambles,1837,m,mixed,4.548348949331393
mdp.39015080902227,"Claire, Regi,",Fighting it / | $c: Regi Claire.,2009,m,,4.548279992116314
inu.39000003801771,"Zhang, Ailing",The rouge of the north.,1967,u,,4.548211036992116
mdp.39015029497743,"Moore, Thomas,",The Epicurean,1827,m,high_female,4.547314810604338
njp.32101068168093,"Crommelin, May.","Joy, or, The light of Cold-home Ford",1884,f,high_female,4.546901286773064
uc1.b4365367,"Shrake, Edwin.",But not for love / | $c: Edwin Shrake.,1964,m,high_male,4.545402893148942
uc1.$b244762,"McClure, Jane,",The sandwiches are waiting & other stories.,1955,f,high_female,4.543045354736124
mdp.39015049232971,"Malraux, André,",The walnut trees of Altenburg;,1952,m,high_male,4.542426261280358
uiuo.ark:/13960/t81j9x38m,"King, Richard Ashe,",A Geraldine,1893,m,mixed,4.541841716816169
